# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	a1 (rad)	a2 (rad)	a3 (rad)	a4 (rad)	a5 (rad)	a6 (rad)	a7 (rad)	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()	m.region3x ()	m.region3y ()	m.region3z ()	m.region4x ()	m.region4y ()	m.region4z ()	m.region5x ()	m.region5y ()	m.region5z ()	m.region6x ()	m.region6y ()	m.region6z ()	m.region7x ()	m.region7y ()	m.region7z ()	roundness ()	size (m)	Cell_size (m)
0	0.013503027	0.10770195	0	-2.008926e-17	-2.5847783e-17	0	0	1.5707964	0	3.1415927	3.1415927	3.1415927	0.9587438	-0.25911504	0	0.98161626	0.15024877	0	-0.00020807513	0.9996822	0	-0.014465985	-0.9923917	0	0.091524765	0.98830706	0	-0.9453336	-0.30698153	0	-0.97735596	0.17416391	0	0.66	100	2e-09
0	0.16983281	-0.055083755	0	-2.011501e-17	-2.5847778e-17	0	0	1.5707964	0	3.1415927	3.1415927	4.712389	0.960297	-0.25320494	0	0.981819	0.14882569	0	-0.00029129442	0.9996821	0	-0.007934985	-0.99243486	0	-0.017712314	0.99221724	0	-0.94391173	-0.31145924	0	0.21656403	-0.96921235	0	0.66	100	2e-09
0	0.43172643	0.0049508614	0	-2.0280197e-17	-2.5847778e-17	0	0	1.5707964	0	3.1415927	4.712389	0	0.95745504	-0.2638704	0	0.97742283	0.17601506	0	-0.00026634158	0.9996821	0	-0.074354485	-0.9899676	0	0.1881216	0.9757482	0	-0.010853998	-0.99265885	0	0.98456055	0.12970738	0	0.66	100	2e-09
0	0.33283752	0.121895686	0	-2.0264573e-17	-2.5847778e-17	0	0	1.5707964	0	3.1415927	4.712389	1.5707964	0.9564858	-0.26741314	0	0.9767817	0.17963436	0	-0.00021269722	0.9996821	0	-0.07567641	-0.9898815	0	0.29035905	0.9512487	0	-0.020647923	-0.9925074	0	0.20277333	0.9725067	0	0.66	100	2e-09
0	0.13524245	0.0075666746	0	-2.015317e-17	-2.5847783e-17	0	0	1.5707964	0	3.1415927	4.712389	3.1415927	0.953834	-0.27681822	0	0.98266095	0.14309938	0	-0.00019881764	0.9996821	0	-0.092284866	-0.9885102	0	0.10854037	0.9866644	0	-0.029745648	-0.99227047	0	-0.97610897	0.18111952	0	0.66	100	2e-09
0	0.29556248	-0.15468597	0	-2.0183859e-17	-2.584778e-17	0	0	1.5707964	0	3.1415927	4.712389	4.712389	0.9556237	-0.27049112	0	0.9828677	0.14157127	0	-0.00028244918	0.9996821	0	-0.08865296	-0.9888161	0	-0.0034670352	0.99238527	0	-0.0143710645	-0.9926047	0	0.23721956	-0.9645286	0	0.66	100	2e-09
0	-0.25232515	0.17223284	0	-2.0032422e-17	-2.5847816e-17	0	0	1.5707964	0	4.712389	0	0	0.9655643	0.23298468	0	0.06999001	-0.99028724	0	0.00034103802	0.99968344	0	-0.9332745	0.34470025	0	-0.9775184	-0.17774408	0	0.08307039	0.9893014	0	-0.9744489	-0.1930085	0	0.66	100	2e-09
0	-0.118567266	0.37039948	0	-1.9940153e-17	-2.5847818e-17	0	0	1.5707964	0	4.712389	0	1.5707964	0.9690431	0.2178755	0	0.15039739	-0.9815905	0	0.00037449444	0.9996836	0	-0.9398964	0.32547835	0	-0.9908743	0.05535007	0	0.08630186	0.9890179	0	-0.105317116	0.9869814	0	0.66	100	2e-09
0	-0.25228366	0.1718054	0	-2.0032425e-17	-2.5847813e-17	0	0	1.5707964	0	4.712389	0	3.1415927	0.9658864	0.23161304	0	0.07061382	-0.9902438	0	0.00034145213	0.99968344	0	-0.9340082	0.3426352	0	-0.9775733	-0.17743042	0	0.083222345	0.9892888	0	-0.9744682	-0.19290845	0	0.66	100	2e-09
0	-0.12541415	0.07628609	0	-2.00545e-17	-2.5847816e-17	0	0	1.5707964	0	4.712389	0	4.712389	0.96311164	0.24316505	0	0.07631889	-0.9898363	0	0.00027674952	0.99968344	0	-0.92683506	0.36225024	0	-0.989832	-0.081210144	0	0.09437897	0.9883203	0	-0.0953182	-0.98837006	0	0.66	100	2e-09
0	0.04017721	0.22093245	0	-1.9978068e-17	-2.5847818e-17	0	0	1.5707964	0	4.712389	1.5707964	0	0.9655094	0.23339763	0	0.15202497	-0.98134255	0	0.0002796365	0.9996835	0	-0.93074477	0.351672	0	-0.9820737	0.14535728	0	0.10154438	0.98761845	0	0.97470045	-0.18985903	0	0.66	100	2e-09
0	-0.11836069	0.37040138	0	-1.9940152e-17	-2.5847818e-17	0	0	1.5707964	0	4.712389	1.5707964	1.5707964	0.96912885	0.21748513	0	0.15101907	-0.9814981	0	0.00037433827	0.9996835	0	-0.94007796	0.32493398	0	-0.99083066	0.056121808	0	0.086339675	0.9890146	0	-0.104478	0.98706865	0	0.66	100	2e-09
0	-0.25228366	0.17180298	0	-2.0032425e-17	-2.5847816e-17	0	0	1.5707964	0	4.712389	1.5707964	3.1415927	0.9658881	0.23160651	0	0.07061514	-0.9902438	0	0.00034145525	0.99968344	0	-0.9340119	0.34262463	0	-0.97757334	-0.17742999	0	0.08322335	0.9892887	0	-0.9744682	-0.19290872	0	0.66	100	2e-09
0	-0.12541412	0.07630335	0	-2.00545e-17	-2.5847816e-17	0	0	1.5707964	0	4.712389	1.5707964	4.712389	0.96310055	0.24321029	0	0.07630457	-0.9898374	0	0.00027673083	0.99968344	0	-0.9268045	0.3623314	0	-0.9898316	-0.08121515	0	0.09437169	0.9883211	0	-0.09531631	-0.98837024	0	0.66	100	2e-09
0	-0.11212753	0.027228257	0	-1.9926445e-17	-2.5847813e-17	0	0	1.5707964	0	4.712389	3.1415927	0	0.9862739	0.11369574	0	0.21069553	-0.97077906	0	0.00037678983	0.9996835	0	-0.99223375	0.023243692	0	-0.97598416	0.18290314	0	-0.9923771	0.011236544	0	0.97835594	-0.16938569	0	0.66	100	2e-09
0	-0.2696876	0.17453279	0	-1.989633e-17	-2.5847816e-17	0	0	1.5707964	0	4.712389	3.1415927	1.5707964	0.9874471	0.10271428	0	0.20507127	-0.97195274	0	0.000470404	0.99968344	0	-0.9924852	0.007994057	0	-0.98824984	0.09166646	0	-0.99243766	0.0048407717	0	-0.10762907	0.98678297	0	0.66	100	2e-09
0	-0.40575892	-0.020956622	0	-1.9984384e-17	-2.5847811e-17	0	0	1.5707964	0	4.712389	3.1415927	3.1415927	0.98634744	0.11282327	0	0.11655748	-0.9860085	0	0.00044636178	0.99968326	0	-0.9920739	0.029998798	0	-0.98191315	-0.15062796	0	-0.99217427	0.023972072	0	-0.9775025	-0.17653741	0	0.66	100	2e-09
0	-0.28128055	-0.12019404	0	-2.0000883e-17	-2.5847813e-17	0	0	1.5707964	0	4.712389	3.1415927	4.712389	0.98544085	0.120679595	0	0.12328621	-0.98521453	0	0.0003821089	0.9996833	0	-0.9916995	0.04044972	0	-0.991428	-0.05748492	0	-0.99206	0.02815906	0	-0.10288545	-0.98763055	0	0.66	100	2e-09
0	0.055845063	-0.17168106	0	-1.9972196e-17	-2.5847811e-17	0	0	1.5707964	0	4.712389	4.712389	0	0.992496	0.014107893	0	0.24101083	-0.963954	0	0.00043199296	0.9996833	0	-0.95200217	-0.28644657	0	-0.97574484	0.1839938	0	0.10513186	-0.98724115	0	0.9795919	-0.16191074	0	0.66	100	2e-09
0	-0.1008151	-0.024001071	0	-1.9937354e-17	-2.5847811e-17	0	0	1.5707964	0	4.712389	4.712389	1.5707964	0.9925822	0.003857451	0	0.23448674	-0.96551937	0	0.00052514806	0.99968326	0	-0.9480365	-0.29973882	0	-0.98800933	0.093667254	0	0.0871621	-0.98893756	0	-0.084416	0.9889803	0	0.66	100	2e-09
0	-0.24143688	-0.22473367	0	-2.0019847e-17	-2.5847808e-17	0	0	1.5707964	0	4.712389	4.712389	3.1415927	0.9925303	0.01037195	0	0.14204495	-0.9827807	0	0.0005056314	0.9996832	0	-0.95543075	-0.2744788	0	-0.98037004	-0.16047746	0	0.088136636	-0.9888473	0	-0.9774749	-0.17660658	0	0.66	100	2e-09
0	-0.113102406	-0.32411578	0	-2.004008e-17	-2.5847811e-17	0	0	1.5707964	0	4.712389	4.712389	4.712389	0.992431	0.01774393	0	0.15032177	-0.9815857	0	0.00044101122	0.9996832	0	-0.95769507	-0.26618633	0	-0.9911439	-0.061870057	0	0.10186987	-0.9875667	0	-0.08794149	-0.98902875	0	0.66	100	2e-09
0	0.41468015	0.3699106	0	-2.0023382e-17	-2.584783e-17	0	0	1.5707964	1.5707964	0	0	0	-0.0081653595	0.99289954	0	0.011086679	-0.9921555	0	-0.0003438064	0.9996841	0	-0.010711061	0.9924289	0	0.9848127	0.1234501	0	0.9485952	0.2964663	0	0.9774867	0.17660075	0	0.66	100	2e-09
0	0.28102	0.46803212	0	-2.004814e-17	-2.584783e-17	0	0	1.5707964	1.5707964	0	0	1.5707964	-0.013558152	0.9928345	0	-0.009527542	-0.9922711	0	-0.0002789997	0.9996841	0	-0.01675141	0.9923367	0	0.9921946	-0.008567938	0	0.9470018	0.30166113	0	0.06805942	0.990548	0	0.66	100	2e-09
0	-0.12155364	0.19059873	0	-2.015028e-17	-2.5847821e-17	0	0	1.5707964	1.5707964	0	0	3.1415927	-0.13034996	0.98437846	0	-0.37818974	-0.9209787	0	-8.3813575e-05	0.9996836	0	-0.054936267	0.9910847	0	-0.22608015	-0.9679238	0	0.92478806	0.3655369	0	-0.9860238	-0.11759001	0	0.66	100	2e-09
0	-0.029858677	0.074372515	0	-2.013574e-17	-2.5847818e-17	0	0	1.5707964	1.5707964	0	0	4.712389	-0.1379027	0.98336005	0	-0.4036854	-0.9104803	0	-0.00011894649	0.9996835	0	-0.052872885	0.99121207	0	-0.35456866	-0.9300874	0	0.92586434	0.36272106	0	-0.18572645	-0.97580165	0	0.66	100	2e-09
0	0.049287613	0.27389023	0	-2.0102555e-17	-2.5847818e-17	0	0	1.5707964	1.5707964	0	1.5707964	0	-0.122113265	0.9854303	0	-0.4017393	-0.9112798	0	-0.00012585522	0.9996836	0	0.040308047	0.9919015	0	-0.17630102	-0.97707075	0	0.02592498	0.99237967	0	0.97905964	-0.16381298	0	0.66	100	2e-09
0	-0.09694193	0.4306598	0	-2.0136882e-17	-2.5847824e-17	0	0	1.5707964	1.5707964	0	1.5707964	1.5707964	-0.10932653	0.9869174	0	-0.3492899	-0.931885	0	-7.819812e-05	0.9996838	0	0.037729345	0.99198407	0	-0.041097965	-0.9915373	0	0.0109172035	0.9926513	0	-0.22744755	0.96680415	0	0.66	100	2e-09
0	-0.24546294	0.28169817	0	-2.0226823e-17	-2.5847821e-17	0	0	1.5707964	1.5707964	0	1.5707964	3.1415927	-0.12911056	0.9845482	0	-0.3914428	-0.9156136	0	-7.602331e-05	0.9996836	0	0.023593107	0.9924181	0	-0.24215423	-0.9641381	0	0.006971979	0.9926977	0	-0.9860219	-0.11770861	0	0.66	100	2e-09
0	-0.15773709	0.16770713	0	-2.020953e-17	-2.5847818e-17	0	0	1.5707964	1.5707964	0	1.5707964	4.712389	-0.13882223	0.98323876	0	-0.42572054	-0.90073586	0	-0.00010431196	0.9996835	0	0.023704292	0.9924269	0	-0.3810127	-0.9199252	0	0.016401233	0.9925904	0	-0.19860531	-0.97332877	0	0.66	100	2e-09
0	-0.06543134	0.18410917	0	-2.0016275e-17	-2.5847821e-17	0	0	1.5707964	1.5707964	0	3.1415927	0	-0.11387409	0.9864163	0	-0.3633769	-0.9266896	0	-0.00011104022	0.99968374	0	0.13150564	0.9840792	0	-0.1720848	-0.977803	0	-0.9209812	0.37515345	0	0.98090297	-0.15207592	0	0.66	100	2e-09
