# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	a1 (rad)	a2 (rad)	a3 (rad)	a4 (rad)	a5 (rad)	a6 (rad)	a7 (rad)	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()	m.region3x ()	m.region3y ()	m.region3z ()	m.region4x ()	m.region4y ()	m.region4z ()	m.region5x ()	m.region5y ()	m.region5z ()	m.region6x ()	m.region6y ()	m.region6z ()	m.region7x ()	m.region7y ()	m.region7z ()	roundness ()	size (m)	Cell_size (m)
0	-0.2703848	0.079438366	0	-1.9962396e-17	-2.5847746e-17	0	1.5707964	1.5707964	4.712389	3.1415927	1.5707964	0	-0.97600245	-0.18423058	0	-0.99241185	-0.028229019	0	0.000779145	0.99968076	0	0.09237751	-0.988484	0	-0.99249136	-0.00426566	0	0.009073667	0.9927438	0	0.965982	-0.23114656	0	0.66	100	2e-09
0	-0.43285072	0.2307163	0	-1.9922054e-17	-2.5847746e-17	0	1.5707964	1.5707964	4.712389	3.1415927	1.5707964	1.5707964	-0.97522855	-0.18840048	0	-0.9917304	-0.046083827	0	0.00086521293	0.99968076	0	0.08280977	-0.98931104	0	-0.983544	-0.13500433	0	-0.014637492	0.9926753	0	-0.14848936	0.9814577	0	0.66	100	2e-09
0	-0.54492426	0.02740194	0	-2.0029088e-17	-2.5847746e-17	0	1.5707964	1.5707964	4.712389	3.1415927	1.5707964	3.1415927	-0.97573495	-0.18569525	0	-0.9904749	-0.06788953	0	0.00078277185	0.99968076	0	0.067411385	-0.9904335	0	-0.93216234	-0.34878296	0	-0.012815539	0.9927076	0	-0.9714762	-0.2077735	0	0.66	100	2e-09
0	-0.42416093	-0.062633164	0	-2.0050567e-17	-2.584775e-17	0	1.5707964	1.5707964	4.712389	3.1415927	1.5707964	4.712389	-0.9762013	-0.18315604	0	-0.9911901	-0.05671609	0	0.00073482434	0.99968076	0	0.074310414	-0.98995185	0	-0.970555	-0.21408248	0	0.0028801314	0.99278635	0	-0.109105915	-0.98699284	0	0.66	100	2e-09
0	-0.39483145	-0.100158274	0	-2.0052632e-17	-2.5847746e-17	0	1.5707964	1.5707964	4.712389	3.1415927	3.1415927	0	-0.9711092	-0.20925996	0	-0.9922274	-0.033707153	0	0.0008481407	0.9996807	0	0.17634697	-0.9773271	0	-0.9924475	0.009651238	0	-0.9548408	-0.27526802	0	0.9696095	-0.21487752	0	0.66	100	2e-09
0	-0.55503964	0.048449613	0	-2.0018069e-17	-2.5847741e-17	0	1.5707964	1.5707964	4.712389	3.1415927	3.1415927	1.5707964	-0.97018915	-0.2136111	0	-0.9913996	-0.052542772	0	0.0009331065	0.9996807	0	0.16567649	-0.9791451	0	-0.98502934	-0.12325792	0	-0.9553995	-0.27325937	0	-0.14986971	0.9812828	0	0.66	100	2e-09
0	-0.6672523	-0.15161428	0	-2.0121388e-17	-2.5847746e-17	0	1.5707964	1.5707964	4.712389	3.1415927	3.1415927	3.1415927	-0.9709139	-0.21021096	0	-0.9899595	-0.07497241	0	0.0008507005	0.9996807	0	0.1575692	-0.9804337	0	-0.93558407	-0.33915862	0	-0.958673	-0.26117203	0	-0.9740558	-0.19503303	0	0.66	100	2e-09
0	-0.54867953	-0.24378942	0	-2.013897e-17	-2.5847745e-17	0	1.5707964	1.5707964	4.712389	3.1415927	3.1415927	4.712389	-0.9714729	-0.20753197	0	-0.99077284	-0.06348179	0	0.0008018179	0.99968076	0	0.16460565	-0.9793054	0	-0.97216946	-0.20636263	0	-0.958182	-0.26302144	0	-0.11356689	-0.98650324	0	0.66	100	2e-09
0	-0.2742174	-0.21070361	0	-2.012365e-17	-2.5847745e-17	0	1.5707964	1.5707964	4.712389	3.1415927	4.712389	0	-0.9672501	-0.22685762	0	-0.99180484	-0.044336606	0	0.0008629277	0.99968064	0	0.051093053	-0.99129355	0	-0.99243057	-0.005305789	0	0.010244359	-0.9926461	0	0.96976334	-0.2141664	0	0.66	100	2e-09
0	-0.43326306	-0.0621548	0	-2.0084681e-17	-2.5847741e-17	0	1.5707964	1.5707964	4.712389	3.1415927	4.712389	1.5707964	-0.9663305	-0.23086783	0	-0.9907994	-0.06279789	0	0.0009468287	0.99968064	0	0.045236696	-0.99157894	0	-0.9827863	-0.14008579	0	-0.0033213769	-0.9926921	0	-0.1357871	0.9832583	0	0.66	100	2e-09
0	-0.5457079	-0.26601183	0	-2.0185998e-17	-2.5847745e-17	0	1.5707964	1.5707964	4.712389	3.1415927	4.712389	3.1415927	-0.967191	-0.22714014	0	-0.9891776	-0.0846318	0	0.0008617809	0.9996807	0	0.03738483	-0.9918963	0	-0.9252871	-0.36722806	0	-0.0031257912	-0.9926852	0	-0.9734203	-0.19818206	0	0.66	100	2e-09
0	-0.42601556	-0.3559296	0	-2.0206669e-17	-2.5847745e-17	0	1.5707964	1.5707964	4.712389	3.1415927	4.712389	4.712389	-0.96771586	-0.22481894	0	-0.99009514	-0.073256426	0	0.0008155729	0.9996807	0	0.04114398	-0.9917459	0	-0.96899676	-0.22113143	0	0.006358535	-0.9926701	0	-0.10361911	-0.98756486	0	0.66	100	2e-09
0	-0.0056441743	-0.22007331	0	-2.0051406e-17	-2.5847745e-17	0	1.5707964	1.5707964	4.712389	4.712389	0	0	-0.97321683	-0.19871074	0	-0.9919633	0.041539505	0	0.0005489639	0.99968064	0	-0.0054285685	-0.9923576	0	-0.0073074675	-0.99232906	0	0.9515876	-0.28665307	0	0.98627025	-0.11168283	0	0.66	100	2e-09
0	-0.16066347	-0.06633836	0	-2.0087876e-17	-2.5847745e-17	0	1.5707964	1.5707964	4.712389	4.712389	0	1.5707964	-0.9718571	-0.20545366	0	-0.9917852	0.045361344	0	0.00063081	0.99968064	0	-0.013630069	-0.9922832	0	0.09367031	-0.9881004	0	0.9480871	-0.29827112	0	-0.1897602	0.9746979	0	0.66	100	2e-09
0	-0.30834085	-0.22301567	0	-2.016446e-17	-2.5847741e-17	0	1.5707964	1.5707964	4.712389	4.712389	0	3.1415927	-0.97202504	-0.20465314	0	-0.9927921	-0.00035047982	0	0.00062290963	0.9996807	0	-0.034996416	-0.99177516	0	-0.12392981	-0.9855649	0	0.95297605	-0.2818071	0	-0.98824143	-0.096639425	0	0.66	100	2e-09
0	-0.2083332	-0.34486377	0	-2.0143694e-17	-2.5847745e-17	0	1.5707964	1.5707964	4.712389	4.712389	0	4.712389	-0.9729376	-0.20013659	0	-0.9927767	-0.0063542444	0	0.0005664375	0.9996807	0	-0.031587712	-0.9918855	0	-0.22824608	-0.96737367	0	0.9555479	-0.27275395	0	-0.18889844	-0.97522306	0	0.66	100	2e-09
0	-0.11718913	-0.031806324	0	-1.9943632e-17	-2.5847745e-17	0	1.5707964	1.5707964	4.712389	4.712389	1.5707964	0	-0.97879905	-0.16830574	0	-0.9916866	0.048109233	0	0.0005107089	0.9996807	0	0.16811955	-0.97878087	0	-0.03216575	-0.9918903	0	0.028862474	0.9923615	0	0.98483485	-0.12381882	0	0.66	100	2e-09
0	-0.27869925	0.124176346	0	-1.9984374e-17	-2.5847745e-17	0	1.5707964	1.5707964	4.712389	4.712389	1.5707964	1.5707964	-0.9776248	-0.17517674	0	-0.9914483	0.052626505	0	0.0005929715	0.9996807	0	0.154783	-0.9809184	0	0.07258185	-0.98984075	0	0.0029092478	0.99276173	0	-0.21268861	0.9701015	0	0.66	100	2e-09
0	-0.42555317	-0.03488335	0	-2.0066942e-17	-2.5847746e-17	0	1.5707964	1.5707964	4.712389	4.712389	1.5707964	3.1415927	-0.97743106	-0.17629355	0	-0.99277204	0.008346387	0	0.0005869507	0.99968076	0	0.121992186	-0.9853793	0	-0.14268792	-0.9830816	0	-0.00065485307	0.9927766	0	-0.98790544	-0.100232676	0	0.66	100	2e-09
0	-0.32608905	-0.15672037	0	-2.0043698e-17	-2.5847746e-17	0	1.5707964	1.5707964	4.712389	4.712389	1.5707964	4.712389	-0.97816044	-0.17208607	0	-0.9928092	0.0015681236	0	0.0005323666	0.99968076	0	0.12644963	-0.9848274	0	-0.25109905	-0.9618429	0	0.016855104	0.9926414	0	-0.2043918	-0.97217643	0	0.66	100	2e-09
0	-0.24491934	-0.21625665	0	-2.003395e-17	-2.5847745e-17	0	1.5707964	1.5707964	4.712389	4.712389	3.1415927	0	-0.97417724	-0.19400951	0	-0.99173415	0.046767246	0	0.00057702424	0.9996807	0	0.22586754	-0.9674097	0	-0.015235379	-0.9922519	0	-0.9468081	-0.30254337	0	0.9870749	-0.10402994	0	0.66	100	2e-09
0	-0.40398374	-0.062806204	0	-2.0081184e-17	-2.5847741e-17	0	1.5707964	1.5707964	4.712389	4.712389	3.1415927	1.5707964	-0.9727546	-0.20122036	0	-0.99153996	0.050507758	0	0.0006587861	0.99968064	0	0.2126433	-0.9703186	0	0.08496744	-0.9888805	0	-0.94781935	-0.29924634	0	-0.21404208	0.969834	0	0.66	100	2e-09
0	-0.54945	-0.21767183	0	-2.0160268e-17	-2.5847745e-17	0	1.5707964	1.5707964	4.712389	4.712389	3.1415927	3.1415927	-0.9727429	-0.2013013	0	-0.992781	0.0049469825	0	0.00065241667	0.9996807	0	0.19341223	-0.9742005	0	-0.13231443	-0.9844792	0	-0.95329565	-0.2807378	0	-0.98908067	-0.08761177	0	0.66	100	2e-09
0	-0.45355135	-0.34104905	0	-2.0132157e-17	-2.5847745e-17	0	1.5707964	1.5707964	4.712389	4.712389	3.1415927	4.712389	-0.9736521	-0.1967278	0	-0.9927948	-0.0023411168	0	0.0005976723	0.9996807	0	0.19946899	-0.97300714	0	-0.24276076	-0.96390116	0	-0.95335644	-0.28053045	0	-0.21236163	-0.9705163	0	0.66	100	2e-09
0	-0.122773305	-0.32076663	0	-2.0113661e-17	-2.5847741e-17	0	1.5707964	1.5707964	4.712389	4.712389	4.712389	0	-0.97026426	-0.21315172	0	-0.99196136	0.04135564	0	0.0005918284	0.9996807	0	0.08868761	-0.98868585	0	0.0004161133	-0.9923393	0	0.025604608	-0.9923938	0	0.98751235	-0.099832065	0	0.66	100	2e-09
0	-0.2806668	-0.16733566	0	-2.015591e-17	-2.5847741e-17	0	1.5707964	1.5707964	4.712389	4.712389	4.712389	1.5707964	-0.9687885	-0.21996427	0	-0.9917935	0.04495432	0	0.00067346793	0.9996805	0	0.08164288	-0.9892875	0	0.09881338	-0.9876159	0	0.010656237	-0.99265873	0	-0.19587156	0.97354203	0	0.66	100	2e-09
0	-0.42826566	-0.32544497	0	-2.023107e-17	-2.5847745e-17	0	1.5707964	1.5707964	4.712389	4.712389	4.712389	3.1415927	-0.9688901	-0.21952762	0	-0.99278337	-0.0014955386	0	0.0006671198	0.99968064	0	0.06498115	-0.99049515	0	-0.119723946	-0.98605853	0	0.0069651864	-0.9926794	0	-0.9890755	-0.087538995	0	0.66	100	2e-09
0	-0.32874385	-0.4496584	0	-2.0205989e-17	-2.5847741e-17	0	1.5707964	1.5707964	4.712389	4.712389	4.712389	4.712389	-0.9698735	-0.21500517	0	-0.99275637	-0.008144918	0	0.00061091455	0.99968064	0	0.06775167	-0.99030745	0	-0.22626211	-0.9678104	0	0.017323965	-0.99255514	0	-0.19800162	-0.97346616	0	0.66	100	2e-09
0	0.2850135	0.21848015	0	-2.0075305e-17	-2.5847746e-17	0	3.1415927	1.5707964	0	0	0	0	-0.9925587	0.026419753	0	-0.96652967	0.22683491	0	0.00027720336	0.9996807	0	0.98961705	0.07678859	0	0.992244	0.017807169	0	0.99229854	0.018528009	0	0.9797463	0.16330184	0	0.66	100	2e-09
0	0.15439877	0.31728908	0	-2.0096393e-17	-2.5847745e-17	0	3.1415927	1.5707964	0	0	0	1.5707964	-0.99266565	0.022202104	0	-0.97106993	0.20631856	0	0.0003456497	0.99968076	0	0.9901816	0.068721354	0	0.98906076	-0.082324386	0	0.99233013	0.016197247	0	0.07260877	0.9902279	0	0.66	100	2e-09
0	-0.157295	0.012434071	0	-2.0161887e-17	-2.5847755e-17	0	3.1415927	1.5707964	0	0	0	3.1415927	-0.992188	0.039270606	0	-0.99196106	-0.041182328	0	0.00038168317	0.99968106	0	0.9855191	0.11928264	0	-0.105787985	-0.9876612	0	0.99074554	0.05894742	0	-0.9877743	-0.10129985	0	0.66	100	2e-09
0	-0.054485824	-0.10782087	0	-2.0146502e-17	-2.5847755e-17	0	3.1415927	1.5707964	0	0	0	4.712389	-0.99194217	0.045129076	0	-0.99180096	-0.04511347	0	0.00032146162	0.9996812	0	0.983897	0.13246135	0	-0.20251785	-0.9729687	0	0.9904041	0.064710476	0	-0.16976242	-0.978646	0	0.66	100	2e-09
0	-0.13146356	0.30698833	0	-2.0181318e-17	-2.584776e-17	0	3.1415927	1.5707964	0	0	1.5707964	0	-0.9568727	0.26613474	0	-0.9922307	0.03711275	0	0.00015184394	0.99968135	0	0.07405538	0.99003875	0	-0.053380318	-0.99101615	0	0.026086297	0.99237686	0	0.9819455	-0.14541014	0	0.66	100	2e-09
0	-0.2889746	0.466299	0	-2.0213594e-17	-2.584776e-17	0	3.1415927	1.5707964	0	0	1.5707964	1.5707964	-0.9584388	0.26035237	0	-0.9920649	0.041049857	0	0.00023329526	0.99968123	0	0.07005691	0.99030584	0	0.05450987	-0.9909553	0	0.011130738	0.99265146	0	-0.20824936	0.97100765	0	0.66	100	2e-09
0	-0.4327689	0.3061153	0	-2.0299522e-17	-2.5847761e-17	0	3.1415927	1.5707964	0	0	1.5707964	3.1415927	-0.96009994	0.2540933	0	-0.99288654	0.0010420165	0	0.00022502367	0.99968135	0	0.055432085	0.99121284	0	-0.15301977	-0.9816197	0	0.0073761544	0.9926966	0	-0.9864094	-0.114299215	0	0.66	100	2e-09
0	-0.33246022	0.18595915	0	-2.0282346e-17	-2.5847761e-17	0	3.1415927	1.5707964	0	0	1.5707964	4.712389	-0.9592012	0.2575185	0	-0.99288213	-0.0042624245	0	0.00017079718	0.99968135	0	0.056949407	0.9911403	0	-0.25677186	-0.96046174	0	0.017319195	0.99257594	0	-0.1928056	-0.97447795	0	0.66	100	2e-09
0	-0.25183943	0.21390459	0	-2.009572e-17	-2.5847761e-17	0	3.1415927	1.5707964	0	0	3.1415927	0	-0.9618022	0.24754559	0	-0.9922219	0.037095826	0	0.00019489428	0.99968123	0	0.18121682	0.97660935	0	-0.047588024	-0.99129176	0	-0.9261738	0.36191526	0	0.9834981	-0.1342236	0	0.66	100	2e-09
0	-0.40971428	0.3684189	0	-2.0133973e-17	-2.5847761e-17	0	3.1415927	1.5707964	0	0	3.1415927	1.5707964	-0.96337944	0.24123098	0	-0.992075	0.040536825	0	0.0002768616	0.99968135	0	0.17746761	0.97726727	0	0.058572896	-0.9907343	0	-0.93380463	0.34136403	0	-0.21505828	0.9695862	0	0.66	100	2e-09
0	-0.551635	0.2138731	0	-2.0218657e-17	-2.5847761e-17	0	3.1415927	1.5707964	0	0	3.1415927	3.1415927	-0.96446544	0.23680289	0	-0.9928792	0.00031567912	0	0.00026738047	0.99968123	0	0.15730318	0.98061377	0	-0.15041043	-0.98200047	0	-0.9239474	0.36776197	0	-0.98731345	-0.106063284	0	0.66	100	2e-09
0	-0.4526764	0.09794749	0	-2.0197373e-17	-2.584776e-17	0	3.1415927	1.5707964	0	0	3.1415927	4.712389	-0.96343976	0.24100903	0	-0.99287105	-0.005175458	0	0.000212001	0.99968123	0	0.15651992	0.9807423	0	-0.25703984	-0.9603767	0	-0.90964526	0.4023224	0	-0.20247072	-0.9725703	0	0.66	100	2e-09
0	-0.11829822	0.017573558	0	-1.9996077e-17	-2.584776e-17	0	3.1415927	1.5707964	0	0	4.712389	0	-0.969099	0.2168047	0	-0.9925472	0.025982758	0	0.00022821427	0.99968123	0	0.12752539	0.98484695	0	-0.017866056	-0.99219304	0	0.038365	-0.9920414	0	0.98530614	-0.12006636	0	0.66	100	2e-09
0	-0.27644026	0.17411798	0	-2.0029578e-17	-2.5847761e-17	0	3.1415927	1.5707964	0	0	4.712389	1.5707964	-0.97029173	0.21129623	0	-0.9924395	0.029390227	0	0.00030971612	0.99968123	0	0.122951336	0.9853983	0	0.08297541	-0.98901594	0	0.010668582	-0.9927084	0	-0.1892558	0.9747845	0	0.66	100	2e-09
0	-0.42548302	0.014822524	0	-2.0107482e-17	-2.5847756e-17	0	3.1415927	1.5707964	0	0	4.712389	3.1415927	-0.9712633	0.20672998	0	-0.9927941	-0.0116176205	0	0.00030179994	0.99968123	0	0.09648499	0.9882525	0	-0.1287022	-0.98500776	0	0.00535447	-0.99273926	0	-0.9877629	-0.10154158	0	0.66	100	2e-09
0	-0.322195	-0.10773221	0	-2.0088736e-17	-2.584776e-17	0	3.1415927	1.5707964	0	0	4.712389	4.712389	-0.9705526	0.2101071	0	-0.99272823	-0.016679337	0	0.0002454684	0.99968123	0	0.09711259	0.9882022	0	-0.22973523	-0.9670848	0	0.025482185	-0.9924333	0	-0.18518916	-0.9759185	0	0.66	100	2e-09
0	-0.002025143	0.5418615	0	-2.0100697e-17	-2.5847755e-17	0	3.1415927	1.5707964	0	1.5707964	0	0	-0.96650213	0.22792739	0	-0.97282165	0.19693038	0	0.0003769657	0.99968106	0	-0.025795361	0.99214596	0	0.02575325	0.99200803	0	0.93276477	0.34425336	0	0.9920481	0.040084224	0	0.66	100	2e-09
0	-0.09200133	0.6756316	0	-2.0060829e-17	-2.5847755e-17	0	3.1415927	1.5707964	0	1.5707964	0	1.5707964	-0.9673871	0.2240509	0	-0.96804845	0.21898177	0	0.0004227355	0.99968106	0	-0.028113548	0.99206406	0	0.17486057	0.9772721	0	0.93182176	0.3468759	0	0.2124347	0.97049564	0	0.66	100	2e-09
0	-0.4612179	0.60707223	0	-2.0071794e-17	-2.5847756e-17	0	3.1415927	1.5707964	0	1.5707964	0	3.1415927	-0.96542054	0.23257402	0	-0.9866341	0.1088874	0	0.00047945327	0.99968106	0	0.03670105	0.99201137	0	-0.30456764	0.9460497	0	-0.016717087	0.9925992	0	-0.9923667	-0.022297354	0	0.66	100	2e-09
0	-0.42538115	0.2766606	0	-2.0284072e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	1.5707964	0	4.712389	-0.962337	0.2453883	0	-0.9910978	-0.059628397	0	0.0003646555	0.9996815	0	0.036007114	0.9920875	0	-0.9631594	-0.24610355	0	0.0067102895	0.992713	0	-0.1041561	-0.9875141	0	0.66	100	2e-09
0	-0.2754275	0.4142849	0	-2.0193446e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	1.5707964	1.5707964	0	-0.9614271	0.24896114	0	-0.99226487	-0.035386633	0	0.00040739236	0.9996815	0	0.044854723	0.9917322	0	-0.9914039	-0.04577511	0	0.010895285	0.9926695	0	0.9609461	-0.25188783	0	0.66	100	2e-09
0	-0.43452254	0.56824684	0	-2.0146392e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	1.5707964	1.5707964	1.5707964	-0.96262306	0.24423748	0	-0.991563	-0.051147338	0	0.00049209106	0.99968153	0	0.040639307	0.9918974	0	-0.97631866	-0.18087459	0	-0.0024337904	0.9927255	0	-0.14985044	0.9812077	0	0.66	100	2e-09
0	-0.54316425	0.36215672	0	-2.0258454e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	1.5707964	1.5707964	3.1415927	-0.9630519	0.24253282	0	-0.9904383	-0.06951897	0	0.00040708273	0.9996815	0	0.03332477	0.99217194	0	-0.9120094	-0.40018308	0	-0.0020636069	0.9927335	0	-0.96831834	-0.22232072	0	0.66	100	2e-09
0	-0.4254092	0.27655128	0	-2.0284073e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	1.5707964	1.5707964	4.712389	-0.9623142	0.24547887	0	-0.99109226	-0.059720784	0	0.0003645248	0.99968153	0	0.036034264	0.9920865	0	-0.96295875	-0.2469142	0	0.0067289905	0.9927128	0	-0.104627006	-0.98746586	0	0.66	100	2e-09
0	-0.3935052	0.32888526	0	-2.0110346e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	1.5707964	3.1415927	0	-0.9654361	0.23275305	0	-0.99224573	-0.03570973	0	0.00045028122	0.9996815	0	0.14299677	0.9827352	0	-0.9919199	-0.03263117	0	-0.91176474	0.39743283	0	0.9633833	-0.24206488	0	0.66	100	2e-09
0	-0.55383176	0.476671	0	-2.0068538e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	1.5707964	3.1415927	1.5707964	-0.9666762	0.2274778	0	-0.99149215	-0.052390493	0	0.0005360196	0.99968153	0	0.13951735	0.9832127	0	-0.9785465	-0.16805403	0	-0.924477	0.36642042	0	-0.15568362	0.9803494	0	0.66	100	2e-09
0	-0.6613498	0.2773524	0	-2.0178692e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	1.5707964	3.1415927	3.1415927	-0.96678495	0.22702219	0	-0.99033713	-0.07090555	0	0.0004509086	0.99968153	0	0.1282588	0.98470324	0	-0.9188719	-0.38358396	0	-0.9117814	0.39748335	0	-0.9703827	-0.21293394	0	0.66	100	2e-09
0	-0.4254206	0.27660632	0	-2.0284073e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	1.5707964	3.1415927	4.712389	-0.96234673	0.24534948	0	-0.9910945	-0.05968177	0	0.0003646408	0.9996815	0	0.036239434	0.9920791	0	-0.9630831	-0.24641244	0	0.0064019714	0.9927148	0	-0.10442603	-0.9874864	0	0.66	100	2e-09
0	-0.27126583	0.1232109	0	-1.9998205e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	1.5707964	4.712389	0	-0.9721866	0.20227194	0	-0.9914556	-0.05308782	0	0.00048778017	0.9996815	0	0.07542136	0.9900238	0	-0.9911679	-0.04931308	0	0.014837973	-0.99263966	0	0.9652021	-0.23446015	0	0.66	100	2e-09
0	-0.43066904	0.27434835	0	-1.9952526e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	1.5707964	4.712389	1.5707964	-0.97303295	0.19809556	0	-0.9904683	-0.06895571	0	0.0005705116	0.99968135	0	0.07082874	0.990342	0	-0.97472286	-0.18910767	0	-0.011052373	-0.99268925	0	-0.13680597	0.98307204	0	0.66	100	2e-09
0	-0.5399441	0.066075414	0	-2.0058864e-17	-2.5847761e-17	0	3.1415927	1.5707964	0	1.5707964	4.712389	3.1415927	-0.9731693	0.19743371	0	-0.9891061	-0.08629602	0	0.00048049088	0.99968135	0	0.058257725	0.99113977	0	-0.8964417	-0.43506512	0	-0.008995971	-0.992702	0	-0.9706337	-0.2116639	0	0.66	100	2e-09
0	-0.42184508	-0.017632868	0	-2.008363e-17	-2.5847761e-17	0	3.1415927	1.5707964	0	1.5707964	4.712389	4.712389	-0.97269607	0.19978622	0	-0.98988855	-0.07697525	0	0.0004422253	0.99968135	0	0.060659256	0.9910063	0	-0.9605767	-0.25618157	0	0.008030486	-0.9927089	0	-0.098886274	-0.9880383	0	0.66	100	2e-09
0	-0.15730737	0.31903794	0	-2.0117901e-17	-2.5847761e-17	0	3.1415927	1.5707964	0	3.1415927	0	0	-0.96510464	0.23411745	0	-0.99185556	-0.04529315	0	0.0004153517	0.9996815	0	-0.0396873	0.9917676	0	-0.9905531	-0.061012786	0	0.92467856	0.365863	0	0.9609552	-0.2518581	0	0.66	100	2e-09
0	-0.3129864	0.47443625	0	-2.006651e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	3.1415927	0	1.5707964	-0.9661134	0.22986032	0	-0.9910301	-0.060506083	0	0.00049832155	0.99968153	0	-0.045877807	0.99149	0	-0.97279674	-0.19920029	0	0.9204652	0.37658435	0	-0.13605008	0.98314404	0	0.66	100	2e-09
0	-0.5430254	0.3618831	0	-2.0258454e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	3.1415927	0	3.1415927	-0.9630396	0.2425822	0	-0.9904386	-0.069513835	0	0.00040668994	0.9996815	0	0.033376426	0.99217033	0	-0.9111178	-0.40228269	0	-0.0020174824	0.99273366	0	-0.9683476	-0.22218922	0	0.66	100	2e-09
0	-0.42541042	0.27655232	0	-2.0284073e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	3.1415927	0	4.712389	-0.9623142	0.24547888	0	-0.9910922	-0.059720457	0	0.000364526	0.9996815	0	0.036033593	0.9920865	0	-0.96296024	-0.24690771	0	0.00672888	0.9927128	0	-0.10463312	-0.9874652	0	0.66	100	2e-09
0	-0.2754285	0.41428506	0	-2.0193446e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	3.1415927	1.5707964	0	-0.9614274	0.24895994	0	-0.9922649	-0.03538303	0	0.00040739303	0.9996815	0	0.044853672	0.9917322	0	-0.9914046	-0.045759674	0	0.010894719	0.9926695	0	0.96094173	-0.25190485	0	0.66	100	2e-09
0	-0.43452403	0.56824523	0	-2.0146396e-17	-2.5847766e-17	0	3.1415927	1.5707964	0	3.1415927	1.5707964	1.5707964	-0.96262306	0.24423766	0	-0.991563	-0.051148113	0	0.00049209007	0.9996815	0	0.04063931	0.9918974	0	-0.9763172	-0.18088341	0	-0.0024337473	0.9927255	0	-0.14986275	0.9812059	0	0.66	100	2e-09
0	-0.5431388	0.36210456	0	-2.0258456e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	3.1415927	1.5707964	3.1415927	-0.96304965	0.242542	0	-0.9904383	-0.06951851	0	0.00040701154	0.9996816	0	0.033334337	0.99217165	0	-0.9118522	-0.40055427	0	-0.0020555367	0.9927335	0	-0.9683176	-0.2223241	0	0.66	100	2e-09
0	-0.42540947	0.27654874	0	-2.0284072e-17	-2.5847761e-17	0	3.1415927	1.5707964	0	3.1415927	1.5707964	4.712389	-0.962314	0.24547993	0	-0.9910921	-0.05972226	0	0.00036452198	0.9996815	0	0.036034994	0.9920864	0	-0.9629542	-0.24693212	0	0.0067295204	0.9927128	0	-0.10463498	-0.9874651	0	0.66	100	2e-09
0	-0.39350712	0.32887954	0	-2.0110346e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	3.1415927	3.1415927	0	-0.96543634	0.2327518	0	-0.9922458	-0.03571005	0	0.000450283	0.9996815	0	0.14299998	0.98273474	0	-0.9919199	-0.03263092	0	-0.91178155	0.39739394	0	0.9633835	-0.2420643	0	0.66	100	2e-09
0	-0.55383426	0.47666666	0	-2.0068538e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	3.1415927	3.1415927	1.5707964	-0.96667624	0.22747742	0	-0.99149215	-0.052391656	0	0.0005360191	0.9996815	0	0.13951883	0.9832125	0	-0.9785448	-0.16806468	0	-0.9244831	0.36640483	0	-0.15569842	0.98034716	0	0.66	100	2e-09
0	-0.66134197	0.277373	0	-2.0178692e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	3.1415927	3.1415927	3.1415927	-0.9667838	0.22702675	0	-0.9903372	-0.07090429	0	0.0004508999	0.99968135	0	0.12824766	0.9847047	0	-0.9188696	-0.38358966	0	-0.9117196	0.39762697	0	-0.97038245	-0.212935	0	0.66	100	2e-09
0	-0.42543015	0.27660778	0	-2.0284073e-17	-2.5847765e-17	0	3.1415927	1.5707964	0	3.1415927	3.1415927	4.712389	-0.9623442	0.24535947	0	-0.9910947	-0.05967979	0	0.00036463776	0.99968153	0	0.036243204	0.992079	0	-0.9630825	-0.2464151	0	0.0063316207	0.99271536	0	-0.10442921	-0.9874861	0	0.66	100	2e-09
0	-0.27126142	0.12323756	0	-1.9998205e-17	-2.5847761e-17	0	3.1415927	1.5707964	0	3.1415927	4.712389	0	-0.9721857	0.20227656	0	-0.99145585	-0.053084373	0	0.0004877899	0.9996815	0	0.075403124	0.99002516	0	-0.99116915	-0.049281016	0	0.014853752	-0.9926394	0	0.96523607	-0.23431537	0	0.66	100	2e-09
