# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	a1 (rad)	a2 (rad)	a3 (rad)	a4 (rad)	a5 (rad)	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()	m.region3x ()	m.region3y ()	m.region3z ()	m.region4x ()	m.region4y ()	m.region4z ()	m.region5x ()	m.region5y ()	m.region5z ()	roundness ()	size (m)	Cell_size (m)
0	0.0076108673	0.2474637	0	-2.1713054e-17	-2.5847793e-17	0	0	1.5707964	3.1415927	3.1415927	0.9926785	-0.019149365	0	0.9920733	0.025226638	0	-0.00037154648	0.9996826	0	-0.9919504	-0.04496636	0	-0.9543756	0.27652502	0	0.66	100	2e-09
0	0.22271265	0.023202498	0	-2.1653143e-17	-2.5847778e-17	0	0	1.5707964	3.1415927	4.712389	0.9928804	-0.0011046547	0	0.9841339	0.12988938	0	-0.00069884054	0.99968207	0	-0.9925215	-0.028530579	0	0.12976928	-0.98392373	0	0.66	100	2e-09
0	0.56189585	0.05699371	0	-2.1771569e-17	-2.5847773e-17	0	0	1.5707964	4.712389	0	0.96546847	-0.2325265	0	0.9594166	0.25800934	0	-0.0004899364	0.99968183	0	-0.07672654	-0.9898458	0	0.9618111	0.24964978	0	0.66	100	2e-09
0	0.3900153	0.18392488	0	-2.179985e-17	-2.584778e-17	0	0	1.5707964	4.712389	1.5707964	0.9627267	-0.24371542	0	0.97938114	0.16448842	0	-0.00027762933	0.9996822	0	-0.10869733	-0.98695374	0	0.11694368	0.986123	0	0.66	100	2e-09
0	0.17460541	0.013850782	0	-2.169647e-17	-2.5847793e-17	0	0	1.5707964	4.712389	3.1415927	0.9623343	-0.24511401	0	0.9924707	-0.005684723	0	-0.00020372558	0.9996824	0	-0.13533022	-0.98372906	0	-0.94624406	0.30409917	0	0.66	100	2e-09
0	0.41018662	-0.22001715	0	-2.1645442e-17	-2.5847778e-17	0	0	1.5707964	4.712389	4.712389	0.9670438	-0.22555873	0	0.9885321	0.09042271	0	-0.0005383296	0.999682	0	-0.08719853	-0.98896194	0	0.18309398	-0.97566986	0	0.66	100	2e-09
0	0.6557348	0.38940856	0	-2.1695445e-17	-2.5847732e-17	0	1.5707964	1.5707964	0	0	0.98788583	-0.09431659	0	0.31496897	0.9432613	0	-0.0004720749	0.99968016	0	0.9918642	-0.032706972	0	0.9844269	0.13112466	0	0.66	100	2e-09
0	0.6228892	0.39865595	0	-2.1732189e-17	-2.5847784e-17	0	1.5707964	1.5707964	0	1.5707964	0.9921062	-0.023452492	0	0.98554814	0.12042477	0	-0.00047622746	0.99968237	0	0.9889197	-0.08538911	0	0.14834836	0.9820141	0	0.66	100	2e-09
0	0.40280133	0.22444148	0	-2.162558e-17	-2.5847794e-17	0	1.5707964	1.5707964	0	3.1415927	0.99231005	-0.010113099	0	0.99007493	-0.070022196	0	-0.00039991437	0.9996828	0	0.99085444	-0.057416115	0	-0.958833	0.26007608	0	0.66	100	2e-09
0	0.6383401	0.008928034	0	-2.1598582e-17	-2.5847783e-17	0	1.5707964	1.5707964	0	4.712389	0.99227226	0.014168703	0	0.9920255	0.033165444	0	-0.00074400514	0.9996822	0	0.9919429	-0.033167753	0	0.21620417	-0.9692084	0	0.66	100	2e-09
0	0.56182545	0.5382573	0	-2.1735595e-17	-2.5847778e-17	0	1.5707964	1.5707964	1.5707964	0	0.96877015	0.21986136	0	0.95555735	0.27209073	0	-0.00087483245	0.9996819	0	-0.08521508	0.9890767	0	0.9708899	0.2105761	0	0.66	100	2e-09
0	0.38684565	0.66956836	0	-2.1757633e-17	-2.5847788e-17	0	1.5707964	1.5707964	1.5707964	1.5707964	0.9710169	0.2093919	0	0.97890073	0.16688496	0	-0.00065296306	0.99968237	0	-0.124927014	0.9849722	0	0.10989066	0.98691005	0	0.66	100	2e-09
0	0.1693092	0.48257586	0	-2.1668011e-17	-2.5847801e-17	0	1.5707964	1.5707964	1.5707964	3.1415927	0.9677514	0.2243793	0	0.99198115	-0.027966684	0	-0.0005863268	0.9996828	0	-0.14748533	0.9819518	0	-0.9651148	0.23483187	0	0.66	100	2e-09
0	0.40237018	0.26569578	0	-2.1627875e-17	-2.5847783e-17	0	1.5707964	1.5707964	1.5707964	4.712389	0.9633914	0.24297284	0	0.9894206	0.07830689	0	-0.0009174878	0.9996822	0	-0.09145186	0.98854935	0	0.15140824	-0.98103225	0	0.66	100	2e-09
0	0.3808985	0.29764593	0	-2.1768092e-17	-2.5847773e-17	0	1.5707964	1.5707964	3.1415927	0	0.9927195	-0.01967311	0	0.942324	0.31586617	0	-0.00064331904	0.99968183	0	-0.99122304	-0.05902675	0	0.9613155	0.25138152	0	0.66	100	2e-09
0	0.21254885	0.41878328	0	-2.1803576e-17	-2.5847784e-17	0	1.5707964	1.5707964	3.1415927	1.5707964	0.9924797	-0.028843459	0	0.9726297	0.20130455	0	-0.00042940082	0.9996822	0	-0.99072915	-0.067195274	0	0.08879348	0.9889682	0	0.66	100	2e-09
0	0.007604567	0.24743862	0	-2.1713053e-17	-2.5847793e-17	0	1.5707964	1.5707964	3.1415927	3.1415927	0.99267864	-0.01914111	0	0.99207395	0.025199741	0	-0.00037155455	0.9996826	0	-0.9919507	-0.044958886	0	-0.9544076	0.27641067	0	0.66	100	2e-09
0	0.22271158	0.023202881	0	-2.1653145e-17	-2.5847778e-17	0	1.5707964	1.5707964	3.1415927	4.712389	0.9928804	-0.0011030312	0	0.9841341	0.12988773	0	-0.0006988407	0.9996821	0	-0.9925215	-0.028527925	0	0.12976387	-0.98392457	0	0.66	100	2e-09
0	0.56188965	0.056997735	0	-2.177157e-17	-2.5847773e-17	0	1.5707964	1.5707964	4.712389	0	0.9654621	-0.23255347	0	0.9594113	0.2580295	0	-0.0004899241	0.9996818	0	-0.07673987	-0.9898448	0	0.9618046	0.24967566	0	0.66	100	2e-09
0	0.39001632	0.18392433	0	-2.1799847e-17	-2.5847783e-17	0	1.5707964	1.5707964	4.712389	1.5707964	0.96272665	-0.24371561	0	0.97938144	0.16448645	0	-0.0002776296	0.9996822	0	-0.10869854	-0.9869537	0	0.11694963	0.98612237	0	0.66	100	2e-09
0	0.17460196	0.013837151	0	-2.169647e-17	-2.584779e-17	0	1.5707964	1.5707964	4.712389	3.1415927	0.962335	-0.24511147	0	0.9924707	-0.005695934	0	-0.0002037288	0.9996824	0	-0.1353297	-0.98372906	0	-0.9462625	0.30403975	0	0.66	100	2e-09
0	0.41018766	-0.22001661	0	-2.164544e-17	-2.5847778e-17	0	1.5707964	1.5707964	4.712389	4.712389	0.9670439	-0.22555825	0	0.98853195	0.090424076	0	-0.00053833035	0.999682	0	-0.0871979	-0.98896194	0	0.18309884	-0.97566897	0	0.66	100	2e-09
0	0.7848792	0.2679208	0	-2.171914e-17	-2.5847778e-17	0	3.1415927	1.5707964	0	0	0.9923475	-0.008396855	0	0.97147876	0.20649897	0	-0.0006961213	0.9996819	0	0.9902185	-0.068256564	0	0.9710475	0.2100765	0	0.66	100	2e-09
0	0.6228436	0.3988293	0	-2.1732192e-17	-2.5847788e-17	0	3.1415927	1.5707964	0	1.5707964	0.99211544	-0.023041734	0	0.98557085	0.12023215	0	-0.00047637222	0.9996823	0	0.98897	-0.08478591	0	0.14803818	0.9820594	0	0.66	100	2e-09
0	0.4027997	0.22443277	0	-2.1625578e-17	-2.5847794e-17	0	3.1415927	1.5707964	0	3.1415927	0.99231005	-0.010120869	0	0.99007493	-0.070023105	0	-0.0003999139	0.9996828	0	0.99085397	-0.057422508	0	-0.95884037	0.26004758	0	0.66	100	2e-09
0	0.63838017	0.00894597	0	-2.1598582e-17	-2.584778e-17	0	3.1415927	1.5707964	0	4.712389	0.9922726	0.014151492	0	0.99202305	0.033243194	0	-0.0007440337	0.9996822	0	0.99194247	-0.033182558	0	0.216407	-0.96916443	0	0.66	100	2e-09
0	0.5618249	0.53825337	0	-2.1735593e-17	-2.5847778e-17	0	3.1415927	1.5707964	1.5707964	0	0.9687737	0.21984531	0	0.95555747	0.2720899	0	-0.0008748256	0.99968183	0	-0.085222214	0.9890761	0	0.97089046	0.21057361	0	0.66	100	2e-09
0	0.3868384	0.6695768	0	-2.1757633e-17	-2.5847788e-17	0	3.1415927	1.5707964	1.5707964	1.5707964	0.97101337	0.20940843	0	0.9788951	0.16691858	0	-0.000652977	0.9996824	0	-0.12497306	0.9849665	0	0.10990948	0.98690796	0	0.66	100	2e-09
0	0.16930857	0.48257253	0	-2.166801e-17	-2.5847798e-17	0	3.1415927	1.5707964	1.5707964	3.1415927	0.9677503	0.22438408	0	0.99198085	-0.027975366	0	-0.0005863273	0.9996828	0	-0.1474843	0.98195195	0	-0.9651178	0.23481934	0	0.66	100	2e-09
0	0.4023703	0.26569596	0	-2.1627875e-17	-2.5847784e-17	0	3.1415927	1.5707964	1.5707964	4.712389	0.96339566	0.24295579	0	0.98941934	0.07832369	0	-0.0009174853	0.9996822	0	-0.091473475	0.98854744	0	0.1514276	-0.9810294	0	0.66	100	2e-09
0	0.38088718	0.29768202	0	-2.1768092e-17	-2.584777e-17	0	3.1415927	1.5707964	3.1415927	0	0.992719	-0.019698596	0	0.9422876	0.31597695	0	-0.0006433046	0.9996818	0	-0.9912245	-0.05900259	0	0.9612973	0.2514527	0	0.66	100	2e-09
0	0.21255292	0.41879186	0	-2.1803576e-17	-2.5847784e-17	0	3.1415927	1.5707964	3.1415927	1.5707964	0.9924793	-0.028858276	0	0.97262144	0.20134574	0	-0.0004294069	0.9996823	0	-0.9907305	-0.067176044	0	0.08882371	0.9889656	0	0.66	100	2e-09
0	0.0076104538	0.24746309	0	-2.1713056e-17	-2.5847793e-17	0	3.1415927	1.5707964	3.1415927	3.1415927	0.99267864	-0.019140774	0	0.99207366	0.025215965	0	-0.00037154832	0.9996826	0	-0.99195063	-0.044959515	0	-0.9543779	0.27651718	0	0.66	100	2e-09
0	0.22271052	0.023201065	0	-2.1653143e-17	-2.584778e-17	0	3.1415927	1.5707964	3.1415927	4.712389	0.9928804	-0.0011043329	0	0.9841346	0.12988375	0	-0.00069883873	0.9996821	0	-0.9925215	-0.02853098	0	0.12975794	-0.9839252	0	0.66	100	2e-09
0	0.5618898	0.057000272	0	-2.177157e-17	-2.5847773e-17	0	3.1415927	1.5707964	4.712389	0	0.96546096	-0.23255834	0	0.9594118	0.2580279	0	-0.000489919	0.9996818	0	-0.07673317	-0.98984534	0	0.9617996	0.24969532	0	0.66	100	2e-09
0	0.39001733	0.18392356	0	-2.179985e-17	-2.584778e-17	0	3.1415927	1.5707964	4.712389	1.5707964	0.9627264	-0.24371621	0	0.97938174	0.1644838	0	-0.00027762994	0.99968207	0	-0.10869972	-0.9869535	0	0.11695568	0.9861218	0	0.66	100	2e-09
0	0.17460752	0.0138590345	0	-2.169647e-17	-2.5847788e-17	0	3.1415927	1.5707964	4.712389	3.1415927	0.96233416	-0.24511494	0	0.99247074	-0.0056782137	0	-0.00020372341	0.9996824	0	-0.13533053	-0.98372906	0	-0.94623303	0.30413482	0	0.66	100	2e-09
0	0.41019294	-0.220014	0	-2.164544e-17	-2.5847778e-17	0	3.1415927	1.5707964	4.712389	4.712389	0.9670435	-0.22556004	0	0.9885311	0.090434134	0	-0.0005383343	0.99968207	0	-0.087197125	-0.98896194	0	0.1831254	-0.975664	0	0.66	100	2e-09
0	0.78486603	0.26793173	0	-2.1719144e-17	-2.5847775e-17	0	4.712389	1.5707964	0	0	0.9923459	-0.008582326	0	0.9714205	0.20677933	0	-0.00069607666	0.9996819	0	0.99021506	-0.06830796	0	0.97104514	0.21008763	0	0.66	100	2e-09
0	0.62284863	0.39883476	0	-2.1732189e-17	-2.5847784e-17	0	4.712389	1.5707964	0	1.5707964	0.9921159	-0.023019973	0	0.98557276	0.120217405	0	-0.00047638337	0.9996823	0	0.98897195	-0.08476241	0	0.14805904	0.98205644	0	0.66	100	2e-09
0	0.40280068	0.22444414	0	-2.162558e-17	-2.5847794e-17	0	4.712389	1.5707964	0	3.1415927	0.9923102	-0.010100485	0	0.9900747	-0.070025645	0	-0.0003999223	0.9996827	0	0.9908555	-0.057395738	0	-0.9588372	0.26005974	0	0.66	100	2e-09
0	0.638372	0.008942373	0	-2.1598582e-17	-2.5847783e-17	0	4.712389	1.5707964	0	4.712389	0.99227256	0.014155012	0	0.9920234	0.033227485	0	-0.000744028	0.9996822	0	0.9919425	-0.033179402	0	0.21636574	-0.9691734	0	0.66	100	2e-09
0	0.5618243	0.5382727	0	-2.1735592e-17	-2.5847778e-17	0	4.712389	1.5707964	1.5707964	0	0.96876043	0.21990542	0	0.95555323	0.27210507	0	-0.00087485014	0.9996819	0	-0.08520376	0.9890775	0	0.9708863	0.21059324	0	0.66	100	2e-09
0	0.38685238	0.6695621	0	-2.1757633e-17	-2.584779e-17	0	4.712389	1.5707964	1.5707964	1.5707964	0.9710142	0.20940566	0	0.9789051	0.16685766	0	-0.0006529739	0.9996824	0	-0.12498708	0.9849648	0	0.1099827	0.9869001	0	0.66	100	2e-09
0	0.16930732	0.48256606	0	-2.1668011e-17	-2.5847798e-17	0	4.712389	1.5707964	1.5707964	3.1415927	0.967752	0.2243764	0	0.99198097	-0.027970562	0	-0.0005863287	0.9996828	0	-0.14748536	0.9819517	0	-0.96512467	0.2347898	0	0.66	100	2e-09
0	0.402354	0.26568648	0	-2.1627875e-17	-2.5847784e-17	0	4.712389	1.5707964	1.5707964	4.712389	0.9633933	0.2429654	0	0.9894226	0.07827919	0	-0.0009174716	0.9996822	0	-0.09147378	0.98854744	0	0.15134536	-0.9810417	0	0.66	100	2e-09
0	0.38089475	0.2976493	0	-2.1768092e-17	-2.5847773e-17	0	4.712389	1.5707964	3.1415927	0	0.992719	-0.019698093	0	0.9423133	0.31589872	0	-0.000643302	0.9996818	0	-0.9912214	-0.059052784	0	0.96130645	0.25141683	0	0.66	100	2e-09
0	0.21254161	0.41878814	0	-2.1803576e-17	-2.5847784e-17	0	4.712389	1.5707964	3.1415927	1.5707964	0.99247974	-0.028840978	0	0.9726246	0.20132992	0	-0.00042940068	0.9996823	0	-0.9907287	-0.067201346	0	0.088761896	0.988971	0	0.66	100	2e-09
0	0.007609957	0.2474598	0	-2.1713056e-17	-2.5847793e-17	0	4.712389	1.5707964	3.1415927	3.1415927	0.9926785	-0.01914938	0	0.9920734	0.025223725	0	-0.0003715473	0.9996826	0	-0.99195033	-0.04496642	0	-0.95438015	0.27650845	0	0.66	100	2e-09
0	0.22270152	0.023223758	0	-2.1653147e-17	-2.584778e-17	0	4.712389	1.5707964	3.1415927	4.712389	0.99288046	-0.0010699183	0	0.9841322	0.12990306	0	-0.0006988587	0.9996821	0	-0.9925234	-0.028465994	0	0.1297172	-0.9839304	0	0.66	100	2e-09
0	0.56189233	0.056997545	0	-2.177157e-17	-2.5847773e-17	0	4.712389	1.5707964	4.712389	0	0.96546304	-0.23254965	0	0.9594136	0.25802082	0	-0.00048992416	0.99968183	0	-0.07672856	-0.98984563	0	0.9618035	0.24968047	0	0.66	100	2e-09
0	0.3900135	0.18390286	0	-2.179985e-17	-2.5847783e-17	0	4.712389	1.5707964	4.712389	1.5707964	0.96271294	-0.24376997	0	0.97939026	0.16443226	0	-0.00027759912	0.9996821	0	-0.10869684	-0.9869539	0	0.11693863	0.98612356	0	0.66	100	2e-09
0	0.17460437	0.013846651	0	-2.1696468e-17	-2.584779e-17	0	4.712389	1.5707964	4.712389	3.1415927	0.962335	-0.24511158	0	0.9924707	-0.0056889523	0	-0.00020372693	0.9996824	0	-0.13533022	-0.98372906	0	-0.94624996	0.30408028	0	0.66	100	2e-09
0	0.41019705	-0.22001201	0	-2.1645442e-17	-2.5847778e-17	0	4.712389	1.5707964	4.712389	4.712389	0.9670435	-0.2255601	0	0.9885305	0.090440854	0	-0.0005383375	0.99968207	0	-0.087195404	-0.98896205	0	0.18314497	-0.97566056	0	0.66	100	2e-09
0	0.6136426	0.50545186	0	-2.1682639e-17	-2.5847788e-17	1.5707964	0	1.5707964	0	0	0.14194295	0.9826597	0	0.9822914	0.14281824	0	-0.0012237489	0.9996824	0	0.9687078	0.21970953	0	0.9764946	0.18238914	0	0.66	100	2e-09
0	0.44542998	0.6458642	0	-2.1693147e-17	-2.5847803e-17	1.5707964	0	1.5707964	0	1.5707964	0.13628213	0.98343885	0	0.9914389	0.04191718	0	-0.000997679	0.999683	0	0.968648	0.21998364	0	0.13177854	0.9842982	0	0.66	100	2e-09
0	0.2066046	0.44052723	0	-2.1605374e-17	-2.5847818e-17	1.5707964	0	1.5707964	0	3.1415927	0.08298298	0.98926574	0	0.9662506	-0.228955	0	-0.00089261745	0.99968356	0	0.96000934	0.25613448	0	-0.97532743	0.18650724	0	0.66	100	2e-09
0	0.4395234	0.23112911	0	-2.1580985e-17	-2.5847801e-17	1.5707964	0	1.5707964	0	4.712389	0.097434595	0.9879777	0	0.9871133	-0.10488267	0	-0.0012278924	0.9996829	0	0.960626	0.25372177	0	0.15367101	-0.980854	0	0.66	100	2e-09
0	0.43227535	0.6756396	0	-2.1737451e-17	-2.5847783e-17	1.5707964	0	1.5707964	1.5707964	0	0.21192384	0.97045225	0	0.9671	0.2259576	0	-0.0012739394	0.9996823	0	0.008492974	0.99262744	0	0.9751338	0.18947847	0	0.66	100	2e-09
0	0.25529474	0.8114015	0	-2.1757036e-17	-2.5847803e-17	1.5707964	0	1.5707964	1.5707964	1.5707964	0.21253899	0.97032976	0	0.9868453	0.106743	0	-0.0010450232	0.9996829	0	-0.022679014	0.99240714	0	0.10081344	0.9878449	0	0.66	100	2e-09
0	0.028542953	0.60196567	0	-2.1679785e-17	-2.5847813e-17	1.5707964	0	1.5707964	1.5707964	3.1415927	0.17256989	0.97803986	0	0.98156285	-0.1478086	0	-0.0009568428	0.9996833	0	-0.035392433	0.99206746	0	-0.9750688	0.18784635	0	0.66	100	2e-09
0	0.25750536	0.39145255	0	-2.164291e-17	-2.5847794e-17	1.5707964	0	1.5707964	1.5707964	4.712389	0.1760056	0.9774382	0	0.99209785	-0.026600381	0	-0.0012837462	0.9996826	0	0.005677681	0.9926709	0	0.11502929	-0.9859286	0	0.66	100	2e-09
0	0.2165772	0.025606923	0	-2.1830496e-17	-2.584771e-17	1.5707964	0	1.5707964	3.1415927	0	0.0195601	-0.9926921	0	0.09978149	0.9882507	0	3.55105e-05	0.99967957	0	-0.02159385	-0.99245006	0	0.9851027	0.12524652	0	0.66	100	2e-09
0	0.071990736	0.1933543	0	-2.1817653e-17	-2.5847718e-17	1.5707964	0	1.5707964	3.1415927	1.5707964	0.035124004	-0.99227285	0	0.19398944	0.9745751	0	0.0001830162	0.99967974	0	-0.053815488	-0.99126244	0	0.18447268	0.976052	0	0.66	100	2e-09
0	-0.22526908	0.032664888	0	-2.1717587e-17	-2.5847713e-17	1.5707964	0	1.5707964	3.1415927	3.1415927	-0.038000885	-0.9922363	0	-0.022090107	0.992432	0	0.00034525504	0.99967957	0	-0.08566977	-0.989029	0	-0.9809299	0.15247816	0	0.66	100	2e-09
0	-0.004118111	-0.19446187	0	-2.1743414e-17	-2.5847708e-17	1.5707964	0	1.5707964	3.1415927	4.712389	-0.055042934	-0.99143964	0	-0.12567076	0.98493373	0	0.00013090395	0.99967927	0	-0.035951134	-0.9919971	0	0.19594334	-0.9734855	0	0.66	100	2e-09
0	0.21647264	0.025536535	0	-2.1830492e-17	-2.5847713e-17	1.5707964	0	1.5707964	4.712389	0	0.019255621	-0.99269813	0	0.09941819	0.98828614	0	3.5660396e-05	0.9996795	0	-0.0214958	-0.992452	0	0.9851495	0.12486711	0	0.66	100	2e-09
0	0.07199284	0.19335407	0	-2.1817653e-17	-2.5847718e-17	1.5707964	0	1.5707964	4.712389	1.5707964	0.035127357	-0.9922726	0	0.19399372	0.97457427	0	0.00018301344	0.99967974	0	-0.05381526	-0.99126244	0	0.18447535	0.9760515	0	0.66	100	2e-09
0	-0.22526866	0.032665048	0	-2.1717584e-17	-2.5847713e-17	1.5707964	0	1.5707964	4.712389	3.1415927	-0.038000982	-0.9922363	0	-0.022089077	0.992432	0	0.00034525443	0.99967957	0	-0.08566877	-0.9890291	0	-0.98092985	0.15247902	0	0.66	100	2e-09
0	-0.0041258	-0.1944634	0	-2.1743414e-17	-2.5847708e-17	1.5707964	0	1.5707964	4.712389	4.712389	-0.055034544	-0.9914402	0	-0.12566818	0.984934	0	0.0001309072	0.99967927	0	-0.035960432	-0.99199694	0	0.19590326	-0.9734933	0	0.66	100	2e-09
0	0.3808266	0.15985633	0	-2.1752498e-17	-2.5847717e-17	1.5707964	1.5707964	1.5707964	0	0	-0.09321424	-0.98846245	0	0.06045714	0.9912968	0	-5.2810916e-05	0.99967957	0	0.94842297	-0.29720232	0	0.98851997	0.093969986	0	0.66	100	2e-09
0	0.24863453	0.31984583	0	-2.172469e-17	-2.5847722e-17	1.5707964	1.5707964	1.5707964	0	1.5707964	-0.069480106	-0.99035436	0	0.16533604	0.97959656	0	9.3976625e-05	0.9996798	0	0.9274122	-0.35860163	0	0.21981058	0.9689086	0	0.66	100	2e-09
0	-0.060548827	0.1668523	0	-2.1622622e-17	-2.5847717e-17	1.5707964	1.5707964	1.5707964	0	3.1415927	-0.17565776	-0.97750014	0	-0.09381362	0.98825604	0	0.00026872515	0.9996796	0	0.95369035	-0.2791475	0	-0.98723185	0.102973476	0	0.66	100	2e-09
0	0.15995781	-0.040626373	0	-2.1670749e-17	-2.5847713e-17	1.5707964	1.5707964	1.5707964	0	4.712389	-0.19457914	-0.9739981	0	-0.18574262	0.9756825	0	4.7372047e-05	0.9996794	0	0.96530086	-0.2347822	0	0.21476258	-0.9697135	0	0.66	100	2e-09
0	0.18955274	0.41396183	0	-2.1663723e-17	-2.5847717e-17	1.5707964	1.5707964	1.5707964	1.5707964	0	-0.0042742644	-0.9929385	0	0.000568973	0.99325484	0	-0.00010475857	0.99967957	0	-0.038289588	0.9920757	0	0.98986334	0.07773757	0	0.66	100	2e-09
0	0.03555683	0.5925774	0	-2.1643426e-17	-2.5847722e-17	1.5707964	1.5707964	1.5707964	1.5707964	1.5707964	0.030003387	-0.99254686	0	0.09119842	0.9892226	0	5.5414577e-05	0.99967986	0	-0.10813301	0.9870173	0	0.16465995	0.9795139	0	0.66	100	2e-09
0	-0.28604087	0.4067645	0	-2.157117e-17	-2.5847717e-17	1.5707964	1.5707964	1.5707964	1.5707964	3.1415927	-0.12302494	-0.98543245	0	-0.18150437	0.976065	0	0.00023841907	0.9996796	0	-0.13512944	0.98381025	0	-0.990784	0.059700087	0	0.66	100	2e-09
0	-0.06614065	0.19730927	0	-2.1604381e-17	-2.5847708e-17	1.5707964	1.5707964	1.5707964	1.5707964	4.712389	-0.16037022	-0.9801035	0	-0.2624006	0.9583971	0	2.3285762e-05	0.9996795	0	-0.045404475	0.9918263	0	0.13744877	-0.9832531	0	0.66	100	2e-09
0	0.04318282	0.16985239	0	-2.1768002e-17	-2.5847713e-17	1.5707964	1.5707964	1.5707964	3.1415927	0	0.115876764	-0.9863572	0	0.06861672	0.9909421	0	1.9141367e-05	0.9996795	0	-0.9538834	-0.27850878	0	0.98528486	0.12350651	0	0.66	100	2e-09
0	-0.10620797	0.3399694	0	-2.1764298e-17	-2.5847718e-17	1.5707964	1.5707964	1.5707964	3.1415927	1.5707964	0.1258306	-0.985199	0	0.15309562	0.98176825	0	0.00017625553	0.99967974	0	-0.9536862	-0.27913854	0	0.14354385	0.9827366	0	0.66	100	2e-09
0	-0.3965529	0.18048148	0	-2.1683026e-17	-2.5847713e-17	1.5707964	1.5707964	1.5707964	3.1415927	3.1415927	0.036277827	-0.9923449	0	-0.067249365	0.99037236	0	0.00033026506	0.9996796	0	-0.96778333	-0.22363524	0	-0.9843401	0.12833558	0	0.66	100	2e-09
0	-0.19391179	-0.043696426	0	-2.1695488e-17	-2.5847705e-17	1.5707964	1.5707964	1.5707964	3.1415927	4.712389	0.024806965	-0.9926408	0	-0.1625895	0.97964925	0	0.0001220618	0.99967927	0	-0.9681892	-0.22186807	0	0.13629077	-0.9833019	0	0.66	100	2e-09
0	0.21647185	0.02553476	0	-2.1830496e-17	-2.5847713e-17	1.5707964	1.5707964	1.5707964	4.712389	0	0.019254467	-0.99269813	0	0.099415146	0.98828644	0	3.5660956e-05	0.9996795	0	-0.021496626	-0.992452	0	0.98515064	0.124857925	0	0.66	100	2e-09
