# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	a1 (rad)	a2 (rad)	a3 (rad)	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()	m.region3x ()	m.region3y ()	m.region3z ()	m.region4x ()	m.region4y ()	m.region4z ()	roundness ()	size (m)	Cell_size (m)
0	0.6093489	-0.1763054	0	-2.2638514e-17	-2.584778e-17	0.7853982	4.712389	5.497787	0.666576	0.73253584	0	0.98060244	0.15778744	0	0.7880467	-0.6006598	0	-0.00016524178	-0.9996821	0	0.66	1e-07	2e-09
0	0.291086	0.059874304	0	-2.2591973e-17	-2.5847765e-17	2.3561945	0	0.7853982	-0.61020124	0.7804918	0	0.9825784	-0.143386	0	0.7962912	0.5896923	0	-0.00040283782	-0.99968153	0	0.66	1e-07	2e-09
0	-0.06827097	0.07797107	0	-2.2473528e-17	-2.5847761e-17	2.3561945	0	2.3561945	-0.64822835	0.74909616	0	0.9589374	-0.2591656	0	-0.5726296	0.8077646	0	-0.00042743428	-0.99968135	0	0.66	1e-07	2e-09
0	-0.04816015	-0.26741406	0	-2.2484716e-17	-2.584778e-17	2.3561945	0	3.9269907	-0.6279397	0.7662216	0	0.9925351	-0.015044218	0	-0.54657155	-0.8258564	0	1.0651928e-05	-0.9996821	0	0.66	1e-07	2e-09
0	0.29093298	-0.21176332	0	-2.2602277e-17	-2.584778e-17	2.3561945	0	5.497787	-0.6034306	0.7857614	0	0.9923725	-0.026625253	0	0.77888924	-0.6124171	0	-7.534445e-05	-0.999682	0	0.66	1e-07	2e-09
0	0.29125232	0.05995721	0	-2.259197e-17	-2.5847761e-17	2.3561945	1.5707964	0.7853982	-0.609802	0.7808057	0	0.9826227	-0.14307366	0	0.79651016	0.5893991	0	-0.0004027752	-0.99968135	0	0.66	1e-07	2e-09
0	-0.38108885	0.34733003	0	-2.2426033e-17	-2.5847778e-17	2.3561945	1.5707964	2.3561945	-0.62851155	0.7651814	0	-0.12707841	0.9846081	0	-0.76252943	0.63225466	0	-9.775706e-06	-0.99968207	0	0.66	1e-07	2e-09
0	-0.33929044	0.0019012217	0	-2.2492338e-17	-2.584779e-17	2.3561945	1.5707964	3.9269907	-0.6282854	0.76542956	0	-0.074613295	0.99012303	0	-0.6486891	-0.74839616	0	0.00035073454	-0.9996825	0	0.66	1e-07	2e-09
0	0.12557615	0.0102320155	0	-2.2513613e-17	-2.5847788e-17	2.3561945	1.5707964	5.497787	-0.55552465	0.82028025	0	0.36470813	0.9259901	0	0.69407576	-0.7065831	0	0.00016019716	-0.9996824	0	0.66	1e-07	2e-09
0	0.034329742	-0.1556713	0	-2.2575008e-17	-2.5847755e-17	2.3561945	3.1415927	0.7853982	-0.7614726	0.6336665	0	0.1998647	-0.973183	0	0.70038307	0.70022297	0	-0.00017157273	-0.99968123	0	0.66	1e-07	2e-09
0	-0.64626753	-0.01818905	0	-2.2539226e-17	-2.5847765e-17	2.3561945	3.1415927	2.3561945	-0.83017784	0.5407635	0	-0.96673185	-0.22972877	0	-0.7852396	0.6041942	0	0.0002757739	-0.99968153	0	0.66	1e-07	2e-09
0	-0.64635557	-0.28762266	0	-2.2547339e-17	-2.5847778e-17	2.3561945	3.1415927	3.9269907	-0.8220107	0.55295336	0	-0.9889272	-0.087924466	0	-0.77212	-0.62086076	0	0.00062012597	-0.99968183	0	0.66	1e-07	2e-09
0	-0.3045946	-0.3279072	0	-2.2442868e-17	-2.5847778e-17	2.3561945	3.1415927	5.497787	-0.80220395	0.58098155	0	-0.98906195	-0.0864106	0	0.5685221	-0.8107362	0	0.0006475049	-0.9996818	0	0.66	1e-07	2e-09
0	0.034321494	-0.1556707	0	-2.2575008e-17	-2.5847755e-17	2.3561945	4.712389	0.7853982	-0.76147425	0.6336644	0	0.19984229	-0.9731875	0	0.70037407	0.7002319	0	-0.00017156728	-0.9996812	0	0.66	1e-07	2e-09
0	-0.40161934	-0.17030911	0	-2.2565191e-17	-2.5847756e-17	2.3561945	4.712389	2.3561945	-0.809119	0.5719345	0	-0.10788952	-0.98714364	0	-0.6826079	0.7175144	0	-4.4324832e-05	-0.9996812	0	0.66	1e-07	2e-09
0	-0.42308068	-0.5183562	0	-2.2533298e-17	-2.584777e-17	2.3561945	4.712389	3.9269907	-0.8147993	0.56391567	0	-0.13538599	-0.9834883	0	-0.7355118	-0.6634493	0	0.0003459433	-0.99968165	0	0.66	1e-07	2e-09
0	0.059090752	-0.49032992	0	-2.2544535e-17	-2.5847766e-17	2.3561945	4.712389	5.497787	-0.7597281	0.63579285	0	0.24458271	-0.9628878	0	0.75256723	-0.6441697	0	0.00018211297	-0.9996816	0	0.66	1e-07	2e-09
0	0.2318588	-0.35506296	0	-2.2521881e-17	-2.5847761e-17	3.9269907	0	0.7853982	-0.7486633	-0.64832073	0	0.9099847	-0.40120897	0	0.7709821	0.6221869	0	-0.0004980792	-0.99968135	0	0.66	1e-07	2e-09
0	-0.43497643	-0.48038277	0	-2.2622275e-17	-2.5847756e-17	3.9269907	0	2.3561945	-0.71846825	-0.68172336	0	-0.31055316	-0.9450817	0	-0.70532334	0.69530845	0	-7.743636e-05	-0.99968123	0	0.66	1e-07	2e-09
0	-0.10132423	-0.67415047	0	-2.2415205e-17	-2.584778e-17	3.9269907	0	3.9269907	-0.76494545	-0.6291408	0	0.9560714	-0.26811102	0	-0.5849732	-0.79887885	0	-9.041431e-05	-0.9996821	0	0.66	1e-07	2e-09
0	0.24720147	-0.61053187	0	-2.2519931e-17	-2.584778e-17	3.9269907	0	5.497787	-0.75856423	-0.636748	0	0.97318864	-0.19321719	0	0.7790509	-0.61220413	0	-0.00017718418	-0.999682	0	0.66	1e-07	2e-09
0	0.025669469	-0.031474948	0	-2.24017e-17	-2.584778e-17	3.9269907	1.5707964	0.7853982	-0.62660694	-0.7669591	0	-0.018900216	0.99171084	0	0.7477032	0.64956963	0	-0.00020881124	-0.999682	0	0.66	1e-07	2e-09
0	-0.6038885	-0.3428093	0	-2.2636195e-17	-2.584777e-17	3.9269907	1.5707964	2.3561945	-0.6672531	-0.7319511	0	-0.96171474	-0.2505181	0	-0.7843301	0.6053785	0	0.00015786022	-0.99968165	0	0.66	1e-07	2e-09
0	-0.61038876	-0.6171634	0	-2.263742e-17	-2.584778e-17	3.9269907	1.5707964	3.9269907	-0.6727185	-0.72693336	0	-0.9836147	-0.13440499	0	-0.7833906	-0.60665053	0	0.0004986342	-0.999682	0	0.66	1e-07	2e-09
0	-0.011184831	-0.37948307	0	-2.246324e-17	-2.5847793e-17	3.9269907	1.5707964	5.497787	-0.6460176	-0.7506549	0	-0.044519957	0.9909408	0	0.6453924	-0.75118047	0	0.00019056874	-0.9996825	0	0.66	1e-07	2e-09
0	-0.021204012	-0.48034477	0	-2.2601976e-17	-2.5847756e-17	3.9269907	3.1415927	0.7853982	-0.72720414	-0.6723541	0	-0.022716599	-0.9928273	0	0.6655095	0.7333676	0	-0.00021392343	-0.9996812	0	0.66	1e-07	2e-09
0	-0.6039462	-0.3426947	0	-2.2636198e-17	-2.5847766e-17	3.9269907	3.1415927	2.3561945	-0.6671114	-0.73208034	0	-0.9619194	-0.24970753	0	-0.784499	0.6051614	0	0.0001579743	-0.99968165	0	0.66	1e-07	2e-09
0	-0.6103797	-0.6171714	0	-2.263742e-17	-2.584778e-17	3.9269907	3.1415927	3.9269907	-0.6726984	-0.72695196	0	-0.98361576	-0.13439608	0	-0.7833734	-0.6066725	0	0.0004986375	-0.999682	0	0.66	1e-07	2e-09
0	-0.2702109	-0.6733601	0	-2.2523877e-17	-2.5847778e-17	3.9269907	3.1415927	5.497787	-0.6701584	-0.72925794	0	-0.9814625	-0.15006907	0	0.5659301	-0.81250036	0	0.0005283864	-0.999682	0	0.66	1e-07	2e-09
0	-0.020759042	-0.48048875	0	-2.2601976e-17	-2.5847756e-17	3.9269907	4.712389	0.7853982	-0.72729135	-0.6722599	0	-0.021552425	-0.9928529	0	0.66621536	0.7327256	0	-0.00021414609	-0.9996812	0	0.66	1e-07	2e-09
0	-0.43497318	-0.48038235	0	-2.2622275e-17	-2.5847756e-17	3.9269907	4.712389	2.3561945	-0.7184698	-0.6817217	0	-0.31054202	-0.94508535	0	-0.7053198	0.6953119	0	-7.744108e-05	-0.9996813	0	0.66	1e-07	2e-09
0	-0.47095808	-0.8039542	0	-2.2588589e-17	-2.5847773e-17	3.9269907	4.712389	3.9269907	-0.7256012	-0.67416215	0	-0.3869448	-0.9169316	0	-0.76615787	-0.62806755	0	0.00031541783	-0.99968165	0	0.66	1e-07	2e-09
0	-0.005857494	-0.8300589	0	-2.2563992e-17	-2.5847773e-17	3.9269907	4.712389	5.497787	-0.7396939	-0.6586359	0	-0.010645856	-0.9922748	0	0.72675186	-0.6728965	0	0.00016988606	-0.9996818	0	0.66	1e-07	2e-09
0	0.64646935	-0.2517965	0	-2.2551638e-17	-2.5847765e-17	5.497787	0	0.7853982	0.7985388	-0.5859849	0	0.9925399	-0.021438943	0	0.79246366	0.5948454	0	-0.0006160905	-0.9996816	0	0.66	1e-07	2e-09
0	0.30210173	-0.21676317	0	-2.2426465e-17	-2.5847761e-17	5.497787	0	2.3561945	0.7732022	-0.6187444	0	0.9897113	-0.07840993	0	-0.55008036	0.8234638	0	-0.0006532788	-0.99968135	0	0.66	1e-07	2e-09
0	0.30364153	-0.5567162	0	-2.2429555e-17	-2.5847784e-17	5.497787	0	3.9269907	0.79181194	-0.594926	0	0.9738221	0.19615737	0	-0.54728353	-0.8253757	0	-0.00019256648	-0.99968237	0	0.66	1e-07	2e-09
0	0.6464219	-0.5158084	0	-2.2553238e-17	-2.584778e-17	5.497787	0	5.497787	0.8067629	-0.57470053	0	0.9867339	0.111340195	0	0.7894724	-0.5987863	0	-0.00028535552	-0.9996821	0	0.66	1e-07	2e-09
0	0.43417838	0.0068168803	0	-2.2501687e-17	-2.5847783e-17	5.497787	1.5707964	0.7853982	0.80357605	-0.5796497	0	0.15897837	0.98000467	0	0.7675468	0.62626797	0	-0.0003457988	-0.9996821	0	0.66	1e-07	2e-09
0	-0.07815872	-0.017554924	0	-2.2492862e-17	-2.5847783e-17	5.497787	1.5707964	2.3561945	0.74019516	-0.6583751	0	-0.29734224	0.9483982	0	-0.756709	0.6392808	0	-0.00016296322	-0.99968207	0	0.66	1e-07	2e-09
0	-0.03676317	-0.3542429	0	-2.2540228e-17	-2.5847798e-17	5.497787	1.5707964	3.9269907	0.7455544	-0.6522684	0	-0.22164571	0.9685906	0	-0.6725977	-0.72696984	0	0.00018607662	-0.99968266	0	0.66	1e-07	2e-09
0	0.40193546	-0.33081228	0	-2.254916e-17	-2.5847793e-17	5.497787	1.5707964	5.497787	0.7963486	-0.58944243	0	0.11798533	0.9859268	0	0.68664485	-0.71369934	0	3.890207e-05	-0.99968266	0	0.66	1e-07	2e-09
0	0.052121524	-0.27575397	0	-2.2489175e-17	-2.5847766e-17	5.497787	3.1415927	0.7853982	0.59885174	-0.78927207	0	-0.9856745	-0.11866744	0	0.5846288	0.799048	0	-5.4724305e-06	-0.9996816	0	0.66	1e-07	2e-09
0	-0.2966434	-0.31403658	0	-2.2588736e-17	-2.5847773e-17	5.497787	3.1415927	2.3561945	0.57609475	-0.806159	0	-0.9903267	-0.070215575	0	-0.7763074	0.61557835	0	7.391118e-05	-0.99968165	0	0.66	1e-07	2e-09
0	-0.29524517	-0.5926414	0	-2.2588777e-17	-2.5847783e-17	5.497787	3.1415927	3.9269907	0.5822162	-0.8017267	0	-0.9914786	0.049045984	0	-0.776058	-0.6159022	0	0.0004125371	-0.9996821	0	0.66	1e-07	2e-09
0	0.05571608	-0.618584	0	-2.2489327e-17	-2.5847783e-17	5.497787	3.1415927	5.497787	0.61389464	-0.77758867	0	-0.98699665	0.10524559	0	0.58476776	-0.7989505	0	0.00043402406	-0.9996822	0	0.66	1e-07	2e-09
0	0.34152952	-0.50980526	0	-2.2533722e-17	-2.5847756e-17	5.497787	4.712389	0.7853982	0.61072874	-0.77962035	0	0.07076009	-0.99041826	0	0.6789645	0.72098446	0	-0.00034172088	-0.99968123	0	0.66	1e-07	2e-09
0	-0.10884648	-0.51337135	0	-2.2534357e-17	-2.584776e-17	5.497787	4.712389	2.3561945	0.5423167	-0.82918775	0	-0.29428273	-0.94995034	0	-0.6839849	0.71628606	0	-0.00018766763	-0.9996813	0	0.66	1e-07	2e-09
0	-0.29545927	-0.59292287	0	-2.2588777e-17	-2.5847783e-17	5.497787	4.712389	3.9269907	0.5815879	-0.80218655	0	-0.9915215	0.04814941	0	-0.7762396	-0.615675	0	0.00041249424	-0.9996821	0	0.66	1e-07	2e-09
0	0.36887103	-0.8505081	0	-2.2485398e-17	-2.5847773e-17	5.497787	4.712389	5.497787	0.6073213	-0.7822436	0	0.102017656	-0.98746	0	0.75989336	-0.6354525	0	1.9361327e-05	-0.99968183	0	0.66	1e-07	2e-09
