# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	a1 (rad)	a2 (rad)	a3 (rad)	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()	m.region3x ()	m.region3y ()	m.region3z ()	m.region4x ()	m.region4y ()	m.region4z ()	roundness ()	size (m)	Cell_size (m)
0	0.6289051	0.012525041	0	-2.2545165e-17	-2.584769e-17	0.7853982	0	0.7853982	0.6862919	0.71412164	0	0.9763513	-0.18299924	0	0.8516972	0.50681597	0	-0.0014939016	-0.9996787	0	0.66	1e-07	2e-09
0	0.21900932	0.13109687	0	-2.2469607e-17	-2.5847755e-17	0.7853982	0	2.3561945	0.65362936	0.7440072	0	0.98422194	0.12822826	0	-0.7551117	0.6407189	0	-0.0013608198	-0.99968106	0	0.66	1e-07	2e-09
0	0.26890534	-0.27326688	0	-2.2583635e-17	-2.5847746e-17	0.7853982	0	3.9269907	0.632985	0.7617524	0	0.99198115	-0.031426106	0	-0.54385644	-0.82846385	0	-0.0010458234	-0.99968076	0	0.66	1e-07	2e-09
0	0.578135	-0.29724622	0	-2.2648056e-17	-2.584771e-17	0.7853982	0	5.497787	0.66418165	0.7347525	0	0.97163564	-0.20618579	0	0.67608243	-0.72386616	0	-0.0011814093	-0.99967927	0	0.66	1e-07	2e-09
0	0.39114773	0.33896416	0	-2.2448143e-17	-2.584796e-17	0.7853982	1.5707964	0.7853982	0.7618869	0.6329695	0	0.12877011	0.98474354	0	0.6678852	0.7310397	0	-0.00036184903	-0.9996891	0	0.66	1e-07	2e-09
0	1.1212573e-08	0.33315784	0	-2.249346e-17	-2.584797e-17	0.7853982	1.5707964	2.3561945	0.7328423	0.66611975	0	-3.15912e-08	0.9934879	0	-0.7328421	0.6661198	0	5.763135e-10	-0.9996894	0	0.66	1e-07	2e-09
0	0.07912754	-0.012989256	0	-2.2497342e-17	-2.584796e-17	0.7853982	1.5707964	3.9269907	0.7007851	0.6997377	0	0.32625324	0.9397507	0	-0.7086882	-0.6920893	0	-0.00019479055	-0.9996891	0	0.66	1e-07	2e-09
0	0.57813776	-0.29724988	0	-2.2648056e-17	-2.5847705e-17	0.7853982	1.5707964	5.497787	0.6642175	0.7347199	0	0.9716461	-0.20613416	0	0.6760471	-0.72389925	0	-0.0011814216	-0.99967927	0	0.66	1e-07	2e-09
0	0.1230954	0.047610484	0	-2.2472618e-17	-2.5847705e-17	0.7853982	3.1415927	0.7853982	0.7856647	0.6031478	0	-0.9805182	-0.15119605	0	0.67400545	0.72595274	0	0.0012149941	-0.9996792	0	0.66	1e-07	2e-09
0	-0.21900852	0.13109465	0	-2.2469605e-17	-2.5847755e-17	0.7853982	3.1415927	2.3561945	0.7551117	0.6407188	0	-0.9842236	0.12821512	0	-0.6536246	0.7440114	0	0.0013608222	-0.99968106	0	0.66	1e-07	2e-09
