# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	a1 (rad)	a2 (rad)	a3 (rad)	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()	m.region3x ()	m.region3y ()	m.region3z ()	roundness ()	size (m)	Cell_size (m)
0	0.9277132	0.26927346	0	2.4720456e-18	-0	0	0.7853982	0	0.98947054	0.08465524	0	0.8137299	0.565009	0	0.9810679	0.15522799	0	0.66	100	2e-09
0	0.6434941	0.51087916	0	2.4652338e-18	-0	0	0.7853982	1.5707964	0.9926944	-0.017034285	0	0.8146363	0.5635784	0	0.12145718	0.9855715	0	0.66	100	2e-09
0	-0.11905254	-0.14590366	0	2.426597e-18	-0	0	0.7853982	3.1415927	-0.12550645	-0.98514044	0	0.7464223	0.6511868	0	-0.98664254	-0.111649364	0	0.66	100	2e-09
0	0.6278522	-0.20361115	0	2.5578116e-18	-0	0	0.7853982	4.712389	0.9690634	-0.21849047	0	0.79854107	0.5860258	0	0.11426222	-0.98618704	0	0.66	100	2e-09
0	0.061615266	0.5682841	0	2.3983682e-18	-0	0	2.3561945	0	-0.090383455	0.98926365	0	-0.709675	0.6907163	0	0.9925409	0.023660183	0	0.66	100	2e-09
0	0.071807206	0.6417311	0	2.491341e-18	-0	0	2.3561945	1.5707964	0.94230163	0.31673473	0	-0.7744543	0.6174078	0	0.055953108	0.99129146	0	0.66	100	2e-09
0	-0.25962844	0.27453843	0	2.5473964e-18	-0	0	2.3561945	3.1415927	0.9902361	0.051070515	0	-0.7848671	0.6042515	0	-0.97905385	0.1650288	0	0.66	100	2e-09
0	0.09296351	-0.031158432	0	2.5950079e-18	-0	0	2.3561945	4.712389	0.9645934	0.23313765	0	-0.7410512	0.65697044	0	0.06360578	-0.99039656	0	0.66	100	2e-09
0	0.44424784	-0.11383797	0	2.4458804e-18	-0	0	3.9269907	0	0.96831393	0.22094747	0	-0.58924425	-0.7965446	0	0.96390617	0.24084269	0	0.66	100	2e-09
0	0.13865525	0.09973584	0	2.3991056e-18	-0	0	3.9269907	1.5707964	0.9873803	0.104111604	0	-0.60014945	-0.7882957	0	0.03604977	0.99218386	0	0.66	100	2e-09
0	-0.20413	-0.22006185	0	2.4619302e-18	-0	0	3.9269907	3.1415927	0.9876751	-0.09929706	0	-0.625734	-0.768018	0	-0.9701566	0.21255484	0	0.66	100	2e-09
0	0.13173346	-0.59480345	0	2.5322768e-18	-0	0	3.9269907	4.712389	0.99234754	-0.014504364	0	-0.61573267	-0.77610713	0	0.025986122	-0.9920039	0	0.66	100	2e-09
0	0.8822941	-0.1702838	0	2.3929438e-18	-0	0	5.497787	0	0.9925844	0.0041192337	0	0.68446726	-0.7159361	0	0.97178966	0.20636801	0	0.66	100	2e-09
0	0.5800278	0.053093452	0	2.3680204e-18	-0	0	5.497787	1.5707964	0.98954123	-0.07741804	0	0.65409225	-0.74374765	0	0.095716834	0.9883355	0	0.66	100	2e-09
0	0.20333205	-0.30084324	0	2.4475602e-18	-0	0	5.497787	3.1415927	0.9331444	-0.34364885	0	0.6459953	-0.75068665	0	-0.97352636	0.19625983	0	0.66	100	2e-09
0	0.5810762	-0.6564936	0	2.4898132e-18	-0	0	5.497787	4.712389	0.95726377	-0.26782674	0	0.6870993	-0.71329916	0	0.097815916	-0.9877925	0	0.66	100	2e-09
0	0.5372252	0.5962849	0	2.4452898e-18	-0	1.5707964	0.7853982	0	-0.014316595	0.99277574	0	0.6327005	0.7618749	0	0.99234635	0.03256456	0	0.66	100	2e-09
0	0.33334056	0.9027486	0	2.4962338e-18	-0	1.5707964	0.7853982	1.5707964	0.10962494	0.98692304	0	0.63198835	0.7623605	0	0.2554514	0.9603521	0	0.66	100	2e-09
0	-0.2687573	0.58653796	0	2.5789266e-18	-0	1.5707964	0.7853982	3.1415927	-0.32623756	0.938398	0	0.5043491	0.85311145	0	-0.9920381	-0.034534838	0	0.66	100	2e-09
0	0.12616211	0.26020673	0	2.5049283e-18	-0	1.5707964	0.7853982	4.712389	-0.36226377	0.9264623	0	0.5500194	0.82403064	0	0.1865342	-0.9754551	0	0.66	100	2e-09
0	0.0618949	0.56856036	0	2.398368e-18	-0	1.5707964	2.3561945	0	-0.08934893	0.989355	0	-0.7098447	0.69054204	0	0.9925193	0.024576444	0	0.66	100	2e-09
0	-0.20935625	0.8750641	0	2.423517e-18	-0	1.5707964	2.3561945	1.5707964	0.0019682422	0.99329096	0	-0.74837136	0.64877975	0	0.123671144	0.9853617	0	0.66	100	2e-09
0	-0.67941344	0.52737767	0	2.4617764e-18	-0	1.5707964	2.3561945	3.1415927	-0.2970525	0.9475788	0	-0.7479934	0.64934874	0	-0.9925155	-0.016002178	0	0.66	100	2e-09
0	-0.33595285	0.20981689	0	2.4262285e-18	-0	1.5707964	2.3561945	4.712389	-0.37552062	0.9211426	0	-0.7074461	0.6931032	0	0.078786165	-0.98958004	0	0.66	100	2e-09
0	0.11908925	0.14588793	0	2.4265968e-18	-0	1.5707964	3.9269907	0	0.12557966	0.9851314	0	-0.74638474	-0.65122956	0	0.9866419	0.111654274	0	0.66	100	2e-09
0	-0.13036129	0.42950878	0	2.4291271e-18	-0	1.5707964	3.9269907	1.5707964	0.23259588	0.96617347	0	-0.7460727	-0.65169996	0	0.12848915	0.98475796	0	0.66	100	2e-09
0	-0.6009722	0.17270774	0	2.5006931e-18	-0	1.5707964	3.9269907	3.1415927	-0.0067349877	0.9923589	0	-0.80740213	-0.57444966	0	-0.9867355	0.10761156	0	0.66	100	2e-09
0	-0.2730483	-0.19304025	0	2.4888984e-18	-0	1.5707964	3.9269907	4.712389	-0.12090523	0.9852215	0	-0.8072228	-0.5745566	0	0.11427195	-0.98600835	0	0.66	100	2e-09
0	0.6603322	0.11189773	0	2.4634828e-18	-0	1.5707964	5.497787	0	0.32616964	0.93852913	0	0.6707531	-0.7287364	0	0.9839708	0.13422358	0	0.66	100	2e-09
0	0.5803096	0.053170178	0	2.3680204e-18	-0	1.5707964	5.497787	1.5707964	0.9895641	-0.07711486	0	0.6540979	-0.7437427	0	0.09653615	0.9882583	0	0.66	100	2e-09
0	-0.011413866	0.124011226	0	2.6144377e-18	-0	1.5707964	5.497787	3.1415927	0.33435318	0.9360293	0	0.58856034	-0.79660016	0	-0.96309555	0.24171954	0	0.66	100	2e-09
0	0.3442159	-0.23082006	0	2.5703699e-18	-0	1.5707964	5.497787	4.712389	0.060326412	0.99021804	0	0.6688846	-0.7303243	0	0.3002221	-0.9474084	0	0.66	100	2e-09
0	0.20414895	0.22015296	0	2.4619304e-18	-0	3.1415927	0.7853982	0	-0.9876691	0.09935701	0	0.6257389	0.76801395	0	0.9702028	-0.21233636	0	0.66	100	2e-09
0	-0.13174665	0.59481263	0	2.5322772e-18	-0	3.1415927	0.7853982	1.5707964	-0.99234766	0.014498578	0	0.61569136	0.77614015	0	-0.025983937	0.9920039	0	0.66	100	2e-09
0	-0.44424954	0.11384243	0	2.4458806e-18	-0	3.1415927	0.7853982	3.1415927	-0.9683152	-0.2209416	0	0.58924186	0.79654634	0	-0.96390766	-0.24083695	0	0.66	100	2e-09
0	-0.13872041	-0.09972738	0	2.3991056e-18	-0	3.1415927	0.7853982	4.712389	-0.9873724	-0.10418824	0	0.600021	0.7883941	0	-0.036124136	-0.99218124	0	0.66	100	2e-09
0	-0.20333298	0.30083957	0	2.4475602e-18	-0	3.1415927	2.3561945	0	-0.93314785	0.34363934	0	-0.6459943	0.7506876	0	0.97352594	-0.19626214	0	0.66	100	2e-09
0	-0.58106154	0.656514	0	2.4898136e-18	-0	3.1415927	2.3561945	1.5707964	-0.9572468	0.2678896	0	-0.6871041	0.71329474	0	-0.09778383	0.9877957	0	0.66	100	2e-09
0	-0.8822852	0.17028926	0	2.3929438e-18	-0	3.1415927	2.3561945	3.1415927	-0.9925848	-0.0039996663	0	-0.6844618	0.7159413	0	-0.9717673	-0.20647636	0	0.66	100	2e-09
0	-0.5800248	-0.05308409	0	2.3680208e-18	-0	3.1415927	2.3561945	4.712389	-0.98953956	0.07743994	0	-0.65408504	0.7437539	0	-0.0957164	-0.9883355	0	0.66	100	2e-09
0	0.11905395	0.1459009	0	2.426597e-18	-0	3.1415927	3.9269907	0	0.12550947	0.98514	0	-0.74642175	-0.6511873	0	0.98664325	0.11164194	0	0.66	100	2e-09
0	-0.6277073	0.20385635	0	2.5578108e-18	-0	3.1415927	3.9269907	1.5707964	-0.9689264	0.2191171	0	-0.7985936	-0.585955	0	-0.11390979	0.9862269	0	0.66	100	2e-09
0	-0.9277153	-0.2692943	0	2.4720458e-18	-0	3.1415927	3.9269907	3.1415927	-0.98946863	-0.08467577	0	-0.81374836	-0.5649826	0	-0.9810574	-0.15529682	0	0.66	100	2e-09
0	-0.6434729	-0.510901	0	2.465234e-18	-0	3.1415927	3.9269907	4.712389	-0.99269474	0.017014733	0	-0.8146072	-0.56362	0	-0.12142252	-0.9855757	0	0.66	100	2e-09
