# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	a1 (rad)	a2 (rad)	a3 (rad)	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()	m.region3x ()	m.region3y ()	m.region3z ()	roundness ()	size (m)	Cell_size (m)
0	0.66135156	0.3505996	-4.3701606e-32	-2.3377712e-17	-2.584778e-17	0	0	1.5707964	0.9926684	0.006877	-6.513421e-34	0.9916967	0.04523978	2.6211449e-33	-0.0003103226	0.99968207	-1.3307508e-31	0.66	100	2e-09
0	0.41913915	0.61895764	0	-2.3323242e-17	-2.5847766e-17	0	1.5707964	1.5707964	0.9878159	-0.09924209	0	0.26975185	0.95643353	0	-0.00015030001	0.9996816	0	0.66	100	2e-09
0	0.0011994413	0.36225653	0	-2.3208297e-17	-2.5847766e-17	0	3.1415927	1.5707964	0.99274	0.0046665045	0	-0.9894617	0.08242151	0	0.00032016844	0.9996816	0	0.66	100	2e-09
0	0.43493465	0.060701344	0	-2.3290342e-17	-2.5847784e-17	0	4.712389	1.5707964	0.98511344	0.12370479	0	0.31971198	-0.9412831	0	-2.1368662e-05	0.99968237	0	0.66	100	2e-09
0	0.4215635	0.6327382	0	-2.3312138e-17	-2.5847788e-17	1.5707964	0	1.5707964	0.27419415	0.9551168	0	0.9910431	-0.056584716	0	-0.00054685015	0.9996822	0	0.66	100	2e-09
0	-0.015440156	0.9946708	0	-2.3286579e-17	-2.5847773e-17	1.5707964	1.5707964	1.5707964	-0.028833937	0.9920402	0	-0.01714005	0.9922903	0	-0.00034648125	0.99968183	0	0.66	100	2e-09
0	-0.4442311	0.62709856	0	-2.332136e-17	-2.5847778e-17	1.5707964	3.1415927	1.5707964	-0.34146175	0.9337666	0	-0.99131596	-0.052152965	0	8.428442e-05	0.999682	0	0.66	100	2e-09
0	-0.012801934	0.33318835	0	-2.3320293e-17	-2.5847793e-17	1.5707964	4.712389	1.5707964	-0.023215022	0.9926797	0	-0.015051153	-0.9927972	0	-0.00013962548	0.9996826	0	0.66	100	2e-09
0	-0.0013145573	0.36289644	0	-2.3216033e-17	-2.584778e-17	3.1415927	0	1.5707964	-0.99278	0.0037231722	0	0.9891764	0.08528406	0	-0.00033999086	0.99968207	0	0.66	100	2e-09
0	-0.42802194	0.61813235	0	-2.333771e-17	-2.5847766e-17	3.1415927	1.5707964	1.5707964	-0.9883409	-0.094130896	0	-0.29573032	0.94884634	0	5.325704e-06	0.99968153	0	0.66	100	2e-09
0	-0.66137785	0.3504233	0	-2.3395803e-17	-2.5847773e-17	3.1415927	3.1415927	1.5707964	-0.99270666	0.0067269965	0	-0.9917247	0.044861212	0	0.00029786778	0.99968165	0	0.66	100	2e-09
0	-0.45358413	0.064673446	0	-2.3305183e-17	-2.5847783e-17	3.1415927	4.712389	1.5707964	-0.9861402	0.115342736	0	-0.37478977	-0.9210046	0	0.00017746468	0.9996822	0	0.66	100	2e-09
0	0.41767046	0.07095651	0	-2.3307814e-17	-2.5847773e-17	4.712389	0	1.5707964	0.27438888	-0.9550898	0	0.9787104	0.16827762	0	-8.7818684e-05	0.9996818	0	0.66	100	2e-09
0	-0.01224982	0.33329734	0	-2.3347214e-17	-2.5847756e-17	4.712389	1.5707964	1.5707964	-0.023376854	-0.99267274	0	-0.013520847	0.9928835	0	0.00014824147	0.9996812	0	0.66	100	2e-09
0	-0.4415957	0.07565071	0	-2.3316996e-17	-2.5847756e-17	4.712389	3.1415927	1.5707964	-0.34516725	-0.9324767	0	-0.98014665	0.15974757	0	0.0005267691	0.99968123	0	0.66	100	2e-09
0	-0.01682695	-0.3281518	0	-2.3242606e-17	-2.5847773e-17	4.712389	4.712389	1.5707964	-0.030656824	-0.99193066	0	-0.020182425	-0.99220663	0	0.00035840026	0.99968183	0	0.66	100	2e-09
