# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	a1 (rad)	a2 (rad)	a3 (rad)	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()	m.region3x ()	m.region3y ()	m.region3z ()	m.region4x ()	m.region4y ()	m.region4z ()	roundness ()	size (m)	Cell_size (m)
0	-0.247825	-0.24442303	0	-2.2477756e-17	-2.5847728e-17	0.7853982	3.1415927	3.9269907	0.74868804	0.6482149	0	-0.99199456	0.01077802	0	-0.75458026	-0.64190733	0	0.0017376152	-0.99968016	0	0.66	1e-07	2e-09
0	0.09825166	-0.27165228	0	-2.2407173e-17	-2.5847738e-17	0.7853982	3.1415927	5.497787	0.75209546	0.644307	0	-0.9912389	0.037858814	0	0.6183316	-0.7731977	0	0.0021954924	-0.99968046	0	0.66	1e-07	2e-09
0	0.61569446	0.05324949	0	-2.2635324e-17	-2.5847703e-17	0.7853982	4.712389	0.7853982	0.66680205	0.7323209	0	0.98713624	-0.10534509	0	0.80792475	0.5738237	0	-0.0014944128	-0.9996792	0	0.66	1e-07	2e-09
0	0.017302295	-0.11497343	0	-2.2527078e-17	-2.5847511e-17	0.7853982	4.712389	2.3561945	0.65254444	0.74493575	0	0.041861836	-0.99112314	0	-0.62446743	0.768702	0	-0.00066507404	-0.9996717	0	0.66	1e-07	2e-09
0	-0.009558053	-0.48009223	0	-2.2481788e-17	-2.5847583e-17	0.7853982	4.712389	3.9269907	0.6309938	0.7633039	0	0.02887216	-0.9915601	0	-0.69800514	-0.70254636	0	0.00038131193	-0.99967456	0	0.66	1e-07	2e-09
0	0.61416835	-0.20964415	0	-2.2638527e-17	-2.5847801e-17	0.7853982	4.712389	5.497787	0.6596035	0.7388158	0	0.9926921	-0.0024072984	0	0.80274206	-0.581016	0	-0.00068114256	-0.9996827	0	0.66	1e-07	2e-09
0	0.2687885	0.0020674341	0	-2.2615982e-17	-2.5847659e-17	2.3561945	0	0.7853982	-0.6470097	0.7501445	0	0.9321797	-0.34664822	0	0.7951477	0.59121114	0	-0.0013078088	-0.9996775	0	0.66	1e-07	2e-09
0	-0.3943797	-0.16930635	0	-2.2625617e-17	-2.5847511e-17	2.3561945	0	2.3561945	-0.8153194	0.563142	0	-0.088130005	-0.989073	0	-0.6668486	0.73219943	0	-0.00035540943	-0.9996717	0	0.66	1e-07	2e-09
0	-0.065836914	-0.34094295	0	-2.2487853e-17	-2.5847727e-17	2.3561945	0	3.9269907	-0.6666976	0.73268425	0	0.9555498	-0.27297738	0	-0.5408649	-0.8295904	0	-0.00068249117	-0.99967986	0	0.66	1e-07	2e-09
0	0.28118673	-0.25844708	0	-2.2619016e-17	-2.5847761e-17	2.3561945	0	5.497787	-0.63452643	0.76077026	0	0.97132796	-0.2067842	0	0.79246354	-0.59485346	0	-0.00051387446	-0.99968135	0	0.66	1e-07	2e-09
0	0.26878923	0.0020684737	0	-2.2615982e-17	-2.5847659e-17	2.3561945	1.5707964	0.7853982	-0.64700854	0.7501455	0	0.932181	-0.3466444	0	0.7951481	0.5912106	0	-0.00130781	-0.9996775	0	0.66	1e-07	2e-09
0	-0.4019192	0.34219667	0	-2.2348188e-17	-2.5847915e-17	2.3561945	1.5707964	2.3561945	-0.64815396	0.74850863	0	-0.19700915	0.973492	0	-0.7564482	0.63950694	0	-0.0001172064	-0.9996874	0	0.66	1e-07	2e-09
0	-0.34447974	-0.003984428	0	-2.2416219e-17	-2.5847971e-17	2.3561945	1.5707964	3.9269907	-0.64097124	0.7547699	0	-0.09621345	0.98842794	0	-0.6356708	-0.7594783	0	0.0007552326	-0.9996895	0	0.66	1e-07	2e-09
0	0.2812317	-0.25836322	0	-2.2619016e-17	-2.5847761e-17	2.3561945	1.5707964	5.497787	-0.63440174	0.76087457	0	0.97137356	-0.20656493	0	0.79247284	-0.5948412	0	-0.00051391753	-0.99968135	0	0.66	1e-07	2e-09
0	0.02593547	-0.16305709	0	-2.2650316e-17	-2.5847545e-17	2.3561945	3.1415927	0.7853982	-0.7728357	0.61980814	0	0.16784613	-0.9788869	0	0.7101892	0.6903229	0	-0.00032387325	-0.9996729	0	0.66	1e-07	2e-09
0	-0.39485604	-0.16958481	0	-2.2625617e-17	-2.5847511e-17	2.3561945	3.1415927	2.3561945	-0.81581295	0.5624343	0	-0.089019984	-0.9889958	0	-0.6673713	0.7317224	0	-0.0003539698	-0.9996717	0	0.66	1e-07	2e-09
0	-0.6402736	-0.34987175	0	-2.2552396e-17	-2.5847672e-17	2.3561945	3.1415927	3.9269907	-0.84407854	0.5191899	0	-0.94856375	-0.29768276	0	-0.7669736	-0.6271751	0	0.0017936598	-0.9996779	0	0.66	1e-07	2e-09
0	0.046054482	-0.494462	0	-2.2620835e-17	-2.5847606e-17	2.3561945	3.1415927	5.497787	-0.77224356	0.6205838	0	0.19657786	-0.973391	0	0.76032937	-0.63501394	0	0.0005842333	-0.99967533	0	0.66	1e-07	2e-09
0	0.026059818	-0.16300301	0	-2.2650316e-17	-2.5847545e-17	2.3561945	4.712389	0.7853982	-0.77263755	0.6200539	0	0.1680781	-0.9788479	0	0.71025646	0.6902539	0	-0.000324108	-0.9996729	0	0.66	1e-07	2e-09
0	-0.3944542	-0.16934566	0	-2.2625617e-17	-2.5847511e-17	2.3561945	4.712389	2.3561945	-0.8153653	0.56307644	0	-0.08826948	-0.9890609	0	-0.6669613	0.73209655	0	-0.0003551639	-0.9996717	0	0.66	1e-07	2e-09
0	-0.41412023	-0.5255858	0	-2.2594134e-17	-2.5847573e-17	2.3561945	4.712389	3.9269907	-0.8204643	0.5557247	0	-0.11054978	-0.9864473	0	-0.7190862	-0.6811124	0	0.000662047	-0.999674	0	0.66	1e-07	2e-09
0	0.045690406	-0.4946807	0	-2.2620837e-17	-2.5847606e-17	2.3561945	4.712389	5.497787	-0.77254	0.62021655	0	0.19569466	-0.97356325	0	0.76004976	-0.6353464	0	0.0005856355	-0.99967533	0	0.66	1e-07	2e-09
0	-0.015740864	-0.48415056	0	-2.268336e-17	-2.5847545e-17	3.9269907	0	0.7853982	-0.72666115	-0.6729575	0	-0.017017389	-0.99283516	0	0.6812375	0.7188222	0	-0.00038448113	-0.9996729	0	0.66	1e-07	2e-09
0	-0.4167367	-0.47954032	0	-2.2685278e-17	-2.5847521e-17	3.9269907	0	2.3561945	-0.71985716	-0.6802709	0	-0.25368968	-0.96113497	0	-0.68732005	0.71309596	0	-0.00039943986	-0.9996721	0	0.66	1e-07	2e-09
0	-0.4442046	-0.81668144	0	-2.2650981e-17	-2.5847586e-17	3.9269907	0	3.9269907	-0.7291756	-0.6703131	0	-0.29611498	-0.9484995	0	-0.7463305	-0.6513249	0	0.0006154284	-0.9996745	0	0.66	1e-07	2e-09
0	-0.001688505	-0.82658404	0	-2.264711e-17	-2.5847609e-17	3.9269907	0	5.497787	-0.73870605	-0.6597592	0	-0.0090239765	-0.9922339	0	0.7403304	-0.6579883	0	0.00059608114	-0.9996755	0	0.66	1e-07	2e-09
0	0.030403612	-0.035488836	0	-2.2347072e-17	-2.5847961e-17	3.9269907	1.5707964	0.7853982	-0.62707734	-0.7665833	0	-0.013441749	0.99175453	0	0.7617447	0.6331805	0	-0.00034249155	-0.9996889	0	0.66	1e-07	2e-09
0	-0.4166538	-0.47951984	0	-2.2685274e-17	-2.5847521e-17	3.9269907	1.5707964	2.3561945	-0.71989685	-0.680229	0	-0.25342727	-0.9612022	0	-0.6872101	0.71320194	0	-0.0003998669	-0.9996721	0	0.66	1e-07	2e-09
0	-0.60140884	-0.6592188	0	-2.2648662e-17	-2.5847693e-17	3.9269907	1.5707964	3.9269907	-0.6805491	-0.7196169	0	-0.9468939	-0.3028456	0	-0.77715063	-0.6145777	0	0.0014818092	-0.9996788	0	0.66	1e-07	2e-09
0	-0.007777286	-0.37655854	0	-2.2408506e-17	-2.5848008e-17	3.9269907	1.5707964	5.497787	-0.64544564	-0.75115824	0	-0.045931958	0.9908588	0	0.6593177	-0.73894686	0	0.00065943564	-0.9996909	0	0.66	1e-07	2e-09
0	-0.016007472	-0.4840746	0	-2.2683364e-17	-2.5847545e-17	3.9269907	3.1415927	0.7853982	-0.7264751	-0.6731579	0	-0.01775556	-0.99282193	0	0.68072075	0.71931183	0	-0.0003839546	-0.9996729	0	0.66	1e-07	2e-09
0	-0.41673812	-0.47954276	0	-2.2685274e-17	-2.5847521e-17	3.9269907	3.1415927	2.3561945	-0.7198583	-0.6802698	0	-0.25368425	-0.96113634	0	-0.6873301	0.71308625	0	-0.00039944288	-0.9996721	0	0.66	1e-07	2e-09
0	-0.60144436	-0.65899634	0	-2.2648662e-17	-2.5847693e-17	3.9269907	3.1415927	3.9269907	-0.6804117	-0.7197469	0	-0.9472304	-0.30175176	0	-0.7770966	-0.6146455	0	0.0014822504	-0.99967873	0	0.66	1e-07	2e-09
0	-0.0016942059	-0.8265934	0	-2.264711e-17	-2.5847609e-17	3.9269907	3.1415927	5.497787	-0.7387035	-0.65976214	0	-0.009018188	-0.9922339	0	0.7402994	-0.65802306	0	0.0005960887	-0.9996754	0	0.66	1e-07	2e-09
0	-0.015821837	-0.48415717	0	-2.268336e-17	-2.5847545e-17	3.9269907	4.712389	0.7853982	-0.7264857	-0.6731464	0	-0.017353315	-0.99282914	0	0.6810723	0.7189788	0	-0.00038420828	-0.9996729	0	0.66	1e-07	2e-09
0	-0.41643208	-0.4794598	0	-2.2685274e-17	-2.5847521e-17	3.9269907	4.712389	2.3561945	-0.71999925	-0.6801207	0	-0.25274867	-0.9613754	0	-0.686896	0.7135043	0	-0.0004009857	-0.9996722	0	0.66	1e-07	2e-09
0	-0.44420308	-0.81668156	0	-2.2650981e-17	-2.5847586e-17	3.9269907	4.712389	3.9269907	-0.72917616	-0.6703127	0	-0.29610732	-0.94850177	0	-0.74633145	-0.6513238	0	0.00061541627	-0.9996745	0	0.66	1e-07	2e-09
0	-0.0019688045	-0.82676584	0	-2.264711e-17	-2.5847609e-17	3.9269907	4.712389	5.497787	-0.7385802	-0.6598997	0	-0.009745571	-0.9922253	0	0.73980206	-0.65858	0	0.00059737306	-0.9996754	0	0.66	1e-07	2e-09
0	0.6309241	-0.3166333	0	-2.2569266e-17	-2.584767e-17	5.497787	0	0.7853982	0.7670481	-0.6263315	0	0.96338165	-0.24175067	0	0.79213977	0.5952641	0	-0.0018172464	-0.99967766	0	0.66	1e-07	2e-09
0	-0.08904132	-0.513902	0	-2.2593907e-17	-2.5847526e-17	5.497787	0	2.3561945	0.5361634	-0.8332294	0	-0.22865239	-0.9671681	0	-0.6635671	0.73525536	0	-0.0006108975	-0.9996722	0	0.66	1e-07	2e-09
0	0.30101815	-0.6444236	0	-2.2421597e-17	-2.5847751e-17	5.497787	0	3.9269907	0.7564542	-0.63894117	0	0.98716784	-0.10360801	0	-0.53459895	-0.8336451	0	-0.001186225	-0.99968094	0	0.66	1e-07	2e-09
0	0.6436763	-0.5708323	0	-2.2562843e-17	-2.584778e-17	5.497787	0	5.497787	0.7798245	-0.6104242	0	0.9879919	-0.094790205	0	0.80495006	-0.5779702	0	-0.0010060314	-0.99968207	0	0.66	1e-07	2e-09
0	0.45918807	-0.004090548	0	-2.2442694e-17	-2.5847948e-17	5.497787	1.5707964	0.7853982	0.8014091	-0.58259964	0	0.24317628	0.962939	0	0.78636396	0.6027069	0	-0.00082487386	-0.9996886	0	0.66	1e-07	2e-09
0	-0.2919422	-0.35887414	0	-2.2591947e-17	-2.5847677e-17	5.497787	1.5707964	2.3561945	0.54625386	-0.8268319	0	-0.96081907	-0.25286373	0	-0.7573644	0.6386341	0	0.00046999252	-0.9996782	0	0.66	1e-07	2e-09
0	-0.065793976	-0.36732724	0	-2.246715e-17	-2.5847971e-17	5.497787	1.5707964	3.9269907	0.72630185	-0.67362195	0	-0.32282785	0.94077307	0	-0.6691392	-0.73014563	0	0.0006204556	-0.9996894	0	0.66	1e-07	2e-09
0	0.41671336	-0.3299258	0	-2.2489732e-17	-2.5848013e-17	5.497787	1.5707964	5.497787	0.7918733	-0.5953929	0	0.16509245	0.9791203	0	0.7031365	-0.697472	0	0.00020084158	-0.99969107	0	0.66	1e-07	2e-09
0	0.3387334	-0.51539695	0	-2.2610787e-17	-2.5847546e-17	5.497787	3.1415927	0.7853982	0.59803027	-0.78948766	0	0.060125615	-0.99098676	0	0.69136244	0.70914954	0	-0.0006435493	-0.9996731	0	0.66	1e-07	2e-09
0	-0.2919435	-0.3588768	0	-2.2591947e-17	-2.5847677e-17	5.497787	3.1415927	2.3561945	0.5462527	-0.8268326	0	-0.960818	-0.25286782	0	-0.75736934	0.63862836	0	0.00046999403	-0.9996781	0	0.66	1e-07	2e-09
0	-0.30019236	-0.64156204	0	-2.2584726e-17	-2.5847732e-17	5.497787	3.1415927	3.9269907	0.5514238	-0.8233775	0	-0.98543894	-0.12051735	0	-0.7719034	-0.6210759	0	0.0013876862	-0.99968034	0	0.66	1e-07	2e-09
0	0.05563012	-0.68145734	0	-2.2499887e-17	-2.5847736e-17	5.497787	3.1415927	5.497787	0.5771739	-0.80536175	0	-0.9824095	-0.14297654	0	0.6151809	-0.7756514	0	0.001871321	-0.9996804	0	0.66	1e-07	2e-09
0	0.3391308	-0.5153265	0	-2.2610792e-17	-2.5847546e-17	5.497787	4.712389	0.7853982	0.59860986	-0.7890444	0	0.06091981	-0.99093807	0	0.6915793	0.70893836	0	-0.00064442464	-0.9996731	0	0.66	1e-07	2e-09
0	-0.08904349	-0.51390123	0	-2.2593907e-17	-2.5847526e-17	5.497787	4.712389	2.3561945	0.5361964	-0.83320785	0	-0.22866969	-0.96716416	0	-0.66359174	0.735233	0	-0.00061086036	-0.99967223	0	0.66	1e-07	2e-09
0	-0.13083194	-0.8613701	0	-2.2547809e-17	-2.5847593e-17	5.497787	4.712389	3.9269907	0.5154879	-0.84635925	0	-0.2942655	-0.9492109	0	-0.7453083	-0.6524521	0	0.00044280398	-0.99967486	0	0.66	1e-07	2e-09
0	0.3627381	-0.8507107	0	-2.256428e-17	-2.584762e-17	5.497787	4.712389	5.497787	0.5937627	-0.7926814	0	0.08128177	-0.9892187	0	0.7693071	-0.6240851	0	0.00028791704	-0.9996758	0	0.66	1e-07	2e-09
