# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	a1 (rad)	a2 (rad)	a3 (rad)	a4 (rad)	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()	m.region3x ()	m.region3y ()	m.region3z ()	m.region4x ()	m.region4y ()	m.region4z ()	roundness ()	size (m)	Cell_size (m)
0	-0.27216417	0.095458925	0	-2.2694488e-17	-2.6099998e-17	1.5707964	0.7853982	3.9269907	3.9269907	-0.21119586	0.97077465	0	0.50071573	0.85514885	0	-0.6708556	-0.72866577	0	-0.7067232	-0.7068405	0	0.66	100	2e-09
0	0.12026967	0.12672609	0	-2.2757277e-17	-2.6100035e-17	1.5707964	0.7853982	5.497787	3.9269907	-0.07924225	0.9898153	0	0.4973376	0.85727066	0	0.76812243	-0.6252495	0	-0.7070952	-0.7064705	0	0.66	100	2e-09
0	-0.17055117	0.4170054	0	-2.2791122e-17	-2.6100073e-17	1.5707964	2.3561945	0.7853982	3.9269907	-0.14048053	0.9831411	0	-0.60976344	0.78061324	0	0.7750333	0.6166862	0	-0.7066992	-0.70686847	0	0.66	100	2e-09
0	-0.6243904	0.3728221	0	-2.2792499e-17	-2.6100027e-17	1.5707964	2.3561945	2.3561945	3.9269907	-0.24579498	0.9627745	0	-0.752952	0.64291084	0	-0.78883797	0.598687	0	-0.7062651	-0.7073	0	0.66	100	2e-09
0	-0.60037637	0.0019114908	0	-2.2888374e-17	-2.6100002e-17	1.5707964	2.3561945	3.9269907	3.9269907	-0.20416243	0.9721689	0	-0.8496511	0.51023835	0	-0.6371175	-0.7583753	0	-0.7066899	-0.7068739	0	0.66	100	2e-09
0	-0.2422193	0.035645615	0	-2.287223e-17	-2.6100032e-17	1.5707964	2.3561945	5.497787	3.9269907	-0.13041693	0.9844575	0	-0.7510054	0.6462356	0	0.62068474	-0.7722866	0	-0.70704347	-0.7065219	0	0.66	100	2e-09
0	-0.16921794	0.08622305	0	-2.2668516e-17	-2.6100078e-17	1.5707964	3.9269907	0.7853982	3.9269907	0.09156799	0.98854804	0	-0.798134	-0.58734685	0	0.7389823	0.6593737	0	-0.7067313	-0.70683634	0	0.66	100	2e-09
0	-0.5908535	0.006196204	0	-2.2808031e-17	-2.6100022e-17	1.5707964	3.9269907	2.3561945	3.9269907	-0.018098276	0.9925192	0	-0.7323943	-0.66658837	0	-0.9009584	0.41574106	0	-0.70634764	-0.7072171	0	0.66	100	2e-09
0	-0.5456373	-0.26503018	0	-2.29298e-17	-2.6099998e-17	1.5707964	3.9269907	3.9269907	3.9269907	-0.011839222	0.9926772	0	-0.77442	-0.6176698	0	-0.6843355	-0.7159551	0	-0.7067211	-0.7068426	0	0.66	100	2e-09
0	-0.25616178	-0.2910099	0	-2.2832837e-17	-2.6100025e-17	1.5707964	3.9269907	5.497787	3.9269907	0.056782965	0.99115646	0	-0.8225681	-0.5529137	0	0.45128584	-0.8832266	0	-0.7070797	-0.7064854	0	0.66	100	2e-09
0	0.27169305	0.087460145	0	-2.2683043e-17	-2.6100076e-17	1.5707964	5.497787	0.7853982	3.9269907	0.35397297	0.92888635	0	0.7837566	-0.60538024	0	0.6566145	0.7413862	0	-0.7067653	-0.7068024	0	0.66	100	2e-09
0	-0.17456856	0.026431799	0	-2.2741198e-17	-2.610003e-17	1.5707964	5.497787	2.3561945	3.9269907	0.16878676	0.97792685	0	0.61464506	-0.77680826	0	-0.77194196	0.6211045	0	-0.7063978	-0.70716745	0	0.66	100	2e-09
0	-0.5456419	-0.26502618	0	-2.2929804e-17	-2.6100003e-17	1.5707964	5.497787	3.9269907	3.9269907	-0.011849548	0.99267715	0	-0.77444863	-0.61763424	0	-0.6843151	-0.71597445	0	-0.7067212	-0.70684266	0	0.66	100	2e-09
0	0.2059797	-0.3368077	0	-2.269579e-17	-2.610003e-17	1.5707964	5.497787	5.497787	3.9269907	0.3229777	0.9400042	0	0.5945773	-0.79197216	0	0.6146903	-0.7763594	0	-0.70717937	-0.7063859	0	0.66	100	2e-09
0	-0.09471431	0.17361858	0	-2.2833876e-17	-2.6100078e-17	3.1415927	0.7853982	0.7853982	3.9269907	-0.9889318	-0.08764589	0	0.6313849	0.7633998	0	0.6767139	0.72293586	0	-0.7067911	-0.7067768	0	0.66	100	2e-09
0	-0.41055384	0.17098682	0	-2.2810266e-17	-2.6100036e-17	3.1415927	0.7853982	2.3561945	3.9269907	-0.98852605	-0.092311926	0	0.68063205	0.7196555	0	-0.63357055	0.7611711	0	-0.706417	-0.70714873	0	0.66	100	2e-09
0	-0.46048447	-0.14884032	0	-2.2752064e-17	-2.6100003e-17	3.1415927	0.7853982	3.9269907	3.9269907	-0.99259377	-0.016372818	0	0.5737761	0.80766404	0	-0.72155666	-0.6785703	0	-0.7067804	-0.70678353	0	0.66	100	2e-09
0	-0.100075126	-0.1294796	0	-2.278339e-17	-2.610004e-17	3.1415927	0.7853982	5.497787	3.9269907	-0.99264556	-0.010818443	0	0.531565	0.83629674	0	0.75921106	-0.63584936	0	-0.70718175	-0.70638394	0	0.66	100	2e-09
0	-0.3690046	0.23178764	0	-2.2792892e-17	-2.6100076e-17	3.1415927	2.3561945	0.7853982	3.9269907	-0.98442423	0.13081819	0	-0.5267276	0.8394839	0	0.73584783	0.6626784	0	-0.706748	-0.7068199	0	0.66	100	2e-09
0	-0.7897226	0.18766987	0	-2.2815742e-17	-2.610003e-17	3.1415927	2.3561945	2.3561945	3.9269907	-0.983414	0.13905767	0	-0.6881842	0.7118164	0	-0.7828592	0.6065616	0	-0.7063326	-0.70723265	0	0.66	100	2e-09
0	-0.7863127	-0.16428028	0	-2.2889715e-17	-2.6100007e-17	3.1415927	2.3561945	3.9269907	3.9269907	-0.97295064	0.20048311	0	-0.7996283	0.5843415	0	-0.6677638	-0.7315433	0	-0.7067376	-0.7068263	0	0.66	100	2e-09
0	-0.43850964	-0.14303757	0	-2.2854476e-17	-2.610003e-17	3.1415927	2.3561945	5.497787	3.9269907	-0.9710001	0.20943005	0	-0.6938936	0.7069252	0	0.61274487	-0.7785948	0	-0.7071103	-0.7064552	0	0.66	100	2e-09
0	-0.4600121	-0.10940188	0	-2.2613619e-17	-2.6100078e-17	3.1415927	3.9269907	0.7853982	3.9269907	-0.98847	0.09437979	0	-0.82651895	-0.5463531	0	0.6765315	0.72315955	0	-0.7067721	-0.70679593	0	0.66	100	2e-09
0	-0.83446133	-0.22138846	0	-2.279075e-17	-2.610003e-17	3.1415927	3.9269907	2.3561945	3.9269907	-0.9902599	0.072667845	0	-0.7392023	-0.658711	0	-0.9034832	0.4105103	0	-0.70642704	-0.70713806	0	0.66	100	2e-09
0	-0.79737324	-0.46699566	0	-2.2895937e-17	-2.6100007e-17	3.1415927	3.9269907	3.9269907	3.9269907	-0.9841206	0.13333316	0	-0.7853151	-0.60330766	0	-0.71511084	-0.6853361	0	-0.70677745	-0.7067865	0	0.66	100	2e-09
0	-0.53495884	-0.49043363	0	-2.277012e-17	-2.6100025e-17	3.1415927	3.9269907	5.497787	3.9269907	-0.97712487	0.17836061	0	-0.8477383	-0.513252	0	0.38783428	-0.91386276	0	-0.7071415	-0.7064236	0	0.66	100	2e-09
0	-0.0348103	-0.18110313	0	-2.2695172e-17	-2.6100076e-17	3.1415927	5.497787	0.7853982	3.9269907	-0.9233567	-0.3689745	0	0.88778764	-0.4427801	0	0.594456	0.7922285	0	-0.70683944	-0.7067284	0	0.66	100	2e-09
0	-0.42096785	-0.25378343	0	-2.277651e-17	-2.6100035e-17	3.1415927	5.497787	2.3561945	3.9269907	-0.9542568	-0.27578878	0	0.7338642	-0.66551524	0	-0.76220566	0.6330187	0	-0.70650154	-0.7070641	0	0.66	100	2e-09
0	-0.47051117	-0.5785587	0	-2.2775639e-17	-2.6100003e-17	3.1415927	5.497787	3.9269907	3.9269907	-0.9751185	-0.18599908	0	0.57474893	-0.80680984	0	-0.7797838	-0.61085176	0	-0.7068385	-0.7067254	0	0.66	100	2e-09
0	-0.07927308	-0.59717894	0	-2.2668122e-17	-2.610003e-17	3.1415927	5.497787	5.497787	3.9269907	-0.96432066	-0.236791	0	0.7350144	-0.66294384	0	0.6108197	-0.77916515	0	-0.7072828	-0.7062825	0	0.66	100	2e-09
0	0.18501854	-0.08853992	0	-2.2856279e-17	-2.6100076e-17	4.712389	0.7853982	0.7853982	3.9269907	-0.010768997	-0.99268764	0	0.7742325	0.61788535	0	0.68153495	0.7185026	0	-0.7068437	-0.7067241	0	0.66	100	2e-09
0	-0.13965125	-0.086700484	0	-2.2810553e-17	-2.6100041e-17	4.712389	0.7853982	2.3561945	3.9269907	-0.087908044	-0.9889317	0	0.82746077	0.5456643	0	-0.59117776	0.79471344	0	-0.7064726	-0.70709336	0	0.66	100	2e-09
0	-0.1895653	-0.44129947	0	-2.2724145e-17	-2.6100007e-17	4.712389	0.7853982	3.9269907	3.9269907	-0.114932634	-0.986171	0	0.79753166	0.5881277	0	-0.73329026	-0.6657708	0	-0.70683837	-0.7067256	0	0.66	100	2e-09
0	0.20347905	-0.39983547	0	-2.2783421e-17	-2.6100036e-17	4.712389	0.7853982	5.497787	3.9269907	-0.014508369	-0.9925669	0	0.7285063	0.67080224	0	0.80501765	-0.57705915	0	-0.7072366	-0.7063293	0	0.66	100	2e-09
0	-0.13941947	-0.02650953	0	-2.2708778e-17	-2.6100078e-17	4.712389	2.3561945	0.7853982	3.9269907	-0.1911484	-0.97422534	0	-0.39991045	0.90718144	0	0.73967856	0.65847754	0	-0.70680475	-0.70676315	0	0.66	100	2e-09
0	-0.78973514	0.18763915	0	-2.2815744e-17	-2.610003e-17	4.712389	2.3561945	2.3561945	3.9269907	-0.98342395	0.1389843	0	-0.68818647	0.7118141	0	-0.78289646	0.6065138	0	-0.7063326	-0.70723265	0	0.66	100	2e-09
0	-0.7863142	-0.16428035	0	-2.2889717e-17	-2.6100003e-17	4.712389	2.3561945	3.9269907	3.9269907	-0.97294766	0.20049796	0	-0.7996387	0.5843274	0	-0.6677628	-0.7315442	0	-0.7067376	-0.7068264	0	0.66	100	2e-09
0	-0.229278	-0.41690576	0	-2.2741298e-17	-2.6100035e-17	4.712389	2.3561945	5.497787	3.9269907	-0.21322921	-0.969473	0	-0.6598144	0.7386901	0	0.66325855	-0.73586136	0	-0.70716965	-0.706396	0	0.66	100	2e-09
0	-0.095681205	-0.44775516	0	-2.26405e-17	-2.6100078e-17	4.712389	3.9269907	0.7853982	3.9269907	0.17759416	-0.9772969	0	-0.51604396	-0.8459017	0	0.6652435	0.7337149	0	-0.7068393	-0.70672864	0	0.66	100	2e-09
0	-0.5122785	-0.51062393	0	-2.2779384e-17	-2.6100032e-17	4.712389	3.9269907	2.3561945	3.9269907	0.040210836	-0.9921026	0	-0.51905173	-0.8441359	0	-0.8583763	0.49610752	0	-0.7064804	-0.70708495	0	0.66	100	2e-09
0	-0.5012434	-0.7903459	0	-2.2863684e-17	-2.6100007e-17	4.712389	3.9269907	3.9269907	3.9269907	0.033026848	-0.9922732	0	-0.609378	-0.78065014	0	-0.71654195	-0.6837185	0	-0.70684266	-0.7067213	0	0.66	100	2e-09
0	-0.18778965	-0.82494295	0	-2.2755792e-17	-2.6100027e-17	4.712389	3.9269907	5.497787	3.9269907	0.13512298	-0.9837931	0	-0.65451294	-0.74281174	0	0.4786213	-0.8683835	0	-0.70722425	-0.70634097	0	0.66	100	2e-09
0	0.23497409	-0.3598357	0	-2.2821721e-17	-2.6100078e-17	4.712389	5.497787	0.7853982	3.9269907	0.1829832	-0.9762567	0	0.8373131	-0.53000623	0	0.62596124	0.76757365	0	-0.706871	-0.7066969	0	0.66	100	2e-09
0	-0.15269548	-0.4240371	0	-2.2870009e-17	-2.6100036e-17	4.712389	5.497787	2.3561945	3.9269907	0.10486902	-0.98742366	0	0.72191566	-0.67850196	0	-0.7285204	0.6712982	0	-0.70652115	-0.70704454	0	0.66	100	2e-09
0	-0.19094251	-0.77820694	0	-2.285677e-17	-2.6100003e-17	4.712389	5.497787	3.9269907	3.9269907	0.11918212	-0.98587227	0	0.592517	-0.7938705	0	-0.7655554	-0.6284306	0	-0.70687336	-0.7066906	0	0.66	100	2e-09
0	0.22334841	-0.77211076	0	-2.2788674e-17	-2.6100032e-17	4.712389	5.497787	5.497787	3.9269907	0.21698244	-0.9694838	0	0.7167344	-0.6829083	0	0.6669189	-0.73172534	0	-0.70730454	-0.70626086	0	0.66	100	2e-09
