# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	a1 (rad)	a2 (rad)	a3 (rad)	a4 (rad)	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()	m.region3x ()	m.region3y ()	m.region3z ()	m.region4x ()	m.region4y ()	m.region4z ()	roundness ()	size (m)	Cell_size (m)
0	-0.061061557	0.28174832	0	3.4267833e-18	-0	2.3561945	0	1.5707964	3.9269907	-0.60364264	0.7849101	0	0.9874992	-0.09504883	0	0.22430898	0.9676139	0	-0.83933395	-0.5274517	0	0.66	100	2e-09
0	0.21734862	0.19219074	0	3.1334028e-18	-0	2.3561945	0	1.5707964	5.497787	-0.7060763	0.694796	0	-0.14120129	0.98281264	0	0.95451665	-0.27756786	0	0.7658673	-0.6281321	0	0.66	100	2e-09
0	-0.28666425	0.51141876	0	3.162942e-18	-0	2.3561945	0	3.1415927	0.7853982	-0.81790775	0.5590344	0	-0.0448815	0.99138606	0	-0.96689945	-0.22895332	0	0.6787333	0.72165495	0	0.66	100	2e-09
0	-0.34154716	0.4178863	0	3.3097089e-18	-0	2.3561945	0	3.1415927	2.3561945	-0.8151847	0.56277585	0	0.970923	0.20644996	0	-0.99135625	0.055386007	0	-0.524074	0.8413065	0	0.66	100	2e-09
0	-0.43719658	2.0259707e-08	0	3.4987825e-18	-0	2.3561945	0	3.1415927	3.9269907	-0.8695766	0.47567913	0	0.99186903	-7.51605e-08	0	-0.9929403	1.02832765e-07	0	-0.8695766	-0.4756791	0	0.66	100	2e-09
0	1.2331996e-08	1.5268185e-08	0	3.108825e-18	-0	2.3561945	0	3.1415927	5.497787	-0.81183547	0.5682461	0	-0.16338043	0.979371	0	0.16338046	-0.979371	0	0.8118356	-0.5682461	0	0.66	100	2e-09
0	9.432068e-05	0.29156405	0	3.1035411e-18	-0	2.3561945	0	4.712389	0.7853982	-0.80315703	0.58039826	0	0.0003939065	0.9923164	0	8.818244e-05	-0.992717	0	0.80305517	0.5805376	0	0.66	100	2e-09
0	-0.08997209	0.19077948	0	3.341271e-18	-0	2.3561945	0	4.712389	2.3561945	-0.81628275	0.56211376	0	0.95616454	0.2682815	0	-0.09564417	-0.9877733	0	-0.3939253	0.9097012	0	0.66	100	2e-09
0	-0.061037656	-0.2817317	0	3.4267826e-18	-0	2.3561945	0	4.712389	3.9269907	-0.83933055	0.52745706	0	0.987491	0.09513566	0	0.22436172	-0.96760184	0	-0.6035952	-0.784947	0	0.66	100	2e-09
0	9.89603e-05	3.5945126e-05	0	3.1088247e-18	-0	2.3561945	0	4.712389	5.497787	-0.81168425	0.5684602	0	-0.16351683	0.9793487	0	0.16385123	-0.9792942	0	0.811747	-0.5683712	0	0.66	100	2e-09
0	0.2868238	0.51178604	0	3.1629418e-18	-0	2.3561945	1.5707964	0	0.7853982	-0.6785979	0.72178215	0	0.04543139	0.9913616	0	0.96712387	-0.22797014	0	0.817641	0.5594196	0	0.66	100	2e-09
0	-0.06544343	0.663468	0	3.2992055e-18	-0	2.3561945	1.5707964	0	2.3561945	-0.61916465	0.77346545	0	-0.016526485	0.9927583	0	0.9872049	0.099412106	0	-0.6024878	0.7859346	0	0.66	100	2e-09
0	-0.14427067	0.18542223	0	3.2543692e-18	-0	2.3561945	1.5707964	0	3.9269907	-0.6628876	0.73607814	0	-0.38054937	0.91943246	0	0.9907495	-0.06282355	0	-0.515584	-0.8462357	0	0.66	100	2e-09
0	0.21730158	0.1923594	0	3.1334028e-18	-0	2.3561945	1.5707964	0	5.497787	-0.70587826	0.69499695	0	-0.14163062	0.9827524	0	0.9547233	-0.27683043	0	0.7657025	-0.62833226	0	0.66	100	2e-09
0	-2.9361894e-08	0.8725513	0	3.2373978e-18	-0	2.3561945	1.5707964	1.5707964	0.7853982	-0.6423622	0.753604	0	-3.769551e-08	0.9924874	0	-9.15278e-08	0.99286544	0	0.64236224	0.75360405	0	0.66	100	2e-09
0	-0.37145478	0.8757906	0	3.2445001e-18	-0	2.3561945	1.5707964	1.5707964	2.3561945	-0.62761766	0.7659613	0	-0.112755634	0.98670727	0	-0.11275566	0.9867073	0	-0.62761766	0.76596135	0	0.66	100	2e-09
0	-0.54961646	0.2791079	0	3.2063342e-18	-0	2.3561945	1.5707964	1.5707964	3.9269907	-0.5469751	0.8260417	0	-0.9922449	-0.049021777	0	0.094153054	0.9884065	0	-0.7514269	-0.64525783	0	0.66	100	2e-09
0	0.21728712	0.19236135	0	3.1334032e-18	-0	2.3561945	1.5707964	1.5707964	5.497787	-0.7058667	0.6950087	0	-0.14169018	0.98274404	0	0.9547305	-0.27680498	0	0.76568544	-0.6283531	0	0.66	100	2e-09
0	-0.2868234	0.51178414	0	3.1629416e-18	-0	2.3561945	1.5707964	3.1415927	0.7853982	-0.81764185	0.5594184	0	-0.04543112	0.99136156	0	-0.9671227	-0.22797534	0	0.67859894	0.7217812	0	0.66	100	2e-09
0	-0.6131715	0.61508584	0	3.2225664e-18	-0	2.3561945	1.5707964	3.1415927	2.3561945	-0.78023934	0.61001587	0	-0.13788648	0.9835582	0	-0.99235004	0.034763683	0	-0.5412681	0.8299287	0	0.66	100	2e-09
0	-0.8732067	-0.00022795804	0	3.238232e-18	-0	2.3561945	1.5707964	3.1415927	3.9269907	-0.7545662	0.6411128	0	-0.99347204	0.00012042104	0	-0.99289995	-0.00065183255	0	-0.754241	-0.641494	0	0.66	100	2e-09
0	-0.00011001197	-3.6445745e-05	0	3.1088245e-18	-0	2.3561945	1.5707964	3.1415927	5.497787	-0.81173617	0.5683866	0	-0.16388617	0.9792884	0	0.16350308	-0.9793511	0	0.8116775	-0.5684697	0	0.66	100	2e-09
0	1.2331996e-08	0.29171094	0	3.103541e-18	-0	2.3561945	1.5707964	4.712389	0.7853982	-0.80289286	0.58076036	0	-4.4482178e-08	0.9923166	0	3.8211887e-08	-0.9927171	0	0.80289286	0.5807603	0	0.66	100	2e-09
0	-0.36251944	0.3772194	0	3.2700691e-18	-0	2.3561945	1.5707964	4.712389	2.3561945	-0.7931897	0.5938198	0	-0.048240386	0.99166876	0	-0.17377375	-0.977419	0	-0.42994246	0.8935514	0	0.66	100	2e-09
0	-0.5492752	-0.27909607	0	3.2063347e-18	-0	2.3561945	1.5707964	4.712389	3.9269907	-0.75148153	0.64519453	0	-0.9922182	0.049574558	0	0.09480495	-0.98834574	0	-0.5462342	-0.82653886	0	0.66	100	2e-09
0	1.7617136e-08	1.9085231e-08	0	3.1088247e-18	-0	2.3561945	1.5707964	4.712389	5.497787	-0.81172323	0.568405	0	-0.1635664	0.97934073	0	0.16356644	-0.9793407	0	0.8117233	-0.5684049	0	0.66	100	2e-09
0	0.2867257	0.5113814	0	3.1629418e-18	-0	2.3561945	3.1415927	0	0.7853982	-0.67882794	0.72156584	0	0.04537139	0.9913641	0	0.96685624	-0.22914203	0	0.81780475	0.55918324	0	0.66	100	2e-09
0	-0.34155834	0.41794512	0	3.3097097e-18	-0	2.3561945	3.1415927	0	2.3561945	-0.5239819	0.84136456	0	-0.9913643	0.055243883	0	0.9708428	0.20684068	0	-0.8152339	0.56270564	0	0.66	100	2e-09
0	-0.29357868	-1.4680947e-10	0	3.1804249e-18	-0	2.3561945	3.1415927	0	3.9269907	-0.5839307	0.80042785	0	-0.99339277	1.4711209e-07	0	0.9926888	-1.4827393e-07	0	-0.58393073	-0.80042773	0	0.66	100	2e-09
0	9.689425e-09	1.2331996e-08	0	3.1549084e-18	-0	2.3561945	3.1415927	0	5.497787	-0.6404584	0.755748	0	-0.9671564	0.22809644	0	0.9671564	-0.22809643	0	0.6404585	-0.7557479	0	0.66	100	2e-09
0	-0.23450536	0.737263	0	3.314523e-18	-0	2.3561945	3.1415927	1.5707964	0.7853982	-0.58544403	0.79905355	0	-0.91142803	0.3968675	0	-0.078182854	0.9899328	0	0.6319296	0.7623382	0	0.66	100	2e-09
0	-0.61317194	0.6150856	0	3.2225664e-18	-0	2.3561945	3.1415927	1.5707964	2.3561945	-0.5412233	0.82995844	0	-0.99235046	0.034752805	0	-0.13792102	0.9835536	0	-0.7802512	0.61000085	0	0.66	100	2e-09
0	-0.5497249	0.2790795	0	3.2063347e-18	-0	2.3561945	3.1415927	1.5707964	3.9269907	-0.5468324	0.8261375	0	-0.9922229	-0.049480442	0	0.093730465	0.98844564	0	-0.75160444	-0.6450514	0	0.66	100	2e-09
0	6.2029935e-06	1.8677101e-05	0	3.1549082e-18	-0	2.3561945	3.1415927	1.5707964	5.497787	-0.64046097	0.75574577	0	-0.96714437	0.22814971	0	0.9671596	-0.22808294	0	0.6404706	-0.7557375	0	0.66	100	2e-09
0	-0.28689215	0.5119049	0	3.1629418e-18	-0	2.3561945	3.1415927	3.1415927	0.7853982	-0.8175263	0.559585	0	-0.045726895	0.9913482	0	-0.9671918	-0.22767119	0	0.67857116	0.72180736	0	0.66	100	2e-09
0	-0.8483141	0.39658037	0	3.2114824e-18	-0	2.3561945	3.1415927	3.1415927	2.3561945	-0.7101258	0.6900622	0	-0.9878704	0.100192815	0	-0.9878704	0.100192845	0	-0.71012586	0.6900621	0	0.66	100	2e-09
0	-0.87308776	4.96216e-08	0	3.2382314e-18	-0	2.3561945	3.1415927	3.1415927	3.9269907	-0.7541669	0.64158064	0	-0.99347204	1.06438186e-07	0	-0.99289995	4.1918735e-08	0	-0.754167	-0.6415805	0	0.66	100	2e-09
0	-0.21714598	-0.19215961	0	3.1334028e-18	-0	2.3561945	3.1415927	3.1415927	5.497787	-0.76567525	0.62836564	0	-0.9545485	0.27745494	0	0.14195603	-0.9827065	0	0.70597494	-0.69489884	0	0.66	100	2e-09
0	-9.973722e-05	0.2915643	0	3.103541e-18	-0	2.3561945	3.1415927	4.712389	0.7853982	-0.80305314	0.58054036	0	-0.00041464894	0.9923164	0	-9.247919e-05	-0.9927171	0	0.80315834	0.5803965	0	0.66	100	2e-09
