# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Field (T)
0	0.9039893	0.427555	0	-2.5863213e-15	-2.5871995e-15	0.44178647	100
0	0.9013488	0.4330937	0	-2.5863213e-15	-2.5871997e-15	0.44792238	100
0	0.8986745	0.43861616	0	-2.5863215e-15	-2.5871999e-15	0.45405832	100
0	0.8959663	0.44412208	0	-2.5863215e-15	-2.5871999e-15	0.46019423	100
0	0.89322436	0.4496112	0	-2.5863215e-15	-2.5872e-15	0.46633017	100
0	0.89044875	0.4550835	0	-2.5863215e-15	-2.5871997e-15	0.47246608	100
0	0.8876396	0.4605386	0	-2.5863217e-15	-2.5872003e-15	0.478602	100
0	0.88479716	0.4659764	0	-2.5863215e-15	-2.5872003e-15	0.48473793	100
0	0.88192123	0.47139665	0	-2.5863213e-15	-2.5871997e-15	0.49087384	100
0	0.8790122	0.47679913	0	-2.5863213e-15	-2.5871999e-15	0.49700978	100
0	0.8760702	0.48218367	0	-2.5863213e-15	-2.5872e-15	0.5031457	100
0	0.87309504	0.48755005	0	-2.586322e-15	-2.5872003e-15	0.50928164	100
0	0.8700871	0.49289808	0	-2.5863215e-15	-2.5872003e-15	0.5154175	100
0	0.86704636	0.4982276	0	-2.5863213e-15	-2.5871999e-15	0.52155346	100
0	0.86397284	0.5035383	0	-2.5863215e-15	-2.5871999e-15	0.5276894	100
0	0.86086684	0.5088301	0	-2.5863217e-15	-2.5872e-15	0.53382534	100
0	0.85772866	0.5141027	0	-2.5863215e-15	-2.5872003e-15	0.5399612	100
0	0.8545581	0.51935595	0	-2.5863215e-15	-2.5871999e-15	0.54609716	100
0	0.8513554	0.5245896	0	-2.5863215e-15	-2.5872e-15	0.5522331	100
0	0.8481204	0.5298035	0	-2.5863213e-15	-2.5871999e-15	0.558369	100
0	0.8448535	0.5349975	0	-2.5863215e-15	-2.5872e-15	0.5645049	100
0	0.841555	0.54017144	0	-2.586321e-15	-2.5871999e-15	0.57064086	100
0	0.8382248	0.54532486	0	-2.5863213e-15	-2.5871997e-15	0.5767768	100
0	0.83486295	0.55045784	0	-2.5863215e-15	-2.5872e-15	0.5829127	100
0	0.83146966	0.5555701	0	-2.5863213e-15	-2.5871999e-15	0.5890486	100
0	0.8280451	0.5606615	0	-2.5863215e-15	-2.5872e-15	0.59518456	100
0	0.8245893	0.5657317	0	-2.5863217e-15	-2.5872003e-15	0.60132045	100
0	0.8211025	0.5707807	0	-2.5863215e-15	-2.5871997e-15	0.6074564	100
0	0.8175848	0.5758081	0	-2.586321e-15	-2.5871997e-15	0.6135923	100
0	0.8140364	0.5808139	0	-2.586321e-15	-2.5871999e-15	0.61972827	100
0	0.8104573	0.5857978	0	-2.5863217e-15	-2.5872003e-15	0.62586415	100
0	0.8068476	0.59075963	0	-2.5863217e-15	-2.5872003e-15	0.6320001	100
0	0.8032076	0.5956992	0	-2.5863213e-15	-2.5872e-15	0.638136	100
0	0.79953736	0.60061646	0	-2.5863213e-15	-2.5871999e-15	0.6442719	100
0	0.795837	0.605511	0	-2.5863213e-15	-2.5871997e-15	0.65040785	100
0	0.7921066	0.6103828	0	-2.586321e-15	-2.5871997e-15	0.6565438	100
0	0.7883464	0.6152315	0	-2.5863213e-15	-2.5871999e-15	0.6626797	100
0	0.7845566	0.62005717	0	-2.5863215e-15	-2.5871999e-15	0.6688156	100
0	0.78073716	0.62485945	0	-2.5863215e-15	-2.5872e-15	0.67495155	100
0	0.77688855	0.62963825	0	-2.5863215e-15	-2.5871999e-15	0.6810875	100
0	0.77301043	0.6343932	0	-2.586321e-15	-2.5871997e-15	0.6872234	100
0	0.76910335	0.63912445	0	-2.5863215e-15	-2.5872e-15	0.6933593	100
0	0.7651673	0.6438316	0	-2.5863217e-15	-2.5872e-15	0.69949526	100
0	0.7612024	0.64851433	0	-2.586321e-15	-2.5871997e-15	0.70563114	100
0	0.7572089	0.6531728	0	-2.5863215e-15	-2.5872003e-15	0.7117671	100
0	0.7531869	0.6578067	0	-2.5863215e-15	-2.5871999e-15	0.717903	100
0	0.74913645	0.6624158	0	-2.5863213e-15	-2.5871999e-15	0.72403896	100
0	0.7450578	0.6669999	0	-2.586321e-15	-2.5871997e-15	0.73017484	100
0	0.7409512	0.671559	0	-2.5863217e-15	-2.5872003e-15	0.7363108	100
0	0.73681664	0.67609274	0	-2.5863215e-15	-2.5872e-15	0.7424467	100
0	0.73265433	0.68060094	0	-2.5863215e-15	-2.5872003e-15	0.7485826	100
0	0.7284644	0.68508375	0	-2.5863217e-15	-2.5872003e-15	0.75471854	100
0	0.72424704	0.68954057	0	-2.5863217e-15	-2.5872e-15	0.7608545	100
0	0.7200025	0.69397146	0	-2.5863217e-15	-2.5872003e-15	0.7669904	100
0	0.7157309	0.6983762	0	-2.5863215e-15	-2.5871999e-15	0.7731263	100
0	0.7114323	0.7027548	0	-2.5863215e-15	-2.5872e-15	0.77926224	100
0	0.7071068	0.7071068	0	-2.5863217e-15	-2.5872003e-15	0.7853982	100
0	0.7027548	0.7114322	0	-2.5863215e-15	-2.5872003e-15	0.79153407	100
0	0.69837624	0.71573085	0	-2.5863215e-15	-2.5872e-15	0.79767	100
0	0.69397146	0.7200025	0	-2.5863215e-15	-2.5871999e-15	0.80380595	100
0	0.68954057	0.72424704	0	-2.5863215e-15	-2.5872e-15	0.8099418	100
0	0.6850836	0.72846437	0	-2.5863217e-15	-2.5872003e-15	0.81607777	100
0	0.680601	0.7326544	0	-2.586321e-15	-2.5872e-15	0.8222137	100
0	0.67609274	0.7368166	0	-2.5863215e-15	-2.5872e-15	0.82834965	100
0	0.671559	0.7409512	0	-2.5863217e-15	-2.5872003e-15	0.83448553	100
0	0.66699994	0.7450578	0	-2.5863215e-15	-2.5872003e-15	0.8406215	100
0	0.66241574	0.7491364	0	-2.5863217e-15	-2.5872003e-15	0.8467574	100
0	0.65780663	0.7531869	0	-2.5863215e-15	-2.5872e-15	0.8528933	100
0	0.6531728	0.75720894	0	-2.5863215e-15	-2.5872e-15	0.85902923	100
0	0.64851433	0.7612024	0	-2.5863215e-15	-2.5871999e-15	0.8651652	100
0	0.6438316	0.7651673	0	-2.586321e-15	-2.5871997e-15	0.8713011	100
0	0.63912445	0.76910335	0	-2.5863215e-15	-2.5872e-15	0.877437	100
0	0.6343932	0.7730105	0	-2.5863215e-15	-2.5872e-15	0.88357294	100
0	0.6296382	0.77688855	0	-2.5863213e-15	-2.5871999e-15	0.8897089	100
0	0.6248595	0.7807373	0	-2.5863215e-15	-2.5872e-15	0.89584476	100
0	0.62005717	0.7845566	0	-2.586321e-15	-2.5871997e-15	0.9019807	100
0	0.6152316	0.7883464	0	-2.5863217e-15	-2.5872e-15	0.90811664	100
0	0.6103828	0.7921066	0	-2.5863213e-15	-2.5871999e-15	0.9142526	100
0	0.60551107	0.7958369	0	-2.5863215e-15	-2.5871997e-15	0.92038846	100
0	0.60061646	0.7995373	0	-2.5863213e-15	-2.5871999e-15	0.9265244	100
0	0.59569925	0.8032076	0	-2.586321e-15	-2.5872e-15	0.93266034	100
0	0.5907597	0.8068476	0	-2.5863213e-15	-2.5871999e-15	0.9387962	100
0	0.5857978	0.8104573	0	-2.5863217e-15	-2.5872003e-15	0.94493216	100
0	0.5808139	0.8140364	0	-2.5863215e-15	-2.5872003e-15	0.9510681	100
0	0.5758081	0.81758493	0	-2.5863215e-15	-2.5872e-15	0.957204	100
0	0.5707807	0.8211025	0	-2.5863215e-15	-2.5872e-15	0.9633399	100
0	0.56573176	0.82458925	0	-2.586321e-15	-2.5872e-15	0.96947587	100
0	0.5606615	0.8280451	0	-2.5863215e-15	-2.5872e-15	0.9756118	100
0	0.5555702	0.8314697	0	-2.5863215e-15	-2.5872e-15	0.9817477	100
0	0.5504579	0.8348629	0	-2.586322e-15	-2.5872003e-15	0.9878836	100
0	0.5453249	0.8382248	0	-2.5863213e-15	-2.5872e-15	0.99401957	100
0	0.54017144	0.841555	0	-2.5863213e-15	-2.5871997e-15	1.0001554	100
0	0.5349975	0.8448535	0	-2.5863217e-15	-2.5872003e-15	1.0062914	100
0	0.5298035	0.8481203	0	-2.5863215e-15	-2.5871999e-15	1.0124273	100
0	0.5245896	0.85135525	0	-2.5863215e-15	-2.5872e-15	1.0185633	100
0	0.5193559	0.8545581	0	-2.5863213e-15	-2.5871999e-15	1.0246992	100
0	0.5141027	0.85772866	0	-2.5863213e-15	-2.5871997e-15	1.030835	100
0	0.5088301	0.860867	0	-2.5863217e-15	-2.5872003e-15	1.036971	100
0	0.50353837	0.8639729	0	-2.5863215e-15	-2.5872e-15	1.0431069	100
0	0.49822757	0.86704624	0	-2.5863215e-15	-2.5872e-15	1.0492429	100
0	0.4928981	0.87008715	0	-2.5863213e-15	-2.5872e-15	1.0553788	100
0	0.48755005	0.87309504	0	-2.5863215e-15	-2.5872e-15	1.0615147	100
0	0.4821837	0.8760702	0	-2.5863217e-15	-2.5872003e-15	1.0676507	100
0	0.47679916	0.8790123	0	-2.5863215e-15	-2.5872e-15	1.0737865	100
0	0.47139663	0.8819212	0	-2.5863215e-15	-2.5872e-15	1.0799224	100
0	0.4659764	0.8847973	0	-2.5863215e-15	-2.5872e-15	1.0860584	100
0	0.4605386	0.8876397	0	-2.5863213e-15	-2.5871999e-15	1.0921943	100
0	0.45508346	0.89044875	0	-2.5863213e-15	-2.5872003e-15	1.0983303	100
0	0.4496112	0.89322436	0	-2.5863215e-15	-2.5872e-15	1.1044662	100
0	0.44412208	0.8959663	0	-2.5863215e-15	-2.5872e-15	1.1106021	100
0	0.43861616	0.89867437	0	-2.5863215e-15	-2.5872e-15	1.116738	100
0	0.43309373	0.9013489	0	-2.5863215e-15	-2.5872e-15	1.1228739	100
0	0.42755497	0.9039894	0	-2.5863213e-15	-2.5872e-15	1.1290098	100
0	0.42200017	0.90659577	0	-2.5863215e-15	-2.5871997e-15	1.1351458	100
0	0.41642943	0.909168	0	-2.5863215e-15	-2.5872e-15	1.1412817	100
0	0.41084307	0.911706	0	-2.5863215e-15	-2.5871999e-15	1.1474177	100
0	0.4052412	0.9142098	0	-2.5863213e-15	-2.5871999e-15	1.1535536	100
0	0.3996241	0.916679	0	-2.5863215e-15	-2.5872e-15	1.1596894	100
0	0.39399195	0.9191138	0	-2.5863215e-15	-2.5872e-15	1.1658254	100
0	0.3883449	0.92151415	0	-2.5863215e-15	-2.5871999e-15	1.1719613	100
0	0.38268334	0.9238796	0	-2.5863215e-15	-2.5872e-15	1.1780972	100
