# t (s)	mx ()	my ()	mz ()	Jx (A/m2)	Jy (A/m2)	Jz (A/m2)	ext_bubbleposx (m)	ext_bubbleposy (m)	ext_bubbleposz (m)
2.1100172369869614e-09	0.000105315055	0.00028187502	-0.9696632	-4e+11	0	0	-1.9933136e-08	5.8696212e-09	0
2.120021049170595e-09	0.00010081647	0.00028099306	-0.9696275	-4e+11	0	0	-2.0036316e-08	5.8511276e-09	0
2.1300248751385147e-09	9.6496486e-05	0.00028007664	-0.969592	-4e+11	0	0	-2.0138268e-08	5.832077e-09	0
2.1400286853559643e-09	9.2345006e-05	0.000279109	-0.9695567	-4e+11	0	0	-2.0239693e-08	5.8122978e-09	0
2.1500324905395922e-09	8.8360386e-05	0.0002781013	-0.96952164	-4e+11	0	0	-2.0339913e-08	5.792122e-09	0
2.160036295443473e-09	8.453652e-05	0.00027705822	-0.96948665	-4e+11	0	0	-2.0439193e-08	5.771347e-09	0
2.170003319291233e-09	8.087822e-05	0.0002759844	-0.969452	-4e+11	0	0	-2.0536987e-08	5.750225e-09	0
2.18000711013013e-09	7.735812e-05	0.0002748696	-0.96941745	-4e+11	0	0	-2.0634285e-08	5.728546e-09	0
2.190010926987715e-09	7.398188e-05	0.00027373154	-0.9693831	-4e+11	0	0	-2.0730317e-08	5.7064478e-09	0
2.2000147233394366e-09	7.074342e-05	0.00027255714	-0.969349	-4e+11	0	0	-2.0825539e-08	5.683937e-09	0
2.2100185340111775e-09	6.763806e-05	0.00027136225	-0.9693151	-4e+11	0	0	-2.0919403e-08	5.661026e-09	0
2.2200223092884e-09	6.4666776e-05	0.00027013943	-0.96928144	-4e+11	0	0	-2.1012283e-08	5.637848e-09	0
2.230026085688718e-09	6.18117e-05	0.0002688975	-0.9692481	-4e+11	0	0	-2.1103974e-08	5.6144716e-09	0
2.2400298893921913e-09	5.9082005e-05	0.00026763417	-0.9692149	-4e+11	0	0	-2.1194444e-08	5.5906564e-09	0
2.2500336633171888e-09	5.6461595e-05	0.00026635267	-0.969182	-4e+11	0	0	-2.1283837e-08	5.566769e-09	0
2.2600006684239678e-09	5.3963457e-05	0.00026506	-0.9691495	-4e+11	0	0	-2.1371681e-08	5.5425913e-09	0
2.2700044480726224e-09	5.1558563e-05	0.00026374497	-0.96911705	-4e+11	0	0	-2.145903e-08	5.5180283e-09	0
2.2800082200178628e-09	4.9258822e-05	0.0002624169	-0.9690849	-4e+11	0	0	-2.1544686e-08	5.4933813e-09	0
2.2900119900346696e-09	4.7051566e-05	0.0002610758	-0.969053	-4e+11	0	0	-2.1629821e-08	5.468567e-09	0
2.3000157584006895e-09	4.494145e-05	0.00025972212	-0.9690214	-4e+11	0	0	-2.1713097e-08	5.443596e-09	0
2.3100195224594137e-09	4.291709e-05	0.00025836192	-0.9689899	-4e+11	0	0	-2.1795708e-08	5.4183427e-09	0
2.320023288800129e-09	4.0981384e-05	0.00025699008	-0.9689587	-4e+11	0	0	-2.1876541e-08	5.3929976e-09	0
2.3300270686228932e-09	3.9125363e-05	0.00025560986	-0.96892786	-4e+11	0	0	-2.1956696e-08	5.367569e-09	0
2.3400308244827616e-09	3.7348247e-05	0.00025422033	-0.9688972	-4e+11	0	0	-2.2035445e-08	5.342018e-09	0
2.3500345809331136e-09	3.5651494e-05	0.00025282893	-0.96886677	-4e+11	0	0	-2.2112648e-08	5.3163833e-09	0
2.36000156584221e-09	3.4026274e-05	0.00025143754	-0.9688368	-4e+11	0	0	-2.2188614e-08	5.2907256e-09	0
2.3700053241957517e-09	3.2470132e-05	0.00025002751	-0.96880686	-4e+11	0	0	-2.2263755e-08	5.264843e-09	0
2.3800090743308047e-09	3.097629e-05	0.00024862774	-0.9687773	-4e+11	0	0	-2.233748e-08	5.238972e-09	0
2.390012822160906e-09	2.9551495e-05	0.00024721213	-0.96874785	-4e+11	0	0	-2.241047e-08	5.2130393e-09	0
2.4000165846869776e-09	2.8184473e-05	0.0002458035	-0.9687188	-4e+11	0	0	-2.2481965e-08	5.187065e-09	0
2.4100203423865134e-09	2.687542e-05	0.00024438836	-0.9686899	-4e+11	0	0	-2.2552253e-08	5.160942e-09	0
2.4200240903417678e-09	2.562781e-05	0.00024297135	-0.96866125	-4e+11	0	0	-2.2621284e-08	5.1347504e-09	0
2.4300278176483916e-09	2.4431403e-05	0.000241559	-0.9686329	-4e+11	0	0	-2.2689285e-08	5.108635e-09	0
2.440031571815445e-09	2.3287128e-05	0.00024013687	-0.96860474	-4e+11	0	0	-2.2755746e-08	5.082382e-09	0
2.4500353172874566e-09	2.2194701e-05	0.00023872592	-0.9685769	-4e+11	0	0	-2.2821297e-08	5.0562705e-09	0
2.460002268640961e-09	2.1152217e-05	0.00023731217	-0.9685495	-4e+11	0	0	-2.2885551e-08	5.0301208e-09	0
2.4700059976016037e-09	2.0156323e-05	0.00023590121	-0.9685221	-4e+11	0	0	-2.2948608e-08	5.003906e-09	0
2.4800097305015596e-09	1.919955e-05	0.0002344884	-0.96849483	-4e+11	0	0	-2.3010582e-08	4.9776574e-09	0
2.4900134650228097e-09	1.8292281e-05	0.00023307791	-0.968468	-4e+11	0	0	-2.3071099e-08	4.951645e-09	0
2.5000172092385463e-09	1.7419696e-05	0.00023166649	-0.96844125	-4e+11	0	0	-2.3131005e-08	4.9253503e-09	0
2.5100209405937176e-09	1.6592276e-05	0.00023026206	-0.9684149	-4e+11	0	0	-2.3189262e-08	4.899147e-09	0
2.5200246828674695e-09	1.5798538e-05	0.00022885948	-0.96838874	-4e+11	0	0	-2.3246345e-08	4.8728905e-09	0
2.530028417056598e-09	1.5047716e-05	0.00022745691	-0.9683628	-4e+11	0	0	-2.3302551e-08	4.8467252e-09	0
2.540032149528925e-09	1.4328318e-05	0.00022606645	-0.9683371	-4e+11	0	0	-2.3357247e-08	4.8206026e-09	0
2.5500358824613014e-09	1.3642978e-05	0.00022466667	-0.9683117	-4e+11	0	0	-2.3410827e-08	4.7944337e-09	0
2.560002821930865e-09	1.2995034e-05	0.00022328645	-0.9682865	-4e+11	0	0	-2.3463539e-08	4.768318e-09	0
2.5700065640422115e-09	1.2377928e-05	0.00022189738	-0.9682616	-4e+11	0	0	-2.351497e-08	4.742302e-09	0
2.580010283372816e-09	1.1788313e-05	0.00022051996	-0.9682368	-4e+11	0	0	-2.356546e-08	4.7161715e-09	0
2.5900140126775358e-09	1.1230394e-05	0.00021914113	-0.96821225	-4e+11	0	0	-2.361454e-08	4.6900865e-09	0
2.600017752414496e-09	1.0699134e-05	0.00021777209	-0.968188	-4e+11	0	0	-2.3662796e-08	4.664108e-09	0
2.6100214720254743e-09	1.0199137e-05	0.00021640444	-0.96816385	-4e+11	0	0	-2.3709648e-08	4.6381263e-09	0
2.6200252047095415e-09	9.724095e-06	0.00021504331	-0.96814007	-4e+11	0	0	-2.3755653e-08	4.6121595e-09	0
2.630028922050385e-09	9.27294e-06	0.00021368265	-0.9681163	-4e+11	0	0	-2.3800286e-08	4.5861626e-09	0
2.640032647118354e-09	8.854069e-06	0.00021233317	-0.9680929	-4e+11	0	0	-2.3844017e-08	4.5601998e-09	0
2.650036365937603e-09	8.451769e-06	0.000210986	-0.96806973	-4e+11	0	0	-2.3886589e-08	4.5344124e-09	0
2.660003319956855e-09	8.080045e-06	0.00020965002	-0.9680468	-4e+11	0	0	-2.3927933e-08	4.5087623e-09	0
2.6700070406240726e-09	7.724263e-06	0.00020831544	-0.9680241	-4e+11	0	0	-2.39683e-08	4.4829904e-09	0
2.6800107620236885e-09	7.396544e-06	0.00020698225	-0.96800154	-4e+11	0	0	-2.40076e-08	4.4573785e-09	0
2.690014487382696e-09	7.0855967e-06	0.00020565884	-0.9679792	-4e+11	0	0	-2.4045837e-08	4.4318123e-09	0
2.7000182080048177e-09	6.798371e-06	0.00020433683	-0.967957	-4e+11	0	0	-2.4082931e-08	4.406315e-09	0
2.710021933200236e-09	6.5325603e-06	0.00020302646	-0.9679352	-4e+11	0	0	-2.411901e-08	4.380787e-09	0
2.7200256550024492e-09	6.282882e-06	0.00020171702	-0.9679135	-4e+11	0	0	-2.4154366e-08	4.3552895e-09	0
2.730029367258889e-09	6.055182e-06	0.00020041643	-0.96789193	-4e+11	0	0	-2.4188285e-08	4.3299333e-09	0
2.7400330795188127e-09	5.844896e-06	0.00019912049	-0.9678708	-4e+11	0	0	-2.4221322e-08	4.3045425e-09	0
2.750000024854989e-09	5.655481e-06	0.00019783247	-0.96784985	-4e+11	0	0	-2.4253197e-08	4.2793467e-09	0
2.760003740427345e-09	5.48106e-06	0.00019655097	-0.9678288	-4e+11	0	0	-2.428402e-08	4.2541735e-09	0
2.77000744807353e-09	5.325094e-06	0.0001952704	-0.96780825	-4e+11	0	0	-2.4313934e-08	4.2289465e-09	0
2.780011164677268e-09	5.1870593e-06	0.00019400101	-0.9677878	-4e+11	0	0	-2.4343246e-08	4.2038346e-09	0
2.790014886841149e-09	5.0634126e-06	0.00019273441	-0.9677675	-4e+11	0	0	-2.437094e-08	4.178772e-09	0
2.8000186158954492e-09	4.957579e-06	0.00019147573	-0.9677474	-4e+11	0	0	-2.4397782e-08	4.1537933e-09	0
2.810022327560806e-09	4.865342e-06	0.00019022077	-0.9677274	-4e+11	0	0	-2.4423858e-08	4.1289177e-09	0
2.820026038906478e-09	4.7940957e-06	0.0001889742	-0.9677079	-4e+11	0	0	-2.4448708e-08	4.104057e-09	0
2.830029755817518e-09	4.7292824e-06	0.000187736	-0.9676883	-4e+11	0	0	-2.447258e-08	4.0792543e-09	0
2.8400334693999774e-09	4.688405e-06	0.00018649874	-0.967669	-4e+11	0	0	-2.449572e-08	4.054489e-09	0
2.850000406827299e-09	4.6528194e-06	0.00018527173	-0.96765	-4e+11	0	0	-2.451741e-08	4.0298613e-09	0
2.8600041196350556e-09	4.640222e-06	0.00018405076	-0.9676311	-4e+11	0	0	-2.4538497e-08	4.0053254e-09	0
2.8700078286663695e-09	4.6366113e-06	0.00018283259	-0.9676124	-4e+11	0	0	-2.455857e-08	3.980751e-09	0
2.8800115325933877e-09	4.6507985e-06	0.00018162467	-0.9675938	-4e+11	0	0	-2.4577888e-08	3.9563064e-09	0
2.890015248319507e-09	4.6709542e-06	0.00018042047	-0.9675755	-4e+11	0	0	-2.4596e-08	3.931965e-09	0
2.900018969329114e-09	4.7136077e-06	0.00017921999	-0.9675573	-4e+11	0	0	-2.4613259e-08	3.9073256e-09	0
2.910022686794067e-09	4.7641115e-06	0.00017802883	-0.96753937	-4e+11	0	0	-2.4629555e-08	3.883156e-09	0
2.920026407150318e-09	4.827857e-06	0.00017684698	-0.9675215	-4e+11	0	0	-2.464492e-08	3.858902e-09	0
2.9300301271318695e-09	4.906507e-06	0.0001756656	-0.9675039	-4e+11	0	0	-2.4659691e-08	3.834816e-09	0
2.9400338275910752e-09	4.9974915e-06	0.00017449446	-0.9674864	-4e+11	0	0	-2.4673112e-08	3.81068e-09	0
2.9500007613065173e-09	5.098354e-06	0.00017333124	-0.9674692	-4e+11	0	0	-2.4685768e-08	3.786804e-09	0
2.960004479143276e-09	5.2154664e-06	0.00017216802	-0.96745217	-4e+11	0	0	-2.4697579e-08	3.762924e-09	0
2.97000818488716e-09	5.340674e-06	0.00017101504	-0.96743524	-4e+11	0	0	-2.4708267e-08	3.739071e-09	0
2.9800119041877587e-09	5.481879e-06	0.00016986858	-0.96741843	-4e+11	0	0	-2.4718254e-08	3.7153205e-09	0
2.990015612998358e-09	5.629826e-06	0.00016872771	-0.967402	-4e+11	0	0	-2.4727402e-08	3.6915704e-09	0
3.0000193339813405e-09	5.798902e-06	0.00016759057	-0.96738553	-4e+11	0	0	-2.4735733e-08	3.6678696e-09	0
3.0100230423545793e-09	5.9680924e-06	0.00016645901	-0.9673693	-4e+11	0	0	-2.4743194e-08	3.6443215e-09	0
3.0200267606563856e-09	6.1576757e-06	0.00016533583	-0.96735334	-4e+11	0	0	-2.474964e-08	3.6208725e-09	0
3.0300304598721225e-09	6.35746e-06	0.00016421918	-0.9673373	-4e+11	0	0	-2.4755211e-08	3.5974006e-09	0
3.0400341701950815e-09	6.566808e-06	0.00016310718	-0.9673217	-4e+11	0	0	-2.4760102e-08	3.5740624e-09	0
3.050001111163214e-09	6.7881983e-06	0.00016200636	-0.96730614	-4e+11	0	0	-2.4763839e-08	3.5508498e-09	0
3.0600048288667444e-09	7.0210303e-06	0.00016091112	-0.96729076	-4e+11	0	0	-2.4766914e-08	3.52771e-09	0
3.0700085448292594e-09	7.267346e-06	0.00015981216	-0.9672755	-4e+11	0	0	-2.4769088e-08	3.5045546e-09	0
3.0800122465447134e-09	7.523769e-06	0.00015873276	-0.9672605	-4e+11	0	0	-2.47705e-08	3.4816054e-09	0
3.0900159601201433e-09	7.790896e-06	0.00015764404	-0.9672456	-4e+11	0	0	-2.4771165e-08	3.4585381e-09	0
3.10001967765111e-09	8.069778e-06	0.0001565693	-0.9672309	-4e+11	0	0	-2.4770737e-08	3.4356917e-09	0
3.1100233855390294e-09	8.363844e-06	0.000155502	-0.9672163	-4e+11	0	0	-2.4769669e-08	3.4128913e-09	0
3.1200271103810554e-09	8.662288e-06	0.00015444122	-0.96720195	-4e+11	0	0	-2.47678e-08	3.390171e-09	0
3.1300308254717953e-09	8.97937e-06	0.00015338138	-0.9671877	-4e+11	0	0	-2.4765328e-08	3.367443e-09	0
3.1400345322598513e-09	9.303466e-06	0.00015233178	-0.9671736	-4e+11	0	0	-2.4761764e-08	3.3448142e-09	0
3.150001477469454e-09	9.64097e-06	0.00015128916	-0.9671597	-4e+11	0	0	-2.4757485e-08	3.3224181e-09	0
3.1600051978957773e-09	9.991363e-06	0.0001502512	-0.9671459	-4e+11	0	0	-2.4752442e-08	3.29998e-09	0
3.1700089117340425e-09	1.0347858e-05	0.0001492165	-0.96713233	-4e+11	0	0	-2.4746445e-08	3.2776375e-09	0
3.18001262938408e-09	1.0725335e-05	0.00014819019	-0.96711886	-4e+11	0	0	-2.473993e-08	3.2552834e-09	0
3.1900163449922657e-09	1.110576e-05	0.00014716852	-0.9671056	-4e+11	0	0	-2.4732522e-08	3.2331313e-09	0
3.2000200565982335e-09	1.1506709e-05	0.00014615757	-0.9670924	-4e+11	0	0	-2.4724327e-08	3.2109757e-09	0
3.210023766599561e-09	1.1911667e-05	0.00014514104	-0.9670794	-4e+11	0	0	-2.4715202e-08	3.1889e-09	0
3.220027493103113e-09	1.2333314e-05	0.00014414499	-0.9670666	-4e+11	0	0	-2.470565e-08	3.1668168e-09	0
3.230031219951215e-09	1.2766141e-05	0.00014313962	-0.96705383	-4e+11	0	0	-2.4695236e-08	3.1450271e-09	0
3.2400349333292356e-09	1.32142795e-05	0.00014215335	-0.9670414	-4e+11	0	0	-2.468389e-08	3.123207e-09	0
3.2500018666085264e-09	1.3665745e-05	0.00014116801	-0.967029	-4e+11	0	0	-2.467218e-08	3.1015015e-09	0
3.26000558574121e-09	1.4139879e-05	0.00014019199	-0.96701676	-4e+11	0	0	-2.4659478e-08	3.0798684e-09	0
3.2700093079288274e-09	1.462108e-05	0.00013921503	-0.96700466	-4e+11	0	0	-2.4646065e-08	3.0583192e-09	0
3.280013026780104e-09	1.5118553e-05	0.00013824739	-0.96699274	-4e+11	0	0	-2.4631797e-08	3.036869e-09	0
3.2900167509005263e-09	1.5626825e-05	0.00013728393	-0.96698093	-4e+11	0	0	-2.4616897e-08	3.0154685e-09	0
3.3000204745549856e-09	1.6150063e-05	0.00013632793	-0.9669693	-4e+11	0	0	-2.4601158e-08	2.9941367e-09	0
3.3100241871060896e-09	1.6682237e-05	0.00013537798	-0.9669578	-4e+11	0	0	-2.4585182e-08	2.9728622e-09	0
3.3200279130276574e-09	1.7234637e-05	0.00013442943	-0.9669465	-4e+11	0	0	-2.4568047e-08	2.9516678e-09	0
3.330031626252986e-09	1.7796228e-05	0.00013349764	-0.9669354	-4e+11	0	0	-2.4550072e-08	2.9306984e-09	0
3.340035345594041e-09	1.8370749e-05	0.0001325598	-0.96692437	-4e+11	0	0	-2.4531722e-08	2.909729e-09	0
3.350002291140662e-09	1.8963476e-05	0.00013163825	-0.96691346	-4e+11	0	0	-2.4512817e-08	2.8888856e-09	0
3.360006017386726e-09	1.9565337e-05	0.00013071625	-0.9669027	-4e+11	0	0	-2.4493149e-08	2.8681297e-09	0
3.3700097290701736e-09	2.0186872e-05	0.00012979843	-0.9668921	-4e+11	0	0	-2.4472435e-08	2.8474045e-09	0
3.3800134592001394e-09	2.0821552e-05	0.00012889504	-0.96688163	-4e+11	0	0	-2.4451431e-08	2.8267821e-09	0
3.3900172079133153e-09	2.1469432e-05	0.00012798654	-0.9668713	-4e+11	0	0	-2.4429543e-08	2.8062592e-09	0
3.4000209249813577e-09	2.2136644e-05	0.0001270948	-0.96686125	-4e+11	0	0	-2.4406814e-08	2.7858773e-09	0
3.410024646809809e-09	2.2814635e-05	0.00012620073	-0.96685123	-4e+11	0	0	-2.438375e-08	2.7655411e-09	0
3.4200283702307174e-09	2.3511067e-05	0.00012531504	-0.96684146	-4e+11	0	0	-2.4359933e-08	2.7453002e-09	0
3.4300321010864672e-09	2.422205e-05	0.00012443308	-0.9668317	-4e+11	0	0	-2.4335426e-08	2.7251015e-09	0
3.4400358436406813e-09	2.4951854e-05	0.00012356322	-0.9668222	-4e+11	0	0	-2.4310143e-08	2.705185e-09	0
3.450002793650469e-09	2.5693778e-05	0.00012269802	-0.96681285	-4e+11	0	0	-2.4284782e-08	2.6851654e-09	0
3.460006534267724e-09	2.6455533e-05	0.00012183748	-0.96680355	-4e+11	0	0	-2.425801e-08	2.6653595e-09	0
3.4700102508531845e-09	2.7231126e-05	0.000120980665	-0.96679455	-4e+11	0	0	-2.4230973e-08	2.6455842e-09	0
3.4800139882521194e-09	2.8033173e-05	0.0001201313	-0.96678567	-4e+11	0	0	-2.4203018e-08	2.6259421e-09	0
3.49001771940084e-09	2.8841561e-05	0.00011929311	-0.9667767	-4e+11	0	0	-2.4175026e-08	2.60643e-09	0
3.5000214519653383e-09	2.9680312e-05	0.00011845026	-0.96676826	-4e+11	0	0	-2.4145919e-08	2.5868874e-09	0
3.5100251766182062e-09	3.052778e-05	0.00011762511	-0.96675974	-4e+11	0	0	-2.4116249e-08	2.5676041e-09	0
3.520028913883638e-09	3.1397714e-05	0.000116797164	-0.96675134	-4e+11	0	0	-2.4086273e-08	2.5483438e-09	0
3.530032651054668e-09	3.2286218e-05	0.00011598505	-0.96674323	-4e+11	0	0	-2.4054993e-08	2.5292168e-09	0
3.5400364006558155e-09	3.319424e-05	0.00011516828	-0.96673524	-4e+11	0	0	-2.4023713e-08	2.5101357e-09	0
3.5500033681803787e-09	3.4123004e-05	0.00011437293	-0.9667275	-4e+11	0	0	-2.3991898e-08	2.4913482e-09	0
3.5600070984003538e-09	3.5067693e-05	0.00011357013	-0.9667197	-4e+11	0	0	-2.395942e-08	2.4724578e-09	0
3.5700108345302456e-09	3.6040692e-05	0.00011277851	-0.96671224	-4e+11	0	0	-2.3926185e-08	2.4538382e-09	0
3.580014581738566e-09	3.7029982e-05	0.00011199247	-0.96670485	-4e+11	0	0	-2.3892166e-08	2.435234e-09	0
3.5900183265581335e-09	3.804303e-05	0.00011121575	-0.9666977	-4e+11	0	0	-2.3857865e-08	2.4167481e-09	0
3.600022064093124e-09	3.907763e-05	0.00011044415	-0.9666906	-4e+11	0	0	-2.38229e-08	2.3984719e-09	0
3.6100258137098214e-09	4.0134215e-05	0.00010968186	-0.96668375	-4e+11	0	0	-2.3787505e-08	2.3802413e-09	0
3.620029555985058e-09	4.1215437e-05	0.00010892097	-0.966677	-4e+11	0	0	-2.3751427e-08	2.362152e-09	0
3.630033297175859e-09	4.23175e-05	0.00010817358	-0.96667063	-4e+11	0	0	-2.3714591e-08	2.3441276e-09	0
3.6400002722377486e-09	4.3441025e-05	0.00010742806	-0.96666414	-4e+11	0	0	-2.367772e-08	2.3263969e-09	0
3.650004026125726e-09	4.4592878e-05	0.000106692314	-0.966658	-4e+11	0	0	-2.3640007e-08	2.3086777e-09	0
3.6600077742066355e-09	4.577051e-05	0.00010596402	-0.96665204	-4e+11	0	0	-2.3601624e-08	2.2911835e-09	0
3.6700115463540884e-09	4.6972316e-05	0.00010524411	-0.9666461	-4e+11	0	0	-2.3562759e-08	2.2737046e-09	0
3.6800152878478843e-09	4.8198784e-05	0.00010452885	-0.96664053	-4e+11	0	0	-2.3523484e-08	2.256401e-09	0
3.6900190398937655e-09	4.945387e-05	0.00010382198	-0.9666351	-4e+11	0	0	-2.3483528e-08	2.2392235e-09	0
3.700022806965373e-09	5.073637e-05	0.00010312395	-0.9666298	-4e+11	0	0	-2.3443107e-08	2.2221793e-09	0
3.710026575458262e-09	5.20444e-05	0.00010242965	-0.9666247	-4e+11	0	0	-2.340191e-08	2.2053566e-09	0
3.7200303387499397e-09	5.3383315e-05	0.00010175072	-0.9666198	-4e+11	0	0	-2.3360535e-08	2.1886406e-09	0
3.7300341015313606e-09	5.4747747e-05	0.00010107411	-0.96661514	-4e+11	0	0	-2.3318497e-08	2.1721764e-09	0
3.7400010910277616e-09	5.613751e-05	0.000100411475	-0.96661067	-4e+11	0	0	-2.3276222e-08	2.1558533e-09	0
3.75e-09	1.901335e-05	9.313226e-10	-0.9659909	-4.5000003e+11	0	0	-2.9139573e-08	-4.9920656e-10	0
3.7600161568504456e-09	-3.0815725e-05	-1.2094155e-05	-0.9659891	-4.5000003e+11	0	0	-2.9010536e-08	-5.138302e-10	0
3.770000550292232e-09	1.1817129e-05	2.2323802e-06	-0.96598595	-4.5000003e+11	0	0	-2.888996e-08	-5.2705385e-10	0
3.780011843780916e-09	-2.1069935e-05	-7.739291e-06	-0.9659841	-4.5000003e+11	0	0	-2.8763008e-08	-5.417557e-10	0
3.790019396643576e-09	4.397342e-06	-4.194677e-06	-0.9659847	-4.5000003e+11	0	0	-2.8638237e-08	-5.5630683e-10	0
3.800024802567403e-09	-1.15307985e-05	-6.2435865e-06	-0.9659866	-4.5000003e+11	0	0	-2.8511185e-08	-5.7029914e-10	0
3.8100307934838704e-09	5.923448e-07	-5.991198e-06	-0.9659886	-4.5000003e+11	0	0	-2.8384225e-08	-5.8452415e-10	0
3.8200365177080225e-09	-6.132469e-06	-6.937422e-06	-0.96598935	-4.5000003e+11	0	0	-2.8256835e-08	-5.98547e-10	0
3.830004801257309e-09	7.375729e-08	-7.286668e-06	-0.9659891	-4.5000003e+11	0	0	-2.813105e-08	-6.126003e-10	0
3.840009268698852e-09	-2.464702e-06	-7.775612e-06	-0.96598864	-4.5000003e+11	0	0	-2.8003425e-08	-6.26585e-10	0
3.8500133882679426e-09	8.8726165e-07	-8.3372e-06	-0.9659888	-4.5000003e+11	0	0	-2.7876021e-08	-6.405754e-10	0
3.860017330489703e-09	4.3592263e-07	-8.820556e-06	-0.96598965	-4.5000003e+11	0	0	-2.774749e-08	-6.5437317e-10	0
3.870021080165278e-09	2.5623058e-06	-9.294599e-06	-0.96599096	-4.5000003e+11	0	0	-2.7618736e-08	-6.682091e-10	0
3.880024651134413e-09	3.017955e-06	-9.820797e-06	-0.96599215	-4.5000003e+11	0	0	-2.748957e-08	-6.820087e-10	0
3.890028133127159e-09	4.698832e-06	-1.0277145e-05	-0.9659931	-4.5000003e+11	0	0	-2.736084e-08	-6.957874e-10	0
3.9000315715744796e-09	5.611343e-06	-1.07917e-05	-0.9659939	-4.5000003e+11	0	0	-2.723105e-08	-7.094154e-10	0
3.910035001153303e-09	7.1389004e-06	-1.1247583e-05	-0.9659946	-4.5000003e+11	0	0	-2.7101052e-08	-7.229538e-10	0
3.920001662768872e-09	8.306215e-06	-1.1743978e-05	-0.9659956	-4.5000003e+11	0	0	-2.697142e-08	-7.3638534e-10	0
3.930005132429854e-09	9.829038e-06	-1.2203585e-05	-0.965997	-4.5000003e+11	0	0	-2.6840935e-08	-7.4982837e-10	0
3.940008628357087e-09	1.1191526e-05	-1.2672506e-05	-0.9659986	-4.5000003e+11	0	0	-2.671003e-08	-7.632008e-10	0
3.950012150127454e-09	1.27629355e-05	-1.3139099e-05	-0.96600014	-4.5000003e+11	0	0	-2.657885e-08	-7.763939e-10	0
3.960015708371624e-09	1.4294832e-05	-1.3591722e-05	-0.96600163	-4.5000003e+11	0	0	-2.6447097e-08	-7.8953744e-10	0
3.9700192995979246e-09	1.5956575e-05	-1.4046207e-05	-0.96600324	-4.5000003e+11	0	0	-2.631517e-08	-8.02618e-10	0
3.980022937853794e-09	1.7642342e-05	-1.4492311e-05	-0.96600497	-4.5000003e+11	0	0	-2.6183205e-08	-8.156071e-10	0
3.990026601585505e-09	1.9425717e-05	-1.49309635e-05	-0.966007	-4.5000003e+11	0	0	-2.6050635e-08	-8.284874e-10	0
4.0000302873927814e-09	2.126189e-05	-1.5366822e-05	-0.96600914	-4.5000003e+11	0	0	-2.5917794e-08	-8.412857e-10	0
4.010033981813913e-09	2.3190581e-05	-1.5789643e-05	-0.9660115	-4.5000003e+11	0	0	-2.5784676e-08	-8.5384944e-10	0
4.02000093281969e-09	2.5178528e-05	-1.6205944e-05	-0.96601397	-4.5000003e+11	0	0	-2.5651307e-08	-8.663597e-10	0
4.030004669014208e-09	2.7268747e-05	-1.6620383e-05	-0.96601653	-4.5000003e+11	0	0	-2.5517654e-08	-8.7875746e-10	0
4.040008419922225e-09	2.9439178e-05	-1.7018057e-05	-0.96601933	-4.5000003e+11	0	0	-2.538366e-08	-8.9109614e-10	0
4.050012167199904e-09	3.1704105e-05	-1.7412938e-05	-0.9660225	-4.5000003e+11	0	0	-2.5249344e-08	-9.032383e-10	0
4.0600159188783665e-09	3.4066794e-05	-1.7790124e-05	-0.96602565	-4.5000003e+11	0	0	-2.5114463e-08	-9.151745e-10	0
4.070019669620186e-09	3.6527395e-05	-1.8161722e-05	-0.96602917	-4.5000003e+11	0	0	-2.4979249e-08	-9.26939e-10	0
4.080023427256929e-09	3.9095485e-05	-1.851935e-05	-0.966033	-4.5000003e+11	0	0	-2.4843986e-08	-9.385434e-10	0
4.090027175843886e-09	4.1773008e-05	-1.8867664e-05	-0.96603703	-4.5000003e+11	0	0	-2.4708344e-08	-9.500103e-10	0
4.100030928784267e-09	4.4565095e-05	-1.9200146e-05	-0.9660414	-4.5000003e+11	0	0	-2.4572365e-08	-9.612293e-10	0
4.1100346875143575e-09	4.748292e-05	-1.9518659e-05	-0.9660461	-4.5000003e+11	0	0	-2.4436188e-08	-9.72269e-10	0
4.1200016704492385e-09	5.050833e-05	-1.9820407e-05	-0.9660511	-4.5000003e+11	0	0	-2.4300048e-08	-9.829788e-10	0
4.1300054174760355e-09	5.3681604e-05	-2.0108186e-05	-0.9660565	-4.5000003e+11	0	0	-2.4163208e-08	-9.935132e-10	0
4.140009172988777e-09	5.6992038e-05	-2.0377338e-05	-0.96606237	-4.5000003e+11	0	0	-2.4025931e-08	-1.0037555e-09	0
4.150012938928811e-09	6.044578e-05	-2.0630658e-05	-0.9660686	-4.5000003e+11	0	0	-2.388865e-08	-1.0137214e-09	0
4.1600167062797146e-09	6.404882e-05	-2.0856969e-05	-0.9660753	-4.5000003e+11	0	0	-2.3750504e-08	-1.0233746e-09	0
4.1700204566321466e-09	6.781348e-05	-2.1067448e-05	-0.9660826	-4.5000003e+11	0	0	-2.3612884e-08	-1.0326481e-09	0
4.180024228052296e-09	7.1732626e-05	-2.125185e-05	-0.96609026	-4.5000003e+11	0	0	-2.3474579e-08	-1.041626e-09	0
4.190028000250585e-09	7.5833166e-05	-2.1412969e-05	-0.96609855	-4.5000003e+11	0	0	-2.333619e-08	-1.0502568e-09	0
4.200031771708411e-09	8.0099904e-05	-2.1541491e-05	-0.9661076	-4.5000003e+11	0	0	-2.319722e-08	-1.0584317e-09	0
