# t (s)	mx ()	my ()	mz ()	Jx (A/m2)	Jy (A/m2)	Jz (A/m2)	ext_bubbleposx (m)	ext_bubbleposy (m)	ext_bubbleposz (m)
5.000027955340746e-10	0.00021079356	-1.7951243e-05	-0.9665326	-6e+11	0	0	-2.0272086e-08	-1.1549206e-09	0
5.100067443819222e-10	0.00022325908	-1.6782433e-05	-0.96658146	-6e+11	0	0	-2.0085334e-08	-1.1448994e-09	0
5.20010703238766e-10	0.00023610459	-1.5490688e-05	-0.96663356	-6e+11	0	0	-1.9898842e-08	-1.1322384e-09	0
5.300146658630577e-10	0.00024929346	-1.4066696e-05	-0.966689	-6e+11	0	0	-1.971254e-08	-1.1169186e-09	0
5.400186572016956e-10	0.00026278326	-1.2522563e-05	-0.96674764	-6e+11	0	0	-1.9526558e-08	-1.0985355e-09	0
5.500226411214399e-10	0.0002765233	-1.0848045e-05	-0.96680963	-6e+11	0	0	-1.9340797e-08	-1.0772057e-09	0
5.600266414880616e-10	0.00029045582	-9.051524e-06	-0.9668745	-6e+11	0	0	-1.915602e-08	-1.0525475e-09	0
5.700306717163539e-10	0.00030451285	-7.1357936e-06	-0.9669421	-6e+11	0	0	-1.8971948e-08	-1.0245972e-09	0
5.800347148476871e-10	0.00031862457	-5.110167e-06	-0.9670124	-6e+11	0	0	-1.8788231e-08	-9.930401e-10	0
5.900019786027688e-10	0.00033266825	-2.973713e-06	-0.96708477	-6e+11	0	0	-1.8606407e-08	-9.579907e-10	0
6.000060383857797e-10	0.00034666053	-7.310882e-07	-0.9671593	-6e+11	0	0	-1.8425025e-08	-9.192123e-10	0
6.1001013515248e-10	0.00036046933	1.6102567e-06	-0.96723527	-6e+11	0	0	-1.8244842e-08	-8.7663077e-10	0
6.200142192170001e-10	0.00037401787	4.0326267e-06	-0.9673126	-6e+11	0	0	-1.8066254e-08	-8.303814e-10	0
6.300183068888012e-10	0.0003872148	6.536022e-06	-0.9673905	-6e+11	0	0	-1.7889427e-08	-7.8032875e-10	0
6.400224132083085e-10	0.00039998424	9.1046095e-06	-0.96746856	-6e+11	0	0	-1.7714317e-08	-7.264347e-10	0
6.500265517109811e-10	0.00041225518	1.1730008e-05	-0.96754646	-6e+11	0	0	-1.7540803e-08	-6.689434e-10	0
6.600307084307135e-10	0.00042395253	1.440011e-05	-0.9676235	-6e+11	0	0	-1.7369988e-08	-6.0773847e-10	0
6.700348553588007e-10	0.00043502057	1.7107464e-05	-0.96769917	-6e+11	0	0	-1.7201415e-08	-5.4317667e-10	0
6.80002243649084e-10	0.00044537144	1.982972e-05	-0.96777296	-6e+11	0	0	-1.7035264e-08	-4.754429e-10	0
6.900064177312695e-10	0.00045504203	2.257619e-05	-0.96784484	-6e+11	0	0	-1.6871185e-08	-4.0425682e-10	0
7.000106154509009e-10	0.00046395833	2.533663e-05	-0.96791434	-6e+11	0	0	-1.6710029e-08	-3.303776e-10	0
7.100148075375753e-10	0.00047211023	2.8095208e-05	-0.9679811	-6e+11	0	0	-1.6551118e-08	-2.5360872e-10	0
7.200190270313668e-10	0.00047948572	3.084354e-05	-0.96804476	-6e+11	0	0	-1.639528e-08	-1.7465973e-10	0
7.300232673218261e-10	0.00048609514	3.3579767e-05	-0.96810526	-6e+11	0	0	-1.6241966e-08	-9.352493e-11	0
7.400275127913686e-10	0.0004919499	3.6295503e-05	-0.9681624	-6e+11	0	0	-1.60915e-08	-1.048851e-11	0
7.500317605945524e-10	0.00049708434	3.898889e-05	-0.96821636	-6e+11	0	0	-1.5943694e-08	7.408142e-11	0
7.600360190284381e-10	0.0005015224	4.1656196e-05	-0.9682669	-6e+11	0	0	-1.5798744e-08	1.598816e-10	0
7.700035308471498e-10	0.0005052984	4.4282526e-05	-0.96831423	-6e+11	0	0	-1.5657113e-08	2.4622726e-10	0
7.800078278347388e-10	0.0005084887	4.688464e-05	-0.96835876	-6e+11	0	0	-1.551706e-08	3.3345413e-10	0
7.900121099641744e-10	0.0005111183	4.945416e-05	-0.9684004	-6e+11	0	0	-1.5379738e-08	4.211235e-10	0
8.00016430850445e-10	0.00051325216	5.1984563e-05	-0.9684396	-6e+11	0	0	-1.5244995e-08	5.0904847e-10	0
8.100207626408284e-10	0.000514931	5.4490753e-05	-0.96847636	-6e+11	0	0	-1.5112281e-08	5.967674e-10	0
8.200251073270764e-10	0.0005162136	5.6942925e-05	-0.9685112	-6e+11	0	0	-1.498207e-08	6.8406675e-10	0
8.300294368940912e-10	0.00051714777	5.936902e-05	-0.9685443	-6e+11	0	0	-1.485395e-08	7.708359e-10	0
8.400338026631016e-10	0.00051777734	6.1756e-05	-0.9685759	-6e+11	0	0	-1.47279735e-08	8.56945e-10	0
8.50001383305618e-10	0.0005181491	6.410014e-05	-0.96860623	-6e+11	0	0	-1.4604683e-08	9.417267e-10	0
8.600057520794071e-10	0.00051829737	6.6407956e-05	-0.9686357	-6e+11	0	0	-1.4482514e-08	1.0258522e-09	0
8.700101476911879e-10	0.00051826675	6.869435e-05	-0.96866435	-6e+11	0	0	-1.4362419e-08	1.1088257e-09	0
8.800145390694805e-10	0.000518077	7.0935115e-05	-0.96869266	-6e+11	0	0	-1.4244118e-08	1.1905441e-09	0
8.90018949241781e-10	0.00051776523	7.314235e-05	-0.96872044	-6e+11	0	0	-1.4127197e-08	1.2710533e-09	0
9.000233499683436e-10	0.00051734736	7.5322576e-05	-0.9687481	-6e+11	0	0	-1.4012146e-08	1.3501129e-09	0
9.100277898140066e-10	0.00051684486	7.746555e-05	-0.96877575	-6e+11	0	0	-1.3898811e-08	1.4277572e-09	0
9.20032229725642e-10	0.0005162789	7.958338e-05	-0.9688034	-6e+11	0	0	-1.3787262e-08	1.5040703e-09	0
9.300366785420793e-10	0.00051565113	8.166768e-05	-0.9688311	-6e+11	0	0	-1.3676872e-08	1.578907e-09	0
9.400043501653435e-10	0.00051499566	8.3716586e-05	-0.96885896	-6e+11	0	0	-1.3568917e-08	1.6520844e-09	0
9.500087850857805e-10	0.00051429245	8.5751526e-05	-0.9688871	-6e+11	0	0	-1.3461563e-08	1.7241859e-09	0
9.60013236132077e-10	0.00051357225	8.775294e-05	-0.9689156	-6e+11	0	0	-1.3355942e-08	1.7948113e-09	0
9.700177142383716e-10	0.000512825	8.973759e-05	-0.9689444	-6e+11	0	0	-1.3251884e-08	1.8641662e-09	0
9.800222023314164e-10	0.00051206315	9.1701746e-05	-0.9689736	-6e+11	0	0	-1.3148887e-08	1.9321862e-09	0
9.900266948573339e-10	0.0005112844	9.363517e-05	-0.969003	-6e+11	0	0	-1.304744e-08	1.998951e-09	0
1.000031191986716e-09	0.0005105013	9.556208e-05	-0.9690328	-6e+11	0	0	-1.294735e-08	2.0645408e-09	0
1.010035671194279e-09	0.0005096996	9.747222e-05	-0.96906286	-6e+11	0	0	-1.2849006e-08	2.1289521e-09	0
1.0200034062966653e-09	0.0005088997	9.9355355e-05	-0.96909326	-6e+11	0	0	-1.2752022e-08	2.1920243e-09	0
1.0300079357218278e-09	0.0005080803	0.000101234764	-0.969124	-6e+11	0	0	-1.2656334e-08	2.2543145e-09	0
1.040012442068432e-09	0.00050725945	0.00010310393	-0.96915513	-6e+11	0	0	-1.2561959e-08	2.315487e-09	0
1.0500169801131875e-09	0.00050642743	0.00010496471	-0.9691864	-6e+11	0	0	-1.2469063e-08	2.3757705e-09	0
1.0600215121883825e-09	0.000505587	0.00010681618	-0.9692181	-6e+11	0	0	-1.237732e-08	2.4352302e-09	0
1.0700260487498731e-09	0.0005047392	0.0001086602	-0.9692499	-6e+11	0	0	-1.2287026e-08	2.4939042e-09	0
1.0800305924731319e-09	0.0005038836	0.00011050422	-0.969282	-6e+11	0	0	-1.2198128e-08	2.5517692e-09	0
1.0900351392561119e-09	0.00050301506	0.00011233892	-0.9693143	-6e+11	0	0	-1.2110497e-08	2.6089744e-09	0
1.1000029115902788e-09	0.00050214474	0.00011417549	-0.96934664	-6e+11	0	0	-1.2024727e-08	2.6652183e-09	0
1.110007474085038e-09	0.00050125725	0.00011601299	-0.96937937	-6e+11	0	0	-1.1940025e-08	2.7211495e-09	0
1.1200120335012668e-09	0.0005003677	0.000117853284	-0.9694122	-6e+11	0	0	-1.185659e-08	2.7764777e-09	0
1.1300166044954904e-09	0.0004994619	0.0001196973	-0.9694452	-6e+11	0	0	-1.1774865e-08	2.8312912e-09	0
1.1400211893075999e-09	0.00049855246	0.0001215525	-0.9694785	-6e+11	0	0	-1.1694473e-08	2.8856697e-09	0
1.1500257791484248e-09	0.0004976264	0.0001234049	-0.96951187	-6e+11	0	0	-1.1615097e-08	2.9396172e-09	0
1.1600303538339696e-09	0.0004966991	0.00012527034	-0.96954536	-6e+11	0	0	-1.1537384e-08	2.9932365e-09	0
1.1700349324199164e-09	0.00049575476	0.00012714323	-0.969579	-6e+11	0	0	-1.1461204e-08	3.046566e-09	0
1.1800027427117512e-09	0.00049481064	0.00012901705	-0.9696127	-6e+11	0	0	-1.1386422e-08	3.0994147e-09	0
1.1900073247798294e-09	0.0004938536	0.00013090856	-0.96964663	-6e+11	0	0	-1.131324e-08	3.1521417e-09	0
1.2000119160661494e-09	0.0004928835	0.00013281545	-0.9696807	-6e+11	0	0	-1.1241554e-08	3.2047387e-09	0
1.2100165291812959e-09	0.00049190904	0.00013473211	-0.969715	-6e+11	0	0	-1.1170944e-08	3.257286e-09	0
1.2200211149015996e-09	0.00049092236	0.00013666041	-0.9697494	-6e+11	0	0	-1.1102051e-08	3.3094216e-09	0
1.2300257232038995e-09	0.00048993394	0.00013860874	-0.969784	-6e+11	0	0	-1.1034539e-08	3.3614884e-09	0
1.2400303361374046e-09	0.0004889294	0.00014055986	-0.9698188	-6e+11	0	0	-1.0968621e-08	3.4133492e-09	0
1.2500349329991957e-09	0.00048792543	0.00014253426	-0.96985364	-6e+11	0	0	-1.0903915e-08	3.465168e-09	0
1.2600027761828538e-09	0.00048691093	0.00014451146	-0.96988857	-6e+11	0	0	-1.084121e-08	3.5168723e-09	0
1.27000740337766e-09	0.00048589363	0.00014651753	-0.9699238	-6e+11	0	0	-1.0779602e-08	3.5685692e-09	0
1.2800120336071336e-09	0.00048486143	0.00014853617	-0.9699594	-6e+11	0	0	-1.0720085e-08	3.6203156e-09	0
1.290016653381e-09	0.00048383052	0.0001505632	-0.969995	-6e+11	0	0	-1.0661957e-08	3.6718675e-09	0
1.3000212771644657e-09	0.00048278322	0.00015261956	-0.9700309	-6e+11	0	0	-1.0605247e-08	3.7233658e-09	0
1.3100259083483464e-09	0.00048173993	0.0001546815	-0.970067	-6e+11	0	0	-1.0549873e-08	3.7750474e-09	0
1.3200305220690245e-09	0.00048068573	0.00015676394	-0.9701034	-6e+11	0	0	-1.0496513e-08	3.826599e-09	0
1.3300351527768455e-09	0.000479628	0.00015885849	-0.97014004	-6e+11	0	0	-1.04447935e-08	3.87804e-09	0
1.3400029925280437e-09	0.00047856837	0.0001609642	-0.9701767	-6e+11	0	0	-1.0394409e-08	3.929432e-09	0
1.350007620386445e-09	0.00047749633	0.00016309135	-0.97021383	-6e+11	0	0	-1.0345505e-08	3.9809267e-09	0
1.360012243767817e-09	0.00047642333	0.00016523106	-0.9702512	-6e+11	0	0	-1.02986375e-08	4.0324517e-09	0
1.3700168699448985e-09	0.00047534332	0.00016738568	-0.9702888	-6e+11	0	0	-1.0253418e-08	4.0837973e-09	0
1.3800214872158848e-09	0.0004742598	0.00016955612	-0.9703268	-6e+11	0	0	-1.0209831e-08	4.1352424e-09	0
1.3900261209612255e-09	0.00047317054	0.00017173588	-0.9703649	-6e+11	0	0	-1.0168198e-08	4.186474e-09	0
1.4000307196582858e-09	0.00047207705	0.00017392961	-0.9704033	-6e+11	0	0	-1.0127823e-08	4.2378385e-09	0
1.4100353221766065e-09	0.00047098362	0.00017613545	-0.970442	-6e+11	0	0	-1.0089607e-08	4.288975e-09	0
1.4200031409742246e-09	0.00046988577	0.00017834548	-0.97048086	-6e+11	0	0	-1.0052818e-08	4.3398667e-09	0
1.430007750402125e-09	0.0004687847	0.00018057413	-0.97052	-6e+11	0	0	-1.001802e-08	4.3908464e-09	0
1.4400123249181172e-09	0.00046767664	0.0001828107	-0.9705595	-6e+11	0	0	-9.984566e-09	4.4415285e-09	0
1.4500169119462398e-09	0.00046657104	0.00018505473	-0.9705993	-6e+11	0	0	-9.953362e-09	4.4922754e-09	0
1.4600215012691851e-09	0.00046546105	0.0001873076	-0.9706393	-6e+11	0	0	-9.923416e-09	4.5428963e-09	0
1.4700260926485305e-09	0.00046435065	0.0001895735	-0.9706794	-6e+11	0	0	-9.89592e-09	4.5932844e-09	0
1.480030675110191e-09	0.0004632378	0.00019183662	-0.9707199	-6e+11	0	0	-9.870087e-09	4.6434936e-09	0
1.4900352468226823e-09	0.0004621253	0.00019410904	-0.9707606	-6e+11	0	0	-9.845794e-09	4.693569e-09	0
1.500003017628338e-09	0.0004610183	0.00019637868	-0.97080123	-6e+11	0	0	-9.823624e-09	4.7431143e-09	0
1.5100076097361785e-09	0.00045990618	0.0001986567	-0.97084224	-6e+11	0	0	-9.80333e-09	4.792698e-09	0
1.5200121798386636e-09	0.0004587951	0.00020094309	-0.9708835	-6e+11	0	0	-9.785087e-09	4.841873e-09	0
1.5300167360438512e-09	0.000457687	0.00020322762	-0.97092485	-6e+11	0	0	-9.767967e-09	4.8909645e-09	0
1.5400212978759774e-09	0.00045658165	0.00020551588	-0.9709663	-6e+11	0	0	-9.753082e-09	4.9396363e-09	0
1.5500258131455218e-09	0.00045547646	0.00020779623	-0.9710079	-6e+11	0	0	-9.740097e-09	4.988083e-09	0
1.5600303661846204e-09	0.00045437997	0.00021007843	-0.97104955	-6e+11	0	0	-9.728943e-09	5.0361555e-09	0
1.570034899274111e-09	0.00045328133	0.00021235924	-0.9710912	-6e+11	0	0	-9.719833e-09	5.0838547e-09	0
1.5800026380713185e-09	0.00045219483	0.00021462888	-0.971133	-6e+11	0	0	-9.712761e-09	5.131058e-09	0
1.5900071597007206e-09	0.0004511103	0.00021689851	-0.9711748	-6e+11	0	0	-9.707298e-09	5.1779594e-09	0
1.600011681025506e-09	0.0004500294	0.00021916395	-0.9712167	-6e+11	0	0	-9.703987e-09	5.2245674e-09	0
1.6100161898878364e-09	0.00044895546	0.00022142287	-0.9712584	-6e+11	0	0	-9.702156e-09	5.2707136e-09	0
1.6200207065288797e-09	0.00044789174	0.00022367202	-0.97130024	-6e+11	0	0	-9.702606e-09	5.3164366e-09	0
1.6300251905743929e-09	0.00044682767	0.00022591185	-0.9713419	-6e+11	0	0	-9.705024e-09	5.3616906e-09	0
1.6400296876761347e-09	0.00044577813	0.0002281405	-0.9713836	-6e+11	0	0	-9.70903e-09	5.406456e-09	0
1.6500341537481026e-09	0.00044473546	0.00023036171	-0.97142506	-6e+11	0	0	-9.7151105e-09	5.4508895e-09	0
1.6600018404379458e-09	0.00044370466	0.00023256149	-0.97146624	-6e+11	0	0	-9.722969e-09	5.4945986e-09	0
1.6700063102790816e-09	0.00044267788	0.00023475476	-0.97150743	-6e+11	0	0	-9.733093e-09	5.5378035e-09	0
1.680010767663493e-09	0.00044166384	0.00023693079	-0.9715484	-6e+11	0	0	-9.744919e-09	5.58062e-09	0
1.6900151881617542e-09	0.00044065592	0.00023909565	-0.9715891	-6e+11	0	0	-9.758789e-09	5.6229132e-09	0
1.7000196331045485e-09	0.00043966115	0.00024124002	-0.97162956	-6e+11	0	0	-9.774231e-09	5.6645315e-09	0
1.7100240446134785e-09	0.00043867403	0.00024337135	-0.97166973	-6e+11	0	0	-9.791725e-09	5.7055742e-09	0
1.7200284847870823e-09	0.00043770316	0.0002454836	-0.9717096	-6e+11	0	0	-9.811425e-09	5.7461165e-09	0
1.7300328741588464e-09	0.00043673732	0.00024757534	-0.9717492	-6e+11	0	0	-9.8326876e-09	5.785984e-09	0
1.7400005135224339e-09	0.00043579287	0.00024964102	-0.97178817	-6e+11	0	0	-9.855728e-09	5.8251115e-09	0
1.7500049183700073e-09	0.00043485366	0.00025170064	-0.9718269	-6e+11	0	0	-9.880981e-09	5.86388e-09	0
1.7600093251759556e-09	0.0004339231	0.00025372952	-0.9718653	-6e+11	0	0	-9.907692e-09	5.9020575e-09	0
1.7700137049302836e-09	0.00043301182	0.0002557477	-0.97190315	-6e+11	0	0	-9.936325e-09	5.93956e-09	0
1.7800180642910162e-09	0.00043210894	0.00025773933	-0.9719406	-6e+11	0	0	-9.9672315e-09	5.9763563e-09	0
1.790022432591772e-09	0.0004312211	0.00025970675	-0.97197753	-6e+11	0	0	-9.999229e-09	6.0128134e-09	0
1.8000267776075426e-09	0.00043034423	0.00026165973	-0.972014	-6e+11	0	0	-1.0033348e-08	6.0485728e-09	0
1.810031135264737e-09	0.00042948022	0.0002635885	-0.97204983	-6e+11	0	0	-1.0069397e-08	6.0836487e-09	0
1.820035464674594e-09	0.000428631	0.00026549958	-0.9720852	-6e+11	0	0	-1.0107422e-08	6.118225e-09	0
1.830003023772728e-09	0.00042779656	0.0002673827	-0.97211987	-6e+11	0	0	-1.01472395e-08	6.152046e-09	0
1.8400073508520632e-09	0.00042697153	0.00026925094	-0.972154	-6e+11	0	0	-1.01880415e-08	6.1853447e-09	0
1.8500116446076179e-09	0.00042615944	0.00027109776	-0.97218764	-6e+11	0	0	-1.0231132e-08	6.2181016e-09	0
1.8600159786857209e-09	0.00042536116	0.00027292967	-0.9722208	-6e+11	0	0	-1.0276184e-08	6.2502554e-09	0
1.870020268648906e-09	0.0004245711	0.00027474295	-0.97225314	-6e+11	0	0	-1.0322937e-08	6.2819403e-09	0
1.8800245742672355e-09	0.00042379813	0.00027654227	-0.972285	-6e+11	0	0	-1.0370987e-08	6.313034e-09	0
1.8900288530171615e-09	0.0004230297	0.00027832296	-0.9723162	-6e+11	0	0	-1.0420891e-08	6.3435515e-09	0
1.900033148477197e-09	0.00042227664	0.0002800906	-0.9723469	-6e+11	0	0	-1.0472687e-08	6.37352e-09	0
1.910000652397506e-09	0.00042153336	0.00028184243	-0.9723768	-6e+11	0	0	-1.0525871e-08	6.4029386e-09	0
1.9200049336486794e-09	0.00042079386	0.00028358726	-0.9724064	-6e+11	0	0	-1.0580994e-08	6.4320527e-09	0
1.930009166005242e-09	0.00042006397	0.00028532092	-0.97243553	-6e+11	0	0	-1.06373905e-08	6.4607355e-09	0
1.9400134319929064e-09	0.00041934056	0.00028705038	-0.9724641	-6e+11	0	0	-1.0696075e-08	6.489063e-09	0
1.950017671900228e-09	0.00041861855	0.0002887766	-0.9724922	-6e+11	0	0	-1.0756485e-08	6.517006e-09	0
1.960021900061291e-09	0.0004179044	0.00029049814	-0.9725199	-6e+11	0	0	-1.0817436e-08	6.544712e-09	0
1.9700261334939534e-09	0.0004171917	0.00029222295	-0.9725473	-6e+11	0	0	-1.0880584e-08	6.5719985e-09	0
1.9800303540417992e-09	0.00041647584	0.00029394496	-0.97257435	-6e+11	0	0	-1.094545e-08	6.599125e-09	0
1.990034589472524e-09	0.00041576452	0.00029567163	-0.9726012	-6e+11	0	0	-1.1011933e-08	6.6259234e-09	0
2.0000020109111773e-09	0.00041504778	0.00029740483	-0.9726277	-6e+11	0	0	-1.1079475e-08	6.6524657e-09	0
2.010006213799796e-09	0.0004143275	0.00029914826	-0.9726541	-6e+11	0	0	-1.1149246e-08	6.6790085e-09	0
2.020010410609423e-09	0.00041359966	0.00030090846	-0.9726806	-6e+11	0	0	-1.1220162e-08	6.7054557e-09	0
2.0300146036269024e-09	0.00041286257	0.0003026817	-0.9727073	-6e+11	0	0	-1.1292953e-08	6.731819e-09	0
2.0400187926815557e-09	0.00041211853	0.00030447263	-0.972734	-6e+11	0	0	-1.1367348e-08	6.75816e-09	0
2.0500229672147544e-09	0.00041135907	0.00030628825	-0.9727609	-6e+11	0	0	-1.1442879e-08	6.784668e-09	0
2.060027147904131e-09	0.000410591	0.00030812062	-0.9727883	-6e+11	0	0	-1.1520455e-08	6.811043e-09	0
2.0700313159118503e-09	0.00040980024	0.0003099898	-0.972816	-6e+11	0	0	-1.15992735e-08	6.8378183e-09	0
2.0800354734668513e-09	0.00040900154	0.00031187758	-0.97284424	-6e+11	0	0	-1.1679672e-08	6.8646964e-09	0
2.090002852552693e-09	0.00040817307	0.00031379983	-0.97287303	-6e+11	0	0	-1.1761353e-08	6.891712e-09	0
2.1000070182190496e-09	0.00040732953	0.00031575654	-0.9729027	-6e+11	0	0	-1.1844727e-08	6.9190866e-09	0
2.110011136978078e-09	0.00040645504	0.0003177561	-0.9729332	-6e+11	0	0	-1.19296875e-08	6.9469643e-09	0
2.120015280759046e-09	0.0004055499	0.0003197873	-0.9729645	-6e+11	0	0	-1.2016456e-08	6.975136e-09	0
2.130019397987501e-09	0.00040461085	0.00032186322	-0.9729969	-6e+11	0	0	-1.2104805e-08	7.003563e-09	0
