# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Length (nm)
0	0.61839014	0.6183891	0	3.6879545e-19	-9.9906874e-21	0.7853982	21
0	0.9995813	-8.733856e-09	0	6.7237867e-19	-1.100339e-20	0	20
0	0.61783195	0.6178307	0	3.563121e-19	-9.61819e-21	0.7853982	20
0	0.9997443	-8.190789e-09	0	6.6654565e-19	-1.044533e-20	0	19
0	0.6118619	0.61186147	0	3.323651e-19	-9.040686e-21	0.7853982	19
0	0.999728	-6.3578685e-09	0	6.571645e-19	-1.0061263e-20	0	18
0	0.6112206	0.6112197	0	3.2067838e-19	-8.699279e-21	0.7853982	18
0	0.9998498	-5.5361955e-09	0	6.5172733e-19	-9.5025725e-21	0	17
0	0.60460585	0.6046057	0	2.9790039e-19	-8.1263144e-21	0.7853982	17
0	0.999829	-5.2929754e-09	0	6.3566054e-19	-9.022457e-21	0	16
0	0.60567826	0.6056776	0	2.8438808e-19	-7.729577e-21	0.7853982	16
0	0.9999159	-4.0853196e-09	0	6.29037e-19	-8.463289e-21	0	15
0	0.5974367	0.5974366	0	2.6104856e-19	-7.151259e-21	0.7853982	15
0	0.9999045	-2.8160982e-09	0	6.158266e-19	-8.079228e-21	0	14
0	0.5992789	0.59927857	0	2.5220137e-19	-6.847866e-21	0.7853982	14
0	0.99995595	-1.4667327e-09	0	6.0356433e-19	-7.423674e-21	0	13
0	0.589821	0.5898208	0	2.260899e-19	-6.192602e-21	0.7853982	13
0	0.9999504	-1.5208412e-09	0	5.8452175e-19	-7.007653e-21	0	12
0	0.5929969	0.59299666	0	2.1764425e-19	-5.8770775e-21	0.7853982	12
0	0.99997896	-1.6233633e-09	0	5.706952e-19	-6.3518662e-21	0	11
0	0.58176595	0.5817658	0	1.914387e-19	-5.2260516e-21	0.7853982	11
0	0.999977	-1.033069e-09	0	5.5156755e-19	-5.967863e-21	0	10
0	0.5858466	0.5858464	0	1.8509357e-19	-4.94456e-21	0.7853982	10
