# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Roundness ()	Size (nm)	Cell_size (m)
0	0.70266515	0.70265055	0	8.749915e-19	-2.977945e-20	0.7853982	0.892	100	1e-09
0	0.99153763	8.617347e-09	0	8.5411087e-19	-2.9682672e-20	0	0.891	100	1e-09
0	0.70272434	0.7027124	0	8.746114e-19	-2.9750216e-20	0.7853982	0.891	100	1e-09
0	0.99153775	3.1936749e-09	0	8.541108e-19	-2.9682675e-20	0	0.89	100	1e-09
0	0.7027257	0.70271045	0	8.746114e-19	-2.9750207e-20	0.7853982	0.89	100	1e-09
0	0.99153775	1.2583556e-09	0	8.54111e-19	-2.9682672e-20	0	0.889	100	1e-09
0	0.7027218	0.7027063	0	8.746115e-19	-2.975003e-20	0.7853982	0.889	100	1e-09
0	0.9915378	-3.2414604e-09	0	8.541108e-19	-2.9682675e-20	0	0.888	100	1e-09
0	0.7027252	0.7027116	0	8.746114e-19	-2.9750216e-20	0.7853982	0.888	100	1e-09
0	0.9915376	1.4335697e-09	0	8.54111e-19	-2.968267e-20	0	0.887	100	1e-09
0	0.70271957	0.70270836	0	8.746114e-19	-2.9750026e-20	0.7853982	0.887	100	1e-09
0	0.9915378	3.783031e-09	0	8.541108e-19	-2.9682675e-20	0	0.886	100	1e-09
0	0.70272076	0.70271474	0	8.746115e-19	-2.9750184e-20	0.7853982	0.886	100	1e-09
0	0.9915378	-1.7362123e-09	0	8.541108e-19	-2.968268e-20	0	0.885	100	1e-09
0	0.7027195	0.70270836	0	8.746115e-19	-2.9750026e-20	0.7853982	0.885	100	1e-09
0	0.99153775	-1.1667665e-09	0	8.541107e-19	-2.9682675e-20	0	0.884	100	1e-09
0	0.7027215	0.70270634	0	8.746115e-19	-2.9750026e-20	0.7853982	0.884	100	1e-09
0	0.9915374	4.459995e-10	0	8.5411087e-19	-2.968267e-20	0	0.883	100	1e-09
0	0.7027239	0.7027124	0	8.746115e-19	-2.9750207e-20	0.7853982	0.883	100	1e-09
0	0.99153745	2.190176e-10	0	8.5411087e-19	-2.968267e-20	0	0.882	100	1e-09
0	0.70272636	0.7027104	0	8.746115e-19	-2.9750213e-20	0.7853982	0.882	100	1e-09
0	0.9915374	1.182695e-09	0	8.5411087e-19	-2.968267e-20	0	0.881	100	1e-09
0	0.7027222	0.70270556	0	8.746115e-19	-2.9750022e-20	0.7853982	0.881	100	1e-09
0	0.9915376	2.0069977e-09	0	8.541109e-19	-2.968267e-20	0	0.88	100	1e-09
0	0.70272446	0.70271134	0	8.746115e-19	-2.9750194e-20	0.7853982	0.88	100	1e-09
0	0.9915377	6.017011e-09	0	8.5411087e-19	-2.968267e-20	0	0.879	100	1e-09
0	0.7027171	0.70271033	0	8.746114e-19	-2.9750016e-20	0.7853982	0.879	100	1e-09
0	0.9915208	-5.899871e-10	0	8.5339e-19	-2.9650438e-20	0	0.878	100	1e-09
0	0.70275855	0.70274866	0	8.744907e-19	-2.9719898e-20	0.7853982	0.878	100	1e-09
0	0.99152076	3.6993788e-09	0	8.533899e-19	-2.965044e-20	0	0.877	100	1e-09
0	0.7027604	0.7027477	0	8.744908e-19	-2.9719924e-20	0.7853982	0.877	100	1e-09
0	0.99152076	3.8349164e-09	0	8.533899e-19	-2.965044e-20	0	0.876	100	1e-09
0	0.7027615	0.70274585	0	8.744908e-19	-2.97199e-20	0.7853982	0.876	100	1e-09
0	0.9916494	5.435292e-09	0	8.543575e-19	-2.962255e-20	0	0.875	100	1e-09
0	0.7028203	0.7028071	0	8.749742e-19	-2.969064e-20	0.7853982	0.875	100	1e-09
0	0.9916509	5.750555e-09	0	8.5435773e-19	-2.9622595e-20	0	0.874	100	1e-09
0	0.70282483	0.70281124	0	8.749742e-19	-2.969082e-20	0.7853982	0.874	100	1e-09
