# t (s)	mx ()	my ()	mz ()	E_total (J)	Angle (rad)	Length (nm)
0	-0.77657044	0.63003075	0	1.0340769e-18	2.46	90
0	-0.78283167	0.62223357	0	1.0340767e-18	2.47	90
0	-0.7890147	0.6143743	0	1.0340768e-18	2.48	90
0	-0.795119	0.60645354	0	1.0340767e-18	2.49	90
0	-0.8011437	0.59847224	0	1.0340769e-18	2.5	90
0	-0.80708814	0.5904309	0	1.0340768e-18	2.51	90
0	-0.81295204	0.5823305	0	1.0340767e-18	2.52	90
0	-0.8187346	0.57417214	0	1.0340769e-18	2.53	90
0	-0.8244353	0.56595623	0	1.0340768e-18	2.54	90
0	-0.8300536	0.55768377	0	1.034077e-18	2.55	90
0	-0.8355889	0.5493555	0	1.0340771e-18	2.56	90
0	-0.84104043	0.5409723	0	1.0340768e-18	2.57	90
0	-0.84640807	0.5325349	0	1.0340769e-18	2.58	90
0	-0.85169095	0.52404433	0	1.0340768e-18	2.59	90
0	-0.85688883	0.51550144	0	1.0340768e-18	2.6	90
0	-0.8620008	0.50690687	0	1.0340768e-18	2.61	90
0	-0.8670267	0.49826166	0	1.0340768e-18	2.62	90
0	-0.87196594	0.48956662	0	1.0340769e-18	2.63	90
0	-0.87681794	0.48082265	0	1.0340768e-18	2.64	90
0	-0.8815822	0.47203052	0	1.0340768e-18	2.65	90
0	-0.88625836	0.4631912	0	1.0340769e-18	2.66	90
0	-0.89084595	0.45430568	0	1.0340769e-18	2.67	90
0	-0.8953442	0.44537464	0	1.0340768e-18	2.68	90
0	-0.8997532	0.43639907	0	1.0340767e-18	2.69	90
0	-0.90407217	0.42737988	0	1.0340769e-18	2.7	90
0	-0.9083007	0.41831803	0	1.034077e-18	2.71	90
0	-0.9124385	0.40921423	0	1.034077e-18	2.72	90
0	-0.9164848	0.40006948	0	1.034077e-18	2.73	90
0	-0.92043966	0.3908848	0	1.0340768e-18	2.74	90
0	-0.9243024	0.381661	0	1.0340768e-18	2.75	90
0	-0.9280729	0.37239906	0	1.034077e-18	2.76	90
0	-0.9317502	0.36309987	0	1.0340769e-18	2.77	90
0	-0.93533474	0.3537644	0	1.034077e-18	2.78	90
0	-0.9388255	0.34439343	0	1.0340769e-18	2.79	90
0	-0.94222236	0.33498818	0	1.034077e-18	2.8	90
0	-0.94552505	0.3255493	0	1.0340768e-18	2.81	90
0	-0.94873327	0.31607798	0	1.0340768e-18	2.82	90
0	-0.95184654	0.30657503	0	1.0340772e-18	2.83	90
0	-0.95486474	0.2970414	0	1.0340767e-18	2.84	90
0	-0.9577873	0.28747803	0	1.034077e-18	2.85	90
0	-0.960614	0.27788588	0	1.0340767e-18	2.86	90
0	-0.96334493	0.26826605	0	1.0340768e-18	2.87	90
0	-0.9659794	0.25861934	0	1.0340769e-18	2.88	90
0	-0.9685172	0.24894676	0	1.0340768e-18	2.89	90
0	-0.9709581	0.23924935	0	1.0340767e-18	2.9	90
0	-0.97330195	0.22952794	0	1.0340768e-18	2.91	90
0	-0.97554874	0.21978365	0	1.034077e-18	2.92	90
0	-0.97769773	0.21001726	0	1.0340769e-18	2.93	90
0	-0.97974896	0.20023	0	1.034077e-18	2.94	90
0	-0.9817021	0.19042267	0	1.0340767e-18	2.95	90
0	-0.98355746	0.18059626	0	1.0340771e-18	2.96	90
0	-0.9853141	0.17075184	0	1.0340767e-18	2.97	90
0	-0.9869724	0.1608903	0	1.0340772e-18	2.98	90
0	-0.9885318	0.15101272	0	1.0340767e-18	2.99	90
0	-0.9899925	0.14111999	0	1.0340768e-18	3	90
0	-0.9913543	0.13121319	0	1.0340767e-18	3.01	90
0	-0.99261683	0.121293254	0	1.0340768e-18	3.02	90
0	-0.9937799	0.11136119	0	1.0340768e-18	3.03	90
0	-0.9948439	0.10141799	0	1.034077e-18	3.04	90
0	-0.99580836	0.091464646	0	1.0340771e-18	3.05	90
0	-0.99667317	0.08150215	0	1.034077e-18	3.06	90
0	-0.9974384	0.07153151	0	1.034077e-18	3.07	90
0	-0.9981038	0.06155372	0	1.0340768e-18	3.08	90
0	-0.99866945	0.051569767	0	1.034077e-18	3.09	90
0	-0.9991351	0.04158066	0	1.0340766e-18	3.1	90
0	-0.999501	0.0315874	0	1.034077e-18	3.11	90
0	-0.9997668	0.021590976	0	1.0340768e-18	3.12	90
0	-0.9999328	0.011592393	0	1.034077e-18	3.13	90
0	-0.9999987	0.0015926529	0	1.0340767e-18	3.14	90
0	-0.9999646	-0.008407248	0	1.0340767e-18	3.15	90
0	-0.99983054	-0.018406307	0	1.0340768e-18	3.16	90
0	-0.9995966	-0.028403528	0	1.034077e-18	3.17	90
0	-0.9992627	-0.03839791	0	1.0340773e-18	3.18	90
0	-0.9988286	-0.048388444	0	1.0340768e-18	3.19	90
0	-0.9982947	-0.05837414	0	1.034077e-18	3.2	90
0	-0.9976612	-0.06835402	0	1.034077e-18	3.21	90
0	-0.9969277	-0.07832704	0	1.0340768e-18	3.22	90
0	-0.9960947	-0.08829222	0	1.0340769e-18	3.23	90
0	-0.9951619	-0.098248586	0	1.0340768e-18	3.24	90
0	-0.9941298	-0.10819515	0	1.0340772e-18	3.25	90
0	-0.9929981	-0.11813085	0	1.0340769e-18	3.26	90
0	-0.9917671	-0.12805477	0	1.0340768e-18	3.27	90
0	-0.9904369	-0.13796587	0	1.034077e-18	3.28	90
0	-0.9890078	-0.14786318	0	1.0340768e-18	3.29	90
0	-0.98747987	-0.1577457	0	1.0340771e-18	3.3	90
0	-0.98585296	-0.16761245	0	1.034077e-18	3.31	90
0	-0.98412764	-0.17746243	0	1.0340769e-18	3.32	90
0	-0.98230386	-0.18729465	0	1.0340768e-18	3.33	90
0	-0.9803819	-0.1971082	0	1.034077e-18	3.34	90
0	-0.97836167	-0.20690197	0	1.0340769e-18	3.35	90
0	-0.97624373	-0.21667507	0	1.034077e-18	3.36	90
0	-0.9740284	-0.22642656	0	1.034077e-18	3.37	90
0	-0.97171533	-0.23615533	0	1.0340767e-18	3.38	90
0	-0.9693052	-0.24586049	0	1.0340769e-18	3.39	90
0	-0.9667982	-0.2555411	0	1.0340767e-18	3.4	90
0	-0.96419454	-0.2651961	0	1.0340767e-18	3.41	90
0	-0.9614944	-0.27482468	0	1.0340771e-18	3.42	90
0	-0.9586979	-0.28442568	0	1.0340767e-18	3.43	90
0	-0.95580596	-0.2939983	0	1.034077e-18	3.44	90
0	-0.9528183	-0.30354148	0	1.0340769e-18	3.45	90
0	-0.9497352	-0.31305432	0	1.0340768e-18	3.46	90
0	-0.94655716	-0.32253593	0	1.0340768e-18	3.47	90
0	-0.9432847	-0.33198518	0	1.034077e-18	3.48	90
0	-0.9399178	-0.34140125	0	1.0340769e-18	3.49	90
0	-0.93645656	-0.35078323	0	1.0340768e-18	3.5	90
0	-0.93290216	-0.36013007	0	1.0340768e-18	3.51	90
0	-0.92925423	-0.36944094	0	1.0340769e-18	3.52	90
0	-0.9255135	-0.37871492	0	1.034077e-18	3.53	90
0	-0.92168003	-0.38795096	0	1.0340767e-18	3.54	90
0	-0.91775453	-0.3971482	0	1.0340767e-18	3.55	90
0	-0.91373736	-0.4063057	0	1.0340769e-18	3.56	90
0	-0.90962857	-0.41542265	0	1.0340767e-18	3.57	90
0	-0.9054289	-0.42449793	0	1.0340768e-18	3.58	90
0	-0.9011388	-0.4335309	0	1.034077e-18	3.59	90
0	-0.89675844	-0.4425205	0	1.0340767e-18	3.6	90
0	-0.8922883	-0.4514658	0	1.0340767e-18	3.61	90
0	-0.8877293	-0.460366	0	1.034077e-18	3.62	90
0	-0.88308126	-0.46922	0	1.034077e-18	3.63	90
0	-0.8783451	-0.47802728	0	1.0340767e-18	3.64	90
0	-0.8735208	-0.4867867	0	1.0340768e-18	3.65	90
0	-0.8686094	-0.49549744	0	1.0340767e-18	3.66	90
0	-0.8636111	-0.50415856	0	1.0340767e-18	3.67	90
0	-0.85852647	-0.5127693	0	1.034077e-18	3.68	90
0	-0.85335594	-0.5213288	0	1.0340767e-18	3.69	90
0	-0.8481001	-0.5298362	0	1.034077e-18	3.7	90
0	-0.8427593	-0.53829056	0	1.0340768e-18	3.71	90
0	-0.8373344	-0.54669106	0	1.0340767e-18	3.72	90
0	-0.8318257	-0.5550369	0	1.0340767e-18	3.73	90
0	-0.82623386	-0.5633273	0	1.0340768e-18	3.74	90
0	-0.82055926	-0.5715613	0	1.0340768e-18	3.75	90
0	-0.8148029	-0.5797382	0	1.0340767e-18	3.76	90
0	-0.8089649	-0.5878571	0	1.0340768e-18	3.77	90
0	-0.8030459	-0.5959172	0	1.0340769e-18	3.78	90
0	-0.7970467	-0.60391784	0	1.0340768e-18	3.79	90
0	-0.7909677	-0.61185795	0	1.0340768e-18	3.8	90
0	-0.78480977	-0.61973685	0	1.0340767e-18	3.81	90
0	-0.7785733	-0.6275539	0	1.0340769e-18	3.82	90
0	-0.7722589	-0.6353081	0	1.0340769e-18	3.83	90
0	-0.7658673	-0.64299875	0	1.0340767e-18	3.84	90
0	-0.75939924	-0.65062517	0	1.034077e-18	3.85	90
0	-0.752855	-0.6581865	0	1.0340767e-18	3.86	90
0	-0.7462356	-0.665682	0	1.0340769e-18	3.87	90
0	-0.7395416	-0.67311096	0	1.0340768e-18	3.88	90
0	-0.73277354	-0.6804726	0	1.0340769e-18	3.89	90
0	-0.72593236	-0.6877662	0	1.034077e-18	3.9	90
0	-0.7190185	-0.69499093	0	1.0340767e-18	3.91	90
0	-0.7120327	-0.7021463	0	1.0340768e-18	3.92	90
0	-0.7049758	-0.7092314	0	1.0340767e-18	3.93	90
0	-0.6978483	-0.71624553	0	1.0340767e-18	3.94	90
0	-0.6906511	-0.72318804	0	1.0340767e-18	3.95	90
0	-0.6833848	-0.7300585	0	1.0340768e-18	3.96	90
0	-0.67605025	-0.7368557	0	1.0340768e-18	3.97	90
0	-0.6686479	-0.7435791	0	1.0340767e-18	3.98	90
0	-0.6611788	-0.75022835	0	1.0340767e-18	3.99	90
0	-0.6536436	-0.7568025	0	1.0340767e-18	4	90
0	-0.64604306	-0.7633011	0	1.0340767e-18	4.01	90
0	-0.6383779	-0.7697233	0	1.0340768e-18	4.02	90
0	-0.6306488	-0.77606833	0	1.0340768e-18	4.03	90
0	-0.6228567	-0.782336	0	1.0340767e-18	4.04	90
0	-0.6150024	-0.78852534	0	1.0340768e-18	4.05	90
0	-0.60708654	-0.7946358	0	1.0340768e-18	4.06	90
0	-0.59911	-0.8006668	0	1.0340769e-18	4.07	90
0	-0.5910735	-0.80661774	0	1.0340767e-18	4.08	90
0	-0.58297783	-0.81248814	0	1.0340767e-18	4.09	90
0	-0.574824	-0.8182772	0	1.0340768e-18	4.1	90
0	-0.5666126	-0.82398444	0	1.0340769e-18	4.11	90
0	-0.55834454	-0.8296092	0	1.0340766e-18	4.12	90
0	-0.55002075	-0.8351512	0	1.0340769e-18	4.13	90
0	-0.5416418	-0.84060925	0	1.0340767e-18	4.14	90
0	-0.5332088	-0.84598386	0	1.0340769e-18	4.15	90
0	-0.5247224	-0.8512733	0	1.0340767e-18	4.16	90
0	-0.51618356	-0.8564779	0	1.0340768e-18	4.17	90
0	-0.50759315	-0.8615969	0	1.0340767e-18	4.18	90
0	-0.498952	-0.8666297	0	1.0340769e-18	4.19	90
0	-0.49026084	-0.87157583	0	1.0340767e-18	4.2	90
0	-0.4815207	-0.8764348	0	1.0340767e-18	4.21	90
0	-0.47273245	-0.88120604	0	1.0340766e-18	4.22	90
0	-0.46389684	-0.88588923	0	1.0340767e-18	4.23	90
0	-0.45501488	-0.8904838	0	1.0340767e-18	4.24	90
0	-0.44608745	-0.8949893	0	1.0340767e-18	4.25	90
0	-0.43711543	-0.8994054	0	1.0340767e-18	4.26	90
0	-0.4280997	-0.9037315	0	1.0340767e-18	4.27	90
0	-0.41904113	-0.90796727	0	1.0340766e-18	4.28	90
0	-0.40994066	-0.9121123	0	1.0340768e-18	4.29	90
0	-0.40079916	-0.916166	0	1.0340767e-18	4.3	90
0	-0.3916176	-0.9201281	0	1.0340766e-18	4.31	90
0	-0.3823969	-0.9239982	0	1.0340767e-18	4.32	90
0	-0.37313795	-0.9277759	0	1.0340766e-18	4.33	90
0	-0.36384168	-0.9314608	0	1.0340766e-18	4.34	90
0	-0.354509	-0.93505263	0	1.0340766e-18	4.35	90
0	-0.34514105	-0.93855095	0	1.0340768e-18	4.36	90
0	-0.33573833	-0.9419552	0	1.0340766e-18	4.37	90
0	-0.3263021	-0.94526553	0	1.0340768e-18	4.38	90
0	-0.3168334	-0.94848126	0	1.0340766e-18	4.39	90
0	-0.30733287	-0.95160216	0	1.0340766e-18	4.4	90
0	-0.29780167	-0.9546278	0	1.0340767e-18	4.41	90
0	-0.28824058	-0.957558	0	1.0340766e-18	4.42	90
0	-0.27865082	-0.9603926	0	1.0340768e-18	4.43	90
0	-0.2690331	-0.963131	0	1.0340767e-18	4.44	90
0	-0.25938854	-0.9657732	0	1.0340768e-18	4.45	90
0	-0.249718	-0.96831864	0	1.0340767e-18	4.46	90
0	-0.24002247	-0.97076744	0	1.0340768e-18	4.47	90
0	-0.23030296	-0.97311914	0	1.0340768e-18	4.48	90
0	-0.22056039	-0.9753734	0	1.0340767e-18	4.49	90
0	-0.21079579	-0.9775301	0	1.0340767e-18	4.5	90
0	-0.20101014	-0.9795891	0	1.0340767e-18	4.51	90
0	-0.19120435	-0.9815503	0	1.0340767e-18	4.52	90
0	-0.18137944	-0.9834133	0	1.0340767e-18	4.53	90
0	-0.1715364	-0.9851778	0	1.0340768e-18	4.54	90
0	-0.16167623	-0.986844	0	1.0340767e-18	4.55	90
0	-0.15179986	-0.98841137	0	1.0340767e-18	4.56	90
0	-0.14190832	-0.9898799	0	1.0340768e-18	4.57	90
0	-0.1320026	-0.9912494	0	1.0340766e-18	4.58	90
0	-0.12208366	-0.9925198	0	1.0340764e-18	4.59	90
0	-0.11215254	-0.993691	0	1.0340766e-18	4.6	90
0	-0.102210164	-0.9947627	0	1.0340765e-18	4.61	90
0	-0.09225759	-0.99573517	0	1.0340765e-18	4.62	90
0	-0.082295805	-0.9966079	0	1.0340765e-18	4.63	90
0	-0.072325766	-0.99738103	0	1.0340765e-18	4.64	90
0	-0.06234851	-0.9980542	0	1.0340767e-18	4.65	90
0	-0.052365024	-0.99862814	0	1.0340767e-18	4.66	90
0	-0.042376287	-0.99910176	0	1.0340765e-18	4.67	90
0	-0.03238332	-0.9994756	0	1.0340766e-18	4.68	90
0	-0.022387112	-0.9997495	0	1.0340767e-18	4.69	90
0	-0.012388665	-0.99992335	0	1.0340767e-18	4.7	90
0	-0.0023889781	-0.9999971	0	1.0340765e-18	4.71	90
0	0.0076109436	-0.9999711	0	1.0340766e-18	4.72	90
0	0.01761011	-0.9998452	0	1.0340768e-18	4.73	90
0	0.027607515	-0.99961895	0	1.0340768e-18	4.74	90
0	0.037602153	-0.99929285	0	1.0340767e-18	4.75	90
0	0.04759304	-0.9988668	0	1.0340766e-18	4.76	90
0	0.05757915	-0.9983409	0	1.0340765e-18	4.77	90
0	0.06755952	-0.99771523	0	1.0340764e-18	4.78	90
0	0.07753313	-0.9969898	0	1.0340764e-18	4.79	90
0	0.087498985	-0.9961647	0	1.0340767e-18	4.8	90
0	0.09745608	-0.99524003	0	1.0340766e-18	4.81	90
0	0.10740346	-0.99421555	0	1.0340767e-18	4.82	90
0	0.11734007	-0.9930917	0	1.0340767e-18	4.83	90
0	0.12726495	-0.99186873	0	1.0340767e-18	4.84	90
0	0.13717711	-0.9905467	0	1.0340767e-18	4.85	90
0	0.14707555	-0.98912525	0	1.0340765e-18	4.86	90
0	0.15695928	-0.98760504	0	1.0340767e-18	4.87	90
0	0.16682732	-0.98598623	0	1.0340765e-18	4.88	90
0	0.17667869	-0.98426867	0	1.0340767e-18	4.89	90
0	0.18651237	-0.98245263	0	1.0340767e-18	4.9	90
0	0.19632743	-0.9805384	0	1.0340767e-18	4.91	90
0	0.20612283	-0.97852635	0	1.0340768e-18	4.92	90
0	0.2158976	-0.97641593	0	1.0340765e-18	4.93	90
0	0.22565085	-0.97420835	0	1.0340768e-18	4.94	90
0	0.23538144	-0.97190297	0	1.0340766e-18	4.95	90
0	0.24508852	-0.9695007	0	1.0340767e-18	4.96	90
0	0.25477114	-0.9670014	0	1.0340767e-18	4.97	90
0	0.26442826	-0.96440536	0	1.0340767e-18	4.98	90
0	0.27405888	-0.96171284	0	1.0340766e-18	4.99	90
0	0.2836622	-0.95892423	0	1.0340766e-18	5	90
0	0.29323712	-0.95603985	0	1.0340768e-18	5.01	90
0	0.30278268	-0.95305985	0	1.0340769e-18	5.02	90
0	0.31229797	-0.9499842	0	1.0340767e-18	5.03	90
0	0.32178205	-0.9468139	0	1.0340766e-18	5.04	90
0	0.33123392	-0.9435487	0	1.0340767e-18	5.05	90
0	0.34065267	-0.94018924	0	1.0340767e-18	5.06	90
0	0.35003743	-0.9367358	0	1.0340767e-18	5.07	90
0	0.35938713	-0.9331886	0	1.0340767e-18	5.08	90
0	0.3687009	-0.9295482	0	1.0340768e-18	5.09	90
0	0.37797773	-0.92581475	0	1.0340766e-18	5.1	90
0	0.38721693	-0.92198884	0	1.0340768e-18	5.11	90
0	0.39641723	-0.9180705	0	1.0340767e-18	5.12	90
0	0.40557793	-0.91406035	0	1.0340767e-18	5.13	90
0	0.41469815	-0.9099591	0	1.0340767e-18	5.14	90
0	0.42377684	-0.9057666	0	1.0340767e-18	5.15	90
0	0.43281314	-0.9014837	0	1.0340767e-18	5.16	90
0	0.4418062	-0.8971106	0	1.0340767e-18	5.17	90
0	0.45075503	-0.8926476	0	1.0340766e-18	5.18	90
0	0.45965892	-0.8880957	0	1.0340769e-18	5.19	90
0	0.46851668	-0.8834546	0	1.0340767e-18	5.2	90
0	0.47732767	-0.8787254	0	1.0340767e-18	5.21	90
0	0.48609087	-0.8739082	0	1.0340767e-18	5.22	90
0	0.4948056	-0.8690039	0	1.0340768e-18	5.23	90
0	0.5034708	-0.8640124	0	1.0340768e-18	5.24	90
0	0.5120855	-0.8589346	0	1.0340767e-18	5.25	90
0	0.52064914	-0.85377073	0	1.0340767e-18	5.26	90
0	0.52916056	-0.8485217	0	1.0340768e-18	5.27	90
0	0.5376193	-0.8431877	0	1.0340767e-18	5.28	90
0	0.54602414	-0.83776945	0	1.0340767e-18	5.29	90
0	0.55437434	-0.83226734	0	1.0340767e-18	5.3	90
0	0.5626692	-0.82668227	0	1.0340769e-18	5.31	90
0	0.5709077	-0.8210142	0	1.0340769e-18	5.32	90
0	0.5790892	-0.8152643	0	1.0340767e-18	5.33	90
0	0.58721274	-0.80943274	0	1.0340766e-18	5.34	90
0	0.59527767	-0.80352026	0	1.034077e-18	5.35	90
0	0.6032828	-0.7975273	0	1.0340768e-18	5.36	90
0	0.6112278	-0.79145473	0	1.0340768e-18	5.37	90
0	0.6191117	-0.785303	0	1.034077e-18	5.38	90
0	0.62693363	-0.77907264	0	1.0340769e-18	5.39	90
0	0.6346928	-0.7727646	0	1.0340767e-18	5.4	90
0	0.6423887	-0.7663791	0	1.0340768e-18	5.41	90
0	0.65002024	-0.7599171	0	1.0340769e-18	5.42	90
0	0.6575868	-0.7533789	0	1.0340767e-18	5.43	90
0	0.6650875	-0.7467655	0	1.0340767e-18	5.44	90
0	0.6725219	-0.7400774	0	1.0340768e-18	5.45	90
0	0.67988884	-0.7333152	0	1.0340767e-18	5.46	90
0	0.68718785	-0.72647977	0	1.0340767e-18	5.47	90
0	0.6944183	-0.7195718	0	1.034077e-18	5.48	90
0	0.70157903	-0.7125917	0	1.0340767e-18	5.49	90
0	0.7086698	-0.7055403	0	1.0340768e-18	5.5	90
0	0.71568954	-0.69841844	0	1.0340767e-18	5.51	90
0	0.72263795	-0.6912268	0	1.0340768e-18	5.52	90
0	0.7295139	-0.6839659	0	1.0340768e-18	5.53	90
0	0.73631704	-0.6766367	0	1.0340767e-18	5.54	90
0	0.74304646	-0.6692398	0	1.0340768e-18	5.55	90
0	0.7497016	-0.66177607	0	1.0340767e-18	5.56	90
0	0.7562817	-0.65424615	0	1.0340768e-18	5.57	90
0	0.7627862	-0.6466507	0	1.0340767e-18	5.58	90
0	0.7692147	-0.63899064	0	1.0340768e-18	5.59	90
0	0.7755659	-0.6312668	0	1.0340767e-18	5.6	90
0	0.7818396	-0.62347955	0	1.0340767e-18	5.61	90
0	0.7880352	-0.6156301	0	1.0340768e-18	5.62	90
0	0.794152	-0.60771906	0	1.0340768e-18	5.63	90
0	0.80018955	-0.59974736	0	1.034077e-18	5.64	90
0	0.80614686	-0.5917156	0	1.0340767e-18	5.65	90
0	0.8120236	-0.5836246	0	1.0340767e-18	5.66	90
0	0.8178191	-0.5754754	0	1.0340768e-18	5.67	90
0	0.8235329	-0.5672685	0	1.0340767e-18	5.68	90
0	0.8291643	-0.5590049	0	1.034077e-18	5.69	90
0	0.83471274	-0.55068547	0	1.0340767e-18	5.7	90
0	0.84017783	-0.542311	0	1.0340767e-18	5.71	90
0	0.8455589	-0.53388226	0	1.0340767e-18	5.72	90
0	0.85085535	-0.52540004	0	1.0340769e-18	5.73	90
0	0.8560668	-0.51686555	0	1.0340771e-18	5.74	90
0	0.8611924	-0.5082791	0	1.0340768e-18	5.75	90
0	0.8662321	-0.4996419	0	1.0340767e-18	5.76	90
0	0.8711852	-0.4909548	0	1.034077e-18	5.77	90
0	0.87605107	-0.48221844	0	1.0340769e-18	5.78	90
0	0.8808294	-0.4734341	0	1.034077e-18	5.79	90
0	0.8855195	-0.46460214	0	1.0340768e-18	5.8	90
0	0.8901212	-0.45572397	0	1.0340771e-18	5.81	90
0	0.8946338	-0.44680002	0	1.0340769e-18	5.82	90
0	0.8990571	-0.4378315	0	1.0340769e-18	5.83	90
0	0.90339035	-0.4288192	0	1.0340767e-18	5.84	90
0	0.90763336	-0.419764	0	1.0340768e-18	5.85	90
0	0.91178554	-0.41066685	0	1.0340768e-18	5.86	90
0	0.9158466	-0.40152863	0	1.0340768e-18	5.87	90
0	0.9198159	-0.39235026	0	1.0340767e-18	5.88	90
0	0.92369336	-0.3831326	0	1.0340767e-18	5.89	90
0	0.92747843	-0.3738767	0	1.0340769e-18	5.9	90
0	0.9311708	-0.36458334	0	1.0340768e-18	5.91	90
0	0.93477005	-0.35525355	0	1.0340767e-18	5.92	90
0	0.9382759	-0.3458883	0	1.0340771e-18	5.93	90
0	0.94168764	-0.33648837	0	1.0340768e-18	5.94	90
0	0.9450052	-0.32705483	0	1.0340768e-18	5.95	90
0	0.94822866	-0.3175886	0	1.0340771e-18	5.96	90
0	0.9513571	-0.30809057	0	1.034077e-18	5.97	90
0	0.9543904	-0.29856178	0	1.0340768e-18	5.98	90
0	0.9573283	-0.2890031	0	1.0340772e-18	5.99	90
0	0.96017027	-0.27941555	0	1.0340771e-18	6	90
0	0.96291643	-0.26979998	0	1.0340768e-18	6.01	90
0	0.96556616	-0.2601575	0	1.0340769e-18	6.02	90
0	0.96811956	-0.250489	0	1.0340768e-18	6.03	90
0	0.970576	-0.24079545	0	1.034077e-18	6.04	90
0	0.9729353	-0.23107783	0	1.0340771e-18	6.05	90
0	0.9751974	-0.221337	0	1.0340767e-18	6.06	90
0	0.977362	-0.2115742	0	1.034077e-18	6.07	90
0	0.9794289	-0.20179012	0	1.0340772e-18	6.08	90
0	0.98139775	-0.19198592	0	1.034077e-18	6.09	90
0	0.9832683	-0.1821625	0	1.0340768e-18	6.1	90
0	0.98504096	-0.17232089	0	1.034077e-18	6.11	90
0	0.986715	-0.16246203	0	1.034077e-18	6.12	90
0	0.9882901	-0.15258689	0	1.034077e-18	6.13	90
0	0.9897665	-0.14269656	0	1.0340768e-18	6.14	90
0	0.99114394	-0.1327919	0	1.0340768e-18	6.15	90
0	0.99242246	-0.122874	0	1.0340768e-18	6.16	90
0	0.9936013	-0.11294376	0	1.034077e-18	6.17	90
0	0.99468124	-0.1030023	0	1.0340767e-18	6.18	90
0	0.9956615	-0.093050495	0	1.0340767e-18	6.19	90
0	0.9965423	-0.08308941	0	1.0340768e-18	6.2	90
0	0.99732304	-0.07311999	0	1.0340768e-18	6.21	90
0	0.99800456	-0.063143276	0	1.034077e-18	6.22	90
0	0.99858594	-0.053160235	0	1.0340769e-18	6.23	90
0	0.9990676	-0.04317189	0	1.0340768e-18	6.24	90
0	0.9994494	-0.03317922	0	1.034077e-18	6.25	90
0	0.99973124	-0.02318323	0	1.034077e-18	6.26	90
0	0.99991316	-0.013184924	0	1.0340769e-18	6.27	90
0	0.99999493	-0.0031853016	0	1.0340767e-18	6.28	90
0	1	0	0	8.912676e-19	0	80
0	0.9999501	0.009999833	0	8.912676e-19	0.01	80
0	0.9998	0.019998668	0	8.912677e-19	0.02	80
0	0.99955004	0.029995503	0	8.912676e-19	0.03	80
0	0.9992	0.03998933	0	8.912676e-19	0.04	80
0	0.9987503	0.049979173	0	8.912676e-19	0.05	80
0	0.99820054	0.05996401	0	8.912676e-19	0.06	80
0	0.997551	0.069942854	0	8.912676e-19	0.07	80
0	0.99680173	0.079914704	0	8.912676e-19	0.08	80
0	0.99595284	0.08987854	0	8.912676e-19	0.09	80
0	0.9950042	0.099833414	0	8.912676e-19	0.1	80
0	0.9939561	0.10977831	0	8.912676e-19	0.11	80
0	0.9928086	0.119712204	0	8.912677e-19	0.12	80
0	0.9915619	0.12963416	0	8.912676e-19	0.13	80
0	0.9902161	0.13954313	0	8.912679e-19	0.14	80
0	0.9887711	0.14943811	0	8.912679e-19	0.15	80
0	0.9872273	0.15931824	0	8.912679e-19	0.16	80
0	0.98558486	0.16918235	0	8.912677e-19	0.17	80
0	0.9838436	0.17902955	0	8.912676e-19	0.18	80
0	0.9820042	0.18885891	0	8.912676e-19	0.19	80
0	0.98006654	0.19866934	0	8.912677e-19	0.2	80
0	0.9780309	0.20845987	0	8.912678e-19	0.21	80
0	0.97589767	0.21822965	0	8.912679e-19	0.22	80
0	0.9736664	0.22797754	0	8.912678e-19	0.23	80
0	0.971338	0.23770264	0	8.912677e-19	0.24	80
0	0.96891236	0.24740396	0	8.912677e-19	0.25	80
0	0.9663901	0.2570806	0	8.912679e-19	0.26	80
0	0.963771	0.26673144	0	8.912679e-19	0.27	80
0	0.96105546	0.2763557	0	8.912677e-19	0.28	80
0	0.95824397	0.2859522	0	8.912679e-19	0.29	80
0	0.95533645	0.29552022	0	8.912676e-19	0.3	80
0	0.9523336	0.30505866	0	8.912676e-19	0.31	80
0	0.94923544	0.31456658	0	8.912677e-19	0.32	80
0	0.9460423	0.32404304	0	8.912676e-19	0.33	80
0	0.9427547	0.3334871	0	8.912677e-19	0.34	80
0	0.9393727	0.3428978	0	8.912676e-19	0.35	80
0	0.93589675	0.3522743	0	8.912676e-19	0.36	80
0	0.93232745	0.36161545	0	8.91268e-19	0.37	80
0	0.9286646	0.37092054	0	8.912675e-19	0.38	80
0	0.92490906	0.38018838	0	8.912677e-19	0.39	80
0	0.9210609	0.38941833	0	8.912676e-19	0.4	80
0	0.9171208	0.39860934	0	8.912676e-19	0.41	80
0	0.913089	0.40776053	0	8.912679e-19	0.42	80
0	0.9089657	0.41687083	0	8.912676e-19	0.43	80
0	0.9047516	0.42593947	0	8.912676e-19	0.44	80
0	0.9004471	0.43496552	0	8.912677e-19	0.45	80
0	0.89605254	0.44394815	0	8.912676e-19	0.46	80
0	0.89156836	0.45288622	0	8.912676e-19	0.47	80
0	0.886995	0.46177924	0	8.912677e-19	0.48	80
0	0.8823329	0.47062585	0	8.912676e-19	0.49	80
0	0.87758255	0.47942555	0	8.912676e-19	0.5	80
0	0.87274444	0.48817718	0	8.912677e-19	0.51	80
0	0.8678192	0.4968801	0	8.912678e-19	0.52	80
0	0.8628071	0.50553334	0	8.912678e-19	0.53	80
