# t (s)	mx ()	my ()	mz ()	E_total (J)	Angle (rad)	Length (nm)
0	-0.37313798	-0.92777586	0	1.1800234e-18	4.33	100
0	-0.3638417	-0.93146074	0	1.1800234e-18	4.34	100
0	-0.35450906	-0.9350525	0	1.1800234e-18	4.35	100
0	-0.34514096	-0.9385509	0	1.1800237e-18	4.36	100
0	-0.33573836	-0.9419551	0	1.1800234e-18	4.37	100
0	-0.32630214	-0.9452654	0	1.1800234e-18	4.38	100
0	-0.3168334	-0.9484813	0	1.1800233e-18	4.39	100
0	-0.3073329	-0.95160216	0	1.1800235e-18	4.4	100
0	-0.29780167	-0.9546278	0	1.1800238e-18	4.41	100
0	-0.2882406	-0.9575579	0	1.1800234e-18	4.42	100
0	-0.2786508	-0.9603926	0	1.1800237e-18	4.43	100
0	-0.2690331	-0.96313083	0	1.1800234e-18	4.44	100
0	-0.25938854	-0.96577317	0	1.1800238e-18	4.45	100
0	-0.249718	-0.96831876	0	1.1800234e-18	4.46	100
0	-0.24002247	-0.9707674	0	1.1800236e-18	4.47	100
0	-0.23030297	-0.97311914	0	1.1800236e-18	4.48	100
0	-0.2205604	-0.9753733	0	1.1800235e-18	4.49	100
0	-0.21079582	-0.97753006	0	1.1800234e-18	4.5	100
0	-0.20101012	-0.97958916	0	1.1800234e-18	4.51	100
0	-0.19120434	-0.9815503	0	1.1800234e-18	4.52	100
0	-0.18137947	-0.9834133	0	1.1800236e-18	4.53	100
0	-0.17153643	-0.98517776	0	1.1800236e-18	4.54	100
0	-0.16167621	-0.98684394	0	1.1800234e-18	4.55	100
0	-0.15179986	-0.98841125	0	1.1800233e-18	4.56	100
0	-0.14190833	-0.9898799	0	1.1800236e-18	4.57	100
0	-0.13200258	-0.9912493	0	1.1800232e-18	4.58	100
0	-0.12208366	-0.9925196	0	1.1800234e-18	4.59	100
0	-0.112152524	-0.993691	0	1.1800234e-18	4.6	100
0	-0.10221017	-0.9947627	0	1.1800234e-18	4.61	100
0	-0.0922576	-0.99573517	0	1.1800232e-18	4.62	100
0	-0.0822958	-0.9966079	0	1.1800233e-18	4.63	100
0	-0.072325766	-0.99738103	0	1.1800234e-18	4.64	100
0	-0.06234852	-0.9980544	0	1.1800234e-18	4.65	100
0	-0.05236502	-0.9986279	0	1.1800234e-18	4.66	100
0	-0.042376295	-0.99910164	0	1.1800232e-18	4.67	100
0	-0.032383315	-0.9994756	0	1.1800233e-18	4.68	100
0	-0.022387112	-0.99974954	0	1.1800237e-18	4.69	100
0	-0.012388664	-0.99992335	0	1.1800237e-18	4.7	100
0	-0.0023889781	-0.9999971	0	1.1800233e-18	4.71	100
0	0.007610945	-0.9999711	0	1.1800233e-18	4.72	100
0	0.017610108	-0.9998451	0	1.1800235e-18	4.73	100
0	0.027607514	-0.99961895	0	1.1800238e-18	4.74	100
0	0.037602153	-0.9992928	0	1.1800234e-18	4.75	100
0	0.047593035	-0.9988668	0	1.1800234e-18	4.76	100
0	0.057579156	-0.99834085	0	1.1800233e-18	4.77	100
0	0.06755952	-0.99771523	0	1.1800232e-18	4.78	100
0	0.077533126	-0.9969897	0	1.1800233e-18	4.79	100
0	0.087498985	-0.99616456	0	1.1800235e-18	4.8	100
0	0.0974561	-0.9952399	0	1.1800234e-18	4.81	100
0	0.10740346	-0.99421555	0	1.1800235e-18	4.82	100
0	0.11734007	-0.9930918	0	1.1800234e-18	4.83	100
0	0.12726495	-0.99186873	0	1.1800235e-18	4.84	100
0	0.13717712	-0.9905467	0	1.1800236e-18	4.85	100
0	0.14707556	-0.9891252	0	1.1800234e-18	4.86	100
0	0.15695927	-0.98760515	0	1.1800234e-18	4.87	100
0	0.1668273	-0.9859861	0	1.1800234e-18	4.88	100
0	0.17667869	-0.98426855	0	1.1800235e-18	4.89	100
0	0.18651237	-0.98245263	0	1.1800234e-18	4.9	100
0	0.19632743	-0.98053855	0	1.1800236e-18	4.91	100
0	0.20612285	-0.9785262	0	1.1800235e-18	4.92	100
0	0.2158976	-0.976416	0	1.1800233e-18	4.93	100
0	0.22565083	-0.9742083	0	1.1800235e-18	4.94	100
0	0.23538144	-0.9719029	0	1.1800234e-18	4.95	100
0	0.24508853	-0.9695006	0	1.1800234e-18	4.96	100
0	0.25477117	-0.96700126	0	1.1800234e-18	4.97	100
0	0.26442826	-0.9644053	0	1.1800234e-18	4.98	100
0	0.27405888	-0.9617129	0	1.1800234e-18	4.99	100
0	0.2836622	-0.9589243	0	1.1800234e-18	5	100
0	0.29323712	-0.95603985	0	1.1800235e-18	5.01	100
0	0.3027827	-0.9530598	0	1.1800236e-18	5.02	100
0	0.31229797	-0.94998425	0	1.1800233e-18	5.03	100
0	0.32178202	-0.94681376	0	1.1800233e-18	5.04	100
0	0.33123395	-0.9435486	0	1.1800235e-18	5.05	100
0	0.3406527	-0.94018906	0	1.1800237e-18	5.06	100
0	0.3500374	-0.93673587	0	1.1800234e-18	5.07	100
0	0.35938704	-0.93318856	0	1.1800234e-18	5.08	100
0	0.36870095	-0.92954814	0	1.1800236e-18	5.09	100
0	0.37797773	-0.92581475	0	1.1800234e-18	5.1	100
0	0.3872169	-0.9219888	0	1.1800238e-18	5.11	100
0	0.39641723	-0.9180705	0	1.1800234e-18	5.12	100
0	0.40557793	-0.91406035	0	1.1800234e-18	5.13	100
0	0.4146981	-0.9099592	0	1.1800234e-18	5.14	100
0	0.4237768	-0.9057666	0	1.1800234e-18	5.15	100
0	0.43281314	-0.9014837	0	1.1800235e-18	5.16	100
0	0.4418062	-0.8971105	0	1.1800235e-18	5.17	100
0	0.45075503	-0.89264774	0	1.1800234e-18	5.18	100
0	0.45965892	-0.8880957	0	1.1800237e-18	5.19	100
0	0.4685166	-0.88345456	0	1.1800235e-18	5.2	100
0	0.47732764	-0.87872547	0	1.1800235e-18	5.21	100
0	0.48609093	-0.8739083	0	1.1800235e-18	5.22	100
0	0.49480557	-0.8690039	0	1.1800236e-18	5.23	100
0	0.5034708	-0.8640124	0	1.1800237e-18	5.24	100
0	0.51208544	-0.8589346	0	1.1800235e-18	5.25	100
0	0.5206491	-0.8537708	0	1.1800235e-18	5.26	100
0	0.5291606	-0.84852177	0	1.1800234e-18	5.27	100
0	0.53761923	-0.8431878	0	1.1800235e-18	5.28	100
0	0.54602414	-0.83776945	0	1.1800236e-18	5.29	100
0	0.5543743	-0.8322674	0	1.1800234e-18	5.3	100
0	0.5626692	-0.8266822	0	1.1800238e-18	5.31	100
0	0.57090783	-0.8210143	0	1.1800238e-18	5.32	100
0	0.57908916	-0.81526417	0	1.1800236e-18	5.33	100
0	0.5872127	-0.8094327	0	1.1800235e-18	5.34	100
0	0.5952776	-0.8035204	0	1.1800238e-18	5.35	100
0	0.6032828	-0.7975273	0	1.1800234e-18	5.36	100
0	0.6112279	-0.79145473	0	1.1800238e-18	5.37	100
0	0.6191117	-0.7853031	0	1.1800238e-18	5.38	100
0	0.62693363	-0.77907264	0	1.1800237e-18	5.39	100
0	0.63469285	-0.77276444	0	1.1800235e-18	5.4	100
0	0.6423887	-0.7663791	0	1.1800238e-18	5.41	100
0	0.65002024	-0.759917	0	1.1800238e-18	5.42	100
0	0.6575867	-0.7533789	0	1.1800235e-18	5.43	100
0	0.6650875	-0.7467655	0	1.1800235e-18	5.44	100
0	0.6725219	-0.7400773	0	1.1800236e-18	5.45	100
0	0.67988884	-0.7333152	0	1.1800236e-18	5.46	100
0	0.68718785	-0.7264798	0	1.1800236e-18	5.47	100
0	0.69441825	-0.71957177	0	1.1800237e-18	5.48	100
0	0.701579	-0.71259165	0	1.1800234e-18	5.49	100
0	0.70866984	-0.70554036	0	1.1800236e-18	5.5	100
0	0.7156896	-0.69841844	0	1.1800236e-18	5.51	100
0	0.7226379	-0.69122684	0	1.1800235e-18	5.52	100
0	0.72951394	-0.68396604	0	1.1800237e-18	5.53	100
0	0.736317	-0.6766368	0	1.1800235e-18	5.54	100
0	0.74304646	-0.6692398	0	1.1800235e-18	5.55	100
0	0.7497016	-0.661776	0	1.1800235e-18	5.56	100
0	0.75628173	-0.65424603	0	1.1800236e-18	5.57	100
0	0.7627862	-0.64665073	0	1.1800237e-18	5.58	100
0	0.76921463	-0.63899064	0	1.1800237e-18	5.59	100
0	0.7755659	-0.6312667	0	1.1800237e-18	5.6	100
0	0.78183967	-0.6234795	0	1.1800236e-18	5.61	100
0	0.78803533	-0.61563003	0	1.1800235e-18	5.62	100
0	0.7941521	-0.6077191	0	1.1800238e-18	5.63	100
0	0.80018955	-0.59974736	0	1.1800238e-18	5.64	100
0	0.80614674	-0.5917156	0	1.1800234e-18	5.65	100
0	0.8120235	-0.5836247	0	1.1800237e-18	5.66	100
0	0.8178191	-0.57547534	0	1.1800236e-18	5.67	100
0	0.82353294	-0.56726855	0	1.1800235e-18	5.68	100
0	0.82916427	-0.559005	0	1.1800237e-18	5.69	100
0	0.8347128	-0.5506855	0	1.1800236e-18	5.7	100
0	0.84017783	-0.5423111	0	1.1800238e-18	5.71	100
0	0.84555876	-0.5338822	0	1.1800237e-18	5.72	100
0	0.8508553	-0.52540004	0	1.1800238e-18	5.73	100
0	0.8560668	-0.51686555	0	1.1800239e-18	5.74	100
0	0.8611924	-0.5082791	0	1.1800236e-18	5.75	100
0	0.86623204	-0.4996419	0	1.1800235e-18	5.76	100
0	0.87118506	-0.4909548	0	1.1800239e-18	5.77	100
0	0.87605107	-0.48221844	0	1.1800237e-18	5.78	100
0	0.8808294	-0.4734341	0	1.1800238e-18	5.79	100
0	0.8855195	-0.4646021	0	1.1800235e-18	5.8	100
0	0.8901213	-0.45572397	0	1.1800238e-18	5.81	100
0	0.89463377	-0.44680005	0	1.1800236e-18	5.82	100
0	0.8990569	-0.43783155	0	1.1800237e-18	5.83	100
0	0.90339035	-0.42881924	0	1.1800235e-18	5.84	100
0	0.9076333	-0.419764	0	1.1800238e-18	5.85	100
0	0.91178554	-0.41066685	0	1.1800237e-18	5.86	100
0	0.91584647	-0.40152866	0	1.1800236e-18	5.87	100
0	0.9198159	-0.39235026	0	1.1800235e-18	5.88	100
0	0.92369336	-0.38313267	0	1.1800237e-18	5.89	100
0	0.92747843	-0.3738766	0	1.1800237e-18	5.9	100
0	0.9311708	-0.36458334	0	1.1800237e-18	5.91	100
0	0.9347698	-0.35525355	0	1.1800236e-18	5.92	100
0	0.93827575	-0.3458883	0	1.1800238e-18	5.93	100
0	0.9416876	-0.33648837	0	1.1800237e-18	5.94	100
0	0.9450053	-0.32705483	0	1.1800237e-18	5.95	100
0	0.9482286	-0.31758863	0	1.180024e-18	5.96	100
0	0.9513571	-0.30809063	0	1.1800239e-18	5.97	100
0	0.9543904	-0.29856175	0	1.1800237e-18	5.98	100
0	0.9573283	-0.2890031	0	1.1800238e-18	5.99	100
0	0.9601705	-0.2794155	0	1.1800241e-18	6	100
0	0.9629165	-0.2698	0	1.1800237e-18	6.01	100
0	0.96556634	-0.2601575	0	1.1800238e-18	6.02	100
0	0.96811944	-0.25048903	0	1.1800236e-18	6.03	100
0	0.97057605	-0.24079546	0	1.180024e-18	6.04	100
0	0.9729354	-0.23107785	0	1.1800238e-18	6.05	100
0	0.97519726	-0.22133704	0	1.1800234e-18	6.06	100
0	0.9773621	-0.2115742	0	1.180024e-18	6.07	100
0	0.9794288	-0.20179015	0	1.180024e-18	6.08	100
0	0.9813976	-0.19198592	0	1.1800237e-18	6.09	100
0	0.98326844	-0.1821625	0	1.1800237e-18	6.1	100
0	0.9850409	-0.17232089	0	1.1800238e-18	6.11	100
0	0.98671484	-0.16246204	0	1.180024e-18	6.12	100
0	0.98829013	-0.1525869	0	1.1800237e-18	6.13	100
0	0.9897664	-0.14269653	0	1.1800235e-18	6.14	100
0	0.99114406	-0.13279189	0	1.1800238e-18	6.15	100
0	0.9924223	-0.12287398	0	1.1800236e-18	6.16	100
0	0.9936014	-0.11294378	0	1.1800238e-18	6.17	100
0	0.9946812	-0.10300231	0	1.1800238e-18	6.18	100
0	0.99566144	-0.093050495	0	1.1800237e-18	6.19	100
0	0.9965422	-0.083089404	0	1.1800236e-18	6.2	100
0	0.9973232	-0.07311998	0	1.1800235e-18	6.21	100
0	0.9980045	-0.06314327	0	1.1800238e-18	6.22	100
0	0.99858594	-0.053160243	0	1.1800236e-18	6.23	100
0	0.9990676	-0.04317189	0	1.1800236e-18	6.24	100
0	0.9994496	-0.033179216	0	1.1800238e-18	6.25	100
0	0.99973124	-0.023183234	0	1.1800238e-18	6.26	100
0	0.9999131	-0.013184925	0	1.1800238e-18	6.27	100
0	0.999995	-0.0031853016	0	1.1800235e-18	6.28	100
0	1	0	0	1.0340769e-18	0	90
0	0.9999501	0.009999833	0	1.034077e-18	0.01	90
0	0.9998	0.019998666	0	1.0340769e-18	0.02	90
0	0.99955016	0.029995501	0	1.034077e-18	0.03	90
0	0.9992001	0.039989334	0	1.0340768e-18	0.04	90
0	0.9987504	0.04997917	0	1.0340769e-18	0.05	90
0	0.9982006	0.059964005	0	1.0340769e-18	0.06	90
0	0.99755126	0.06994285	0	1.0340769e-18	0.07	90
0	0.99680173	0.0799147	0	1.0340769e-18	0.08	90
0	0.9959528	0.08987855	0	1.0340767e-18	0.09	90
0	0.99500424	0.09983341	0	1.0340767e-18	0.1	90
0	0.993956	0.1097783	0	1.0340768e-18	0.11	90
0	0.99280864	0.11971222	0	1.0340767e-18	0.12	90
0	0.99156183	0.12963414	0	1.0340767e-18	0.13	90
0	0.9902162	0.13954312	0	1.0340768e-18	0.14	90
0	0.9887711	0.14943811	0	1.0340768e-18	0.15	90
0	0.9872274	0.15931822	0	1.0340771e-18	0.16	90
0	0.98558486	0.16918236	0	1.0340769e-18	0.17	90
0	0.98384374	0.17902955	0	1.0340768e-18	0.18	90
0	0.98200434	0.18885891	0	1.0340767e-18	0.19	90
0	0.98006654	0.19866931	0	1.0340768e-18	0.2	90
0	0.978031	0.2084599	0	1.034077e-18	0.21	90
0	0.97589755	0.21822964	0	1.034077e-18	0.22	90
0	0.9736664	0.22797757	0	1.0340771e-18	0.23	90
0	0.971338	0.23770265	0	1.0340769e-18	0.24	90
0	0.9689124	0.24740396	0	1.0340769e-18	0.25	90
0	0.96639	0.25708058	0	1.034077e-18	0.26	90
0	0.963771	0.26673144	0	1.034077e-18	0.27	90
0	0.96105546	0.27635568	0	1.0340768e-18	0.28	90
0	0.958244	0.28595224	0	1.034077e-18	0.29	90
0	0.9553365	0.2955202	0	1.0340767e-18	0.3	90
0	0.9523336	0.30505866	0	1.0340769e-18	0.31	90
0	0.9492355	0.31456658	0	1.0340768e-18	0.32	90
0	0.94604236	0.32404307	0	1.0340768e-18	0.33	90
0	0.9427546	0.33348712	0	1.0340768e-18	0.34	90
0	0.9393727	0.3428978	0	1.0340768e-18	0.35	90
0	0.93589675	0.35227424	0	1.0340768e-18	0.36	90
0	0.9323274	0.36161542	0	1.0340769e-18	0.37	90
0	0.9286646	0.3709205	0	1.0340767e-18	0.38	90
0	0.9249091	0.3801884	0	1.0340767e-18	0.39	90
0	0.9210611	0.38941833	0	1.0340768e-18	0.4	90
0	0.9171208	0.3986093	0	1.0340768e-18	0.41	90
0	0.91308904	0.40776053	0	1.034077e-18	0.42	90
0	0.90896577	0.41687077	0	1.0340767e-18	0.43	90
0	0.90475166	0.4259395	0	1.0340768e-18	0.44	90
0	0.9004472	0.43496552	0	1.0340768e-18	0.45	90
0	0.89605254	0.4439481	0	1.0340768e-18	0.46	90
0	0.89156824	0.45288628	0	1.0340769e-18	0.47	90
0	0.88699496	0.4617792	0	1.034077e-18	0.48	90
0	0.88233286	0.47062588	0	1.0340767e-18	0.49	90
0	0.87758255	0.47942552	0	1.0340768e-18	0.5	90
0	0.87274444	0.48817724	0	1.034077e-18	0.51	90
0	0.86781913	0.49688005	0	1.0340768e-18	0.52	90
0	0.86280704	0.50553334	0	1.0340768e-18	0.53	90
0	0.8577087	0.51413596	0	1.0340767e-18	0.54	90
0	0.8525246	0.5226873	0	1.034077e-18	0.55	90
0	0.8472551	0.53118616	0	1.0340767e-18	0.56	90
0	0.841901	0.5396321	0	1.0340768e-18	0.57	90
0	0.8364627	0.5480239	0	1.0340767e-18	0.58	90
0	0.8309407	0.55636096	0	1.0340767e-18	0.59	90
0	0.82533556	0.5646425	0	1.0340768e-18	0.6	90
0	0.819648	0.57286745	0	1.0340768e-18	0.61	90
0	0.81387854	0.58103514	0	1.0340768e-18	0.62	90
0	0.80802757	0.58914477	0	1.0340768e-18	0.63	90
0	0.8020957	0.59719545	0	1.0340767e-18	0.64	90
0	0.79608375	0.60518634	0	1.0340767e-18	0.65	90
0	0.7899921	0.61311686	0	1.0340768e-18	0.66	90
0	0.78382164	0.62098604	0	1.0340767e-18	0.67	90
0	0.7775727	0.6287931	0	1.034077e-18	0.68	90
0	0.7712461	0.63653713	0	1.0340767e-18	0.69	90
0	0.7648422	0.64421767	0	1.0340768e-18	0.7	90
0	0.75836194	0.6518338	0	1.0340768e-18	0.71	90
0	0.7518057	0.6593846	0	1.0340766e-18	0.72	90
0	0.74517435	0.6668697	0	1.0340766e-18	0.73	90
0	0.7384685	0.674288	0	1.0340767e-18	0.74	90
0	0.73168874	0.68163884	0	1.0340767e-18	0.75	90
0	0.72483605	0.6889215	0	1.0340768e-18	0.76	90
0	0.71791065	0.69613534	0	1.0340768e-18	0.77	90
0	0.7109135	0.70327944	0	1.0340767e-18	0.78	90
0	0.7038453	0.7103533	0	1.0340766e-18	0.79	90
0	0.6967068	0.717356	0	1.0340767e-18	0.8	90
0	0.6894984	0.72428715	0	1.0340768e-18	0.81	90
0	0.6822212	0.7311459	0	1.0340769e-18	0.82	90
0	0.67487574	0.7379314	0	1.0340768e-18	0.83	90
0	0.66746294	0.74464315	0	1.0340769e-18	0.84	90
0	0.65998316	0.7512804	0	1.0340767e-18	0.85	90
0	0.6524375	0.7578427	0	1.0340769e-18	0.86	90
0	0.64482653	0.7643289	0	1.0340767e-18	0.87	90
0	0.63715106	0.77073896	0	1.0340767e-18	0.88	90
0	0.62941206	0.7770717	0	1.0340768e-18	0.89	90
0	0.62161	0.7833269	0	1.0340768e-18	0.9	90
0	0.6137458	0.78950375	0	1.0340767e-18	0.91	90
0	0.6058201	0.7956016	0	1.0340767e-18	0.92	90
0	0.597834	0.8016199	0	1.0340767e-18	0.93	90
0	0.5897881	0.80755824	0	1.0340768e-18	0.94	90
0	0.58168304	0.8134156	0	1.0340767e-18	0.95	90
0	0.57352	0.81919163	0	1.0340767e-18	0.96	90
0	0.5652995	0.82488596	0	1.034077e-18	0.97	90
0	0.5570226	0.8304973	0	1.0340767e-18	0.98	90
0	0.5486899	0.8360261	0	1.034077e-18	0.99	90
0	0.54030246	0.841471	0	1.0340769e-18	1	90
0	0.5318607	0.84683174	0	1.0340766e-18	1.01	90
0	0.523366	0.85210794	0	1.0340767e-18	1.02	90
0	0.51481897	0.857299	0	1.0340768e-18	1.03	90
0	0.5062203	0.8624042	0	1.0340767e-18	1.04	90
0	0.49757108	0.8674232	0	1.0340766e-18	1.05	90
0	0.48887214	0.8723556	0	1.0340769e-18	1.06	90
0	0.48012424	0.8772004	0	1.0340766e-18	1.07	90
0	0.47132838	0.88195795	0	1.0340767e-18	1.08	90
0	0.46248546	0.8866271	0	1.034077e-18	1.09	90
0	0.45359612	0.89120734	0	1.0340766e-18	1.1	90
0	0.44466153	0.8956987	0	1.0340768e-18	1.11	90
0	0.43568248	0.90010047	0	1.0340766e-18	1.12	90
0	0.42665988	0.90441215	0	1.0340767e-18	1.13	90
0	0.41759446	0.90863353	0	1.0340769e-18	1.14	90
0	0.40848744	0.91276395	0	1.0340768e-18	1.15	90
0	0.39933953	0.9168031	0	1.0340767e-18	1.16	90
0	0.39015165	0.9207506	0	1.0340765e-18	1.17	90
0	0.38092485	0.9246059	0	1.0340767e-18	1.18	90
0	0.37165982	0.9283691	0	1.0340767e-18	1.19	90
0	0.36235777	0.932039	0	1.0340767e-18	1.2	90
0	0.3530194	0.93561596	0	1.0340766e-18	1.21	90
0	0.34364575	0.93909943	0	1.0340766e-18	1.22	90
0	0.3342377	0.9424888	0	1.0340768e-18	1.23	90
0	0.3247963	0.945784	0	1.0340766e-18	1.24	90
0	0.31532237	0.9489846	0	1.0340766e-18	1.25	90
0	0.30581692	0.95209044	0	1.034077e-18	1.26	90
0	0.29628092	0.9551009	0	1.0340768e-18	1.27	90
0	0.2867152	0.95801586	0	1.0340767e-18	1.28	90
0	0.2771209	0.96083516	0	1.0340767e-18	1.29	90
0	0.26749882	0.9635581	0	1.0340766e-18	1.3	90
0	0.25785002	0.9661849	0	1.0340767e-18	1.31	90
0	0.24817547	0.96871513	0	1.0340767e-18	1.32	90
0	0.23847608	0.9711485	0	1.0340765e-18	1.33	90
0	0.22875285	0.9734845	0	1.0340765e-18	1.34	90
0	0.21900667	0.97572345	0	1.0340766e-18	1.35	90
0	0.20923866	0.97786456	0	1.0340766e-18	1.36	90
0	0.19944972	0.9799081	0	1.0340766e-18	1.37	90
0	0.18964083	0.98185354	0	1.0340767e-18	1.38	90
0	0.179813	0.98370093	0	1.0340766e-18	1.39	90
0	0.16996713	0.9854497	0	1.0340767e-18	1.4	90
0	0.16010432	0.9871002	0	1.0340767e-18	1.41	90
0	0.15022549	0.98865175	0	1.0340765e-18	1.42	90
0	0.1403316	0.99010426	0	1.0340765e-18	1.43	90
0	0.13042371	0.9914583	0	1.0340765e-18	1.44	90
0	0.12050275	0.992713	0	1.0340767e-18	1.45	90
0	0.110569775	0.9938683	0	1.0340766e-18	1.46	90
0	0.10062572	0.9949244	0	1.0340767e-18	1.47	90
0	0.09067162	0.99588084	0	1.0340767e-18	1.48	90
0	0.08070846	0.99673766	0	1.0340766e-18	1.49	90
0	0.07073719	0.99749506	0	1.0340767e-18	1.5	90
0	0.06075888	0.99815255	0	1.0340767e-18	1.51	90
0	0.050774492	0.9987101	0	1.0340767e-18	1.52	90
0	0.04078501	0.999168	0	1.0340765e-18	1.53	90
0	0.030791458	0.9995261	0	1.0340767e-18	1.54	90
0	0.020794824	0.9997837	0	1.0340766e-18	1.55	90
0	0.010796117	0.999942	0	1.0340767e-18	1.56	90
0	0.00079632684	0.99999964	0	1.0340766e-18	1.57	90
0	-0.009203544	0.9999577	0	1.0340768e-18	1.58	90
0	-0.019202493	0.9998155	0	1.0340765e-18	1.59	90
0	-0.029199528	0.9995737	0	1.0340767e-18	1.6	90
0	-0.03919363	0.99923164	0	1.0340765e-18	1.61	90
0	-0.049183823	0.99878967	0	1.0340766e-18	1.62	90
0	-0.05916909	0.9982481	0	1.0340765e-18	1.63	90
0	-0.06914845	0.9976066	0	1.0340765e-18	1.64	90
0	-0.07912089	0.9968651	0	1.0340765e-18	1.65	90
0	-0.08908542	0.9960241	0	1.0340766e-18	1.66	90
0	-0.09904104	0.99508333	0	1.0340765e-18	1.67	90
0	-0.10898676	0.9940431	0	1.0340767e-18	1.68	90
0	-0.11892158	0.99290365	0	1.0340766e-18	1.69	90
0	-0.12884448	0.9916648	0	1.0340767e-18	1.7	90
0	-0.13875452	0.9903267	0	1.0340766e-18	1.71	90
0	-0.1486507	0.9888899	0	1.0340765e-18	1.72	90
0	-0.15853201	0.987354	0	1.0340766e-18	1.73	90
0	-0.16839746	0.9857194	0	1.0340767e-18	1.74	90
0	-0.17824607	0.9839861	0	1.0340765e-18	1.75	90
0	-0.18807684	0.9821543	0	1.0340766e-18	1.76	90
0	-0.19788882	0.9802245	0	1.0340766e-18	1.77	90
0	-0.20768097	0.9781966	0	1.0340767e-18	1.78	90
0	-0.21745242	0.97607094	0	1.0340766e-18	1.79	90
0	-0.2272021	0.9738475	0	1.0340766e-18	1.8	90
0	-0.23692901	0.9715269	0	1.0340767e-18	1.81	90
0	-0.24663234	0.9691091	0	1.0340766e-18	1.82	90
0	-0.25631088	0.96659434	0	1.0340765e-18	1.83	90
0	-0.26596385	0.963983	0	1.0340766e-18	1.84	90
0	-0.2755902	0.9612752	0	1.0340766e-18	1.85	90
0	-0.28518906	0.9584713	0	1.0340766e-18	1.86	90
0	-0.29475936	0.9555715	0	1.0340767e-18	1.87	90
0	-0.30430013	0.9525763	0	1.0340767e-18	1.88	90
0	-0.31381062	0.94948566	0	1.0340768e-18	1.89	90
0	-0.3232896	0.9463	0	1.0340767e-18	1.9	90
0	-0.33273628	0.9430199	0	1.0340767e-18	1.91	90
0	-0.34214967	0.9396455	0	1.0340765e-18	1.92	90
0	-0.35152885	0.9361771	0	1.0340767e-18	1.93	90
0	-0.3608729	0.93261504	0	1.0340767e-18	1.94	90
0	-0.37018085	0.9289597	0	1.0340767e-18	1.95	90
0	-0.37945175	0.9252116	0	1.0340767e-18	1.96	90
0	-0.38868478	0.92137086	0	1.0340765e-18	1.97	90
0	-0.39787892	0.91743803	0	1.0340766e-18	1.98	90
0	-0.40703323	0.91341335	0	1.0340766e-18	1.99	90
0	-0.4161469	0.9092976	0	1.0340768e-18	2	90
0	-0.42521882	0.9050906	0	1.0340766e-18	2.01	90
0	-0.4342484	0.9007932	0	1.0340766e-18	2.02	90
0	-0.4432344	0.89640576	0	1.0340767e-18	2.03	90
0	-0.45217618	0.8919287	0	1.0340767e-18	2.04	90
0	-0.46107265	0.8873622	0	1.0340766e-18	2.05	90
0	-0.46992317	0.8827075	0	1.0340766e-18	2.06	90
0	-0.47872654	0.8779641	0	1.0340766e-18	2.07	90
0	-0.48748216	0.87313294	0	1.0340766e-18	2.08	90
0	-0.49618894	0.86821467	0	1.0340766e-18	2.09	90
0	-0.5048461	0.86320937	0	1.0340767e-18	2.1	90
0	-0.5134528	0.85811776	0	1.0340767e-18	2.11	90
0	-0.5220082	0.8529405	0	1.0340767e-18	2.12	90
0	-0.5305114	0.8476779	0	1.0340767e-18	2.13	90
0	-0.5389616	0.84233046	0	1.0340767e-18	2.14	90
0	-0.5473576	0.8368988	0	1.0340767e-18	2.15	90
0	-0.5556992	0.8313834	0	1.0340767e-18	2.16	90
0	-0.5639851	0.825785	0	1.0340768e-18	2.17	90
0	-0.5722146	0.82010406	0	1.034077e-18	2.18	90
0	-0.5803869	0.81434095	0	1.0340766e-18	2.19	90
0	-0.5885011	0.80849624	0	1.0340765e-18	2.2	90
0	-0.59655666	0.80257106	0	1.0340767e-18	2.21	90
0	-0.60455227	0.79656553	0	1.0340768e-18	2.22	90
0	-0.6124877	0.7904803	0	1.0340769e-18	2.23	90
0	-0.6203616	0.7843159	0	1.0340768e-18	2.24	90
0	-0.6281737	0.77807313	0	1.0340767e-18	2.25	90
0	-0.6359229	0.77175283	0	1.0340769e-18	2.26	90
0	-0.6436084	0.765355	0	1.0340768e-18	2.27	90
0	-0.65122974	0.75888073	0	1.0340768e-18	2.28	90
0	-0.65878576	0.7523306	0	1.0340767e-18	2.29	90
0	-0.66627604	0.7457052	0	1.0340767e-18	2.3	90
0	-0.6736997	0.7390052	0	1.0340767e-18	2.31	90
0	-0.6810558	0.7322315	0	1.0340768e-18	2.32	90
0	-0.688344	0.7253844	0	1.0340767e-18	2.33	90
0	-0.6955633	0.71846473	0	1.0340766e-18	2.34	90
0	-0.70271313	0.71147335	0	1.034077e-18	2.35	90
0	-0.7097926	0.7044108	0	1.0340768e-18	2.36	90
0	-0.71680105	0.6972778	0	1.0340769e-18	2.37	90
0	-0.72373784	0.6900751	0	1.0340767e-18	2.38	90
0	-0.73060244	0.6828032	0	1.0340768e-18	2.39	90
0	-0.73739374	0.67546326	0	1.0340768e-18	2.4	90
0	-0.7441113	0.6680556	0	1.0340769e-18	2.41	90
0	-0.75075465	0.6605812	0	1.034077e-18	2.42	90
0	-0.75732285	0.65304077	0	1.0340768e-18	2.43	90
0	-0.7638152	0.645435	0	1.0340767e-18	2.44	90
0	-0.77023137	0.63776475	0	1.034077e-18	2.45	90
