# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Roundness ()	Size (nm)	Cell_size (m)
0	0.687132	0.6871024	0	7.1922057e-19	-1.974556e-20	0.7853982	0.44	100	1e-09
0	0.99514747	-1.3900027e-08	0	7.544527e-19	-1.996664e-20	0	0.43	100	1e-09
0	0.6846694	0.6846407	0	7.0958453e-19	-1.9426934e-20	0.7853982	0.43	100	1e-09
0	0.9954645	-1.0177433e-08	0	7.5461583e-19	-1.9670378e-20	0	0.42	100	1e-09
0	0.68177533	0.681748	0	6.97511e-19	-1.9051737e-20	0.7853982	0.42	100	1e-09
0	0.99555796	-1.3607444e-08	0	7.490559e-19	-1.9321792e-20	0	0.41	100	1e-09
0	0.6800782	0.68005735	0	6.860445e-19	-1.8665859e-20	0.7853982	0.41	100	1e-09
0	0.99597	-1.1511116e-08	0	7.496647e-19	-1.8947334e-20	0	0.4	100	1e-09
0	0.6761421	0.6761218	0	6.703913e-19	-1.819065e-20	0.7853982	0.4	100	1e-09
0	0.9961093	-8.4839655e-09	0	7.463582e-19	-1.8615293e-20	0	0.39	100	1e-09
0	0.67349464	0.67347413	0	6.564196e-19	-1.7799402e-20	0.7853982	0.39	100	1e-09
0	0.9964113	-1.1875578e-08	0	7.472634e-19	-1.833397e-20	0	0.38	100	1e-09
0	0.6704844	0.6704665	0	6.450598e-19	-1.7446798e-20	0.7853982	0.38	100	1e-09
0	0.9967221	-1.0434124e-08	0	7.4486823e-19	-1.7940998e-20	0	0.37	100	1e-09
0	0.6674601	0.6674445	0	6.2922523e-19	-1.6990561e-20	0.7853982	0.37	100	1e-09
0	0.9968422	-1.0757072e-08	0	7.406656e-19	-1.7592272e-20	0	0.36	100	1e-09
0	0.6652697	0.6652552	0	6.1619584e-19	-1.6603644e-20	0.7853982	0.36	100	1e-09
0	0.9972224	-1.4064095e-08	0	7.3814517e-19	-1.718414e-20	0	0.35	100	1e-09
0	0.6622486	0.66223687	0	6.0129e-19	-1.6138677e-20	0.7853982	0.35	100	1e-09
0	0.9973297	-1.6385622e-08	0	7.3341235e-19	-1.6818968e-20	0	0.34	100	1e-09
