# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Length (nm)
0	-0.9941176	-0.1081966	0	-1.562349e-16	-1.5719817e-16	3.25	100
0	-0.9929861	-0.11813243	0	-1.562349e-16	-1.5719816e-16	3.26	100
0	-0.991755	-0.12805644	0	-1.562349e-16	-1.5719816e-16	3.27	100
0	-0.9904249	-0.13796765	0	-1.5623492e-16	-1.5719814e-16	3.28	100
0	-0.9889956	-0.14786503	0	-1.5623491e-16	-1.5719814e-16	3.29	100
0	-0.9874674	-0.15774764	0	-1.5623494e-16	-1.5719816e-16	3.3	100
0	-0.9858406	-0.16761447	0	-1.5623491e-16	-1.5719812e-16	3.31	100
0	-0.9841151	-0.17746451	0	-1.5623491e-16	-1.5719812e-16	3.32	100
0	-0.9822912	-0.18729681	0	-1.5623492e-16	-1.571981e-16	3.33	100
0	-0.980369	-0.19711038	0	-1.5623496e-16	-1.5719816e-16	3.34	100
0	-0.978349	-0.20690425	0	-1.5623495e-16	-1.5719812e-16	3.35	100
0	-0.976231	-0.21667738	0	-1.5623494e-16	-1.5719808e-16	3.36	100
0	-0.97401524	-0.22642884	0	-1.5623495e-16	-1.5719809e-16	3.37	100
0	-0.97170216	-0.23615763	0	-1.5623496e-16	-1.5719809e-16	3.38	100
0	-0.96929204	-0.24586281	0	-1.5623498e-16	-1.5719807e-16	3.39	100
0	-0.96678483	-0.25554338	0	-1.5623499e-16	-1.5719809e-16	3.4	100
0	-0.96418107	-0.26519844	0	-1.5623502e-16	-1.5719808e-16	3.41	100
0	-0.96148086	-0.2748269	0	-1.5623502e-16	-1.5719807e-16	3.42	100
0	-0.95868456	-0.28442794	0	-1.5623502e-16	-1.5719805e-16	3.43	100
0	-0.9557923	-0.29400045	0	-1.5623502e-16	-1.5719803e-16	3.44	100
0	-0.95280445	-0.30354363	0	-1.5623506e-16	-1.5719805e-16	3.45	100
0	-0.94972134	-0.31305644	0	-1.5623503e-16	-1.5719801e-16	3.46	100
0	-0.9465433	-0.32253784	0	-1.5623504e-16	-1.57198e-16	3.47	100
0	-0.94327056	-0.33198702	0	-1.5623508e-16	-1.5719803e-16	3.48	100
0	-0.93990356	-0.34140295	0	-1.5623508e-16	-1.5719801e-16	3.49	100
0	-0.93644243	-0.3507848	0	-1.5623508e-16	-1.5719799e-16	3.5	100
0	-0.9328878	-0.3601316	0	-1.5623508e-16	-1.5719797e-16	3.51	100
0	-0.9292399	-0.36944225	0	-1.5623512e-16	-1.5719799e-16	3.52	100
0	-0.9254989	-0.37871602	0	-1.5623511e-16	-1.5719796e-16	3.53	100
0	-0.9216656	-0.3879519	0	-1.5623513e-16	-1.5719797e-16	3.54	100
0	-0.91774	-0.39714897	0	-1.5623513e-16	-1.5719795e-16	3.55	100
0	-0.9137226	-0.40630633	0	-1.5623515e-16	-1.5719795e-16	3.56	100
0	-0.9096139	-0.4154231	0	-1.5623516e-16	-1.5719795e-16	3.57	100
0	-0.9054142	-0.4244982	0	-1.5623516e-16	-1.571979e-16	3.58	100
0	-0.90112406	-0.43353093	0	-1.5623515e-16	-1.5719789e-16	3.59	100
0	-0.8967437	-0.4425202	0	-1.5623517e-16	-1.5719789e-16	3.6	100
0	-0.8922737	-0.45146528	0	-1.562352e-16	-1.5719792e-16	3.61	100
0	-0.8877146	-0.46036524	0	-1.562352e-16	-1.571979e-16	3.62	100
0	-0.8830666	-0.46921915	0	-1.5623521e-16	-1.5719789e-16	3.63	100
0	-0.87833035	-0.47802603	0	-1.5623523e-16	-1.5719788e-16	3.64	100
0	-0.8735061	-0.48678517	0	-1.5623523e-16	-1.5719788e-16	3.65	100
0	-0.8685948	-0.49549565	0	-1.5623524e-16	-1.5719785e-16	3.66	100
0	-0.8635965	-0.5041565	0	-1.5623525e-16	-1.5719785e-16	3.67	100
0	-0.8585119	-0.51276696	0	-1.5623528e-16	-1.5719788e-16	3.68	100
0	-0.85334146	-0.5213262	0	-1.5623528e-16	-1.5719784e-16	3.69	100
0	-0.84808576	-0.52983326	0	-1.5623528e-16	-1.5719784e-16	3.7	100
0	-0.8427452	-0.53828734	0	-1.5623529e-16	-1.5719784e-16	3.71	100
0	-0.8373202	-0.54668754	0	-1.5623529e-16	-1.5719784e-16	3.72	100
0	-0.8318117	-0.5550331	0	-1.5623532e-16	-1.5719784e-16	3.73	100
0	-0.82621986	-0.56332314	0	-1.5623533e-16	-1.5719784e-16	3.74	100
0	-0.8205455	-0.5715569	0	-1.5623532e-16	-1.571978e-16	3.75	100
0	-0.81478906	-0.5797334	0	-1.5623532e-16	-1.5719783e-16	3.76	100
0	-0.80895126	-0.58785194	0	-1.5623532e-16	-1.571978e-16	3.77	100
0	-0.80303246	-0.59591186	0	-1.5623533e-16	-1.5719779e-16	3.78	100
0	-0.7970334	-0.60391194	0	-1.5623535e-16	-1.5719779e-16	3.79	100
0	-0.79095465	-0.6118518	0	-1.5623536e-16	-1.571978e-16	3.8	100
0	-0.78479683	-0.6197304	0	-1.5623535e-16	-1.5719779e-16	3.81	100
0	-0.77856046	-0.62754714	0	-1.5623536e-16	-1.5719779e-16	3.82	100
0	-0.7722463	-0.635301	0	-1.5623536e-16	-1.5719777e-16	3.83	100
0	-0.76585495	-0.64299136	0	-1.5623535e-16	-1.5719775e-16	3.84	100
0	-0.759387	-0.6506174	0	-1.5623537e-16	-1.5719777e-16	3.85	100
0	-0.7528431	-0.65817845	0	-1.5623539e-16	-1.5719779e-16	3.86	100
0	-0.746224	-0.6656736	0	-1.5623539e-16	-1.5719779e-16	3.87	100
0	-0.73953027	-0.6731022	0	-1.5623535e-16	-1.5719775e-16	3.88	100
0	-0.7327626	-0.6804636	0	-1.5623539e-16	-1.5719777e-16	3.89	100
0	-0.7259215	-0.6877569	0	-1.562354e-16	-1.5719776e-16	3.9	100
0	-0.7190079	-0.69498134	0	-1.5623537e-16	-1.5719776e-16	3.91	100
0	-0.7120224	-0.70213646	0	-1.5623539e-16	-1.5719777e-16	3.92	100
0	-0.7049658	-0.70922124	0	-1.5623537e-16	-1.5719776e-16	3.93	100
0	-0.6978387	-0.7162351	0	-1.5623537e-16	-1.5719776e-16	3.94	100
0	-0.69064176	-0.7231774	0	-1.5623537e-16	-1.5719775e-16	3.95	100
0	-0.6833757	-0.73004746	0	-1.5623537e-16	-1.5719777e-16	3.96	100
0	-0.6760414	-0.73684436	0	-1.562354e-16	-1.5719779e-16	3.97	100
0	-0.6686394	-0.7435677	0	-1.5623535e-16	-1.5719776e-16	3.98	100
0	-0.66117066	-0.75021666	0	-1.5623536e-16	-1.5719776e-16	3.99	100
0	-0.6536357	-0.7567906	0	-1.5623536e-16	-1.5719777e-16	4	100
0	-0.6460355	-0.7632888	0	-1.5623537e-16	-1.5719779e-16	4.01	100
0	-0.63837063	-0.7697108	0	-1.5623536e-16	-1.5719777e-16	4.02	100
0	-0.630642	-0.7760557	0	-1.5623535e-16	-1.5719777e-16	4.03	100
0	-0.6228502	-0.7823231	0	-1.5623535e-16	-1.5719777e-16	4.04	100
0	-0.6149962	-0.7885123	0	-1.5623536e-16	-1.571978e-16	4.05	100
0	-0.6070806	-0.79462254	0	-1.5623535e-16	-1.571978e-16	4.06	100
0	-0.5991044	-0.8006534	0	-1.5623533e-16	-1.5719779e-16	4.07	100
0	-0.5910681	-0.80660427	0	-1.5623535e-16	-1.5719781e-16	4.08	100
0	-0.5829729	-0.8124744	0	-1.5623532e-16	-1.5719779e-16	4.09	100
0	-0.5748194	-0.81826335	0	-1.5623533e-16	-1.5719783e-16	4.1	100
0	-0.56660825	-0.82397044	0	-1.562353e-16	-1.5719781e-16	4.11	100
0	-0.5583406	-0.8295952	0	-1.5623532e-16	-1.5719783e-16	4.12	100
0	-0.550017	-0.8351369	0	-1.5623528e-16	-1.5719783e-16	4.13	100
0	-0.54163843	-0.8405951	0	-1.5623529e-16	-1.5719784e-16	4.14	100
0	-0.53320575	-0.8459693	0	-1.5623529e-16	-1.5719785e-16	4.15	100
0	-0.52471966	-0.851259	0	-1.5623528e-16	-1.5719784e-16	4.16	100
0	-0.5161812	-0.85646343	0	-1.5623527e-16	-1.5719784e-16	4.17	100
0	-0.50759095	-0.8615824	0	-1.5623527e-16	-1.5719787e-16	4.18	100
0	-0.49895006	-0.8666152	0	-1.5623525e-16	-1.5719788e-16	4.19	100
0	-0.49025923	-0.8715611	0	-1.5623523e-16	-1.5719785e-16	4.2	100
0	-0.48151943	-0.87642	0	-1.5623521e-16	-1.5719788e-16	4.21	100
0	-0.47273135	-0.8811913	0	-1.5623521e-16	-1.5719788e-16	4.22	100
0	-0.463896	-0.8858745	0	-1.562352e-16	-1.5719789e-16	4.23	100
0	-0.45501438	-0.89046913	0	-1.5623521e-16	-1.5719792e-16	4.24	100
0	-0.44608712	-0.8949746	0	-1.5623521e-16	-1.5719793e-16	4.25	100
0	-0.43711537	-0.8993907	0	-1.5623517e-16	-1.571979e-16	4.26	100
0	-0.4280998	-0.90371686	0	-1.5623517e-16	-1.5719793e-16	4.27	100
0	-0.41904145	-0.9079527	0	-1.5623516e-16	-1.5719793e-16	4.28	100
0	-0.4099412	-0.91209763	0	-1.5623516e-16	-1.5719796e-16	4.29	100
0	-0.40079996	-0.91615134	0	-1.5623513e-16	-1.5719793e-16	4.3	100
0	-0.39161855	-0.92011356	0	-1.5623513e-16	-1.5719797e-16	4.31	100
0	-0.38239795	-0.9239837	0	-1.5623512e-16	-1.5719797e-16	4.32	100
0	-0.37313923	-0.9277614	0	-1.5623512e-16	-1.5719799e-16	4.33	100
0	-0.36384308	-0.9314465	0	-1.562351e-16	-1.5719799e-16	4.34	100
0	-0.35451064	-0.9350382	0	-1.5623508e-16	-1.57198e-16	4.35	100
0	-0.34514266	-0.93853676	0	-1.5623508e-16	-1.57198e-16	4.36	100
0	-0.33574015	-0.94194126	0	-1.5623507e-16	-1.5719801e-16	4.37	100
0	-0.32630408	-0.9452515	0	-1.5623506e-16	-1.5719801e-16	4.38	100
0	-0.31683537	-0.9484673	0	-1.5623506e-16	-1.5719803e-16	4.39	100
0	-0.30733493	-0.95158833	0	-1.5623504e-16	-1.5719804e-16	4.4	100
0	-0.29780373	-0.95461404	0	-1.5623504e-16	-1.5719805e-16	4.41	100
0	-0.28824282	-0.9575444	0	-1.5623503e-16	-1.5719805e-16	4.42	100
0	-0.278653	-0.960379	0	-1.5623502e-16	-1.5719805e-16	4.43	100
0	-0.26903534	-0.96311754	0	-1.5623502e-16	-1.5719807e-16	4.44	100
0	-0.25939077	-0.96575975	0	-1.5623502e-16	-1.5719809e-16	4.45	100
0	-0.24972026	-0.9683054	0	-1.56235e-16	-1.5719809e-16	4.46	100
0	-0.24002476	-0.9707542	0	-1.5623498e-16	-1.5719808e-16	4.47	100
0	-0.23030522	-0.973106	0	-1.5623496e-16	-1.5719808e-16	4.48	100
0	-0.22056268	-0.97536045	0	-1.5623498e-16	-1.571981e-16	4.49	100
0	-0.21079808	-0.97751725	0	-1.5623496e-16	-1.571981e-16	4.5	100
0	-0.20101234	-0.9795764	0	-1.5623494e-16	-1.571981e-16	4.51	100
0	-0.19120654	-0.98153764	0	-1.5623492e-16	-1.571981e-16	4.52	100
0	-0.18138155	-0.9834007	0	-1.5623494e-16	-1.5719813e-16	4.53	100
0	-0.17153846	-0.9851653	0	-1.5623492e-16	-1.5719813e-16	4.54	100
0	-0.16167818	-0.9868314	0	-1.5623492e-16	-1.5719813e-16	4.55	100
0	-0.15180176	-0.9883989	0	-1.5623491e-16	-1.5719813e-16	4.56	100
0	-0.14191014	-0.98986757	0	-1.562349e-16	-1.5719814e-16	4.57	100
0	-0.13200432	-0.9912373	0	-1.5623491e-16	-1.5719813e-16	4.58	100
0	-0.122085266	-0.99250776	0	-1.5623491e-16	-1.5719816e-16	4.59	100
0	-0.11215406	-0.9936789	0	-1.5623488e-16	-1.5719816e-16	4.6	100
0	-0.10221158	-0.9947509	0	-1.562349e-16	-1.5719816e-16	4.61	100
0	-0.09225888	-0.9957233	0	-1.5623487e-16	-1.5719816e-16	4.62	100
0	-0.082296945	-0.99659616	0	-1.5623488e-16	-1.5719816e-16	4.63	100
0	-0.0723268	-0.9973692	0	-1.5623487e-16	-1.5719816e-16	4.64	100
0	-0.0623494	-0.99804264	0	-1.5623486e-16	-1.5719816e-16	4.65	100
0	-0.05236577	-0.99861634	0	-1.5623487e-16	-1.5719817e-16	4.66	100
0	-0.042376895	-0.99909	0	-1.5623487e-16	-1.5719817e-16	4.67	100
0	-0.03238379	-0.99946386	0	-1.5623487e-16	-1.5719817e-16	4.68	100
0	-0.022387436	-0.99973774	0	-1.5623487e-16	-1.5719817e-16	4.69	100
0	-0.012388845	-0.99991155	0	-1.5623487e-16	-1.5719818e-16	4.7	100
0	-0.0023890128	-0.9999855	0	-1.5623487e-16	-1.5719816e-16	4.71	100
0	0.0076110573	-0.99995947	0	-1.5623484e-16	-1.5719816e-16	4.72	100
0	0.017610367	-0.9998333	0	-1.5623487e-16	-1.5719817e-16	4.73	100
0	0.027607914	-0.9996072	0	-1.5623487e-16	-1.5719817e-16	4.74	100
0	0.037602697	-0.9992811	0	-1.5623487e-16	-1.5719817e-16	4.75	100
0	0.047593717	-0.9988551	0	-1.5623487e-16	-1.5719817e-16	4.76	100
0	0.057579976	-0.9983293	0	-1.5623487e-16	-1.5719817e-16	4.77	100
0	0.06756047	-0.99770355	0	-1.5623487e-16	-1.5719816e-16	4.78	100
0	0.077534206	-0.9969779	0	-1.562349e-16	-1.5719818e-16	4.79	100
0	0.08750019	-0.99615276	0	-1.5623487e-16	-1.5719816e-16	4.8	100
0	0.09745743	-0.99522793	0	-1.5623488e-16	-1.5719816e-16	4.81	100
0	0.10740491	-0.99420357	0	-1.5623487e-16	-1.5719814e-16	4.82	100
0	0.11734162	-0.9930798	0	-1.562349e-16	-1.5719814e-16	4.83	100
0	0.12726663	-0.9918567	0	-1.5623491e-16	-1.5719814e-16	4.84	100
0	0.13717888	-0.99053437	0	-1.562349e-16	-1.5719814e-16	4.85	100
0	0.14707741	-0.98911303	0	-1.5623491e-16	-1.5719814e-16	4.86	100
0	0.15696123	-0.9875928	0	-1.5623491e-16	-1.5719813e-16	4.87	100
0	0.16682933	-0.9859738	0	-1.5623494e-16	-1.5719814e-16	4.88	100
0	0.17668074	-0.9842561	0	-1.5623491e-16	-1.571981e-16	4.89	100
0	0.18651453	-0.98244	0	-1.5623494e-16	-1.5719812e-16	4.9	100
0	0.1963296	-0.9805258	0	-1.5623494e-16	-1.5719812e-16	4.91	100
0	0.20612505	-0.97851336	0	-1.5623495e-16	-1.571981e-16	4.92	100
0	0.21589988	-0.9764032	0	-1.5623496e-16	-1.571981e-16	4.93	100
0	0.22565313	-0.97419524	0	-1.5623498e-16	-1.571981e-16	4.94	100
0	0.23538375	-0.97189003	0	-1.5623495e-16	-1.5719807e-16	4.95	100
0	0.24509086	-0.9694874	0	-1.5623499e-16	-1.5719809e-16	4.96	100
0	0.25477344	-0.9669881	0	-1.56235e-16	-1.5719808e-16	4.97	100
0	0.26443055	-0.964392	0	-1.56235e-16	-1.5719807e-16	4.98	100
0	0.27406117	-0.96169937	0	-1.56235e-16	-1.5719805e-16	4.99	100
0	0.28366438	-0.9589107	0	-1.5623503e-16	-1.5719805e-16	5	100
0	0.2932393	-0.95602614	0	-1.5623502e-16	-1.5719804e-16	5.01	100
0	0.3027847	-0.95304596	0	-1.5623504e-16	-1.5719805e-16	5.02	100
0	0.3123	-0.9499704	0	-1.5623504e-16	-1.5719803e-16	5.03	100
0	0.32178393	-0.9467998	0	-1.5623507e-16	-1.5719801e-16	5.04	100
0	0.33123577	-0.9435346	0	-1.5623508e-16	-1.5719803e-16	5.05	100
0	0.3406544	-0.94017506	0	-1.5623507e-16	-1.57198e-16	5.06	100
0	0.35003898	-0.93672156	0	-1.562351e-16	-1.5719801e-16	5.07	100
0	0.35938856	-0.9331743	0	-1.562351e-16	-1.5719799e-16	5.08	100
0	0.36870223	-0.9295337	0	-1.5623512e-16	-1.5719799e-16	5.09	100
0	0.3779789	-0.92580026	0	-1.5623513e-16	-1.5719799e-16	5.1	100
0	0.38721782	-0.92197424	0	-1.5623512e-16	-1.5719796e-16	5.11	100
0	0.396418	-0.91805595	0	-1.5623515e-16	-1.5719797e-16	5.12	100
0	0.40557858	-0.9140459	0	-1.5623516e-16	-1.5719796e-16	5.13	100
0	0.41469857	-0.9099444	0	-1.5623516e-16	-1.5719793e-16	5.14	100
0	0.42377704	-0.905752	0	-1.5623516e-16	-1.5719793e-16	5.15	100
0	0.43281323	-0.90146893	0	-1.5623516e-16	-1.571979e-16	5.16	100
0	0.441806	-0.89709586	0	-1.5623519e-16	-1.5719793e-16	5.17	100
0	0.4507546	-0.892633	0	-1.562352e-16	-1.5719792e-16	5.18	100
0	0.45965815	-0.88808084	0	-1.562352e-16	-1.5719788e-16	5.19	100
0	0.46851575	-0.88343996	0	-1.5623521e-16	-1.5719789e-16	5.2	100
0	0.47732642	-0.87871075	0	-1.5623523e-16	-1.5719788e-16	5.21	100
0	0.4860894	-0.8738937	0	-1.5623524e-16	-1.5719788e-16	5.22	100
0	0.4948038	-0.86898917	0	-1.5623525e-16	-1.5719788e-16	5.23	100
0	0.5034686	-0.8639978	0	-1.5623527e-16	-1.5719787e-16	5.24	100
0	0.5120832	-0.85892	0	-1.5623527e-16	-1.5719784e-16	5.25	100
0	0.52064645	-0.85375637	0	-1.5623527e-16	-1.5719784e-16	5.26	100
0	0.5291577	-0.8485074	0	-1.5623527e-16	-1.5719784e-16	5.27	100
0	0.5376161	-0.8431735	0	-1.5623529e-16	-1.5719784e-16	5.28	100
0	0.54602057	-0.8377553	0	-1.562353e-16	-1.5719784e-16	5.29	100
0	0.55437046	-0.8322534	0	-1.5623532e-16	-1.5719783e-16	5.3	100
0	0.5626649	-0.82666814	0	-1.5623529e-16	-1.571978e-16	5.31	100
0	0.57090324	-0.8210004	0	-1.562353e-16	-1.5719781e-16	5.32	100
0	0.57908434	-0.81525046	0	-1.562353e-16	-1.5719779e-16	5.33	100
0	0.5872077	-0.80941916	0	-1.5623535e-16	-1.571978e-16	5.34	100
0	0.5952722	-0.80350673	0	-1.5623535e-16	-1.571978e-16	5.35	100
0	0.6032771	-0.7975141	0	-1.5623535e-16	-1.571978e-16	5.36	100
0	0.6112218	-0.7914417	0	-1.5623535e-16	-1.5719779e-16	5.37	100
0	0.6191052	-0.78529006	0	-1.5623535e-16	-1.5719777e-16	5.38	100
0	0.6269269	-0.77905995	0	-1.5623536e-16	-1.5719779e-16	5.39	100
0	0.6346859	-0.772752	0	-1.5623536e-16	-1.5719777e-16	5.4	100
0	0.64238125	-0.7663667	0	-1.5623537e-16	-1.5719776e-16	5.41	100
0	0.65001255	-0.7599049	0	-1.5623536e-16	-1.5719776e-16	5.42	100
0	0.6575787	-0.75336695	0	-1.5623536e-16	-1.5719777e-16	5.43	100
0	0.6650792	-0.7467539	0	-1.5623536e-16	-1.5719777e-16	5.44	100
0	0.6725132	-0.74006593	0	-1.5623536e-16	-1.5719776e-16	5.45	100
0	0.67987984	-0.73330414	0	-1.5623537e-16	-1.5719779e-16	5.46	100
0	0.68717855	-0.72646886	0	-1.5623539e-16	-1.5719777e-16	5.47	100
0	0.6944086	-0.7195612	0	-1.5623537e-16	-1.5719776e-16	5.48	100
0	0.7015692	-0.7125814	0	-1.5623537e-16	-1.5719775e-16	5.49	100
0	0.70865965	-0.7055304	0	-1.5623537e-16	-1.5719775e-16	5.5	100
0	0.71567917	-0.6984088	0	-1.5623539e-16	-1.5719776e-16	5.51	100
0	0.7226272	-0.6912174	0	-1.5623537e-16	-1.5719777e-16	5.52	100
0	0.72950304	-0.6839568	0	-1.562354e-16	-1.5719777e-16	5.53	100
0	0.7363058	-0.67662793	0	-1.5623539e-16	-1.5719777e-16	5.54	100
0	0.743035	-0.6692313	0	-1.5623537e-16	-1.5719776e-16	5.55	100
0	0.7496899	-0.66176784	0	-1.562354e-16	-1.5719779e-16	5.56	100
0	0.75626975	-0.6542382	0	-1.5623537e-16	-1.5719777e-16	5.57	100
0	0.7627741	-0.6466432	0	-1.5623537e-16	-1.5719777e-16	5.58	100
0	0.7692021	-0.63898337	0	-1.5623535e-16	-1.5719776e-16	5.59	100
0	0.7755533	-0.63125974	0	-1.5623536e-16	-1.5719779e-16	5.6	100
0	0.78182685	-0.623473	0	-1.5623536e-16	-1.5719779e-16	5.61	100
0	0.78802234	-0.6156239	0	-1.5623536e-16	-1.5719779e-16	5.62	100
0	0.7941389	-0.6077131	0	-1.5623533e-16	-1.5719779e-16	5.63	100
0	0.8001761	-0.5997417	0	-1.5623532e-16	-1.5719777e-16	5.64	100
0	0.80613333	-0.59171027	0	-1.5623533e-16	-1.571978e-16	5.65	100
0	0.8120099	-0.5836197	0	-1.5623533e-16	-1.5719783e-16	5.66	100
0	0.81780535	-0.5754707	0	-1.562353e-16	-1.571978e-16	5.67	100
0	0.8235189	-0.56726426	0	-1.562353e-16	-1.5719781e-16	5.68	100
0	0.8291503	-0.55900097	0	-1.562353e-16	-1.5719783e-16	5.69	100
0	0.8346987	-0.5506819	0	-1.5623528e-16	-1.5719783e-16	5.7	100
0	0.8401635	-0.5423076	0	-1.5623528e-16	-1.5719783e-16	5.71	100
0	0.84554446	-0.5338792	0	-1.5623532e-16	-1.5719787e-16	5.72	100
0	0.8508408	-0.52539736	0	-1.5623528e-16	-1.5719784e-16	5.73	100
0	0.8560521	-0.516863	0	-1.5623525e-16	-1.5719784e-16	5.74	100
0	0.8611779	-0.5082769	0	-1.5623524e-16	-1.5719785e-16	5.75	100
0	0.86621743	-0.49964	0	-1.5623527e-16	-1.5719788e-16	5.76	100
0	0.87117046	-0.49095312	0	-1.5623524e-16	-1.5719787e-16	5.77	100
0	0.87603635	-0.48221716	0	-1.5623521e-16	-1.5719787e-16	5.78	100
0	0.8808147	-0.4734329	0	-1.5623521e-16	-1.5719787e-16	5.79	100
0	0.88550484	-0.46460137	0	-1.562352e-16	-1.5719788e-16	5.8	100
0	0.8901065	-0.45572332	0	-1.5623519e-16	-1.5719788e-16	5.81	100
0	0.89461917	-0.4467997	0	-1.5623517e-16	-1.571979e-16	5.82	100
0	0.8990423	-0.43783143	0	-1.5623519e-16	-1.5719793e-16	5.83	100
0	0.9033757	-0.42881933	0	-1.562352e-16	-1.5719793e-16	5.84	100
0	0.9076187	-0.41976437	0	-1.5623517e-16	-1.5719793e-16	5.85	100
0	0.9117709	-0.41066733	0	-1.5623516e-16	-1.5719795e-16	5.86	100
0	0.91583186	-0.40152937	0	-1.5623515e-16	-1.5719795e-16	5.87	100
0	0.9198014	-0.39235112	0	-1.5623515e-16	-1.5719797e-16	5.88	100
0	0.923679	-0.38313365	0	-1.5623511e-16	-1.5719795e-16	5.89	100
0	0.927464	-0.37387788	0	-1.5623512e-16	-1.5719799e-16	5.9	100
0	0.9311565	-0.36458474	0	-1.562351e-16	-1.5719797e-16	5.91	100
0	0.9347557	-0.35525504	0	-1.5623512e-16	-1.5719801e-16	5.92	100
0	0.93826157	-0.34588987	0	-1.5623508e-16	-1.5719799e-16	5.93	100
0	0.9416735	-0.33649018	0	-1.5623506e-16	-1.5719801e-16	5.94	100
0	0.94499147	-0.32705668	0	-1.5623506e-16	-1.5719801e-16	5.95	100
0	0.9482147	-0.31759053	0	-1.5623508e-16	-1.5719803e-16	5.96	100
0	0.9513432	-0.30809262	0	-1.5623506e-16	-1.5719805e-16	5.97	100
0	0.9543766	-0.29856387	0	-1.5623502e-16	-1.5719804e-16	5.98	100
0	0.95731455	-0.28900525	0	-1.5623503e-16	-1.5719804e-16	5.99	100
0	0.96015674	-0.27941772	0	-1.5623502e-16	-1.5719805e-16	6	100
0	0.962903	-0.26980227	0	-1.5623498e-16	-1.5719805e-16	6.01	100
0	0.9655529	-0.26015976	0	-1.5623498e-16	-1.5719805e-16	6.02	100
0	0.96810615	-0.2504913	0	-1.56235e-16	-1.5719809e-16	6.03	100
0	0.97056276	-0.24079773	0	-1.5623496e-16	-1.5719807e-16	6.04	100
0	0.97292227	-0.2310801	0	-1.5623499e-16	-1.571981e-16	6.05	100
0	0.9751845	-0.22133933	0	-1.5623495e-16	-1.5719809e-16	6.06	100
0	0.9773492	-0.21157645	0	-1.5623494e-16	-1.5719809e-16	6.07	100
0	0.979416	-0.20179239	0	-1.5623495e-16	-1.571981e-16	6.08	100
0	0.98138505	-0.19198808	0	-1.5623495e-16	-1.5719813e-16	6.09	100
0	0.98325586	-0.18216464	0	-1.5623494e-16	-1.5719813e-16	6.1	100
0	0.9850284	-0.17232293	0	-1.5623492e-16	-1.5719812e-16	6.11	100
0	0.98670256	-0.162464	0	-1.5623495e-16	-1.5719816e-16	6.12	100
0	0.9882778	-0.15258883	0	-1.5623491e-16	-1.5719813e-16	6.13	100
0	0.98975426	-0.14269836	0	-1.5623492e-16	-1.5719816e-16	6.14	100
0	0.9911318	-0.13279365	0	-1.5623487e-16	-1.5719812e-16	6.15	100
0	0.9924102	-0.122875616	0	-1.562349e-16	-1.5719816e-16	6.16	100
0	0.99358934	-0.11294531	0	-1.5623488e-16	-1.5719814e-16	6.17	100
0	0.99466914	-0.1030037	0	-1.5623486e-16	-1.5719813e-16	6.18	100
0	0.9956495	-0.0930518	0	-1.5623488e-16	-1.5719817e-16	6.19	100
0	0.9965303	-0.083090566	0	-1.5623487e-16	-1.5719816e-16	6.2	100
0	0.9973114	-0.073121026	0	-1.5623491e-16	-1.571982e-16	6.21	100
0	0.99799275	-0.06314418	0	-1.5623486e-16	-1.5719816e-16	6.22	100
0	0.9985743	-0.053161006	0	-1.5623487e-16	-1.5719816e-16	6.23	100
0	0.999056	-0.04317251	0	-1.562349e-16	-1.571982e-16	6.24	100
0	0.9994378	-0.033179697	0	-1.5623487e-16	-1.5719817e-16	6.25	100
0	0.9997196	-0.023183566	0	-1.5623487e-16	-1.5719817e-16	6.26	100
0	0.9999015	-0.013185116	0	-1.562349e-16	-1.571982e-16	6.27	100
0	0.9999833	-0.003185348	0	-1.5623488e-16	-1.571982e-16	6.28	100
0	0.9999851	-4.777276e-11	0	-1.5033682e-16	-1.5127777e-16	0	90
0	0.99993515	0.009999352	0	-1.5033681e-16	-1.5127774e-16	0.01	90
0	0.9997852	0.019997703	0	-1.5033681e-16	-1.5127776e-16	0.02	90
0	0.9995352	0.02999406	0	-1.5033681e-16	-1.5127776e-16	0.03	90
0	0.99918526	0.03998741	0	-1.503368e-16	-1.5127776e-16	0.04	90
0	0.9987355	0.049976766	0	-1.5033681e-16	-1.5127777e-16	0.05	90
0	0.99818593	0.059961133	0	-1.5033681e-16	-1.5127777e-16	0.06	90
0	0.99753636	0.06993951	0	-1.503368e-16	-1.5127777e-16	0.07	90
0	0.99678725	0.0799109	0	-1.5033681e-16	-1.512778e-16	0.08	90
0	0.99593836	0.0898743	0	-1.5033678e-16	-1.5127776e-16	0.09	90
0	0.9949898	0.09982872	0	-1.5033678e-16	-1.5127777e-16	0.1	90
0	0.9939421	0.10977316	0	-1.503368e-16	-1.5127781e-16	0.11	90
0	0.9927946	0.11970663	0	-1.5033674e-16	-1.5127777e-16	0.12	90
0	0.9915479	0.12962814	0	-1.503368e-16	-1.5127781e-16	0.13	90
0	0.99020225	0.1395367	0	-1.5033677e-16	-1.5127781e-16	0.14	90
0	0.9887574	0.14943132	0	-1.5033674e-16	-1.512778e-16	0.15	90
0	0.9872138	0.15931098	0	-1.5033675e-16	-1.5127782e-16	0.16	90
0	0.98557156	0.16917475	0	-1.5033671e-16	-1.512778e-16	0.17	90
0	0.98383063	0.17902158	0	-1.5033673e-16	-1.5127782e-16	0.18	90
0	0.9819913	0.18885054	0	-1.5033671e-16	-1.5127783e-16	0.19	90
