# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Roundness ()	Size (nm)	Cell_size (m)
0	0.99599916	-2.5207799e-08	0	8.1348074e-19	-2.294782e-20	0	0.55	100	4e-09
0	0.70501024	0.7050097	0	8.253146e-19	-2.297168e-20	0.7853982	0.55	100	4e-09
0	0.99599916	-2.5207799e-08	0	8.1348074e-19	-2.294782e-20	0	0.54	100	4e-09
0	0.70501024	0.7050097	0	8.2531475e-19	-2.297168e-20	0.7853982	0.54	100	4e-09
0	0.99599916	-2.5207799e-08	0	8.1348074e-19	-2.294782e-20	0	0.53	100	4e-09
0	0.7050101	0.7050097	0	8.253147e-19	-2.2971678e-20	0.7853982	0.53	100	4e-09
0	0.99599916	-2.5207799e-08	0	8.1348074e-19	-2.294782e-20	0	0.52	100	4e-09
0	0.7050101	0.7050098	0	8.2531475e-19	-2.297168e-20	0.7853982	0.52	100	4e-09
0	0.9964248	-1.7872523e-08	0	7.886477e-19	-2.142712e-20	0	0.51	100	4e-09
0	0.70252085	0.7025152	0	7.910848e-19	-2.136445e-20	0.7853982	0.51	100	4e-09
0	0.9964248	-2.2617835e-08	0	7.886477e-19	-2.142712e-20	0	0.5	100	4e-09
0	0.7025205	0.7025155	0	7.910848e-19	-2.136445e-20	0.7853982	0.5	100	4e-09
0	0.99613637	-2.5486438e-08	0	7.772318e-19	-2.0910898e-20	0	0.49	100	4e-09
0	0.7005416	0.70053	0	7.7649036e-19	-2.0796925e-20	0.7853982	0.49	100	4e-09
0	0.99701387	-1.6740811e-08	0	7.887947e-19	-2.0674082e-20	0	0.48	100	4e-09
0	0.69763607	0.6976261	0	7.7056294e-19	-2.0458125e-20	0.7853982	0.48	100	4e-09
0	0.99701387	-1.6740811e-08	0	7.887947e-19	-2.0674082e-20	0	0.47	100	4e-09
0	0.69763625	0.697626	0	7.70563e-19	-2.0458125e-20	0.7853982	0.47	100	4e-09
