# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Roundness ()	Size (nm)	Cell_size (m)	Volume (m^3)
0	0.9998094	-7.838249e-09	0	1.8988372e-19	-3.247381e-20	0	1	32	1e-09	4.06e-24
0	0.9994645	0.026241876	0	1.898826e-19	-3.2473744e-20	0.024543693	1	32	1e-09	4.06e-24
0	0.9983621	0.05375165	0	1.8987923e-19	-3.247341e-20	0.049087387	1	32	1e-09	4.06e-24
0	0.996553	0.080593765	0	1.8987362e-19	-3.247291e-20	0.07363108	1	32	1e-09	4.06e-24
0	0.99394834	0.108054146	0	1.898659e-19	-3.247199e-20	0.09817477	1	32	1e-09	4.06e-24
0	0.9906613	0.13488504	0	1.8985614e-19	-3.2470985e-20	0.12271846	1	32	1e-09	4.06e-24
0	0.9866832	0.16141137	0	1.8984452e-19	-3.246986e-20	0.14726216	1	32	1e-09	4.06e-24
0	0.9821352	0.18708564	0	1.8983111e-19	-3.2468962e-20	0.17180584	1	32	1e-09	4.06e-24
0	0.97674096	0.21344687	0	1.8981613e-19	-3.246748e-20	0.19634955	1	32	1e-09	4.06e-24
0	0.97086746	0.23872592	0	1.8979975e-19	-3.2466445e-20	0.22089323	1	32	1e-09	4.06e-24
0	0.964528	0.26315492	0	1.897822e-19	-3.246583e-20	0.24543692	1	32	1e-09	4.06e-24
0	0.95755917	0.28746462	0	1.8976362e-19	-3.246516e-20	0.2699806	1	32	1e-09	4.06e-24
0	0.94992787	0.31174108	0	1.8974421e-19	-3.2464345e-20	0.2945243	1	32	1e-09	4.06e-24
0	0.941773	0.3355579	0	1.8972421e-19	-3.246371e-20	0.319068	1	32	1e-09	4.06e-24
0	0.933109	0.35893306	0	1.8970382e-19	-3.2463243e-20	0.3436117	1	32	1e-09	4.06e-24
0	0.92393976	0.38190374	0	1.896833e-19	-3.2462926e-20	0.3681554	1	32	1e-09	4.06e-24
0	0.9142641	0.40450728	0	1.8966272e-19	-3.2462726e-20	0.3926991	1	32	1e-09	4.06e-24
0	0.90417403	0.42657274	0	1.896424e-19	-3.2462774e-20	0.41724277	1	32	1e-09	4.06e-24
0	0.893755	0.44798166	0	1.8962248e-19	-3.2463175e-20	0.44178647	1	32	1e-09	4.06e-24
0	0.8829571	0.46889582	0	1.8960315e-19	-3.2463744e-20	0.46633017	1	32	1e-09	4.06e-24
0	0.8718163	0.4892896	0	1.8958457e-19	-3.24645e-20	0.49087384	1	32	1e-09	4.06e-24
0	0.860229	0.5093776	0	1.8956691e-19	-3.2465236e-20	0.5154175	1	32	1e-09	4.06e-24
0	0.84844154	0.5287712	0	1.8955029e-19	-3.2466206e-20	0.5399612	1	32	1e-09	4.06e-24
0	0.83589673	0.54838085	0	1.8953484e-19	-3.246677e-20	0.5645049	1	32	1e-09	4.06e-24
0	0.82319987	0.56725687	0	1.8952064e-19	-3.246755e-20	0.5890486	1	32	1e-09	4.06e-24
0	0.8100869	0.5858257	0	1.8950789e-19	-3.2468245e-20	0.6135923	1	32	1e-09	4.06e-24
0	0.7966614	0.60395205	0	1.8949667e-19	-3.24689e-20	0.638136	1	32	1e-09	4.06e-24
0	0.78282386	0.6217795	0	1.8948698e-19	-3.246944e-20	0.6626797	1	32	1e-09	4.06e-24
0	0.7684112	0.6395026	0	1.8947898e-19	-3.2469802e-20	0.6872234	1	32	1e-09	4.06e-24
0	0.7542546	0.6561377	0	1.8947271e-19	-3.2470238e-20	0.7117671	1	32	1e-09	4.06e-24
0	0.73909014	0.6731717	0	1.8946815e-19	-3.247039e-20	0.7363108	1	32	1e-09	4.06e-24
0	0.7239679	0.6894083	0	1.8946546e-19	-3.2470474e-20	0.7608545	1	32	1e-09	4.06e-24
0	0.7068993	0.7068993	0	1.8946447e-19	-3.2470468e-20	0.7853982	1	32	1e-09	4.06e-24
0	0.9998094	-7.838249e-09	0	1.8988372e-19	-3.247381e-20	0	0.99	32	1e-09	4.06e-24
0	0.9994645	0.026241876	0	1.898826e-19	-3.2473744e-20	0.024543693	0.99	32	1e-09	4.06e-24
0	0.9983621	0.05375165	0	1.8987923e-19	-3.247341e-20	0.049087387	0.99	32	1e-09	4.06e-24
0	0.9966183	0.079783134	0	1.8987369e-19	-3.2473085e-20	0.07363108	0.99	32	1e-09	4.06e-24
0	0.99405056	0.1071099	0	1.8986596e-19	-3.247229e-20	0.09817477	0.99	32	1e-09	4.06e-24
0	0.9906613	0.13488504	0	1.8985614e-19	-3.2470985e-20	0.12271846	0.99	32	1e-09	4.06e-24
0	0.9868187	0.16058199	0	1.8984454e-19	-3.2470264e-20	0.14726216	0.99	32	1e-09	4.06e-24
0	0.98219335	0.18677981	0	1.8983114e-19	-3.2469133e-20	0.17180584	0.99	32	1e-09	4.06e-24
0	0.97672653	0.21351236	0	1.8981613e-19	-3.246744e-20	0.19634955	0.99	32	1e-09	4.06e-24
0	0.97091174	0.23854613	0	1.8979976e-19	-3.2466564e-20	0.22089323	0.99	32	1e-09	4.06e-24
0	0.96462744	0.26279086	0	1.8978222e-19	-3.2466086e-20	0.24543692	0.99	32	1e-09	4.06e-24
0	0.9575458	0.28750914	0	1.8976358e-19	-3.246513e-20	0.2699806	0.99	32	1e-09	4.06e-24
0	0.94992894	0.311738	0	1.8974421e-19	-3.246435e-20	0.2945243	0.99	32	1e-09	4.06e-24
0	0.9417833	0.3355291	0	1.8972421e-19	-3.246373e-20	0.319068	0.99	32	1e-09	4.06e-24
0	0.9331031	0.35894844	0	1.897038e-19	-3.246323e-20	0.3436117	0.99	32	1e-09	4.06e-24
0	0.9239594	0.38185632	0	1.8968328e-19	-3.246297e-20	0.3681554	0.99	32	1e-09	4.06e-24
0	0.914415	0.40416604	0	1.8966274e-19	-3.2463017e-20	0.3926991	0.99	32	1e-09	4.06e-24
0	0.9042749	0.42635918	0	1.896424e-19	-3.246296e-20	0.41724277	0.99	32	1e-09	4.06e-24
0	0.89403194	0.44742912	0	1.8962253e-19	-3.2463624e-20	0.44178647	0.99	32	1e-09	4.06e-24
0	0.8831509	0.46853095	0	1.8960319e-19	-3.246404e-20	0.46633017	0.99	32	1e-09	4.06e-24
0	0.8719281	0.48909026	0	1.8958459e-19	-3.246465e-20	0.49087384	0.99	32	1e-09	4.06e-24
0	0.8601795	0.50946134	0	1.895669e-19	-3.2465175e-20	0.5154175	0.99	32	1e-09	4.06e-24
0	0.84844154	0.5287712	0	1.8955029e-19	-3.2466206e-20	0.5399612	0.99	32	1e-09	4.06e-24
0	0.83599716	0.54822767	0	1.8953481e-19	-3.246687e-20	0.5645049	0.99	32	1e-09	4.06e-24
0	0.823135	0.5673509	0	1.8952064e-19	-3.2467495e-20	0.5890486	0.99	32	1e-09	4.06e-24
0	0.81017137	0.585709	0	1.8950789e-19	-3.24683e-20	0.6135923	0.99	32	1e-09	4.06e-24
0	0.7966271	0.60399723	0	1.8949664e-19	-3.246888e-20	0.638136	0.99	32	1e-09	4.06e-24
