# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Length (nm)
0	-0.30732122	-0.9515918	0	-1.5033658e-16	-1.5127798e-16	4.4	90
0	-0.21078669	-0.9775177	0	-1.503367e-16	-1.5127786e-16	4.5	90
0	-0.11214728	-0.9936769	0	-1.5033678e-16	-1.5127777e-16	4.6	90
0	-0.012388066	-0.9999084	0	-1.5033681e-16	-1.5127776e-16	4.7	90
0	0.087494835	-0.9961502	0	-1.5033678e-16	-1.5127777e-16	4.8	90
0	0.18650413	-0.98243964	0	-1.5033673e-16	-1.5127782e-16	4.9	90
0	0.28365096	-0.9589134	0	-1.5033664e-16	-1.5127794e-16	5	90
0	0.37796515	-0.9258061	0	-1.503365e-16	-1.5127806e-16	5.1	90
0	0.46850425	-0.8834477	0	-1.5033637e-16	-1.5127819e-16	5.2	90
0	0.55436313	-0.8322614	0	-1.5033628e-16	-1.5127831e-16	5.3	90
0	0.6346835	-0.7727581	0	-1.503362e-16	-1.5127836e-16	5.4	90
0	0.7086623	-0.7055327	0	-1.5033619e-16	-1.512784e-16	5.5	90
0	0.77555954	-0.63125724	0	-1.5033621e-16	-1.5127836e-16	5.6	90
0	0.8347067	-0.55067426	0	-1.5033628e-16	-1.5127828e-16	5.7	90
0	0.88551253	-0.46458972	0	-1.5033638e-16	-1.5127818e-16	5.8	90
0	0.9274697	-0.3738641	0	-1.5033649e-16	-1.5127803e-16	5.9	90
0	0.9601593	-0.27940443	0	-1.5033665e-16	-1.5127795e-16	6	90
0	0.9832554	-0.1821544	0	-1.5033673e-16	-1.5127785e-16	6.1	90
0	0.9965276	-0.08308546	0	-1.503368e-16	-1.5127777e-16	6.2	90
0	0.9999827	-7.50822e-11	0	-1.4643082e-16	-1.4735745e-16	0	85
0	0.9949881	0.099824645	0	-1.4643078e-16	-1.473575e-16	0.1	85
0	0.9800535	0.1986533	0	-1.4643064e-16	-1.4735766e-16	0.2	85
0	0.9553277	0.29549962	0	-1.464304e-16	-1.4735787e-16	0.3	85
0	0.9210564	0.38939655	0	-1.4643015e-16	-1.4735811e-16	0.4	85
0	0.87758076	0.47940558	0	-1.464299e-16	-1.4735837e-16	0.5	85
0	0.82533455	0.5646269	0	-1.4642964e-16	-1.4735856e-16	0.6	85
0	0.7648394	0.64420736	0	-1.4642948e-16	-1.4735868e-16	0.7	85
0	0.6966999	0.7173506	0	-1.4642947e-16	-1.4735875e-16	0.8	85
0	0.621598	0.78332496	0	-1.4642955e-16	-1.4735868e-16	0.9	85
0	0.5402852	0.84147	0	-1.4642972e-16	-1.4735853e-16	1	85
0	0.45357537	0.8912049	0	-1.4642993e-16	-1.473583e-16	1.1	85
0	0.3623359	0.9320333	0	-1.4643021e-16	-1.4735804e-16	1.2	85
0	0.26747924	0.9635481	0	-1.4643046e-16	-1.4735779e-16	1.3	85
0	0.16995299	0.98543566	0	-1.4643066e-16	-1.4735758e-16	1.4	85
0	0.0707309	0.99747825	0	-1.4643081e-16	-1.4735747e-16	1.5	85
0	-0.029196883	0.9995563	0	-1.4643082e-16	-1.4735746e-16	1.6	85
0	-0.1288334	0.9916494	0	-1.4643073e-16	-1.4735753e-16	1.7	85
0	-0.22718441	0.9738358	0	-1.4643057e-16	-1.473577e-16	1.8	85
0	-0.32326823	0.9462925	0	-1.464303e-16	-1.4735792e-16	1.9	85
0	-0.41612524	0.9092939	0	-1.4643007e-16	-1.4735819e-16	2	85
0	-0.5048272	0.863208	0	-1.464298e-16	-1.4735843e-16	2.1	85
0	-0.5884869	0.80849516	0	-1.4642959e-16	-1.4735861e-16	2.2	85
0	-0.6662673	0.74570155	0	-1.4642951e-16	-1.4735875e-16	2.3	85
0	-0.7373895	0.675455	0	-1.464295e-16	-1.4735873e-16	2.4	85
0	-0.80114216	0.59845865	0	-1.464296e-16	-1.4735865e-16	2.5	85
0	-0.8568876	0.51548296	0	-1.4642976e-16	-1.4735845e-16	2.6	85
0	-0.9040689	0.42735848	0	-1.4643005e-16	-1.4735824e-16	2.7	85
0	-0.94221526	0.33496663	0	-1.4643029e-16	-1.4735796e-16	2.8	85
0	-0.9709467	0.23923102	0	-1.4643053e-16	-1.4735773e-16	2.9	85
0	-0.98997754	0.14110795	0	-1.4643071e-16	-1.4735755e-16	3	85
0	-0.99911803	0.041576926	0	-1.4643082e-16	-1.4735747e-16	3.1	85
0	-0.9982779	-0.05836891	0	-1.4643082e-16	-1.4735747e-16	3.2	85
0	-0.98746514	-0.15773241	0	-1.4643071e-16	-1.473576e-16	3.3	85
0	-0.96678746	-0.25552204	0	-1.464305e-16	-1.4735778e-16	3.4	85
0	-0.93645036	-0.35076156	0	-1.4643024e-16	-1.47358e-16	3.5	85
0	-0.89675564	-0.44249937	0	-1.4642997e-16	-1.4735824e-16	3.6	85
0	-0.848099	-0.5298185	0	-1.4642972e-16	-1.4735848e-16	3.7	85
0	-0.7909659	-0.6118453	0	-1.4642955e-16	-1.4735865e-16	3.8	85
0	-0.72592735	-0.68775886	0	-1.4642948e-16	-1.4735875e-16	3.9	85
0	-0.65363395	-0.75679934	0	-1.464295e-16	-1.473587e-16	4	85
0	-0.57480896	-0.818276	0	-1.4642963e-16	-1.473586e-16	4.1	85
0	-0.4902414	-0.8715742	0	-1.4642984e-16	-1.4735839e-16	4.2	85
0	-0.40077746	-0.91616166	0	-1.4643009e-16	-1.4735815e-16	4.3	85
0	-0.30731198	-0.95159376	0	-1.4643036e-16	-1.4735789e-16	4.4	85
0	-0.21077904	-0.9775176	0	-1.4643058e-16	-1.4735766e-16	4.5	85
0	-0.11214275	-0.99367523	0	-1.4643075e-16	-1.473575e-16	4.6	85
0	-0.012387543	-0.999906	0	-1.4643083e-16	-1.4735745e-16	4.7	85
0	0.08749124	-0.9961482	0	-1.4643078e-16	-1.4735749e-16	4.8	85
0	0.18649712	-0.9824391	0	-1.4643064e-16	-1.4735762e-16	4.9	85
0	0.283642	-0.95891494	0	-1.4643042e-16	-1.4735783e-16	5	85
0	0.37795585	-0.92580956	0	-1.4643017e-16	-1.473581e-16	5.1	85
0	0.4684964	-0.88345265	0	-1.464299e-16	-1.4735832e-16	5.2	85
0	0.554358	-0.8322665	0	-1.4642967e-16	-1.4735855e-16	5.3	85
0	0.6346819	-0.77276206	0	-1.4642954e-16	-1.473587e-16	5.4	85
0	0.7086638	-0.7055342	0	-1.4642946e-16	-1.473587e-16	5.5	85
0	0.77556354	-0.6312554	0	-1.4642954e-16	-1.473587e-16	5.6	85
0	0.83471185	-0.550669	0	-1.4642968e-16	-1.4735853e-16	5.7	85
0	0.8855174	-0.4645818	0	-1.4642992e-16	-1.4735834e-16	5.8	85
0	0.9274731	-0.37385482	0	-1.4643017e-16	-1.4735807e-16	5.9	85
0	0.96016073	-0.2793955	0	-1.4643041e-16	-1.4735779e-16	6	85
0	0.9832548	-0.18214753	0	-1.4643064e-16	-1.4735761e-16	6.1	85
0	0.9965256	-0.083082035	0	-1.4643078e-16	-1.4735747e-16	6.2	85
0	0.99998105	-1.0284544e-10	0	-1.42523e-16	-1.4343727e-16	0	80
0	0.99498683	0.099821664	0	-1.4252293e-16	-1.4343734e-16	0.1	80
0	0.98005337	0.19864796	0	-1.4252268e-16	-1.4343751e-16	0.2	80
0	0.95532906	0.29549298	0	-1.4252241e-16	-1.4343783e-16	0.3	80
0	0.92105913	0.38938984	0	-1.4252204e-16	-1.4343817e-16	0.4	80
0	0.8775846	0.47940013	0	-1.4252168e-16	-1.434385e-16	0.5	80
0	0.82533836	0.5646235	0	-1.4252137e-16	-1.4343877e-16	0.6	80
0	0.7648422	0.6442065	0	-1.425212e-16	-1.4343895e-16	0.7	80
0	0.6967009	0.7173522	0	-1.4252115e-16	-1.4343901e-16	0.8	80
0	0.62159646	0.78332806	0	-1.4252126e-16	-1.4343894e-16	0.9	80
0	0.5402812	0.8414739	0	-1.4252149e-16	-1.4343873e-16	1	80
0	0.45356944	0.8912086	0	-1.4252179e-16	-1.4343841e-16	1.1	80
0	0.36232916	0.93203586	0	-1.4252215e-16	-1.4343807e-16	1.2	80
0	0.26747286	0.963549	0	-1.425225e-16	-1.4343774e-16	1.3	80
0	0.16994822	0.985435	0	-1.4252278e-16	-1.4343746e-16	1.4	80
0	0.07072874	0.9974769	0	-1.4252295e-16	-1.4343731e-16	1.5	80
0	-0.029195989	0.9995548	0	-1.4252297e-16	-1.4343727e-16	1.6	80
0	-0.12882963	0.99164844	0	-1.4252288e-16	-1.4343739e-16	1.7	80
0	-0.22717857	0.97383606	0	-1.4252264e-16	-1.4343762e-16	1.8	80
0	-0.32326144	0.94629437	0	-1.425223e-16	-1.4343792e-16	1.9	80
0	-0.41611886	0.90929693	0	-1.4252195e-16	-1.4343828e-16	2	80
0	-0.5048223	0.8632119	0	-1.4252158e-16	-1.4343858e-16	2.1	80
0	-0.58848435	0.8084986	0	-1.4252133e-16	-1.4343885e-16	2.2	80
0	-0.6662671	0.74570376	0	-1.4252115e-16	-1.4343898e-16	2.3	80
0	-0.73739153	0.6754553	0	-1.4252117e-16	-1.4343901e-16	2.4	80
0	-0.8011457	0.59845626	0	-1.4252131e-16	-1.4343888e-16	2.5	80
0	-0.85689145	0.5154784	0	-1.4252154e-16	-1.4343862e-16	2.6	80
0	-0.90407217	0.42735213	0	-1.425219e-16	-1.434383e-16	2.7	80
0	-0.94221735	0.3349598	0	-1.4252225e-16	-1.4343795e-16	2.8	80
0	-0.97094727	0.23922502	0	-1.4252257e-16	-1.4343763e-16	2.9	80
0	-0.9899765	0.14110388	0	-1.4252285e-16	-1.4343742e-16	3	80
0	-0.9991164	0.041575644	0	-1.42523e-16	-1.4343729e-16	3.1	80
0	-0.99827635	-0.05836714	0	-1.4252295e-16	-1.4343729e-16	3.2	80
0	-0.98746455	-0.15772793	0	-1.425228e-16	-1.4343743e-16	3.3	80
0	-0.9667883	-0.25551578	0	-1.4252254e-16	-1.4343771e-16	3.4	80
0	-0.9364526	-0.3507547	0	-1.4252219e-16	-1.4343803e-16	3.5	80
0	-0.8967592	-0.4424932	0	-1.4252182e-16	-1.4343835e-16	3.6	80
0	-0.8481029	-0.52981424	0	-1.4252147e-16	-1.4343865e-16	3.7	80
0	-0.79096925	-0.61184335	0	-1.4252127e-16	-1.4343892e-16	3.8	80
0	-0.7259292	-0.6877594	0	-1.4252114e-16	-1.4343901e-16	3.9	80
0	-0.65363336	-0.75680196	0	-1.4252118e-16	-1.4343895e-16	4	80
0	-0.5748059	-0.8182796	0	-1.4252135e-16	-1.4343881e-16	4.1	80
0	-0.49023607	-0.8715781	0	-1.4252164e-16	-1.4343854e-16	4.2	80
0	-0.4007708	-0.9161647	0	-1.4252199e-16	-1.4343821e-16	4.3	80
0	-0.30730522	-0.95159537	0	-1.4252236e-16	-1.4343787e-16	4.4	80
0	-0.2107735	-0.9775176	0	-1.4252266e-16	-1.4343755e-16	4.5	80
0	-0.112139426	-0.9936739	0	-1.425229e-16	-1.4343737e-16	4.6	80
0	-0.012387162	-0.9999043	0	-1.4252298e-16	-1.4343727e-16	4.7	80
0	0.08748861	-0.9961468	0	-1.4252293e-16	-1.4343733e-16	4.8	80
0	0.186492	-0.9824388	0	-1.4252273e-16	-1.434375e-16	4.9	80
0	0.28363544	-0.95891625	0	-1.4252245e-16	-1.4343779e-16	5	80
0	0.37794915	-0.9258122	0	-1.4252208e-16	-1.4343812e-16	5.1	80
0	0.46849075	-0.8834563	0	-1.4252174e-16	-1.4343844e-16	5.2	80
0	0.55435437	-0.8322703	0	-1.4252143e-16	-1.4343877e-16	5.3	80
0	0.6346807	-0.772765	0	-1.4252122e-16	-1.4343895e-16	5.4	80
0	0.7086651	-0.7055353	0	-1.4252115e-16	-1.4343902e-16	5.5	80
0	0.7755665	-0.6312542	0	-1.4252121e-16	-1.4343893e-16	5.6	80
0	0.8347157	-0.5506653	0	-1.4252142e-16	-1.4343873e-16	5.7	80
0	0.885521	-0.46457598	0	-1.4252174e-16	-1.4343845e-16	5.8	80
0	0.9274758	-0.37384805	0	-1.4252212e-16	-1.4343812e-16	5.9	80
0	0.9601618	-0.27938896	0	-1.4252245e-16	-1.4343776e-16	6	80
0	0.9832544	-0.18214251	0	-1.4252277e-16	-1.4343751e-16	6.1	80
0	0.99652416	-0.08307954	0	-1.4252293e-16	-1.4343731e-16	6.2	80
0	0.9999787	5.432715e-11	0	-1.3829675e-16	-1.3919705e-16	0	75
0	0.99498487	0.099818684	0	-1.3829666e-16	-1.3919715e-16	0.1	75
0	0.98005265	0.19864258	0	-1.3829639e-16	-1.3919737e-16	0.2	75
0	0.95532984	0.29548627	0	-1.38296e-16	-1.3919772e-16	0.3	75
0	0.92106146	0.38938302	0	-1.3829557e-16	-1.3919815e-16	0.4	75
0	0.8775878	0.47939453	0	-1.3829514e-16	-1.3919856e-16	0.5	75
0	0.8253416	0.56461984	0	-1.3829474e-16	-1.3919889e-16	0.6	75
0	0.7648445	0.64420533	0	-1.3829449e-16	-1.3919912e-16	0.7	75
0	0.6967013	0.7173532	0	-1.3829446e-16	-1.3919918e-16	0.8	75
0	0.6215946	0.7833307	0	-1.3829457e-16	-1.3919907e-16	0.9	75
0	0.54027694	0.8414771	0	-1.3829487e-16	-1.3919883e-16	1	75
0	0.45356333	0.8912115	0	-1.3829524e-16	-1.3919842e-16	1.1	75
