# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	E_custom (J)	Angle_bias (rad)	Field_bias (T)	Field_ext (T)	Angle_ext (rad)
0	-0.7048816	0.7088256	0	-1.4391594e-17	-8.845792e-22	-1.4790228e-17	2.3561945	0.1	0.0003	1.1780972
0	-0.7222573	0.6911117	0	-1.4589248e-17	-8.3171693e-22	-1.4987932e-17	2.3807383	0.1	0.0003	1.1780972
0	-0.7391871	0.6729714	0	-1.4796493e-17	-7.783417e-22	-1.5195222e-17	2.4052818	0.1	0.0003	1.1780972
0	-0.75565994	0.6544169	0	-1.5013298e-17	-7.2448915e-22	-1.5412066e-17	2.4298255	0.1	0.0003	1.1780972
0	-0.77166307	0.6354627	0	-1.5239613e-17	-6.7020123e-22	-1.5638412e-17	2.4543693	0.1	0.0003	1.1780972
0	-0.78717744	0.6161329	0	-1.5475431e-17	-6.155462e-22	-1.5874256e-17	2.478913	0.1	0.0003	1.1780972
0	-0.8022014	0.5964315	0	-1.5720548e-17	-5.6053326e-22	-1.6119394e-17	2.5034566	0.1	0.0003	1.1780972
0	-0.81672436	0.57637405	0	-1.5974838e-17	-5.052053e-22	-1.63737e-17	2.5280004	0.1	0.0003	1.1780972
0	-0.83073205	0.5559823	0	-1.6238171e-17	-4.4962073e-22	-1.6637044e-17	2.552544	0.1	0.0003	1.1780972
0	-0.84422106	0.5352645	0	-1.651031e-17	-3.9380035e-22	-1.6909191e-17	2.5770876	0.1	0.0003	1.1780972
0	-0.85718054	0.51423997	0	-1.6791067e-17	-3.3779446e-22	-1.718995e-17	2.6016314	0.1	0.0003	1.1780972
0	-0.8695945	0.49293986	0	-1.708026e-17	-2.8168335e-22	-1.7479144e-17	2.6261752	0.1	0.0003	1.1780972
0	-0.8814758	0.471346	0	-1.7377481e-17	-2.2541704e-22	-1.7776363e-17	2.6507187	0.1	0.0003	1.1780972
0	-0.8928104	0.44948608	0	-1.768251e-17	-1.6906662e-22	-1.8081384e-17	2.6752625	0.1	0.0003	1.1780972
0	-0.90358996	0.42738092	0	-1.7995064e-17	-1.1268387e-22	-1.8393933e-17	2.6998062	0.1	0.0003	1.1780972
0	-0.9138126	0.4050393	0	-1.8314804e-17	-5.628862e-23	-1.8713666e-17	2.72435	0.1	0.0003	1.1780972
