# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	E_custom (J)	Angle_bias (rad)	Field_bias (T)	Field_ext (T)	Angle_ext (rad)
0	0.99380136	0.060333375	0	-6.4712516e-19	-1.9284624e-19	-1.2776844e-18	0	0.1	0.01	0.7853982
0	0.99237776	0.08091061	0	-1.9248402e-18	-1.963502e-19	-2.552408e-18	0.024543693	0.1	0.01	0.7853982
0	0.9905359	0.10146903	0	-3.19852e-18	-1.9977428e-19	-3.8233173e-18	0.049087387	0.1	0.01	0.7853982
0	0.9882737	0.122023016	0	-4.4673022e-18	-2.031206e-19	-5.0895484e-18	0.07363108	0.1	0.01	0.7853982
0	0.9855917	0.14254631	0	-5.730335e-18	-2.0638456e-19	-6.350248e-18	0.09817477	0.1	0.01	0.7853982
0	0.9824844	0.16306476	0	-6.986724e-18	-2.0956981e-19	-7.604519e-18	0.12271846	0.1	0.01	0.7853982
0	0.9789526	0.18355295	0	-8.235613e-18	-2.1267188e-19	-8.851504e-18	0.14726216	0.1	0.01	0.7853982
0	0.974987	0.20404409	0	-9.476044e-18	-2.156951e-19	-1.0090238e-17	0.17180584	0.1	0.01	0.7853982
0	0.9705839	0.22453015	0	-1.0707087e-17	-2.1863733e-19	-1.1319793e-17	0.19634955	0.1	0.01	0.7853982
0	0.9657373	0.24501266	0	-1.19277765e-17	-2.2149782e-19	-1.2539196e-17	0.22089323	0.1	0.01	0.7853982
0	0.9604475	0.26546553	0	-1.3137216e-17	-2.2427183e-19	-1.37475466e-17	0.24543692	0.1	0.01	0.7853982
0	0.9547004	0.28591818	0	-1.433429e-17	-2.2696213e-19	-1.4943727e-17	0.2699806	0.1	0.01	0.7853982
0	0.94848233	0.30638725	0	-1.551784e-17	-2.2956917e-19	-1.612657e-17	0.2945243	0.1	0.01	0.7853982
0	0.94177186	0.3269051	0	-1.6686511e-17	-2.3209512e-19	-1.7294714e-17	0.319068	0.1	0.01	0.7853982
0	0.9345513	0.34748408	0	-1.7838947e-17	-2.34539e-19	-1.84468e-17	0.3436117	0.1	0.01	0.7853982
0	0.9268223	0.36806935	0	-1.8974057e-17	-2.3689093e-19	-1.9581726e-17	0.3681554	0.1	0.01	0.7853982
0	0.918614	0.38856196	0	-2.0091428e-17	-2.3913823e-19	-2.0699068e-17	0.3926991	0.1	0.01	0.7853982
0	0.9098823	0.40904412	0	-2.1189092e-17	-2.4128789e-19	-2.1796851e-17	0.41724277	0.1	0.01	0.7853982
0	0.9005815	0.429581	0	-2.2264878e-17	-2.4334348e-19	-2.287289e-17	0.44178647	0.1	0.01	0.7853982
0	0.89077026	0.4500047	0	-2.3318961e-17	-2.4528493e-19	-2.3927344e-17	0.46633017	0.1	0.01	0.7853982
0	0.8803598	0.47046593	0	-2.4348053e-17	-2.4712367e-19	-2.4956913e-17	0.49087384	0.1	0.01	0.7853982
0	0.86933404	0.49094665	0	-2.5350374e-17	-2.4885333e-19	-2.5959795e-17	0.5154175	0.1	0.01	0.7853982
0	0.85770077	0.5113851	0	-2.6324783e-17	-2.5046421e-19	-2.693484e-17	0.5399612	0.1	0.01	0.7853982
0	0.8454601	0.5317407	0	-2.7269943e-17	-2.5194877e-19	-2.7880672e-17	0.5645049	0.1	0.01	0.7853982
0	0.8325759	0.55203277	0	-2.8183463e-17	-2.5330398e-19	-2.8794892e-17	0.5890486	0.1	0.01	0.7853982
0	0.8190637	0.5721957	0	-2.9064414e-17	-2.5452068e-19	-2.967654e-17	0.6135923	0.1	0.01	0.7853982
0	0.80494404	0.59216565	0	-2.9912118e-17	-2.5559098e-19	-3.0524917e-17	0.638136	0.1	0.01	0.7853982
0	0.7901251	0.6120349	0	-3.072232e-17	-2.5651483e-19	-3.1335746e-17	0.6626797	0.1	0.01	0.7853982
0	0.7746656	0.6316848	0	-3.1495557e-17	-2.572815e-19	-3.210953e-17	0.6872234	0.1	0.01	0.7853982
0	0.7585794	0.6510686	0	-3.2231063e-17	-2.5788475e-19	-3.2845486e-17	0.7117671	0.1	0.01	0.7853982
0	0.74189913	0.670124	0	-3.292891e-17	-2.5831925e-19	-3.354367e-17	0.7363108	0.1	0.01	0.7853982
0	0.72464895	0.6888065	0	-3.3589032e-17	-2.5858129e-19	-3.4204004e-17	0.7608545	0.1	0.01	0.7853982
0	0.7069664	0.70696574	0	-3.4215886e-17	-2.586685e-19	-3.4830928e-17	0.7853982	0.1	0.01	0.7853982
0	0.68880737	0.7246482	0	-3.4807366e-17	-2.585813e-19	-3.5422336e-17	0.8099418	0.1	0.01	0.7853982
0	0.6701245	0.7418986	0	-3.5361207e-17	-2.5831925e-19	-3.597597e-17	0.83448553	0.1	0.01	0.7853982
0	0.6510709	0.75857747	0	-3.5883184e-17	-2.5788485e-19	-3.6497607e-17	0.85902923	0.1	0.01	0.7853982
0	0.6316874	0.77466357	0	-3.6374993e-17	-2.5728158e-19	-3.6988963e-17	0.88357294	0.1	0.01	0.7853982
0	0.61203533	0.79012483	0	-3.6839355e-17	-2.565149e-19	-3.745278e-17	0.90811664	0.1	0.01	0.7853982
0	0.5921684	0.8049421	0	-3.7278896e-17	-2.555911e-19	-3.7891698e-17	0.93266034	0.1	0.01	0.7853982
0	0.57220966	0.8190543	0	-3.769945e-17	-2.545215e-19	-3.831158e-17	0.957204	0.1	0.01	0.7853982
0	0.5520288	0.83257854	0	-3.8095856e-17	-2.5330377e-19	-3.8707288e-17	0.9817477	0.1	0.01	0.7853982
0	0.5317493	0.84545493	0	-3.8474106e-17	-2.519494e-19	-3.9084836e-17	1.0062914	0.1	0.01	0.7853982
0	0.51139313	0.8576961	0	-3.8835806e-17	-2.5046484e-19	-3.944586e-17	1.030835	0.1	0.01	0.7853982
0	0.490981	0.86931527	0	-3.918255e-17	-2.4885618e-19	-3.9791973e-17	1.0553788	0.1	0.01	0.7853982
