# t (s)	mx ()	my ()	mz ()	E_total (J)	Angle (rad)
0	0.057579156	-0.99834096	0	9.672984e-19	4.77
0	0.06755952	-0.99771535	0	9.67347e-19	4.78
0	0.07753313	-0.9969897	0	9.674033e-19	4.79
0	0.087498985	-0.9961646	0	9.674671e-19	4.8
0	0.09745608	-0.99523985	0	9.675384e-19	4.81
0	0.10740344	-0.99421555	0	9.676168e-19	4.82
0	0.11734008	-0.9930919	0	9.677023e-19	4.83
0	0.12726496	-0.9918688	0	9.677949e-19	4.84
0	0.13717712	-0.99054664	0	9.678944e-19	4.85
0	0.14707556	-0.98912525	0	9.680003e-19	4.86
0	0.15695928	-0.9876051	0	9.68113e-19	4.87
0	0.16682734	-0.98598605	0	9.682318e-19	4.88
0	0.17667869	-0.98426855	0	9.683571e-19	4.89
0	0.18651237	-0.9824527	0	9.684882e-19	4.9
0	0.19632742	-0.98053855	0	9.686251e-19	4.91
0	0.20612285	-0.9785263	0	9.687676e-19	4.92
0	0.21589762	-0.97641593	0	9.689151e-19	4.93
0	0.22565082	-0.97420835	0	9.69068e-19	4.94
0	0.23538142	-0.97190315	0	9.692253e-19	4.95
0	0.24508852	-0.96950084	0	9.693875e-19	4.96
0	0.25477114	-0.9670014	0	9.69554e-19	4.97
0	0.26442826	-0.9644054	0	9.697244e-19	4.98
0	0.2740589	-0.9617129	0	9.698987e-19	4.99
0	0.2836622	-0.9589243	0	9.700764e-19	5
0	0.29323712	-0.9560397	0	9.702575e-19	5.01
0	0.30278268	-0.95305985	0	9.704414e-19	5.02
0	0.31229797	-0.9499842	0	9.706277e-19	5.03
0	0.321782	-0.94681376	0	9.708164e-19	5.04
0	0.33123392	-0.9435487	0	9.710074e-19	5.05
0	0.34065273	-0.9401893	0	9.712001e-19	5.06
0	0.3500374	-0.93673575	0	9.71394e-19	5.07
0	0.3593871	-0.9331886	0	9.715889e-19	5.08
0	0.3687009	-0.92954814	0	9.71785e-19	5.09
0	0.37797773	-0.92581475	0	9.719812e-19	5.1
0	0.38721687	-0.9219887	0	9.721778e-19	5.11
0	0.39641726	-0.9180705	0	9.72374e-19	5.12
0	0.40557793	-0.9140605	0	9.725698e-19	5.13
0	0.41469812	-0.909959	0	9.72765e-19	5.14
0	0.42377678	-0.90576667	0	9.729589e-19	5.15
0	0.4328131	-0.9014837	0	9.731515e-19	5.16
0	0.44180617	-0.8971106	0	9.733424e-19	5.17
0	0.45075503	-0.8926477	0	9.735313e-19	5.18
0	0.45965892	-0.8880957	0	9.737179e-19	5.19
0	0.46851668	-0.8834546	0	9.739018e-19	5.2
0	0.47732767	-0.8787254	0	9.740827e-19	5.21
0	0.4860909	-0.8739083	0	9.742605e-19	5.22
0	0.49480557	-0.86900383	0	9.74435e-19	5.23
0	0.5034707	-0.8640124	0	9.746055e-19	5.24
0	0.5120855	-0.8589346	0	9.74772e-19	5.25
0	0.5206491	-0.85377085	0	9.749341e-19	5.26
0	0.5291606	-0.8485217	0	9.75092e-19	5.27
0	0.53761923	-0.84318775	0	9.752446e-19	5.28
0	0.546024	-0.8377695	0	9.753925e-19	5.29
0	0.5543743	-0.83226746	0	9.755347e-19	5.3
0	0.56266916	-0.82668227	0	9.75672e-19	5.31
0	0.5709078	-0.8210143	0	9.758033e-19	5.32
0	0.5790892	-0.81526417	0	9.759283e-19	5.33
0	0.58721274	-0.8094326	0	9.760474e-19	5.34
0	0.59527767	-0.8035203	0	9.761602e-19	5.35
0	0.6032828	-0.7975273	0	9.762663e-19	5.36
0	0.6112279	-0.79145485	0	9.763659e-19	5.37
0	0.6191117	-0.785303	0	9.764586e-19	5.38
0	0.62693363	-0.7790727	0	9.765442e-19	5.39
0	0.6346929	-0.7727645	0	9.766227e-19	5.4
0	0.6423887	-0.7663791	0	9.766941e-19	5.41
0	0.65002024	-0.759917	0	9.76758e-19	5.42
0	0.65758675	-0.75337887	0	9.768143e-19	5.43
0	0.6650875	-0.74676543	0	9.76863e-19	5.44
0	0.6725218	-0.7400773	0	9.769044e-19	5.45
0	0.67988884	-0.73331517	0	9.769376e-19	5.46
0	0.68718785	-0.72647977	0	9.769634e-19	5.47
0	0.6944182	-0.71957177	0	9.769815e-19	5.48
0	0.70157903	-0.71259165	0	9.769913e-19	5.49
0	0.70866984	-0.7055403	0	9.769935e-19	5.5
0	0.7156896	-0.69841844	0	9.769879e-19	5.51
0	0.72263783	-0.69122684	0	9.769743e-19	5.52
0	0.7295139	-0.683966	0	9.76953e-19	5.53
0	0.7363169	-0.67663676	0	9.769238e-19	5.54
0	0.7430464	-0.6692399	0	9.768871e-19	5.55
0	0.74970156	-0.661776	0	9.768424e-19	5.56
0	0.75628173	-0.65424603	0	9.767901e-19	5.57
0	0.76278627	-0.64665073	0	9.767304e-19	5.58
0	0.7692147	-0.6389907	0	9.766635e-19	5.59
0	0.77556586	-0.6312667	0	9.765889e-19	5.6
0	0.78183967	-0.62347955	0	9.765072e-19	5.61
0	0.7880353	-0.6156301	0	9.764185e-19	5.62
0	0.7941521	-0.6077191	0	9.763227e-19	5.63
0	0.8001896	-0.5997473	0	9.762204e-19	5.64
0	0.80614674	-0.5917156	0	9.76111e-19	5.65
0	0.8120235	-0.58362466	0	9.759953e-19	5.66
0	0.8178192	-0.5754754	0	9.758737e-19	5.67
0	0.8235329	-0.56726855	0	9.757458e-19	5.68
0	0.82916427	-0.55900496	0	9.75612e-19	5.69
0	0.8347128	-0.5506856	0	9.754726e-19	5.7
0	0.84017783	-0.542311	0	9.753277e-19	5.71
0	0.8455589	-0.53388226	0	9.751777e-19	5.72
0	0.8508553	-0.52540004	0	9.750226e-19	5.73
0	0.85606694	-0.5168655	0	9.748632e-19	5.74
0	0.86119246	-0.5082791	0	9.746988e-19	5.75
0	0.86623204	-0.4996419	0	9.745303e-19	5.76
0	0.8711852	-0.4909548	0	9.743584e-19	5.77
0	0.876051	-0.48221847	0	9.741824e-19	5.78
0	0.8808295	-0.4734341	0	9.740032e-19	5.79
0	0.88551956	-0.4646022	0	9.738207e-19	5.8
0	0.89012134	-0.4557239	0	9.736358e-19	5.81
0	0.8946338	-0.44680002	0	9.73448e-19	5.82
0	0.899057	-0.43783155	0	9.732582e-19	5.83
0	0.9033903	-0.42881924	0	9.730666e-19	5.84
0	0.9076333	-0.419764	0	9.728734e-19	5.85
0	0.91178554	-0.41066682	0	9.726788e-19	5.86
0	0.9158465	-0.40152863	0	9.724833e-19	5.87
0	0.9198159	-0.39235026	0	9.722873e-19	5.88
0	0.9236934	-0.3831326	0	9.720908e-19	5.89
0	0.92747843	-0.37387663	0	9.718943e-19	5.9
0	0.9311708	-0.36458334	0	9.716984e-19	5.91
0	0.9347699	-0.3552535	0	9.715025e-19	5.92
0	0.93827575	-0.34588832	0	9.713084e-19	5.93
0	0.9416876	-0.33648834	0	9.711146e-19	5.94
0	0.94500524	-0.32705483	0	9.70923e-19	5.95
0	0.9482287	-0.31758863	0	9.707333e-19	5.96
0	0.95135707	-0.30809057	0	9.705452e-19	5.97
0	0.9543903	-0.29856175	0	9.703595e-19	5.98
0	0.9573282	-0.2890031	0	9.701774e-19	5.99
0	0.9601703	-0.2794155	0	9.699978e-19	6
0	0.9629163	-0.2698	0	9.698212e-19	6.01
0	0.96556634	-0.2601575	0	9.696488e-19	6.02
0	0.96811944	-0.250489	0	9.694798e-19	6.03
0	0.97057605	-0.24079546	0	9.693157e-19	6.04
0	0.97293544	-0.23107779	0	9.691555e-19	6.05
0	0.97519743	-0.22133702	0	9.689998e-19	6.06
0	0.97736204	-0.21157421	0	9.688494e-19	6.07
0	0.9794289	-0.20179017	0	9.687042e-19	6.08
0	0.98139775	-0.19198593	0	9.68564e-19	6.09
0	0.9832685	-0.18216251	0	9.684297e-19	6.1
0	0.985041	-0.1723209	0	9.683015e-19	6.11
0	0.9867149	-0.16246204	0	9.681788e-19	6.12
0	0.98829	-0.15258689	0	9.680627e-19	6.13
0	0.98976654	-0.14269654	0	9.679527e-19	6.14
0	0.99114394	-0.1327919	0	9.678495e-19	6.15
0	0.9924223	-0.12287399	0	9.677531e-19	6.16
0	0.9936014	-0.1129438	0	9.676639e-19	6.17
0	0.9946812	-0.1030023	0	9.675813e-19	6.18
0	0.9956614	-0.093050495	0	9.675061e-19	6.19
0	0.9965421	-0.083089404	0	9.674383e-19	6.2
0	0.9973232	-0.07311999	0	9.67378e-19	6.21
0	0.99800456	-0.063143276	0	9.673251e-19	6.22
0	0.998586	-0.05316024	0	9.672795e-19	6.23
0	0.99906766	-0.04317189	0	9.672416e-19	6.24
0	0.99944943	-0.033179212	0	9.672122e-19	6.25
0	0.9997312	-0.02318323	0	9.6719e-19	6.26
0	0.9999131	-0.013184926	0	9.671758e-19	6.27
0	0.99999493	-0.0031853013	0	9.671691e-19	6.28
