# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	a1 (rad)	a2 (rad)	a3 (rad)	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()	m.region3x ()	m.region3y ()	m.region3z ()	roundness ()	size (m)	Cell_size (m)	var1-d (nm)	var2-Msat (kA/m)
0	-0.4264974	0.6192135	0	-2.6394101e-17	-2.907584e-17	3.1415927	1.5707964	1.5707964	-0.98854065	-0.09227424	0	-0.29059774	0.95033294	0	-0.0003537607	0.9995818	0	0.66	100	2e-09	-140	900
0	-0.65714324	0.38641882	0	-2.6420031e-17	-2.9075865e-17	3.1415927	3.1415927	1.5707964	-0.9927321	-0.00440409	0	-0.97934437	0.16407768	0	0.00064699055	0.9995827	0	0.66	100	2e-09	-140	900
0	-0.65714353	0.3864169	0	-2.6420031e-17	-2.9075865e-17	3.1415927	4.712389	1.5707964	-0.9927321	-0.004404571	0	-0.97934544	0.16407253	0	0.0006469937	0.9995829	0	0.66	100	2e-09	-140	900
0	0.3783206	0.13464056	0	-2.6308109e-17	-2.907593e-17	4.712389	0	1.5707964	0.21394405	-0.97005785	0	0.92156136	0.37439436	0	-0.0005436789	0.99958515	0	0.66	100	2e-09	-140	900
0	-0.035273477	0.3333356	0	-2.6395216e-17	-2.9075806e-17	4.712389	1.5707964	1.5707964	-0.056190267	-0.9913853	0	-0.04964433	0.9918111	0	1.4173404e-05	0.9995809	0	0.66	100	2e-09	-140	900
0	-0.43832034	0.12754767	0	-2.6341893e-17	-2.9075802e-17	4.712389	3.1415927	1.5707964	-0.37009808	-0.92306143	0	-0.94597715	0.3061237	0	0.0011141257	0.9995806	0	0.66	100	2e-09	-140	900
0	-0.06425091	-0.32530323	0	-2.6198243e-17	-2.9075974e-17	4.712389	4.712389	1.5707964	-0.086482	-0.9887023	0	-0.107337095	-0.9867938	0	0.0010663515	0.9995865	0	0.66	100	2e-09	-140	900
0	0.6554958	0.39446476	0	-2.9337337e-17	-3.230311e-17	0	0	1.5707964	0.9926551	-0.006546404	0	0.9746379	0.19046308	0	-0.00080547296	0.99947757	0	0.66	100	2e-09	-140	1e+03
0	0.38976654	0.62363756	0	-2.9338005e-17	-3.2302965e-17	0	1.5707964	1.5707964	0.98724174	-0.104867995	0	0.18247706	0.97630763	0	-0.00041919562	0.9994729	0	0.66	100	2e-09	-140	1e+03
0	0.38972107	0.623518	0	-2.9338002e-17	-3.2302965e-17	0	3.1415927	1.5707964	0.98720294	-0.105244465	0	0.18237911	0.97632545	0	-0.0004189328	0.9994729	0	0.66	100	2e-09	-140	1e+03
0	0.44708604	0.065684736	0	-2.9200806e-17	-3.23032e-17	0	4.712389	1.5707964	0.9847694	0.12618113	0	0.35622382	-0.92860705	0	0.00026478924	0.99948025	0	0.66	100	2e-09	-140	1e+03
0	0.40811846	0.690656	0	-2.9274134e-17	-3.2303157e-17	1.5707964	0	1.5707964	0.23914275	0.9642393	0	0.98660326	0.10825019	0	-0.0013906922	0.99947876	0	0.66	100	2e-09	-140	1e+03
0	-0.04724735	0.99314564	0	-2.931645e-17	-3.230299e-17	1.5707964	1.5707964	1.5707964	-0.07683304	0.9895887	0	-0.06398826	0.99037457	0	-0.0009207532	0.9994738	0	0.66	100	2e-09	-140	1e+03
0	-0.6560495	0.39248893	0	-2.9398535e-17	-3.2302998e-17	1.5707964	3.1415927	1.5707964	-0.99273336	-0.004905622	0	-0.9760504	0.1828985	0	0.00063534983	0.9994739	0	0.66	100	2e-09	-140	1e+03
0	-0.05383027	0.33380035	0	-2.9243194e-17	-3.2303216e-17	1.5707964	4.712389	1.5707964	-0.07035952	0.99051136	0	-0.09123767	-0.988591	0	0.00010640629	0.9994807	0	0.66	100	2e-09	-140	1e+03
0	-0.42615542	0.61987776	0	-2.9377108e-17	-3.230297e-17	3.1415927	0	1.5707964	-0.9887043	-0.09051998	0	-0.28940564	0.9506802	0	-0.00035635676	0.99947304	0	0.66	100	2e-09	-140	1e+03
0	-0.42614156	0.6198893	0	-2.9377108e-17	-3.230297e-17	3.1415927	1.5707964	1.5707964	-0.98870623	-0.090498246	0	-0.28936204	0.9506932	0	-0.00035641372	0.9994732	0	0.66	100	2e-09	-140	1e+03
0	-0.6560501	0.39248666	0	-2.9398535e-17	-3.2302998e-17	3.1415927	3.1415927	1.5707964	-0.9927334	-0.0049027726	0	-0.976052	0.18288887	0	0.0006353548	0.9994739	0	0.66	100	2e-09	-140	1e+03
0	-0.6560664	0.39243346	0	-2.9398535e-17	-3.2302998e-17	3.1415927	4.712389	1.5707964	-0.99273396	-0.004797017	0	-0.9761008	0.1826236	0	0.0006354691	0.99947405	0	0.66	100	2e-09	-140	1e+03
0	-0.03884731	0.33334368	0	-2.9376244e-17	-3.2302935e-17	4.712389	0	1.5707964	-0.062364202	-0.9910246	0	-0.05419444	0.9915838	0	1.6709637e-05	0.99947196	0	0.66	100	2e-09	-140	1e+03
0	-0.038845036	0.3333436	0	-2.9376244e-17	-3.2302935e-17	4.712389	1.5707964	1.5707964	-0.062358286	-0.99102503	0	-0.054193534	0.9915838	0	1.6710112e-05	0.99947196	0	0.66	100	2e-09	-140	1e+03
0	-0.437506	0.13749684	0	-2.9319976e-17	-3.2302918e-17	4.712389	3.1415927	1.5707964	-0.3766614	-0.9204591	0	-0.9369467	0.33347803	0	0.0010900481	0.9994716	0	0.66	100	2e-09	-140	1e+03
0	-0.074494	-0.32425544	0	-2.9165197e-17	-3.2303123e-17	4.712389	4.712389	1.5707964	-0.098520376	-0.9876042	0	-0.12604298	-0.9846401	0	0.0010813609	0.9994778	0	0.66	100	2e-09	-140	1e+03
0	0.6541042	0.40102038	0	-3.2283526e-17	-3.5529144e-17	0	0	1.5707964	0.99264556	-0.0074539254	0	0.9704783	0.21115781	0	-0.0008112151	0.99935716	0	0.66	100	2e-09	-140	1.1e+03
0	0.387122	0.6243054	0	-3.2290937e-17	-3.5528972e-17	0	1.5707964	1.5707964	0.9873129	-0.104159325	0	0.17446537	0.97772336	0	-0.00041231053	0.9993523	0	0.66	100	2e-09	-140	1.1e+03
0	0.387206	0.6242249	0	-3.229094e-17	-3.5528972e-17	0	3.1415927	1.5707964	0.9872929	-0.10435407	0	0.17473735	0.9776764	0	-0.0004124646	0.9993523	0	0.66	100	2e-09	-140	1.1e+03
0	0.65410286	0.4010272	0	-3.2283526e-17	-3.5529144e-17	0	4.712389	1.5707964	0.99264556	-0.0074529536	0	0.97047424	0.21117732	0	-0.00081122114	0.9993572	0	0.66	100	2e-09	-140	1.1e+03
0	0.40485322	0.699059	0	-3.222139e-17	-3.55292e-17	1.5707964	0	1.5707964	0.23218071	0.96589077	0	0.9837802	0.13192782	0	-0.0014011394	0.99935865	0	0.66	100	2e-09	-140	1.1e+03
0	-0.051255982	0.99281245	0	-3.2272068e-17	-3.5529012e-17	1.5707964	1.5707964	1.5707964	-0.08400892	0.98902845	0	-0.06884228	0.99005544	0	-0.0009167506	0.99935347	0	0.66	100	2e-09	-140	1.1e+03
0	-0.6547798	0.39866728	0	-3.2350805e-17	-3.5529012e-17	1.5707964	3.1415927	1.5707964	-0.9927322	-0.0057945647	0	-0.9722302	0.20244303	0	0.00062299473	0.9993534	0	0.66	100	2e-09	-140	1.1e+03
0	-0.060908403	0.33400518	0	-3.2184645e-17	-3.5529273e-17	1.5707964	4.712389	1.5707964	-0.07840823	0.9899214	0	-0.10443574	-0.98726636	0	0.000118751756	0.9993606	0	0.66	100	2e-09	-140	1.1e+03
0	-0.4257998	0.6205294	0	-3.2333752e-17	-3.5528986e-17	3.1415927	0	1.5707964	-0.98886174	-0.088800885	0	-0.28817865	0.95103645	0	-0.00035892057	0.9993527	0	0.66	100	2e-09	-140	1.1e+03
0	-0.42581096	0.6205394	0	-3.2333752e-17	-3.5528986e-17	3.1415927	1.5707964	1.5707964	-0.9888651	-0.08876203	0	-0.28820884	0.9510275	0	-0.00035890783	0.99935263	0	0.66	100	2e-09	-140	1.1e+03
0	-0.6548126	0.39862013	0	-3.235081e-17	-3.5529012e-17	3.1415927	3.1415927	1.5707964	-0.99273396	-0.00546306	0	-0.9723269	0.20197001	0	0.0006231392	0.99935347	0	0.66	100	2e-09	-140	1.1e+03
0	-0.65480953	0.39862853	0	-3.2350805e-17	-3.5529015e-17	3.1415927	4.712389	1.5707964	-0.99273396	-0.0054815398	0	-0.972318	0.2020137	0	0.0006231204	0.99935347	0	0.66	100	2e-09	-140	1.1e+03
0	-0.042306416	0.33335525	0	-3.2330923e-17	-3.552894e-17	4.712389	0	1.5707964	-0.06842079	-0.99063444	0	-0.058517486	0.99134874	0	1.9037354e-05	0.99935126	0	0.66	100	2e-09	-140	1.1e+03
0	-0.042308755	0.33335528	0	-3.2330923e-17	-3.552894e-17	4.712389	1.5707964	1.5707964	-0.0684251	-0.9906342	0	-0.058520224	0.99134856	0	1.9039548e-05	0.99935126	0	0.66	100	2e-09	-140	1.1e+03
0	-0.43499085	0.14884831	0	-3.2271922e-17	-3.552892e-17	4.712389	3.1415927	1.5707964	-0.3809713	-0.9187224	0	-0.9250629	0.36591646	0	0.0010615321	0.99935085	0	0.66	100	2e-09	-140	1.1e+03
0	-0.08599485	-0.32287583	0	-3.2105874e-17	-3.5529154e-17	4.712389	4.712389	1.5707964	-0.11156219	-0.98625356	0	-0.14752065	-0.98173124	0	0.0010983085	0.9993574	0	0.66	100	2e-09	-140	1.1e+03
0	0.6525169	0.40774947	0	-3.520366e-17	-3.875397e-17	0	0	1.5707964	0.9926346	-0.0084422	0	0.9657328	0.23246478	0	-0.0008166865	0.99922574	0	0.66	100	2e-09	-140	1.2e+03
0	0.38459563	0.6249397	0	-3.521767e-17	-3.875377e-17	0	1.5707964	1.5707964	0.9873871	-0.103415534	0	0.16680543	0.97901404	0	-0.00040568897	0.9992206	0	0.66	100	2e-09	-140	1.2e+03
0	0.38451567	0.62478083	0	-3.5217674e-17	-3.875377e-17	0	3.1415927	1.5707964	0.9873354	-0.10392327	0	0.16661684	0.9790454	0	-0.00040528274	0.9992205	0	0.66	100	2e-09	-140	1.2e+03
0	0.38452616	0.624805	0	-3.5217674e-17	-3.875377e-17	0	4.712389	1.5707964	0.98734313	-0.10384706	0	0.1666406	0.9790414	0	-0.00040533853	0.9992206	0	0.66	100	2e-09	-140	1.2e+03
0	0.4013374	0.7076885	0	-3.5142603e-17	-3.8754034e-17	1.5707964	0	1.5707964	0.22513565	0.96750927	0	0.9802877	0.15632896	0	-0.0014113111	0.9992274	0	0.66	100	2e-09	-140	1.2e+03
0	-0.055178426	0.99245733	0	-3.5201488e-17	-3.8753825e-17	1.5707964	1.5707964	1.5707964	-0.091127284	0.98842233	0	-0.07349517	0.9897277	0	-0.0009128322	0.999222	0	0.66	100	2e-09	-140	1.2e+03
0	-0.6534027	0.40492672	0	-3.5277007e-17	-3.875382e-17	1.5707964	3.1415927	1.5707964	-0.9927343	-0.0060328273	0	-0.96808374	0.22159123	0	0.0006101154	0.9992218	0	0.66	100	2e-09	-140	1.2e+03
0	-0.06851115	0.33428517	0	-3.509991e-17	-3.8754107e-17	1.5707964	4.712389	1.5707964	-0.08678425	0.989239	0	-0.11888131	-0.9856127	0	0.00013210575	0.9992294	0	0.66	100	2e-09	-140	1.2e+03
0	-0.4254806	0.6211712	0	-3.5264175e-17	-3.8753796e-17	3.1415927	0	1.5707964	-0.9890176	-0.087065905	0	-0.28706285	0.9513584	0	-0.0003613229	0.999221	0	0.66	100	2e-09	-140	1.2e+03
0	-0.42548257	0.6211821	0	-3.5264175e-17	-3.8753792e-17	3.1415927	1.5707964	1.5707964	-0.9890204	-0.08703229	0	-0.28706592	0.9513574	0	-0.00036133622	0.99922115	0	0.66	100	2e-09	-140	1.2e+03
0	-0.65340567	0.40490407	0	-3.5277007e-17	-3.875382e-17	3.1415927	3.1415927	1.5707964	-0.9927342	-0.0060599726	0	-0.9680931	0.22155048	0	0.0006101553	0.9992218	0	0.66	100	2e-09	-140	1.2e+03
0	-0.65340155	0.40493828	0	-3.5277007e-17	-3.875382e-17	3.1415927	4.712389	1.5707964	-0.9927345	-0.006013954	0	-0.9680803	0.22160697	0	0.0006100958	0.9992216	0	0.66	100	2e-09	-140	1.2e+03
0	-0.045701165	0.33337128	0	-3.5259404e-17	-3.8753733e-17	4.712389	0	1.5707964	-0.074444115	-0.9902104	0	-0.06268059	0.99110466	0	2.1205109e-05	0.9992196	0	0.66	100	2e-09	-140	1.2e+03
0	-0.04572062	0.33337176	0	-3.5259404e-17	-3.8753736e-17	4.712389	1.5707964	1.5707964	-0.074481495	-0.99020773	0	-0.06270158	0.9911033	0	2.1216105e-05	0.9992196	0	0.66	100	2e-09	-140	1.2e+03
0	-0.42757127	0.1642036	0	-3.5197925e-17	-3.8753706e-17	4.712389	3.1415927	1.5707964	-0.37840897	-0.9197698	0	-0.90532553	0.41316178	0	0.0010208038	0.9992189	0	0.66	100	2e-09	-140	1.2e+03
0	-0.09932068	-0.320999	0	-3.5020412e-17	-3.8753968e-17	4.712389	4.712389	1.5707964	-0.1260663	-0.9845545	0	-0.17301382	-0.97766817	0	0.0011180618	0.9992258	0	0.66	100	2e-09	-140	1.2e+03
0	0.6507013	0.41469273	0	-3.8097858e-17	-4.1977494e-17	0	0	1.5707964	0.9926213	-0.009586403	0	0.9603043	0.25458106	0	-0.0008218755	0.9990836	0	0.66	100	2e-09	-140	1.3e+03
0	0.38219863	0.6255141	0	-3.811834e-17	-4.197727e-17	0	1.5707964	1.5707964	0.9874562	-0.10271801	0	0.1595391	0.980182	0	-0.00039933744	0.99907815	0	0.66	100	2e-09	-140	1.3e+03
0	0.3821204	0.62538505	0	-3.8118345e-17	-4.197727e-17	0	3.1415927	1.5707964	0.98741394	-0.10313568	0	0.15934621	0.9802125	0	-0.00039896843	0.99907815	0	0.66	100	2e-09	-140	1.3e+03
0	0.65069973	0.4147044	0	-3.8097855e-17	-4.197749e-17	0	4.712389	1.5707964	0.9926214	-0.009569554	0	0.9602997	0.25459936	0	-0.00082188816	0.9990834	0	0.66	100	2e-09	-140	1.3e+03
0	0.39749634	0.7166142	0	-3.803792e-17	-4.1977573e-17	1.5707964	0	1.5707964	0.21787542	0.9691221	0	0.97603494	0.1816351	0	-0.001421281	0.99908555	0	0.66	100	2e-09	-140	1.3e+03
0	-0.059007186	0.99208254	0	-3.8104826e-17	-4.197734e-17	1.5707964	1.5707964	1.5707964	-0.09816795	0.9877738	0	-0.07794461	0.98939407	0	-0.00090900523	0.9990799	0	0.66	100	2e-09	-140	1.3e+03
0	-0.65175825	0.41149276	0	-3.817725e-17	-4.1977325e-17	1.5707964	3.1415927	1.5707964	-0.9927322	-0.0069193295	0	-0.9631385	0.24231814	0	0.00059599406	0.9990794	0	0.66	100	2e-09	-140	1.3e+03
0	-0.07682237	0.33467045	0	-3.798915e-17	-4.197765e-17	1.5707964	4.712389	1.5707964	-0.09563479	0.988442	0	-0.13497908	-0.98351777	0	0.00014677287	0.9990873	0	0.66	100	2e-09	-140	1.3e+03
0	-0.42546272	0.6217704	0	-3.8168506e-17	-4.1977302e-17	3.1415927	0	1.5707964	-0.9891827	-0.08518272	0	-0.28684273	0.9514149	0	-0.00036281015	0.9990789	0	0.66	100	2e-09	-140	1.3e+03
0	-0.42518187	0.6218131	0	-3.816851e-17	-4.1977302e-17	3.1415927	1.5707964	1.5707964	-0.9891728	-0.08530037	0	-0.2860092	0.9516607	0	-0.0003636245	0.9990789	0	0.66	100	2e-09	-140	1.3e+03
0	-0.65181357	0.41135678	0	-3.8177254e-17	-4.1977325e-17	3.1415927	3.1415927	1.5707964	-0.99273396	-0.0066641327	0	-0.9633031	0.24165502	0	0.00059632654	0.9990794	0	0.66	100	2e-09	-140	1.3e+03
0	-0.65181375	0.4113608	0	-3.8177254e-17	-4.1977325e-17	3.1415927	4.712389	1.5707964	-0.99273396	-0.0066505554	0	-0.96330345	0.24165344	0	0.0005963218	0.9990794	0	0.66	100	2e-09	-140	1.3e+03
0	-0.6518041	0.41138035	0	-3.817725e-17	-4.1977325e-17	4.712389	0	1.5707964	-0.9927336	-0.0067073638	0	-0.9632747	0.24176894	0	0.0005962692	0.99907947	0	0.66	100	2e-09	-140	1.3e+03
0	-0.04907325	0.33339354	0	-3.8161802e-17	-4.1977226e-17	4.712389	1.5707964	1.5707964	-0.08051235	-0.989747	0	-0.06673063	0.9908504	0	2.3238543e-05	0.9990772	0	0.66	100	2e-09	-140	1.3e+03
0	-0.6517548	0.4115121	0	-3.8177257e-17	-4.1977325e-17	4.712389	3.1415927	1.5707964	-0.99273235	-0.0069033047	0	-0.96312803	0.24236017	0	0.0005959575	0.99907947	0	0.66	100	2e-09	-140	1.3e+03
0	-0.115729794	-0.31825972	0	-3.7908973e-17	-4.1977484e-17	4.712389	4.712389	1.5707964	-0.14304523	-0.9823009	0	-0.20528668	-0.9715616	0	0.0011425432	0.99908316	0	0.66	100	2e-09	-140	1.3e+03
0	0.6486139	0.4219406	0	-4.096626e-17	-4.519963e-17	0	0	1.5707964	0.99260545	-0.010846753	0	0.9540634	0.27773747	0	-0.00082681875	0.9989311	0	0.66	100	2e-09	-140	1.4e+03
0	0.37989458	0.6260742	0	-4.0993073e-17	-4.5199382e-17	0	1.5707964	1.5707964	0.98753095	-0.101957254	0	0.15254591	0.98125434	0	-0.0003932069	0.99892557	0	0.66	100	2e-09	-140	1.4e+03
0	0.37986448	0.6259142	0	-4.0993073e-17	-4.5199385e-17	0	3.1415927	1.5707964	0.9874821	-0.1024439	0	0.1525042	0.98126084	0	-0.0003929428	0.99892557	0	0.66	100	2e-09	-140	1.4e+03
0	0.37986284	0.6259064	0	-4.0993073e-17	-4.5199385e-17	0	4.712389	1.5707964	0.9874797	-0.10246764	0	0.15250172	0.9812613	0	-0.00039292904	0.9989257	0	0.66	100	2e-09	-140	1.4e+03
0	0.3933063	0.7258854	0	-4.090749e-17	-4.519974e-17	1.5707964	0	1.5707964	0.21043798	0.9707167	0	0.970912	0.20800611	0	-0.0014310518	0.99893326	0	0.66	100	2e-09	-140	1.4e+03
0	-0.06276593	0.99168766	0	-4.0982217e-17	-4.5199478e-17	1.5707964	1.5707964	1.5707964	-0.10517047	0.9870798	0	-0.0822221	0.9890552	0	-0.0009052488	0.9989276	0	0.66	100	2e-09	-140	1.4e+03
0	-0.6499762	0.41810018	0	-4.10517e-17	-4.5199448e-17	1.5707964	3.1415927	1.5707964	-0.9927323	-0.0073943874	0	-0.95777774	0.26276797	0	0.00058131176	0.9989269	0	0.66	100	2e-09	-140	1.4e+03
0	-0.08590685	0.3351955	0	-4.0852492e-17	-4.5199812e-17	1.5707964	4.712389	1.5707964	-0.10495945	0.98751754	0	-0.15292396	-0.98086596	0	0.0001628695	0.9989349	0	0.66	100	2e-09	-140	1.4e+03
0	-0.42489594	0.6224039	0	-4.1046882e-17	-4.5199438e-17	3.1415927	0	1.5707964	-0.9893146	-0.08366203	0	-0.28500742	0.95194674	0	-0.0003657583	0.99892676	0	0.66	100	2e-09	-140	1.4e+03
0	-0.42491028	0.6224199	0	-4.1046882e-17	-4.5199438e-17	3.1415927	1.5707964	1.5707964	-0.98931944	-0.083602704	0	-0.28504565	0.95193547	0	-0.00036574682	0.9989267	0	0.66	100	2e-09	-140	1.4e+03
0	-0.6499769	0.41809887	0	-4.1051693e-17	-4.5199448e-17	3.1415927	3.1415927	1.5707964	-0.99273235	-0.0073908214	0	-0.9577797	0.26276052	0	0.0005813148	0.9989269	0	0.66	100	2e-09	-140	1.4e+03
0	-0.64997697	0.41810024	0	-4.10517e-17	-4.5199448e-17	3.1415927	4.712389	1.5707964	-0.9927324	-0.007386122	0	-0.9577799	0.26275986	0	0.00058131316	0.99892706	0	0.66	100	2e-09	-140	1.4e+03
0	-0.05239045	0.33342162	0	-4.1038263e-17	-4.5199346e-17	4.712389	0	1.5707964	-0.08655773	-0.9892492	0	-0.07063874	0.99058926	0	2.5128049e-05	0.9989246	0	0.66	100	2e-09	-140	1.4e+03
0	-0.052395135	0.33342177	0	-4.1038263e-17	-4.5199346e-17	4.712389	1.5707964	1.5707964	-0.08656675	-0.9892484	0	-0.07064378	0.9905891	0	2.513074e-05	0.99892473	0	0.66	100	2e-09	-140	1.4e+03
0	-0.052578118	0.33342725	0	-4.1038263e-17	-4.5199346e-17	4.712389	3.1415927	1.5707964	-0.08692046	-0.9892183	0	-0.070839144	0.9905754	0	2.5236912e-05	0.99892473	0	0.66	100	2e-09	-140	1.4e+03
0	-0.139734	-0.31334612	0	-4.0771762e-17	-4.51996e-17	4.712389	4.712389	1.5707964	-0.16608427	-0.978784	0	-0.2542964	-0.96018463	0	0.0011786643	0.99893045	0	0.66	100	2e-09	-140	1.4e+03
0	0.6462037	0.42955983	0	-4.3809017e-17	-4.8420317e-17	0	0	1.5707964	0.99258673	-0.012236387	0	0.9468559	0.302147	0	-0.0008315084	0.9987689	0	0.66	100	2e-09	-140	1.5e+03
0	0.37770376	0.6266237	0	-4.384201e-17	-4.842005e-17	0	1.5707964	1.5707964	0.9876127	-0.10112095	0	0.14588587	0.9822286	0	-0.0003873618	0.99876344	0	0.66	100	2e-09	-140	1.5e+03
0	0.377665	0.6264651	0	-4.384201e-17	-4.8420056e-17	0	3.1415927	1.5707964	0.9875644	-0.10160675	0	0.1458176	0.9822386	0	-0.00038707475	0.9987634	0	0.66	100	2e-09	-140	1.5e+03
0	0.6462022	0.4295626	0	-4.3809017e-17	-4.8420317e-17	0	4.712389	1.5707964	0.9925867	-0.012242088	0	0.94685155	0.30216092	0	-0.0008315083	0.99876887	0	0.66	100	2e-09	-140	1.5e+03
0	0.38868847	0.73574835	0	-4.3751426e-17	-4.842044e-17	1.5707964	0	1.5707964	0.20286039	0.9722816	0	0.96464574	0.236192	0	-0.0014407851	0.9987714	0	0.66	100	2e-09	-140	1.5e+03
0	-0.06646167	0.9912728	0	-4.383379e-17	-4.842017e-17	1.5707964	1.5707964	1.5707964	-0.11214207	0.98634064	0	-0.08634136	0.9887117	0	-0.00090155617	0.9987657	0	0.66	100	2e-09	-140	1.5e+03
0	-0.6478523	0.42519653	0	-4.3900467e-17	-4.8420122e-17	1.5707964	3.1415927	1.5707964	-0.9927298	-0.008178571	0	-0.9513922	0.28500333	0	0.0005648838	0.9987649	0	0.66	100	2e-09	-140	1.5e+03
0	-0.09618472	0.3359343	0	-4.3690082e-17	-4.8420506e-17	1.5707964	4.712389	1.5707964	-0.11508649	0.9864149	0	-0.17364874	-0.9773848	0	0.00018109346	0.9987728	0	0.66	100	2e-09	-140	1.5e+03
0	-0.42462188	0.62299883	0	-4.3899428e-17	-4.8420122e-17	3.1415927	0	1.5707964	-0.9894564	-0.08198967	0	-0.2840415	0.95222133	0	-0.00036782288	0.9987648	0	0.66	100	2e-09	-140	1.5e+03
0	-0.4246224	0.62302303	0	-4.3899428e-17	-4.8420122e-17	3.1415927	1.5707964	1.5707964	-0.9894621	-0.08191839	0	-0.28403714	0.9522227	0	-0.00036786243	0.9987647	0	0.66	100	2e-09	-140	1.5e+03
0	-0.64785516	0.42518884	0	-4.390047e-17	-4.8420122e-17	3.1415927	3.1415927	1.5707964	-0.9927298	-0.008173764	0	-0.95140046	0.28497535	0	0.00056490244	0.99876493	0	0.66	100	2e-09	-140	1.5e+03
0	-0.6478542	0.42518964	0	-4.390046e-17	-4.8420122e-17	3.1415927	4.712389	1.5707964	-0.9927298	-0.0081808055	0	-0.9513976	0.2849849	0	0.0005648986	0.99876493	0	0.66	100	2e-09	-140	1.5e+03
0	-0.05583514	0.3334623	0	-4.3888903e-17	-4.842001e-17	4.712389	0	1.5707964	-0.092935845	-0.98868483	0	-0.07459656	0.9903092	0	2.6974752e-05	0.99876255	0	0.66	100	2e-09	-140	1.5e+03
0	-0.055643976	0.3334557	0	-4.388891e-17	-4.842001e-17	4.712389	1.5707964	1.5707964	-0.092559814	-0.98871905	0	-0.07439897	0.9903237	0	2.6872565e-05	0.99876255	0	0.66	100	2e-09	-140	1.5e+03
0	-0.055833627	0.33346224	0	-4.3888906e-17	-4.8420003e-17	4.712389	3.1415927	1.5707964	-0.09293277	-0.9886851	0	-0.074595094	0.99030924	0	2.6974218e-05	0.99876255	0	0.66	100	2e-09	-140	1.5e+03
0	-0.42465284	0.62308156	0	-4.389943e-17	-4.8420116e-17	4.712389	4.712389	1.5707964	-0.98947793	-0.08172052	0	-0.28411275	0.95220053	0	-0.0003678806	0.9987648	0	0.66	100	2e-09	-140	1.5e+03
0	0.6612901	0.34761664	0	-7.973096e-18	-9.6957256e-18	0	0	1.5707964	0.9927	0.00017020032	0	0.9917935	0.04270812	0	-0.0006231488	0.9999717	0	0.66	100	2e-09	-150	300
0	0.4174688	0.616666	0	-7.918595e-18	-9.695718e-18	0	1.5707964	1.5707964	0.9869818	-0.107488245	0	0.26579005	0.95751536	0	-0.0003656266	0.999971	0	0.66	100	2e-09	-150	300
0	0.0012742875	0.35706124	0	-7.805025e-18	-9.695716e-18	0	3.1415927	1.5707964	0.9927305	-0.0073991306	0	-0.98977935	0.07861205	0	0.00087171514	0.9999707	0	0.66	100	2e-09	-150	300
0	0.43316934	0.05709511	0	-7.8866535e-18	-9.695731e-18	0	4.712389	1.5707964	0.98617494	0.11475011	0	0.31313422	-0.943437	0	0.00019888068	0.9999723	0	0.66	100	2e-09	-150	300
0	0.42559856	0.6307272	0	-7.903443e-18	-9.695724e-18	1.5707964	0	1.5707964	0.28702983	0.9514535	0	0.9908701	-0.059243478	0	-0.0011042716	0.99997145	0	0.66	100	2e-09	-150	300
0	-0.01279875	0.9948246	0	-7.876896e-18	-9.695716e-18	1.5707964	1.5707964	1.5707964	-0.020388126	0.9922331	0	-0.01722836	0.9922698	0	-0.00077976374	0.99997085	0	0.66	100	2e-09	-150	300
0	-0.441338	0.6270806	0	-7.912691e-18	-9.6957214e-18	1.5707964	3.1415927	1.5707964	-0.3331777	0.9366777	0	-0.9911493	-0.055407237	0	0.00031301557	0.9999714	0	0.66	100	2e-09	-150	300
0	-0.010435774	0.33333173	0	-7.912287e-18	-9.695732e-18	1.5707964	4.712389	1.5707964	-0.016037568	0.99281764	0	-0.015210822	-0.9927948	0	-5.8932907e-05	0.9999724	0	0.66	100	2e-09	-150	300
0	-0.0014141116	0.35798514	0	-7.807017e-18	-9.695723e-18	3.1415927	0	1.5707964	-0.99274725	-0.008048836	0	0.9894273	0.08203278	0	-0.0009224795	0.9999715	0	0.66	100	2e-09	-150	300
0	-0.42906582	0.61490935	0	-7.929162e-18	-9.695717e-18	3.1415927	1.5707964	1.5707964	-0.9874785	-0.10292993	0	-0.29950356	0.94768703	0	-0.00021530474	0.99997085	0	0.66	100	2e-09	-150	300
0	-0.6613174	0.34758964	0	-7.9881725e-18	-9.69572e-18	3.1415927	3.1415927	1.5707964	-0.99272037	6.743569e-05	0	-0.99182504	0.042730406	0	0.0005931355	0.99997115	0	0.66	100	2e-09	-150	300
0	-0.4593599	0.06420966	0	-7.897772e-18	-9.695728e-18	3.1415927	4.712389	1.5707964	-0.9870777	0.10673045	0	-0.3914526	-0.91407335	0	0.00045057386	0.999972	0	0.66	100	2e-09	-150	300
0	0.41996884	0.070536084	0	-7.9041574e-18	-9.695725e-18	4.712389	0	1.5707964	0.2809859	-0.95322615	0	0.97926474	0.16486286	0	-0.0003441614	0.99997157	0	0.66	100	2e-09	-150	300
0	-0.010049355	0.333344	0	-7.943008e-18	-9.695716e-18	4.712389	1.5707964	1.5707964	-0.01618219	-0.9928125	0	-0.0140441125	0.99287367	0	7.8240104e-05	0.9999707	0	0.66	100	2e-09	-150	300
