# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	a1 (rad)	a2 (rad)	a3 (rad)	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()	m.region3x ()	m.region3y ()	m.region3z ()	roundness ()	size (m)	Cell_size (m)	var1-d (nm)	var2-Msat (kA/m)
0	0.34948272	0.62255794	0	-2.943462e-17	-3.230252e-17	0	1.5707964	1.5707964	0.9853567	-0.12171557	0	0.064419575	0.9899301	0	-0.0013281523	0.99945915	0	0.66	100	2e-09	-110	1e+03
0	0.34945184	0.6223875	0	-2.9434617e-17	-3.230252e-17	0	3.1415927	1.5707964	0.98529506	-0.122229055	0	0.06438829	0.9899326	0	-0.001327794	0.9994592	0	0.66	100	2e-09	-110	1e+03
0	0.37751848	0.05124435	0	-2.9084752e-17	-3.2303213e-17	0	4.712389	1.5707964	0.98361063	0.13483085	0	0.14703652	-0.9805782	0	0.0019083032	0.99948055	0	0.66	100	2e-09	-110	1e+03
0	-0.086531475	0.9891645	0	-2.9423794e-17	-3.23025e-17	1.5707964	0	1.5707964	-0.11868951	0.9855793	0	-0.1388362	0.98245543	0	-0.0020687268	0.9994586	0	0.66	100	2e-09	-110	1e+03
0	-0.08654196	0.98916316	0	-2.9423794e-17	-3.2302505e-17	1.5707964	1.5707964	1.5707964	-0.11871169	0.98557675	0	-0.1388455	0.9824542	0	-0.0020687147	0.9994586	0	0.66	100	2e-09	-110	1e+03
0	-0.08684784	0.9891258	0	-2.9423794e-17	-3.23025e-17	1.5707964	3.1415927	1.5707964	-0.11935673	0.9855013	0	-0.13911842	0.9824178	0	-0.0020683687	0.9994586	0	0.66	100	2e-09	-110	1e+03
0	-0.55342585	0.54526347	0	-2.949147e-17	-3.2302445e-17	1.5707964	4.712389	1.5707964	-0.9908065	-0.06260534	0	-0.66890204	0.6989387	0	-0.0005689544	0.9994569	0	0.66	100	2e-09	-110	1e+03
0	-0.43462676	0.6154162	0	-2.9495295e-17	-3.2302485e-17	3.1415927	0	1.5707964	-0.98819995	-0.09608584	0	-0.31428263	0.9428765	0	-0.00139773	0.99945825	0	0.66	100	2e-09	-110	1e+03
0	-0.43462718	0.6154348	0	-2.9495295e-17	-3.2302488e-17	3.1415927	1.5707964	1.5707964	-0.988205	-0.09603141	0	-0.31427866	0.9428778	0	-0.0013977741	0.9994581	0	0.66	100	2e-09	-110	1e+03
0	-0.55342543	0.5452624	0	-2.949147e-17	-3.2302445e-17	3.1415927	3.1415927	1.5707964	-0.9908063	-0.0626098	0	-0.668901	0.69894004	0	-0.0005689553	0.99945694	0	0.66	100	2e-09	-110	1e+03
0	-0.5534248	0.5452628	0	-2.949147e-17	-3.2302445e-17	3.1415927	4.712389	1.5707964	-0.9908062	-0.062610604	0	-0.668899	0.6989422	0	-0.0005689624	0.9994569	0	0.66	100	2e-09	-110	1e+03
0	0.37750044	0.051243808	0	-2.9084756e-17	-3.2303203e-17	4.712389	0	1.5707964	0.9836098	0.13483682	0	0.14698301	-0.9805858	0	0.0019084227	0.9994804	0	0.66	100	2e-09	-110	1e+03
0	-0.07326823	0.33205518	0	-2.9488698e-17	-3.2302475e-17	4.712389	1.5707964	1.5707964	-0.09447644	-0.98853385	0	-0.12444673	0.9852417	0	-0.0008815108	0.9994578	0	0.66	100	2e-09	-110	1e+03
0	-0.07347941	0.33206123	0	-2.9488698e-17	-3.2302475e-17	4.712389	3.1415927	1.5707964	-0.09491935	-0.98849255	0	-0.12463757	0.98521847	0	-0.0008813268	0.9994578	0	0.66	100	2e-09	-110	1e+03
0	-0.07351695	0.33206248	0	-2.9488698e-17	-3.2302475e-17	4.712389	4.712389	1.5707964	-0.0950002	-0.988485	0	-0.12466933	0.9852147	0	-0.0008812992	0.9994578	0	0.66	100	2e-09	-110	1e+03
0	0.34550175	0.6224581	0	-3.2397998e-17	-3.552845e-17	0	0	1.5707964	0.98526365	-0.12247335	0	0.05254551	0.9905101	0	-0.0013038793	0.9993374	0	0.66	100	2e-09	-110	1.1e+03
0	0.3455003	0.62245727	0	-3.2397998e-17	-3.552845e-17	0	1.5707964	1.5707964	0.9852632	-0.12247612	0	0.052541517	0.9905102	0	-0.0013038696	0.99933755	0	0.66	100	2e-09	-110	1.1e+03
0	0.34545693	0.6222649	0	-3.2397998e-17	-3.552845e-17	0	3.1415927	1.5707964	0.9851931	-0.123056814	0	0.052481163	0.9905141	0	-0.0013034154	0.9993374	0	0.66	100	2e-09	-110	1.1e+03
0	0.35997865	0.05114999	0	-3.2012757e-17	-3.55292e-17	0	4.712389	1.5707964	0.9828426	0.1403309	0	0.09505992	-0.9862396	0	0.0020334222	0.9993588	0	0.66	100	2e-09	-110	1.1e+03
0	-0.09241774	0.98834634	0	-3.23905e-17	-3.5528443e-17	1.5707964	0	1.5707964	-0.12888429	0.9843434	0	-0.14631295	0.9813583	0	-0.0020559647	0.9993374	0	0.66	100	2e-09	-110	1.1e+03
0	-0.0924414	0.9883433	0	-3.2390504e-17	-3.5528443e-17	1.5707964	1.5707964	1.5707964	-0.12894909	0.9843351	0	-0.14631915	0.9813574	0	-0.0020559756	0.9993374	0	0.66	100	2e-09	-110	1.1e+03
0	-0.09274371	0.9883036	0	-3.23905e-17	-3.5528443e-17	1.5707964	3.1415927	1.5707964	-0.1295844	0.9842544	0	-0.1465911	0.9813192	0	-0.0020556247	0.9993374	0	0.66	100	2e-09	-110	1.1e+03
0	-0.092746526	0.9883033	0	-3.23905e-17	-3.5528443e-17	1.5707964	4.712389	1.5707964	-0.12959088	0.9842535	0	-0.14659305	0.98131895	0	-0.0020556233	0.99933743	0	0.66	100	2e-09	-110	1.1e+03
0	-0.4349098	0.61568844	0	-3.2463845e-17	-3.552842e-17	3.1415927	0	1.5707964	-0.9883196	-0.09487607	0	-0.31501096	0.9426046	0	-0.0013987983	0.9993368	0	0.66	100	2e-09	-110	1.1e+03
0	-0.43470627	0.6157375	0	-3.2463848e-17	-3.5528423e-17	3.1415927	1.5707964	1.5707964	-0.9883146	-0.09492845	0	-0.31440395	0.94280416	0	-0.0014000873	0.9993368	0	0.66	100	2e-09	-110	1.1e+03
0	-0.54851276	0.54973614	0	-3.2459103e-17	-3.5528367e-17	3.1415927	3.1415927	1.5707964	-0.9907256	-0.06397481	0	-0.6541863	0.713848	0	-0.00062650914	0.9993353	0	0.66	100	2e-09	-110	1.1e+03
0	-0.5485125	0.5497363	0	-3.245911e-17	-3.552837e-17	3.1415927	4.712389	1.5707964	-0.9907256	-0.06397513	0	-0.65418553	0.71384877	0	-0.0006265118	0.9993353	0	0.66	100	2e-09	-110	1.1e+03
0	-0.0786501	0.33197445	0	-3.2454997e-17	-3.5528397e-17	4.712389	0	1.5707964	-0.10320731	-0.98768115	0	-0.13187234	0.98426837	0	-0.00087063556	0.9993362	0	0.66	100	2e-09	-110	1.1e+03
0	-0.0784391	0.33196583	0	-3.2454997e-17	-3.55284e-17	4.712389	1.5707964	1.5707964	-0.10274096	-0.9877285	0	-0.13170561	0.98428977	0	-0.0008707537	0.99933624	0	0.66	100	2e-09	-110	1.1e+03
0	-0.07865723	0.3319747	0	-3.2454997e-17	-3.55284e-17	4.712389	3.1415927	1.5707964	-0.10322261	-0.9876796	0	-0.13187845	0.98426765	0	-0.00087063067	0.9993362	0	0.66	100	2e-09	-110	1.1e+03
0	-0.07866462	0.331975	0	-3.2454997e-17	-3.5528397e-17	4.712389	4.712389	1.5707964	-0.10323861	-0.98767793	0	-0.13188463	0.9842668	0	-0.00087062543	0.9993362	0	0.66	100	2e-09	-110	1.1e+03
0	0.34182945	0.62231314	0	-3.533525e-17	-3.8753154e-17	0	0	1.5707964	0.98517585	-0.12318209	0	0.04159371	0.9909166	0	-0.001281289	0.9992048	0	0.66	100	2e-09	-110	1.2e+03
0	0.34182683	0.6223013	0	-3.533525e-17	-3.875316e-17	0	1.5707964	1.5707964	0.98517156	-0.12321776	0	0.04159019	0.9909168	0	-0.0012812618	0.9992049	0	0.66	100	2e-09	-110	1.2e+03
0	0.3418	0.6222805	0	-3.5335247e-17	-3.8753157e-17	0	3.1415927	1.5707964	0.98516357	-0.12328332	0	0.04151756	0.99092007	0	-0.001281081	0.99920475	0	0.66	100	2e-09	-110	1.2e+03
0	0.33646157	0.052216016	0	-3.4914976e-17	-3.875393e-17	0	4.712389	1.5707964	0.98186797	0.14701244	0	0.02533282	-0.9895891	0	0.0021840443	0.99922466	0	0.66	100	2e-09	-110	1.2e+03
0	-0.09807676	0.9875056	0	-3.5331038e-17	-3.875317e-17	1.5707964	0	1.5707964	-0.13897905	0.98301727	0	-0.15320687	0.9802944	0	-0.0020443546	0.99920505	0	0.66	100	2e-09	-110	1.2e+03
0	-0.09808169	0.9875049	0	-3.533104e-17	-3.8753167e-17	1.5707964	1.5707964	1.5707964	-0.13898924	0.98301584	0	-0.1532115	0.98029375	0	-0.0020443485	0.99920505	0	0.66	100	2e-09	-110	1.2e+03
0	-0.09840744	0.9874593	0	-3.533104e-17	-3.8753167e-17	1.5707964	3.1415927	1.5707964	-0.13970245	0.982918	0	-0.15347585	0.9802549	0	-0.0020440412	0.99920505	0	0.66	100	2e-09	-110	1.2e+03
0	-0.5432163	0.55456233	0	-3.5400637e-17	-3.8753078e-17	1.5707964	4.712389	1.5707964	-0.99063176	-0.06551788	0	-0.63833284	0.7300022	0	-0.0006842348	0.99920267	0	0.66	100	2e-09	-110	1.2e+03
0	-0.43472573	0.61601675	0	-3.5406186e-17	-3.875314e-17	3.1415927	0	1.5707964	-0.9884127	-0.09393709	0	-0.3143619	0.942783	0	-0.0014025841	0.9992043	0	0.66	100	2e-09	-110	1.2e+03
0	-0.4347374	0.6160448	0	-3.540618e-17	-3.875314e-17	3.1415927	1.5707964	1.5707964	-0.9884212	-0.09384431	0	-0.3143884	0.94277436	0	-0.0014025876	0.9992043	0	0.66	100	2e-09	-110	1.2e+03
0	-0.5432169	0.55456185	0	-3.540064e-17	-3.8753078e-17	3.1415927	3.1415927	1.5707964	-0.9906319	-0.065517634	0	-0.6383345	0.73000044	0	-0.0006842295	0.9992028	0	0.66	100	2e-09	-110	1.2e+03
0	-0.43473625	0.61597556	0	-3.540618e-17	-3.875314e-17	3.1415927	4.712389	1.5707964	-0.98840255	-0.09404708	0	-0.3144038	0.9427693	0	-0.0014024219	0.99920434	0	0.66	100	2e-09	-110	1.2e+03
0	-0.083625145	0.3319096	0	-3.539513e-17	-3.8753107e-17	4.712389	0	1.5707964	-0.11142127	-0.98680955	0	-0.13859306	0.98333484	0	-0.00086109154	0.9992035	0	0.66	100	2e-09	-110	1.2e+03
0	-0.083401635	0.33190012	0	-3.539513e-17	-3.8753107e-17	4.712389	1.5707964	1.5707964	-0.110935256	-0.9868628	0	-0.1384084	0.9833597	0	-0.00086123525	0.9992036	0	0.66	100	2e-09	-110	1.2e+03
0	-0.08363371	0.3319097	0	-3.539513e-17	-3.8753107e-17	4.712389	3.1415927	1.5707964	-0.111437164	-0.9868078	0	-0.13860288	0.9833334	0	-0.0008610785	0.9992035	0	0.66	100	2e-09	-110	1.2e+03
0	-0.08363465	0.33190998	0	-3.539513e-17	-3.8753107e-17	4.712389	4.712389	1.5707964	-0.11144233	-0.98680717	0	-0.13860051	0.9833337	0	-0.0008610864	0.99920344	0	0.66	100	2e-09	-110	1.2e+03
0	0.33842465	0.62210494	0	-3.8246496e-17	-4.1976567e-17	0	0	1.5707964	0.9850828	-0.12392988	0	0.031451225	0.99118334	0	-0.0012601598	0.9990614	0	0.66	100	2e-09	-110	1.3e+03
0	0.33842197	0.62209535	0	-3.8246496e-17	-4.1976564e-17	0	1.5707964	1.5707964	0.98507935	-0.12395891	0	0.031446684	0.99118346	0	-0.0012601339	0.9990614	0	0.66	100	2e-09	-110	1.3e+03
0	0.33840394	0.6221015	0	-3.8246496e-17	-4.1976564e-17	0	3.1415927	1.5707964	0.9850813	-0.12394251	0	0.031390596	0.99118555	0	-0.0012600326	0.9990615	0	0.66	100	2e-09	-110	1.3e+03
0	0.29825422	0.057040665	0	-3.7791884e-17	-4.1977262e-17	0	4.712389	1.5707964	0.9803614	0.15678008	0	-0.087987825	-0.9847361	0	0.0023890906	0.999078	0	0.66	100	2e-09	-110	1.3e+03
0	-0.1035422	0.98664194	0	-3.8245536e-17	-4.1976597e-17	1.5707964	0	1.5707964	-0.14900301	0.9815993	0	-0.15958984	0.9792645	0	-0.002033747	0.9990621	0	0.66	100	2e-09	-110	1.3e+03
0	-0.10352891	0.98664385	0	-3.8245536e-17	-4.1976597e-17	1.5707964	1.5707964	1.5707964	-0.14897314	0.98160356	0	-0.15957983	0.9792661	0	-0.0020337575	0.9990621	0	0.66	100	2e-09	-110	1.3e+03
0	-0.103887536	0.9865905	0	-3.8245536e-17	-4.1976597e-17	1.5707964	3.1415927	1.5707964	-0.1497704	0.9814862	0	-0.15985876	0.97922325	0	-0.0020334474	0.9990622	0	0.66	100	2e-09	-110	1.3e+03
0	-0.53529227	0.5617018	0	-3.831621e-17	-4.1976494e-17	1.5707964	4.712389	1.5707964	-0.99046147	-0.06818653	0	-0.6146545	0.7542322	0	-0.0007608392	0.9990597	0	0.66	100	2e-09	-110	1.3e+03
0	-0.4347902	0.6163061	0	-3.8322447e-17	-4.1976567e-17	3.1415927	0	1.5707964	-0.9885174	-0.092860624	0	-0.31444848	0.9427177	0	-0.0014047445	0.9990614	0	0.66	100	2e-09	-110	1.3e+03
0	-0.43477476	0.6163539	0	-3.8322447e-17	-4.1976567e-17	3.1415927	1.5707964	1.5707964	-0.9885287	-0.09273636	0	-0.31439063	0.9427366	0	-0.0014049489	0.99906135	0	0.66	100	2e-09	-110	1.3e+03
0	-0.5352905	0.56170344	0	-3.831621e-17	-4.1976494e-17	3.1415927	3.1415927	1.5707964	-0.99046135	-0.06818741	0	-0.6146492	0.7542378	0	-0.0007608541	0.9990597	0	0.66	100	2e-09	-110	1.3e+03
0	-0.53529596	0.5616986	0	-3.831621e-17	-4.1976494e-17	3.1415927	4.712389	1.5707964	-0.9904615	-0.0681847	0	-0.6146654	0.7542207	0	-0.00076080806	0.9990597	0	0.66	100	2e-09	-110	1.3e+03
0	-0.08817989	0.3318555	0	-3.8309232e-17	-4.1976514e-17	4.712389	0	1.5707964	-0.11902957	-0.98594195	0	-0.14465736	0.9824482	0	-0.0008527131	0.9990603	0	0.66	100	2e-09	-110	1.3e+03
0	-0.088190615	0.331856	0	-3.830923e-17	-4.1976518e-17	4.712389	1.5707964	1.5707964	-0.11905327	-0.9859391	0	-0.14466587	0.9824471	0	-0.0008527074	0.9990602	0	0.66	100	2e-09	-110	1.3e+03
0	-0.08841272	0.33186704	0	-3.830923e-17	-4.1976518e-17	4.712389	3.1415927	1.5707964	-0.11954423	-0.98588145	0	-0.14484131	0.98242235	0	-0.00085258903	0.9990603	0	0.66	100	2e-09	-110	1.3e+03
0	-0.08839877	0.3318682	0	-3.8309232e-17	-4.1976518e-17	4.712389	4.712389	1.5707964	-0.119534634	-0.9858825	0	-0.14480901	0.9824269	0	-0.0008526525	0.9990603	0	0.66	100	2e-09	-110	1.3e+03
0	0.335261	0.6218779	0	-4.1131864e-17	-4.519859e-17	0	0	1.5707964	0.98499745	-0.12461101	0	0.022025902	0.99133664	0	-0.0012404065	0.99890804	0	0.66	100	2e-09	-110	1.4e+03
0	0.33526343	0.62187755	0	-4.1131864e-17	-4.519859e-17	0	1.5707964	1.5707964	0.9849974	-0.124611884	0	0.022033451	0.99133646	0	-0.0012404207	0.99890804	0	0.66	100	2e-09	-110	1.4e+03
0	0.3352593	0.62186646	0	-4.1131864e-17	-4.519859e-17	0	3.1415927	1.5707964	0.9849932	-0.12464547	0	0.022025036	0.99133664	0	-0.0012403848	0.99890804	0	0.66	100	2e-09	-110	1.4e+03
0	0.33526266	0.62187666	0	-4.1131864e-17	-4.519859e-17	0	4.712389	1.5707964	0.984997	-0.12461447	0	0.022031413	0.99133646	0	-0.0012404155	0.99890804	0	0.66	100	2e-09	-110	1.4e+03
0	-0.10882251	0.98575795	0	-4.1134127e-17	-4.5198648e-17	1.5707964	0	1.5707964	-0.1589357	0.9800943	0	-0.16550782	0.9782704	0	-0.002024031	0.99890924	0	0.66	100	2e-09	-110	1.4e+03
0	-0.108837016	0.9857556	0	-4.113412e-17	-4.5198648e-17	1.5707964	1.5707964	1.5707964	-0.15896842	0.98008907	0	-0.16551861	0.9782687	0	-0.0020240191	0.99890924	0	0.66	100	2e-09	-110	1.4e+03
0	-0.109181404	0.9857014	0	-4.1134127e-17	-4.5198644e-17	1.5707964	3.1415927	1.5707964	-0.15974483	0.9799671	0	-0.16577566	0.9782278	0	-0.0020237463	0.99890924	0	0.66	100	2e-09	-110	1.4e+03
0	-0.43503612	0.616573	0	-4.1212762e-17	-4.519861e-17	1.5707964	4.712389	1.5707964	-0.9886316	-0.09166338	0	-0.31507108	0.9424738	0	-0.0014057313	0.99890846	0	0.66	100	2e-09	-110	1.4e+03
0	-0.4348276	0.61658293	0	-4.1212755e-17	-4.519861e-17	3.1415927	0	1.5707964	-0.98861617	-0.091835044	0	-0.31445974	0.9426752	0	-0.001406916	0.99890846	0	0.66	100	2e-09	-110	1.4e+03
0	-0.43486577	0.6166078	0	-4.1212762e-17	-4.519861e-17	3.1415927	1.5707964	1.5707964	-0.98862606	-0.09172583	0	-0.31456465	0.9426406	0	-0.001406764	0.99890846	0	0.66	100	2e-09	-110	1.4e+03
0	-0.4350033	0.61657596	0	-4.1212762e-17	-4.519861e-17	3.1415927	3.1415927	1.5707964	-0.9886296	-0.09168624	0	-0.31497437	0.94250566	0	-0.0014059214	0.99890846	0	0.66	100	2e-09	-110	1.4e+03
0	-0.435039	0.6165753	0	-4.121276e-17	-4.519861e-17	3.1415927	4.712389	1.5707964	-0.9886325	-0.09165401	0	-0.31507877	0.9424713	0	-0.001405721	0.9989085	0	0.66	100	2e-09	-110	1.4e+03
0	-0.09277947	0.33183283	0	-4.119742e-17	-4.519854e-17	4.712389	0	1.5707964	-0.1270176	-0.984969	0	-0.15047573	0.9815606	0	-0.00084512756	0.99890697	0	0.66	100	2e-09	-110	1.4e+03
0	-0.092791885	0.33183357	0	-4.1197423e-17	-4.519854e-17	4.712389	1.5707964	1.5707964	-0.12704533	-0.9849655	0	-0.15048519	0.98155916	0	-0.0008451214	0.9989071	0	0.66	100	2e-09	-110	1.4e+03
0	-0.09305887	0.33184856	0	-4.1197423e-17	-4.5198545e-17	4.712389	3.1415927	1.5707964	-0.12764217	-0.9848906	0	-0.15068944	0.9815292	0	-0.00084500096	0.99890697	0	0.66	100	2e-09	-110	1.4e+03
0	-0.09303273	0.33184698	0	-4.1197423e-17	-4.5198545e-17	4.712389	4.712389	1.5707964	-0.12758246	-0.9848981	0	-0.15067074	0.98153204	0	-0.0008450093	0.99890697	0	0.66	100	2e-09	-110	1.4e+03
0	0.33230972	0.6216114	0	-4.3991473e-17	-4.8419163e-17	0	0	1.5707964	0.98490965	-0.12530838	0	0.013241454	0.9913975	0	-0.0012218601	0.9987451	0	0.66	100	2e-09	-110	1.5e+03
0	0.3323096	0.621609	0	-4.3991473e-17	-4.8419163e-17	0	1.5707964	1.5707964	0.9849087	-0.12531579	0	0.013242017	0.9913975	0	-0.0012218568	0.9987451	0	0.66	100	2e-09	-110	1.5e+03
0	0.3323049	0.621613	0	-4.3991473e-17	-4.8419163e-17	0	3.1415927	1.5707964	0.98491025	-0.12530395	0	0.013226357	0.9913979	0	-0.0012218321	0.998745	0	0.66	100	2e-09	-110	1.5e+03
0	0.33230796	0.62159973	0	-4.3991473e-17	-4.8419163e-17	0	4.712389	1.5707964	0.9849053	-0.12534352	0	0.013240504	0.9913976	0	-0.0012218382	0.9987451	0	0.66	100	2e-09	-110	1.5e+03
0	-0.11398947	0.9848453	0	-4.399692e-17	-4.8419245e-17	1.5707964	0	1.5707964	-0.16890453	0.9784836	0	-0.17104883	0.97730565	0	-0.00201506	0.99874675	0	0.66	100	2e-09	-110	1.5e+03
0	-0.11399315	0.98484457	0	-4.399692e-17	-4.8419242e-17	1.5707964	1.5707964	1.5707964	-0.16891275	0.9784823	0	-0.17105164	0.97730505	0	-0.002015057	0.99874675	0	0.66	100	2e-09	-110	1.5e+03
0	-0.11435318	0.98478454	0	-4.399692e-17	-4.8419242e-17	1.5707964	3.1415927	1.5707964	-0.16973868	0.978344	0	-0.17130609	0.9772632	0	-0.0020148044	0.9987467	0	0.66	100	2e-09	-110	1.5e+03
0	-0.434863	0.61685264	0	-4.4077255e-17	-4.84192e-17	1.5707964	4.712389	1.5707964	-0.9887128	-0.09082019	0	-0.31446707	0.942632	0	-0.0014089711	0.99874604	0	0.66	100	2e-09	-110	1.5e+03
0	-0.43489492	0.61685276	0	-4.407726e-17	-4.8419206e-17	3.1415927	0	1.5707964	-0.98871565	-0.09078903	0	-0.31456047	0.9426013	0	-0.0014087944	0.99874604	0	0.66	100	2e-09	-110	1.5e+03
0	-0.4349025	0.61688054	0	-4.4077255e-17	-4.8419206e-17	3.1415927	1.5707964	1.5707964	-0.9887234	-0.09070103	0	-0.31457523	0.9425965	0	-0.0014088207	0.998746	0	0.66	100	2e-09	-110	1.5e+03
0	-0.43503004	0.6168474	0	-4.4077255e-17	-4.8419206e-17	3.1415927	3.1415927	1.5707964	-0.9887258	-0.0906748	0	-0.31495634	0.9424709	0	-0.0014080366	0.998746	0	0.66	100	2e-09	-110	1.5e+03
0	0.33231038	0.6216141	0	-4.3991473e-17	-4.8419163e-17	3.1415927	4.712389	1.5707964	0.9849105	-0.12530047	0	0.013242371	0.9913975	0	-0.0012218663	0.9987451	0	0.66	100	2e-09	-110	1.5e+03
0	-0.09727138	0.33183557	0	-4.4059825e-17	-4.8419123e-17	4.712389	0	1.5707964	-0.13502932	-0.98392886	0	-0.15594646	0.9806916	0	-0.0008383626	0.99874425	0	0.66	100	2e-09	-110	1.5e+03
0	-0.09726461	0.3318352	0	-4.405983e-17	-4.841912e-17	4.712389	1.5707964	1.5707964	-0.13501409	-0.983931	0	-0.15594138	0.98069227	0	-0.0008383656	0.9987442	0	0.66	100	2e-09	-110	1.5e+03
0	-0.09726846	0.3318354	0	-4.405983e-17	-4.841912e-17	4.712389	3.1415927	1.5707964	-0.13502224	-0.9839299	0	-0.15594478	0.9806918	0	-0.0008383626	0.99874425	0	0.66	100	2e-09	-110	1.5e+03
0	-0.097515285	0.33185115	0	-4.405983e-17	-4.841912e-17	4.712389	4.712389	1.5707964	-0.13558204	-0.98385507	0	-0.15612555	0.9806644	0	-0.00083827524	0.9987442	0	0.66	100	2e-09	-110	1.5e+03
0	0.6598226	0.36322817	0	-7.967124e-18	-9.695726e-18	0	0	1.5707964	0.9926785	-0.006682656	0	0.9880209	0.09639538	0	-0.0012316162	0.9999717	0	0.66	100	2e-09	-120	300
0	0.40210006	0.61881196	0	-7.935237e-18	-9.695696e-18	0	1.5707964	1.5707964	0.9864804	-0.11210629	0	0.22079729	0.9685736	0	-0.0009774771	0.99996865	0	0.66	100	2e-09	-120	300
0	0.005480843	0.38205564	0	-7.812014e-18	-9.695687e-18	0	3.1415927	1.5707964	0.9922774	-0.031016035	0	-0.9774616	0.17721523	0	0.0016267585	0.99996775	0	0.66	100	2e-09	-120	300
0	0.4321611	0.056299914	0	-7.863596e-18	-9.695735e-18	0	4.712389	1.5707964	0.986303	0.113572374	0	0.30935723	-0.94464535	0	0.0008231441	0.99997264	0	0.66	100	2e-09	-120	300
0	0.42470136	0.6510995	0	-7.896047e-18	-9.695718e-18	1.5707964	0	1.5707964	0.28362745	0.95245284	0	0.9924144	0.00087485445	0	-0.0019377016	0.999971	0	0.66	100	2e-09	-120	300
0	-0.024890298	0.9944794	0	-7.896945e-18	-9.6956875e-18	1.5707964	1.5707964	1.5707964	-0.032537688	0.99192214	0	-0.040563453	0.9915481	0	-0.001569763	0.99996775	0	0.66	100	2e-09	-120	300
0	-0.4475143	0.64509535	0	-7.918249e-18	-9.6957066e-18	1.5707964	3.1415927	1.5707964	-0.35072133	0.9303936	0	-0.99262667	0.0049226424	0	0.00080524076	0.99996966	0	0.66	100	2e-09	-120	300
0	-0.024424763	0.3335756	0	-7.8916744e-18	-9.695734e-18	1.5707964	4.712389	1.5707964	-0.028365592	0.99254996	0	-0.04547893	-0.9917958	0	0.00057022413	0.9999725	0	0.66	100	2e-09	-120	300
0	-0.007124243	0.38853908	0	-7.805527e-18	-9.6957115e-18	3.1415927	0	1.5707964	-0.9921914	-0.034360103	0	0.97279435	0.20000711	0	-0.0019757045	0.99997026	0	0.66	100	2e-09	-120	300
0	-0.43049526	0.6141325	0	-7.952254e-18	-9.6956925e-18	3.1415927	1.5707964	1.5707964	-0.98736566	-0.10407528	0	-0.30329597	0.9465046	0	-0.0008243027	0.9999683	0	0.66	100	2e-09	-120	300
0	-0.66001	0.36266723	0	-7.997145e-18	-9.695701e-18	3.1415927	3.1415927	1.5707964	-0.99270123	-0.0062234397	0	-0.98837286	0.09425595	0	0.001044212	0.99996924	0	0.66	100	2e-09	-120	300
0	-0.66000915	0.36269534	0	-7.997145e-18	-9.695701e-18	3.1415927	4.712389	1.5707964	-0.99270153	-0.0061699655	0	-0.98837006	0.09428677	0	0.0010441527	0.9999692	0	0.66	100	2e-09	-120	300
0	0.40947652	0.09306029	0	-7.902514e-18	-9.695723e-18	4.712389	0	1.5707964	0.26472968	-0.9577588	0	0.9647341	0.23696826	0	-0.001034117	0.9999714	0	0.66	100	2e-09	-120	300
0	-0.020088445	0.33325627	0	-7.96422e-18	-9.695693e-18	4.712389	1.5707964	1.5707964	-0.025509063	-0.9926195	0	-0.034314115	0.99242	0	-0.0004421581	0.9999684	0	0.66	100	2e-09	-120	300
0	-0.4307056	0.0932524	0	-7.924055e-18	-9.695687e-18	4.712389	3.1415927	1.5707964	-0.3247239	-0.9395789	0	-0.969052	0.21936843	0	0.0016590218	0.9999677	0	0.66	100	2e-09	-120	300
0	-0.031394336	-0.32751653	0	-7.820692e-18	-9.695717e-18	4.712389	4.712389	1.5707964	-0.038164817	-0.9916864	0	-0.057750124	-0.9908339	0	0.0017319436	0.9999707	0	0.66	100	2e-09	-120	300
0	0.65854526	0.37350997	0	-1.1099021e-17	-1.2927229e-17	0	0	1.5707964	0.99265516	-0.00924634	0	0.9842404	0.12983581	0	-0.0012598042	0.99994045	0	0.66	100	2e-09	-120	400
0	0.39551315	0.62001777	0	-1.108018e-17	-1.2927172e-17	0	1.5707964	1.5707964	0.9864229	-0.11260374	0	0.20106731	0.9727212	0	-0.00095082	0.9999359	0	0.66	100	2e-09	-120	400
0	0.010003574	0.40037197	0	-1.0951162e-17	-1.29271555e-17	0	3.1415927	1.5707964	0.9918135	-0.043407187	0	-0.9633501	0.24458827	0	0.0015474656	0.9999348	0	0.66	100	2e-09	-120	400
0	0.43256974	0.056974646	0	-1.0984246e-17	-1.2927252e-17	0	4.712389	1.5707964	0.9861137	0.115181185	0	0.31077307	-0.94419944	0	0.00082240225	0.99994206	0	0.66	100	2e-09	-120	400
0	0.4219048	0.66437125	0	-1.1028479e-17	-1.2927222e-17	1.5707964	0	1.5707964	0.2760876	0.95460564	0	0.99160564	0.038568158	0	-0.0019788253	0.99993986	0	0.66	100	2e-09	-120	400
0	-0.032173086	0.9941621	0	-1.1045373e-17	-1.2927163e-17	1.5707964	1.5707964	1.5707964	-0.042987403	0.9915429	0	-0.051976983	0.9910085	0	-0.001554863	0.9999351	0	0.66	100	2e-09	-120	400
0	-0.45336613	0.6549557	0	-1.1058173e-17	-1.2927187e-17	1.5707964	3.1415927	1.5707964	-0.3691149	0.92339766	0	-0.99174887	0.041532036	0	0.0007653542	0.9999372	0	0.66	100	2e-09	-120	400
