# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	a1 (rad)	a2 (rad)	a3 (rad)	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()	m.region3x ()	m.region3y ()	m.region3z ()	roundness ()	size (m)	Cell_size (m)	var2-s (nm)	var1-d (nm)
0	0.36590123	0.6226002	0	-2.3410601e-17	-2.5847483e-17	0	3.1415927	1.5707964	0.9858034	-0.117977075	0	0.11303039	0.9861071	0	-0.0011302014	0.99967057	0	0.66	100	2e-09	20	-114
0	0.42053175	0.056154244	0	-2.3171235e-17	-2.5847938e-17	0	4.712389	1.5707964	0.9851112	0.123371586	0	0.27524552	-0.9545971	0	0.0012384889	0.99968827	0	0.66	100	2e-09	20	-114
0	0.39241034	0.7544446	0	-2.3290246e-17	-2.5847821e-17	1.5707964	0	1.5707964	0.23220643	0.9658861	0	0.94759303	0.29776406	0	-0.0025685572	0.99968356	0	0.66	100	2e-09	20	-114
0	-0.06681209	0.9915167	0	-2.3391258e-17	-2.5847465e-17	1.5707964	1.5707964	1.5707964	-0.09144752	0.988378	0	-0.10717172	0.9865019	0	-0.0018170305	0.99967	0	0.66	100	2e-09	20	-114
0	-0.64054954	0.4398016	0	-2.3455679e-17	-2.5847478e-17	1.5707964	3.1415927	1.5707964	-0.99239755	-0.026223043	0	-0.93001574	0.34595743	0	0.0007648663	0.99967045	0	0.66	100	2e-09	20	-114
0	-0.64054555	0.43981007	0	-2.3455679e-17	-2.584748e-17	1.5707964	4.712389	1.5707964	-0.9923975	-0.026228199	0	-0.930004	0.3459878	0	0.0007648054	0.9996705	0	0.66	100	2e-09	20	-114
0	-0.5693249	0.5315488	0	-2.3456164e-17	-2.5847437e-17	3.1415927	0	1.5707964	-0.99114895	-0.056653466	0	-0.7166265	0.651631	0	-0.0001992144	0.9996688	0	0.66	100	2e-09	20	-114
0	-0.43206227	0.6157687	0	-2.3457327e-17	-2.5847457e-17	3.1415927	1.5707964	1.5707964	-0.98804	-0.097630404	0	-0.3070193	0.9452669	0	-0.0011274521	0.9996696	0	0.66	100	2e-09	20	-114
0	-0.64054626	0.43980837	0	-2.3455679e-17	-2.584748e-17	3.1415927	3.1415927	1.5707964	-0.9923974	-0.026227957	0	-0.93000597	0.34598264	0	0.00076481595	0.9996705	0	0.66	100	2e-09	20	-114
0	-0.06681312	0.99151653	0	-2.3391258e-17	-2.5847465e-17	3.1415927	4.712389	1.5707964	-0.091449425	0.98837787	0	-0.10717289	0.9865017	0	-0.0018170286	0.99967	0	0.66	100	2e-09	20	-114
0	-0.055869963	0.3326463	0	-2.3456291e-17	-2.584745e-17	4.712389	0	1.5707964	-0.072655424	-0.99033546	0	-0.09430038	0.988605	0	-0.0006540886	0.9996694	0	0.66	100	2e-09	20	-114
0	-0.055856384	0.33264607	0	-2.3456294e-17	-2.5847452e-17	4.712389	1.5707964	1.5707964	-0.07262845	-0.9903373	0	-0.094286606	0.9886062	0	-0.00065410277	0.9996693	0	0.66	100	2e-09	20	-114
0	-0.056074195	0.33264917	0	-2.3456294e-17	-2.5847452e-17	4.712389	3.1415927	1.5707964	-0.07305317	-0.9903069	0	-0.09451554	0.98858505	0	-0.0006538579	0.9996694	0	0.66	100	2e-09	20	-114
0	-0.056077484	0.3326494	0	-2.3456294e-17	-2.5847452e-17	4.712389	4.712389	1.5707964	-0.07306232	-0.99030626	0	-0.09451626	0.98858505	0	-0.000653861	0.9996693	0	0.66	100	2e-09	20	-114
0	0.6429815	0.4331633	0	-2.3359513e-17	-2.5847811e-17	0	0	1.5707964	0.99229723	-0.028151814	0	0.93822896	0.3279583	0	-0.0015816113	0.9996833	0	0.66	100	2e-09	20	-116
0	0.36925733	0.622781	0	-2.3402996e-17	-2.5847516e-17	0	1.5707964	1.5707964	0.985989	-0.116373666	0	0.12281295	0.9850447	0	-0.0010299091	0.9996719	0	0.66	100	2e-09	20	-116
0	0.36920625	0.62261456	0	-2.3402996e-17	-2.5847513e-17	0	3.1415927	1.5707964	0.98593026	-0.11688483	0	0.12271792	0.9850566	0	-0.0010294686	0.9996719	0	0.66	100	2e-09	20	-116
0	0.42679197	0.057645362	0	-2.3180221e-17	-2.5847947e-17	0	4.712389	1.5707964	0.98521966	0.12250124	0	0.2940889	-0.94925356	0	0.0010672447	0.9996884	0	0.66	100	2e-09	20	-116
0	0.39737436	0.741276	0	-2.329078e-17	-2.5847826e-17	1.5707964	0	1.5707964	0.23594621	0.9650077	0	0.9585808	0.25913623	0	-0.0024038937	0.99968386	0	0.66	100	2e-09	20	-116
0	-0.063611105	0.9918404	0	-2.3382876e-17	-2.5847507e-17	1.5707964	1.5707964	1.5707964	-0.08839195	0.9886473	0	-0.10073995	0.98720247	0	-0.0017014073	0.9996714	0	0.66	100	2e-09	20	-116
0	-0.64477104	0.42936888	0	-2.344958e-17	-2.5847518e-17	1.5707964	3.1415927	1.5707964	-0.99247825	-0.022914583	0	-0.94264895	0.31134918	0	0.00081404427	0.9996721	0	0.66	100	2e-09	20	-116
0	-0.12562355	0.34301543	0	-2.3228522e-17	-2.584783e-17	1.5707964	4.712389	1.5707964	-0.116362706	0.9862635	0	-0.26161134	-0.95690125	0	0.0011033145	0.99968404	0	0.66	100	2e-09	20	-116
0	-0.43115667	0.61614716	0	-2.3448198e-17	-2.584749e-17	3.1415927	0	1.5707964	-0.98806894	-0.09732797	0	-0.3043814	0.94609886	0	-0.0010197806	0.999671	0	0.66	100	2e-09	20	-116
0	-0.43120146	0.6161517	0	-2.3448198e-17	-2.5847493e-17	3.1415927	1.5707964	1.5707964	-0.9880741	-0.097273864	0	-0.3045107	0.9460579	0	-0.0010195675	0.999671	0	0.66	100	2e-09	20	-116
0	-0.64487624	0.42915285	0	-2.344958e-17	-2.5847521e-17	3.1415927	3.1415927	1.5707964	-0.99248445	-0.022634666	0	-0.9429598	0.3104212	0	0.00081554183	0.999672	0	0.66	100	2e-09	20	-116
0	-0.6448769	0.42915154	0	-2.344958e-17	-2.5847518e-17	3.1415927	4.712389	1.5707964	-0.99248445	-0.022632696	0	-0.9429618	0.3104153	0	0.0008155515	0.999672	0	0.66	100	2e-09	20	-116
0	-0.05310289	0.33277816	0	-2.3447578e-17	-2.5847485e-17	4.712389	0	1.5707964	-0.070424296	-0.99049324	0	-0.08833074	0.98915696	0	-0.0005536138	0.9996706	0	0.66	100	2e-09	20	-116
0	-0.053094953	0.332778	0	-2.3447576e-17	-2.5847483e-17	4.712389	1.5707964	1.5707964	-0.07040897	-0.9904943	0	-0.08832226	0.98915774	0	-0.00055362267	0.9996706	0	0.66	100	2e-09	20	-116
0	-0.05328881	0.33278084	0	-2.3447578e-17	-2.5847483e-17	4.712389	3.1415927	1.5707964	-0.07078652	-0.99046814	0	-0.08852651	0.98914015	0	-0.00055341667	0.9996706	0	0.66	100	2e-09	20	-116
0	-0.053288594	0.3327808	0	-2.3447578e-17	-2.5847485e-17	4.712389	4.712389	1.5707964	-0.07078495	-0.99046826	0	-0.08852743	0.98914003	0	-0.0005534143	0.99967057	0	0.66	100	2e-09	20	-116
0	0.6460698	0.42504612	0	-2.335976e-17	-2.5847816e-17	0	0	1.5707964	0.9923895	-0.024558391	0	0.9472869	0.30001333	0	-0.0014668659	0.99968344	0	0.66	100	2e-09	20	-118
0	0.37232548	0.6228086	0	-2.339622e-17	-2.5847541e-17	0	1.5707964	1.5707964	0.9861205	-0.115224026	0	0.13179803	0.98397684	0	-0.00094209635	0.9996729	0	0.66	100	2e-09	20	-118
0	0.37228465	0.62262577	0	-2.339622e-17	-2.5847545e-17	0	3.1415927	1.5707964	0.9860572	-0.115780376	0	0.13173833	0.9839848	0	-0.0009416969	0.9996729	0	0.66	100	2e-09	20	-118
0	0.43156683	0.058905385	0	-2.3188354e-17	-2.5847942e-17	0	4.712389	1.5707964	0.9852917	0.12192186	0	0.30848104	-0.944894	0	0.00092778704	0.99968827	0	0.66	100	2e-09	20	-118
0	0.40080947	0.73098063	0	-2.3291517e-17	-2.584783e-17	1.5707964	0	1.5707964	0.23862386	0.9643691	0	0.9660681	0.2288887	0	-0.0022634126	0.9996841	0	0.66	100	2e-09	20	-118
0	-0.060765497	0.9921135	0	-2.337537e-17	-2.5847536e-17	1.5707964	1.5707964	1.5707964	-0.08572881	0.9888744	0	-0.09496922	0.98779345	0	-0.0015984587	0.9996726	0	0.66	100	2e-09	20	-118
0	-0.6476497	0.4213979	0	-2.3444391e-17	-2.5847551e-17	1.5707964	3.1415927	1.5707964	-0.9925367	-0.020177674	0	-0.9512461	0.28469804	0	0.0008337217	0.9996733	0	0.66	100	2e-09	20	-118
0	-0.103942245	0.3393216	0	-2.3234678e-17	-2.5847864e-17	1.5707964	4.712389	1.5707964	-0.101568125	0.987861	0	-0.21117634	-0.9695813	0	0.0009177244	0.9996852	0	0.66	100	2e-09	20	-118
0	-0.4303913	0.6164944	0	-2.3439977e-17	-2.5847521e-17	3.1415927	0	1.5707964	-0.9881013	-0.09698644	0	-0.30214745	0.9467975	0	-0.0009251237	0.9996722	0	0.66	100	2e-09	20	-118
0	-0.4303837	0.6165114	0	-2.3439977e-17	-2.5847521e-17	3.1415927	1.5707964	1.5707964	-0.9881054	-0.09694362	0	-0.30212063	0.94680583	0	-0.0009251988	0.99967223	0	0.66	100	2e-09	20	-118
0	-0.6477166	0.4212898	0	-2.3444391e-17	-2.5847554e-17	3.1415927	3.1415927	1.5707964	-0.99254304	-0.019851973	0	-0.95144117	0.28404805	0	0.00083454966	0.99967337	0	0.66	100	2e-09	20	-118
0	-0.6477121	0.4213018	0	-2.3444393e-17	-2.5847551e-17	3.1415927	4.712389	1.5707964	-0.9925429	-0.019859856	0	-0.95142794	0.28409198	0	0.00083448534	0.99967337	0	0.66	100	2e-09	20	-118
0	-0.050546963	0.33288664	0	-2.3439744e-17	-2.5847513e-17	4.712389	0	1.5707964	-0.06829716	-0.99063927	0	-0.082877204	0.98962736	0	-0.0004665224	0.99967176	0	0.66	100	2e-09	20	-118
0	-0.050539535	0.33288652	0	-2.3439744e-17	-2.5847513e-17	4.712389	1.5707964	1.5707964	-0.068283066	-0.99064016	0	-0.08286901	0.989628	0	-0.00046653065	0.9996717	0	0.66	100	2e-09	20	-118
0	-0.05076956	0.3328897	0	-2.3439743e-17	-2.5847513e-17	4.712389	3.1415927	1.5707964	-0.06872498	-0.9906105	0	-0.08311741	0.9896079	0	-0.00046628798	0.99967176	0	0.66	100	2e-09	20	-118
0	-0.050534923	0.3328865	0	-2.3439744e-17	-2.5847513e-17	4.712389	4.712389	1.5707964	-0.06827435	-0.99064076	0	-0.08286391	0.9896285	0	-0.0004665357	0.99967176	0	0.66	100	2e-09	20	-118
0	0.64839596	0.41835842	0	-2.3360164e-17	-2.5847813e-17	0	0	1.5707964	0.99245626	-0.021589339	0	0.95409924	0.27698115	0	-0.001367527	0.9996833	0	0.66	100	2e-09	20	-120
0	0.37518498	0.6228235	0	-2.3390145e-17	-2.5847568e-17	0	1.5707964	1.5707964	0.9862473	-0.11410438	0	0.1401728	0.98290086	0	-0.00086510164	0.99967396	0	0.66	100	2e-09	20	-120
0	0.40344775	0.722325	0	-2.3292356e-17	-2.584783e-17	0	3.1415927	1.5707964	0.2408628	0.96382886	0	0.97162014	0.20346205	0	-0.0021397606	0.9996841	0	0.66	100	2e-09	20	-120
0	0.43507078	0.059916828	0	-2.3195747e-17	-2.5847937e-17	0	4.712389	1.5707964	0.9853331	0.121593595	0	0.31906575	-0.9415312	0	0.00081362715	0.999688	0	0.66	100	2e-09	20	-120
0	0.4034024	0.7223892	0	-2.3292356e-17	-2.5847829e-17	1.5707964	0	1.5707964	0.24076079	0.96385354	0	0.97158635	0.20362987	0	-0.0021399346	0.9996841	0	0.66	100	2e-09	20	-120
0	-0.058076266	0.9923579	0	-2.3368607e-17	-2.5847564e-17	1.5707964	1.5707964	1.5707964	-0.08310511	0.9890911	0	-0.08961735	0.9883089	0	-0.0015063379	0.99967366	0	0.66	100	2e-09	20	-120
0	-0.64980173	0.41495126	0	-2.3439915e-17	-2.5847578e-17	1.5707964	3.1415927	1.5707964	-0.99258673	-0.017496374	0	-0.9576555	0.26267573	0	0.0008371796	0.99967444	0	0.66	100	2e-09	20	-120
0	-0.0905258	0.33747768	0	-2.3240528e-17	-2.5847877e-17	1.5707964	4.712389	1.5707964	-0.092321426	0.9887476	0	-0.18002574	-0.97600055	0	0.000769778	0.9996859	0	0.66	100	2e-09	20	-120
0	-0.42973167	0.6168063	0	-2.3432536e-17	-2.584755e-17	3.1415927	0	1.5707964	-0.9881332	-0.0966503	0	-0.30022034	0.94739616	0	-0.0008414248	0.99967325	0	0.66	100	2e-09	20	-120
0	-0.429743	0.616821	0	-2.3432533e-17	-2.5847551e-17	3.1415927	1.5707964	1.5707964	-0.9881382	-0.09659729	0	-0.3002493	0.94738704	0	-0.0008414065	0.99967325	0	0.66	100	2e-09	20	-120
0	-0.6498031	0.41493046	0	-2.3439918e-17	-2.5847578e-17	3.1415927	3.1415927	1.5707964	-0.992586	-0.017540587	0	-0.9576605	0.2626577	0	0.00083723065	0.99967444	0	0.66	100	2e-09	20	-120
0	-0.42973202	0.6167994	0	-2.3432536e-17	-2.5847546e-17	3.1415927	4.712389	1.5707964	-0.9881313	-0.09667015	0	-0.30022347	0.9473951	0	-0.00084140734	0.9996731	0	0.66	100	2e-09	20	-120
0	-0.04818268	0.33297607	0	-2.3432669e-17	-2.5847536e-17	4.712389	0	1.5707964	-0.06627102	-0.99077404	0	-0.07788635	0.9900295	0	-0.00039066115	0.9996728	0	0.66	100	2e-09	20	-120
0	-0.048184827	0.33297616	0	-2.3432669e-17	-2.584754e-17	4.712389	1.5707964	1.5707964	-0.066275634	-0.99077374	0	-0.077888176	0.9900295	0	-0.00039066	0.9996728	0	0.66	100	2e-09	20	-120
0	-0.04837652	0.3329787	0	-2.343267e-17	-2.5847536e-17	4.712389	3.1415927	1.5707964	-0.06664004	-0.99074996	0	-0.07809904	0.99001336	0	-0.00039046133	0.9996727	0	0.66	100	2e-09	20	-120
0	-0.04837911	0.33297884	0	-2.3432669e-17	-2.584754e-17	4.712389	4.712389	1.5707964	-0.06664715	-0.99074954	0	-0.07809972	0.9900133	0	-0.00039046272	0.9996727	0	0.66	100	2e-09	20	-120
0	0.65023345	0.41263518	0	-2.3360666e-17	-2.5847813e-17	0	0	1.5707964	0.9925066	-0.019033518	0	0.9594737	0.25725567	0	-0.0012801306	0.9996833	0	0.66	100	2e-09	20	-122
0	0.37784722	0.6227857	0	-2.338468e-17	-2.5847588e-17	0	1.5707964	1.5707964	0.98635495	-0.11314557	0	0.1479839	0.9818279	0	-0.0007971594	0.99967474	0	0.66	100	2e-09	20	-122
0	0.37777662	0.6226492	0	-2.338468e-17	-2.5847588e-17	0	3.1415927	1.5707964	0.9863066	-0.113579266	0	0.14782003	0.9818522	0	-0.0007967006	0.9996747	0	0.66	100	2e-09	20	-122
0	0.4375744	0.060702536	0	-2.3202482e-17	-2.5847925e-17	0	4.712389	1.5707964	0.9853509	0.12145675	0	0.3266531	-0.9390369	0	0.0007191322	0.99968773	0	0.66	100	2e-09	20	-122
0	0.4054492	0.71498024	0	-2.3293256e-17	-2.584783e-17	1.5707964	0	1.5707964	0.24255967	0.96341544	0	0.97581756	0.18184142	0	-0.0020296013	0.9996841	0	0.66	100	2e-09	20	-122
0	-0.055568594	0.99257433	0	-2.336249e-17	-2.5847588e-17	1.5707964	1.5707964	1.5707964	-0.08059885	0.98929197	0	-0.0846836	0.9887566	0	-0.0014233411	0.99967456	0	0.66	100	2e-09	20	-122
0	-0.6514365	0.40952116	0	-2.343601e-17	-2.5847602e-17	1.5707964	3.1415927	1.5707964	-0.9926193	-0.015516225	0	-0.9625208	0.24440454	0	0.0008304486	0.9996753	0	0.66	100	2e-09	20	-122
0	-0.080637686	0.33633244	0	-2.3246014e-17	-2.5847885e-17	1.5707964	4.712389	1.5707964	-0.08541076	0.98935467	0	-0.15714872	-0.9800434	0	0.00064642174	0.99968624	0	0.66	100	2e-09	20	-122
0	-0.42917398	0.61708397	0	-2.3425768e-17	-2.5847573e-17	3.1415927	0	1.5707964	-0.988164	-0.09632174	0	-0.29859114	0.94789946	0	-0.0007669382	0.99967414	0	0.66	100	2e-09	20	-122
0	-0.42917892	0.6170954	0	-2.3425768e-17	-2.5847573e-17	3.1415927	1.5707964	1.5707964	-0.9881676	-0.09628398	0	-0.29860225	0.94789606	0	-0.00076694257	0.999674	0	0.66	100	2e-09	20	-122
0	-0.6514378	0.40951595	0	-2.3436009e-17	-2.5847602e-17	3.1415927	3.1415927	1.5707964	-0.9926193	-0.015516029	0	-0.9625249	0.24438854	0	0.0008304687	0.9996753	0	0.66	100	2e-09	20	-122
0	-0.65138847	0.40963495	0	-2.3436007e-17	-2.5847602e-17	3.1415927	4.712389	1.5707964	-0.9926158	-0.015736105	0	-0.96237916	0.2449656	0	0.00082987006	0.99967515	0	0.66	100	2e-09	20	-122
0	-0.045966893	0.33304963	0	-2.3426253e-17	-2.584756e-17	4.712389	0	1.5707964	-0.06429374	-0.9909017	0	-0.07328261	0.990377	0	-0.00032433652	0.99967355	0	0.66	100	2e-09	20	-122
0	-0.04599096	0.33304992	0	-2.3426251e-17	-2.584756e-17	4.712389	1.5707964	1.5707964	-0.06433964	-0.9908988	0	-0.07330892	0.9903751	0	-0.00032431347	0.99967355	0	0.66	100	2e-09	20	-122
0	-0.6513881	0.40963316	0	-2.3436007e-17	-2.5847602e-17	4.712389	3.1415927	1.5707964	-0.9926157	-0.015743913	0	-0.96237856	0.24496809	0	0.00082987157	0.9996753	0	0.66	100	2e-09	20	-122
0	-0.12575367	-0.31539991	0	-2.3172636e-17	-2.5847775e-17	4.712389	4.712389	1.5707964	-0.13310686	-0.9836804	0	-0.24602021	-0.96220136	0	0.0018660632	0.999682	0	0.66	100	2e-09	20	-122
0	0.65172845	0.4076234	0	-2.3361227e-17	-2.5847811e-17	0	0	1.5707964	0.992546	-0.016773982	0	0.9638418	0.23996092	0	-0.0012024054	0.9996832	0	0.66	100	2e-09	20	-124
0	0.38034078	0.6227625	0	-2.3379739e-17	-2.5847602e-17	0	1.5707964	1.5707964	0.9864655	-0.11215093	0	0.15529376	0.9807631	0	-0.0007370275	0.99967533	0	0.66	100	2e-09	20	-124
0	0.38027066	0.6225787	0	-2.3379739e-17	-2.5847606e-17	0	3.1415927	1.5707964	0.9864021	-0.11272537	0	0.15514643	0.980786	0	-0.00073653046	0.9996754	0	0.66	100	2e-09	20	-124
0	0.43923753	0.06127937	0	-2.3208642e-17	-2.5847915e-17	0	4.712389	1.5707964	0.98534924	0.12148079	0	0.33172315	-0.93733007	0	0.0006402795	0.9996874	0	0.66	100	2e-09	20	-124
0	0.4071114	0.70846385	0	-2.3294174e-17	-2.5847829e-17	1.5707964	0	1.5707964	0.24412559	0.9630308	0	0.9791385	0.16267675	0	-0.0019299152	0.99968404	0	0.66	100	2e-09	20	-124
0	-0.05317802	0.9927704	0	-2.3356927e-17	-2.5847609e-17	1.5707964	1.5707964	1.5707964	-0.07811368	0.9894848	0	-0.08007218	0.98915106	0	-0.001348187	0.99967533	0	0.66	100	2e-09	20	-124
0	-0.6527564	0.40482792	0	-2.3432571e-17	-2.5847624e-17	1.5707964	3.1415927	1.5707964	-0.99264616	-0.013654233	0	-0.9664408	0.22846198	0	0.0008177067	0.9996761	0	0.66	100	2e-09	20	-124
0	-0.07283942	0.33555704	0	-2.3251132e-17	-2.584789e-17	1.5707964	4.712389	1.5707964	-0.07986237	0.98980737	0	-0.13919775	-0.98282254	0	0.0005418934	0.9996863	0	0.66	100	2e-09	20	-124
0	-0.42869544	0.61731666	0	-2.3419589e-17	-2.5847596e-17	3.1415927	0	1.5707964	-0.9881889	-0.096053325	0	-0.2971969	0.94832844	0	-0.00070031686	0.99967486	0	0.66	100	2e-09	20	-124
0	-0.42871737	0.6173369	0	-2.3419592e-17	-2.5847593e-17	3.1415927	1.5707964	1.5707964	-0.98819643	-0.095974535	0	-0.29725537	0.9483105	0	-0.00070027175	0.9996748	0	0.66	100	2e-09	20	-124
0	-0.6527589	0.40479645	0	-2.3432571e-17	-2.5847626e-17	3.1415927	3.1415927	1.5707964	-0.99264544	-0.013712795	0	-0.9664491	0.22842614	0	0.0008177802	0.9996761	0	0.66	100	2e-09	20	-124
0	-0.4287037	0.61733145	0	-2.3419589e-17	-2.5847593e-17	3.1415927	4.712389	1.5707964	-0.98819375	-0.0960029	0	-0.29721704	0.94832224	0	-0.0007003146	0.99967486	0	0.66	100	2e-09	20	-124
0	-0.043950915	0.33311084	0	-2.3420401e-17	-2.5847578e-17	4.712389	0	1.5707964	-0.062487867	-0.99101484	0	-0.06909879	0.9906732	0	-0.00026608323	0.99967426	0	0.66	100	2e-09	20	-124
0	-0.04395922	0.33311096	0	-2.3420401e-17	-2.5847578e-17	4.712389	1.5707964	1.5707964	-0.06250357	-0.99101394	0	-0.06910801	0.9906726	0	-0.0002660753	0.99967426	0	0.66	100	2e-09	20	-124
0	-0.044158425	0.33311352	0	-2.3420401e-17	-2.5847578e-17	4.712389	3.1415927	1.5707964	-0.06287595	-0.99099106	0	-0.06933346	0.99065715	0	-0.0002658785	0.99967426	0	0.66	100	2e-09	20	-124
0	-0.10717799	-0.31915325	0	-2.3177209e-17	-2.5847794e-17	4.712389	4.712389	1.5707964	-0.11868199	-0.98546517	0	-0.20456715	-0.97167724	0	0.0017151778	0.9996826	0	0.66	100	2e-09	20	-124
0	0.6529666	0.40317577	0	-2.3361825e-17	-2.5847808e-17	0	0	1.5707964	0.9925769	-0.014753716	0	0.9674558	0.22459789	0	-0.0011327387	0.9996832	0	0.66	100	2e-09	20	-126
0	0.3826725	0.6227128	0	-2.3375262e-17	-2.584762e-17	0	1.5707964	1.5707964	0.9865649	-0.11125076	0	0.1621362	0.9797132	0	-0.00068350806	0.9996759	0	0.66	100	2e-09	20	-126
0	0.38260204	0.6225733	0	-2.3375259e-17	-2.5847619e-17	0	3.1415927	1.5707964	0.98651624	-0.11169541	0	0.16197304	0.9797395	0	-0.0006830734	0.9996759	0	0.66	100	2e-09	20	-126
0	0.44030365	0.061696406	0	-2.3214294e-17	-2.584791e-17	0	4.712389	1.5707964	0.9853348	0.12160989	0	0.33500272	-0.9362077	0	0.00057341164	0.99968696	0	0.66	100	2e-09	20	-126
0	0.40846193	0.7026681	0	-2.3295098e-17	-2.5847829e-17	1.5707964	0	1.5707964	0.24544276	0.9627051	0	0.98178214	0.14561503	0	-0.0018391506	0.99968404	0	0.66	100	2e-09	20	-126
0	-0.0510324	0.9929383	0	-2.3351855e-17	-2.5847626e-17	1.5707964	1.5707964	1.5707964	-0.07590868	0.9896508	0	-0.075908914	0.9894883	0	-0.0012796294	0.9996761	0	0.66	100	2e-09	20	-126
0	-0.6538457	0.40064794	0	-2.3429522e-17	-2.5847639e-17	1.5707964	3.1415927	1.5707964	-0.99266666	-0.012050027	0	-0.96967185	0.21431713	0	0.00080126093	0.99967676	0	0.66	100	2e-09	20	-126
0	-0.066379234	0.33500192	0	-2.325589e-17	-2.5847887e-17	1.5707964	4.712389	1.5707964	-0.07514254	0.9901682	0	-0.1244475	-0.9848487	0	0.00045233377	0.99968624	0	0.66	100	2e-09	20	-126
0	-0.65384746	0.40062952	0	-2.3429522e-17	-2.5847642e-17	3.1415927	0	1.5707964	-0.99266624	-0.012080498	0	-0.9696772	0.21429229	0	0.0008013033	0.99967676	0	0.66	100	2e-09	20	-126
0	-0.42829886	0.61756355	0	-2.3413926e-17	-2.584761e-17	3.1415927	1.5707964	1.5707964	-0.9882246	-0.095670916	0	-0.2960314	0.9486859	0	-0.0006405146	0.9996756	0	0.66	100	2e-09	20	-126
0	-0.65384644	0.40063107	0	-2.3429522e-17	-2.5847642e-17	3.1415927	3.1415927	1.5707964	-0.99266624	-0.012090109	0	-0.9696742	0.21430653	0	0.0008012939	0.99967676	0	0.66	100	2e-09	20	-126
0	-0.65384746	0.40063035	0	-2.3429525e-17	-2.5847642e-17	3.1415927	4.712389	1.5707964	-0.99266636	-0.01207671	0	-0.9696776	0.21429104	0	0.00080130226	0.9996767	0	0.66	100	2e-09	20	-126
0	-0.4169296	0.15720393	0	-2.335509e-17	-2.5847568e-17	4.712389	0	1.5707964	-0.3432086	-0.93315864	0	-0.9088477	0.40509653	0	0.0012675702	0.99967396	0	0.66	100	2e-09	20	-126
0	-0.04206506	0.33316132	0	-2.3415053e-17	-2.5847596e-17	4.712389	1.5707964	1.5707964	-0.060744423	-0.99112105	0	-0.06523596	0.99093014	0	-0.00021481529	0.99967486	0	0.66	100	2e-09	20	-126
0	-0.41686457	0.1571967	0	-2.3355092e-17	-2.5847568e-17	4.712389	3.1415927	1.5707964	-0.3430316	-0.93322223	0	-0.9088298	0.4051384	0	0.0012675978	0.99967396	0	0.66	100	2e-09	20	-126
0	-0.09497973	-0.3212458	0	-2.3181528e-17	-2.5847801e-17	4.712389	4.712389	1.5707964	-0.10904772	-0.98654234	0	-0.17748275	-0.9768781	0	0.0015913098	0.99968296	0	0.66	100	2e-09	20	-126
0	0.65400517	0.39919144	0	-2.3362444e-17	-2.5847806e-17	0	0	1.5707964	0.9926012	-0.012935359	0	0.97048414	0.21082653	0	-0.0010699071	0.99968314	0	0.66	100	2e-09	20	-128
0	0.38485727	0.62267405	0	-2.3371184e-17	-2.5847637e-17	0	1.5707964	1.5707964	0.98666465	-0.110337906	0	0.16854285	0.97868365	0	-0.00063573295	0.9996765	0	0.66	100	2e-09	20	-128
0	0.38479528	0.6225292	0	-2.3371184e-17	-2.5847637e-17	0	3.1415927	1.5707964	0.98661494	-0.11079557	0	0.16840626	0.97870654	0	-0.0006353364	0.9996764	0	0.66	100	2e-09	20	-128
0	0.4409918	0.06200475	0	-2.3219491e-17	-2.5847895e-17	0	4.712389	1.5707964	0.9853137	0.12179266	0	0.33714586	-0.935465	0	0.0005156876	0.99968666	0	0.66	100	2e-09	20	-128
0	0.4096418	0.6974687	0	-2.3296008e-17	-2.5847826e-17	1.5707964	0	1.5707964	0.24678236	0.9623718	0	0.98389906	0.13035044	0	-0.0017559181	0.99968386	0	0.66	100	2e-09	20	-128
0	-0.048978437	0.99309176	0	-2.3347212e-17	-2.5847642e-17	1.5707964	1.5707964	1.5707964	-0.07371428	0.9898111	0	-0.072004095	0.9897874	0	-0.0012169378	0.9996767	0	0.66	100	2e-09	20	-128
0	-0.65475965	0.39690828	0	-2.3426802e-17	-2.5847657e-17	1.5707964	3.1415927	1.5707964	-0.99268323	-0.010575143	0	-0.97237825	0.20162262	0	0.0007824757	0.99967736	0	0.66	100	2e-09	20	-128
0	-0.061107792	0.334602	0	-2.3260322e-17	-2.5847887e-17	1.5707964	4.712389	1.5707964	-0.07125474	0.9904488	0	-0.112444185	-0.986329	0	0.00037555202	0.9996863	0	0.66	100	2e-09	20	-128
0	-0.4279661	0.61774254	0	-2.3408715e-17	-2.5847626e-17	3.1415927	0	1.5707964	-0.9882468	-0.09543003	0	-0.29506493	0.94898164	0	-0.00058648316	0.99967617	0	0.66	100	2e-09	20	-128
0	-0.42797297	0.6177541	0	-2.3408713e-17	-2.5847626e-17	3.1415927	1.5707964	1.5707964	-0.98825055	-0.09539021	0	-0.29508194	0.9489765	0	-0.00058648176	0.9996761	0	0.66	100	2e-09	20	-128
0	-0.65476227	0.39688444	0	-2.3426802e-17	-2.5847654e-17	3.1415927	3.1415927	1.5707964	-0.9926829	-0.010606361	0	-0.9723865	0.20158243	0	0.0007825306	0.99967736	0	0.66	100	2e-09	20	-128
