# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	a1 (rad)	a2 (rad)	a3 (rad)	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()	m.region3x ()	m.region3y ()	m.region3z ()	roundness ()	size (m)	Cell_size (m)	var1-d (nm)	var2-s (nm)
0	0.33295363	0.64161235	0	-2.3517967e-17	-2.584746e-17	0	0	1.5707964	0.011114371	0.99078715	0	0.9907459	-0.06561981	0	-0.0029993698	0.9996697	0	0.66	100	2e-09	-100	-100
0	-0.028400717	0.98809373	0	-2.346399e-17	-2.5847574e-17	0	1.5707964	1.5707964	-0.17851152	0.9763762	0	0.0947604	0.9882309	0	-0.0014510369	0.99967414	0	0.66	100	2e-09	-100	-100
0	-0.45839497	0.61717373	0	-2.3468138e-17	-2.584705e-17	0	3.1415927	1.5707964	-0.3816692	0.9181739	0	-0.99045706	-0.06630663	0	-0.0030586554	0.9996538	0	0.66	100	2e-09	-100	-100
0	0.33290878	0.64152956	0	-2.3517967e-17	-2.584746e-17	0	4.712389	1.5707964	0.010996011	0.99078953	0	0.9907298	-0.06587045	0	-0.002999533	0.9996696	0	0.66	100	2e-09	-100	-100
0	0.33291858	0.6416397	0	-2.3517967e-17	-2.584746e-17	1.5707964	0	1.5707964	0.011003658	0.99078953	0	0.99075097	-0.06554025	0	-0.0029990254	0.9996697	0	0.66	100	2e-09	-100	-100
0	-0.02866016	0.9881046	0	-2.346399e-17	-2.5847573e-17	1.5707964	1.5707964	1.5707964	-0.17865896	0.9763505	0	0.09412944	0.98828936	0	-0.0014509651	0.9996742	0	0.66	100	2e-09	-100	-100
0	-0.45835993	0.61723083	0	-2.346814e-17	-2.584705e-17	1.5707964	3.1415927	1.5707964	-0.38155568	0.9182191	0	-0.9904652	-0.06618048	0	-0.003058842	0.9996539	0	0.66	100	2e-09	-100	-100
0	-0.021690657	0.3304389	0	-2.3505543e-17	-2.5846927e-17	1.5707964	4.712389	1.5707964	-0.15018183	0.980585	0	0.0896549	-0.9889173	0	-0.00454506	0.9996492	0	0.66	100	2e-09	-100	-100
0	0.3328749	0.64160365	0	-2.3517967e-17	-2.584746e-17	3.1415927	0	1.5707964	0.010879693	0.9907919	0	0.99074405	-0.06565061	0	-0.0029989546	0.99966973	0	0.66	100	2e-09	-100	-100
0	-0.028722433	0.9880954	0	-2.346399e-17	-2.5847573e-17	3.1415927	1.5707964	1.5707964	-0.17882802	0.9763209	0	0.09411128	0.9882911	0	-0.0014505547	0.99967414	0	0.66	100	2e-09	-100	-100
