# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	a1 (rad)	a2 (rad)	a3 (rad)	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()	m.region3x ()	m.region3y ()	m.region3z ()	roundness ()	size (m)	Cell_size (m)	var1-d (nm)	var2-s (nm)
0	-0.41761833	0.55863756	0	-2.3319537e-17	-2.5847521e-17	1.5707964	3.1415927	1.5707964	-0.29316384	0.9496561	0	-0.95544595	-0.27341545	0	-0.0042452672	0.9996721	0	0.66	100	2e-09	0	120
0	-3.8898424e-06	0.33308154	0	-2.337429e-17	-2.5848102e-17	1.5707964	4.712389	1.5707964	-3.0678502e-06	0.9929357	0	-8.565097e-06	-0.9933856	0	-3.6506002e-08	0.9996945	0	0.66	100	2e-09	0	120
0	-0.009486582	0.25701684	0	-2.321803e-17	-2.5847574e-17	3.1415927	0	1.5707964	-0.9923776	0.027740443	0	0.96010417	-0.25636393	0	0.003813581	0.999674	0	0.66	100	2e-09	0	120
0	-0.6604125	0.2895464	0	-2.3390583e-17	-2.5847419e-17	3.1415927	1.5707964	1.5707964	-0.9927099	-7.601867e-05	0	-0.9839042	-0.13095288	0	-0.004623325	0.9996682	0	0.66	100	2e-09	0	120
0	-0.66041344	0.2895539	0	-2.3390582e-17	-2.5847422e-17	3.1415927	3.1415927	1.5707964	-0.9927099	-7.60967e-05	0	-0.9839071	-0.13093036	0	-0.004623342	0.99966806	0	0.66	100	2e-09	0	120
0	-0.41574037	0.045398604	0	-2.3357077e-17	-2.5848067e-17	3.1415927	4.712389	1.5707964	-0.9880873	0.09659888	0	-0.2577539	-0.9600963	0	-0.0013799849	0.9996932	0	0.66	100	2e-09	0	120
0	0.43506	0.0041580093	0	-2.331798e-17	-2.5847422e-17	4.712389	0	1.5707964	0.3096005	-0.94453794	0	0.9911566	-0.042656276	0	0.004423102	0.99966824	0	0.66	100	2e-09	0	120
0	5.593468e-06	0.3329797	0	-2.3293614e-17	-2.5847432e-17	4.712389	1.5707964	1.5707964	3.7193888e-06	-0.9929491	0	1.3005541e-05	0.9922197	0	5.533762e-08	0.99966854	0	0.66	100	2e-09	0	120
0	-0.43505546	0.0041567557	0	-2.331798e-17	-2.5847422e-17	4.712389	3.1415927	1.5707964	-0.30958688	-0.9445423	0	-0.99115646	-0.04265569	0	-0.004423097	0.99966824	0	0.66	100	2e-09	0	120
0	-4.659035e-06	-0.3284196	0	-2.3314532e-17	-2.5848124e-17	4.712389	4.712389	1.5707964	-3.8006997e-06	-0.9924481	0	-1.0132199e-05	-0.992506	0	-4.4270095e-08	0.9996953	0	0.66	100	2e-09	0	120
0	0.65908134	0.29751283	0	-2.361695e-17	-2.6071906e-17	0	0	1.5707964	0.9927094	-0.0010892003	0	0.98628914	-0.112145245	0	0.003921616	0.99968964	0	0.66	100	2e-09	0	125
0	0.65907973	0.29750025	0	-2.3616953e-17	-2.6071906e-17	0	1.5707964	1.5707964	0.9927094	-0.0010833333	0	0.98628426	-0.11218882	0	0.003921593	0.99968964	0	0.66	100	2e-09	0	125
0	0.0063128085	0.27119118	0	-2.3443738e-17	-2.607201e-17	0	3.1415927	1.5707964	0.99255234	0.020572351	0	-0.97032994	-0.21300374	0	-0.0032016109	0.99969363	0	0.66	100	2e-09	0	125
