# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	island1_angle (rad)	island2_angle (rad)	roundness ()	size (m)	islands_distance (m)	islands_angle (rad)
0	0.3700009	-0.108270854	0	-2.7369473e-18	-4.3521107e-18	0.88357294	4.8105636	0.49	1e-07	1.28e-07	0
0	0.41790435	-0.10128206	0	-2.739869e-18	-4.3519585e-18	0.88357294	4.9087386	0.49	1e-07	1.28e-07	0
0	0.465078	-0.08976136	0	-2.7422952e-18	-4.3516884e-18	0.88357294	5.006913	0.49	1e-07	1.28e-07	0
0	0.51112825	-0.0737271	0	-2.7443441e-18	-4.3513125e-18	0.88357294	5.105088	0.49	1e-07	1.28e-07	0
0	0.55556345	-0.05327084	0	-2.7461402e-18	-4.350863e-18	0.88357294	5.203263	0.49	1e-07	1.28e-07	0
0	0.59782976	-0.028596869	0	-2.7477712e-18	-4.350411e-18	0.88357294	5.3014374	0.49	1e-07	1.28e-07	0
0	0.63742083	-4.369842e-10	0	-2.7492725e-18	-4.350064e-18	0.88357294	5.3996124	0.49	1e-07	1.28e-07	0
0	0.67394483	0.032207806	0	-2.750636e-18	-4.3499183e-18	0.88357294	5.497787	0.49	1e-07	1.28e-07	0
0	0.70709884	0.06773921	0	-2.7518545e-18	-4.350004e-18	0.88357294	5.595962	0.49	1e-07	1.28e-07	0
0	0.73657435	0.1062855	0	-2.7529321e-18	-4.3502636e-18	0.88357294	5.6941366	0.49	1e-07	1.28e-07	0
0	0.7620382	0.14743313	0	-2.75386e-18	-4.3505908e-18	0.88357294	5.7923117	0.49	1e-07	1.28e-07	0
0	0.78318757	0.1906579	0	-2.754579e-18	-4.3508914e-18	0.88357294	5.8904862	0.49	1e-07	1.28e-07	0
0	0.799837	0.23540893	0	-2.7549668e-18	-4.351113e-18	0.88357294	5.988661	0.49	1e-07	1.28e-07	0
0	0.8119172	0.28121638	0	-2.7548688e-18	-4.351235e-18	0.88357294	6.086836	0.49	1e-07	1.28e-07	0
0	0.8194266	0.32771382	0	-2.754148e-18	-4.3512496e-18	0.88357294	6.1850104	0.49	1e-07	1.28e-07	0
0	0.8223745	0.37459874	0	-2.752716e-18	-4.351147e-18	0.88357294	6.2831855	0.49	1e-07	1.28e-07	0
0	0.7839905	0.40399787	0	-2.7484155e-18	-4.3513605e-18	0.9817477	0	0.49	1e-07	1.28e-07	0
0	0.7823897	0.45113137	0	-2.7461143e-18	-4.3511425e-18	0.9817477	0.09817477	0.49	1e-07	1.28e-07	0
0	0.7761809	0.49810013	0	-2.7431561e-18	-4.3508273e-18	0.9817477	0.19634955	0.49	1e-07	1.28e-07	0
0	0.76533425	0.5446037	0	-2.7396487e-18	-4.350439e-18	0.9817477	0.2945243	0.49	1e-07	1.28e-07	0
0	0.7498232	0.5902832	0	-2.7357528e-18	-4.349999e-18	0.9817477	0.3926991	0.49	1e-07	1.28e-07	0
0	0.7296819	0.63467	0	-2.7316535e-18	-4.349529e-18	0.9817477	0.49087384	0.49	1e-07	1.28e-07	0
0	0.7050595	0.6772035	0	-2.7275087e-18	-4.349074e-18	0.9817477	0.5890486	0.49	1e-07	1.28e-07	0
0	0.6762323	0.7173205	0	-2.7234167e-18	-4.3487246e-18	0.9817477	0.6872234	0.49	1e-07	1.28e-07	0
0	0.64351815	0.75457084	0	-2.7194195e-18	-4.3485944e-18	0.9817477	0.7853982	0.49	1e-07	1.28e-07	0
0	0.6072085	0.78861487	0	-2.7155442e-18	-4.3487552e-18	0.9817477	0.88357294	0.49	1e-07	1.28e-07	0
0	0.56758386	0.8191389	0	-2.7118339e-18	-4.349182e-18	0.9817477	0.9817477	0.49	1e-07	1.28e-07	0
0	0.52502733	0.845779	0	-2.7083353e-18	-4.3497603e-18	0.9817477	1.0799224	0.49	1e-07	1.28e-07	0
0	0.48005617	0.86817694	0	-2.705051e-18	-4.350357e-18	0.9817477	1.1780972	0.49	1e-07	1.28e-07	0
0	0.43327963	0.8860568	0	-2.7019112e-18	-4.3508786e-18	0.9817477	1.276272	0.49	1e-07	1.28e-07	0
0	0.38523707	0.8992867	0	-2.6987977e-18	-4.3512914e-18	0.9817477	1.3744467	0.49	1e-07	1.28e-07	0
0	0.33636442	0.9078234	0	-2.6955934e-18	-4.351588e-18	0.9817477	1.4726216	0.49	1e-07	1.28e-07	0
0	0.2870111	0.91165406	0	-2.69222e-18	-4.3517658e-18	0.9817477	1.5707964	0.49	1e-07	1.28e-07	0
0	0.23748127	0.9107614	0	-2.6886674e-18	-4.3518315e-18	0.9817477	1.6689711	0.49	1e-07	1.28e-07	0
0	0.1880983	0.9051103	0	-2.6849917e-18	-4.351796e-18	0.9817477	1.7671459	0.49	1e-07	1.28e-07	0
0	0.1391889	0.8946537	0	-2.6813223e-18	-4.3516773e-18	0.9817477	1.8653207	0.49	1e-07	1.28e-07	0
0	0.09116102	0.87935007	0	-2.6778438e-18	-4.351479e-18	0.9817477	1.9634954	0.49	1e-07	1.28e-07	0
0	0.04454465	0.85922015	0	-2.674768e-18	-4.3512e-18	0.9817477	2.06167	0.49	1e-07	1.28e-07	0
0	8.958176e-09	0.8344257	0	-2.6722725e-18	-4.350864e-18	0.9817477	2.1598449	0.49	1e-07	1.28e-07	0
0	-0.041814726	0.80527854	0	-2.6704554e-18	-4.3505597e-18	0.9817477	2.2580197	0.49	1e-07	1.28e-07	0
0	-0.080374196	0.77215385	0	-2.669339e-18	-4.3504055e-18	0.9817477	2.3561945	0.49	1e-07	1.28e-07	0
0	-0.115289964	0.735406	0	-2.6689156e-18	-4.3504712e-18	0.9817477	2.4543693	0.49	1e-07	1.28e-07	0
0	-0.14621402	0.6953982	0	-2.6691793e-18	-4.350723e-18	0.9817477	2.552544	0.49	1e-07	1.28e-07	0
0	-0.17277235	0.65260315	0	-2.670108e-18	-4.3510556e-18	0.9817477	2.6507187	0.49	1e-07	1.28e-07	0
0	-0.19463804	0.607625	0	-2.6716172e-18	-4.3513733e-18	0.9817477	2.7488935	0.49	1e-07	1.28e-07	0
0	-0.21161388	0.5610891	0	-2.6735493e-18	-4.351638e-18	0.9817477	2.8470683	0.49	1e-07	1.28e-07	0
0	-0.22364816	0.5135239	0	-2.6757113e-18	-4.3518444e-18	0.9817477	2.9452431	0.49	1e-07	1.28e-07	0
0	-0.23076093	0.46533427	0	-2.6779294e-18	-4.35199e-18	0.9817477	3.043418	0.49	1e-07	1.28e-07	0
0	-0.23298463	0.41685173	0	-2.6800857e-18	-4.3520636e-18	0.9817477	3.1415927	0.49	1e-07	1.28e-07	0
0	-0.23033781	0.36838338	0	-2.6821317e-18	-4.3520557e-18	0.9817477	3.2397673	0.49	1e-07	1.28e-07	0
0	-0.2228225	0.32023475	0	-2.6840913e-18	-4.351963e-18	0.9817477	3.3379421	0.49	1e-07	1.28e-07	0
0	-0.21042788	0.27273968	0	-2.6860556e-18	-4.3517864e-18	0.9817477	3.436117	0.49	1e-07	1.28e-07	0
0	-0.19316387	0.2263103	0	-2.6881656e-18	-4.351522e-18	0.9817477	3.5342917	0.49	1e-07	1.28e-07	0
0	-0.1711216	0.18147705	0	-2.690574e-18	-4.3511826e-18	0.9817477	3.6324666	0.49	1e-07	1.28e-07	0
0	-0.14453404	0.13884984	0	-2.693387e-18	-4.350825e-18	0.9817477	3.7306414	0.49	1e-07	1.28e-07	0
0	-0.11375304	0.09899559	0	-2.6966396e-18	-4.350559e-18	0.9817477	3.828816	0.49	1e-07	1.28e-07	0
0	-0.07915858	0.06234819	0	-2.70031e-18	-4.3504865e-18	0.9817477	3.9269907	0.49	1e-07	1.28e-07	0
0	-0.041109756	0.029241584	0	-2.7043603e-18	-4.3506346e-18	0.9817477	4.0251656	0.49	1e-07	1.28e-07	0
0	-3.932858e-10	-1.0487621e-09	0	-2.7087551e-18	-4.3509423e-18	0.9817477	4.12334	0.49	1e-07	1.28e-07	0
0	0.04366219	-0.025042402	0	-2.7134297e-18	-4.3513125e-18	0.9817477	4.221515	0.49	1e-07	1.28e-07	0
0	0.0892704	-0.045614395	0	-2.7182561e-18	-4.3516715e-18	0.9817477	4.3196898	0.49	1e-07	1.28e-07	0
0	0.13623282	-0.061576363	0	-2.7230482e-18	-4.3519916e-18	0.9817477	4.417865	0.49	1e-07	1.28e-07	0
0	0.18406913	-0.07290594	0	-2.7276002e-18	-4.3522567e-18	0.9817477	4.5160394	0.49	1e-07	1.28e-07	0
0	0.23240843	-0.07963424	0	-2.7317352e-18	-4.3524457e-18	0.9817477	4.6142144	0.49	1e-07	1.28e-07	0
0	0.28093818	-0.08179682	0	-2.7353339e-18	-4.352533e-18	0.9817477	4.712389	0.49	1e-07	1.28e-07	0
0	0.32937065	-0.0794155	0	-2.7383432e-18	-4.3525003e-18	0.9817477	4.8105636	0.49	1e-07	1.28e-07	0
0	0.3774068	-0.07249804	0	-2.740777e-18	-4.3523436e-18	0.9817477	4.9087386	0.49	1e-07	1.28e-07	0
0	0.42472997	-0.06104246	0	-2.7427113e-18	-4.3520698e-18	0.9817477	5.006913	0.49	1e-07	1.28e-07	0
0	0.47095037	-0.04506495	0	-2.7442668e-18	-4.35169e-18	0.9817477	5.105088	0.49	1e-07	1.28e-07	0
0	0.51557004	-0.02465183	0	-2.745574e-18	-4.351236e-18	0.9817477	5.203263	0.49	1e-07	1.28e-07	0
0	0.5580346	5.7681913e-09	0	-2.7467291e-18	-4.350774e-18	0.9817477	5.3014374	0.49	1e-07	1.28e-07	0
0	0.59783036	0.028596893	0	-2.7477714e-18	-4.350411e-18	0.9817477	5.3996124	0.49	1e-07	1.28e-07	0
0	0.63455456	0.06082622	0	-2.7486988e-18	-4.350245e-18	0.9817477	5.497787	0.49	1e-07	1.28e-07	0
0	0.6679002	0.09639908	0	-2.7495082e-18	-4.350309e-18	0.9817477	5.595962	0.49	1e-07	1.28e-07	0
0	0.69755554	0.13500574	0	-2.750204e-18	-4.350549e-18	0.9817477	5.6941366	0.49	1e-07	1.28e-07	0
0	0.7231827	0.17623472	0	-2.7507819e-18	-4.3508588e-18	0.9817477	5.7923117	0.49	1e-07	1.28e-07	0
0	0.7444777	0.21955648	0	-2.7511835e-18	-4.3511425e-18	0.9817477	5.8904862	0.49	1e-07	1.28e-07	0
0	0.7612481	0.2644194	0	-2.75129e-18	-4.3513497e-18	0.9817477	5.988661	0.49	1e-07	1.28e-07	0
0	0.77342427	0.31034985	0	-2.7509467e-18	-4.35146e-18	0.9817477	6.086836	0.49	1e-07	1.28e-07	0
0	0.78100175	0.3569775	0	-2.7500186e-18	-4.351467e-18	0.9817477	6.1850104	0.49	1e-07	1.28e-07	0
0	0.7839907	0.40399775	0	-2.7484153e-18	-4.351361e-18	0.9817477	6.2831855	0.49	1e-07	1.28e-07	0
0	0.7428441	0.42962587	0	-2.743989e-18	-4.35173e-18	1.0799224	0	0.49	1e-07	1.28e-07	0
0	0.7412399	0.47690454	0	-2.7415735e-18	-4.3515184e-18	1.0799224	0.09817477	0.49	1e-07	1.28e-07	0
0	0.73499733	0.5240176	0	-2.738543e-18	-4.351215e-18	1.0799224	0.19634955	0.49	1e-07	1.28e-07	0
0	0.7240849	0.57066286	0	-2.735008e-18	-4.350843e-18	1.0799224	0.2945243	0.49	1e-07	1.28e-07	0
0	0.7084755	0.6164781	0	-2.7311291e-18	-4.350423e-18	1.0799224	0.3926991	0.49	1e-07	1.28e-07	0
0	0.6882026	0.66099083	0	-2.7270941e-18	-4.3499766e-18	1.0799224	0.49087384	0.49	1e-07	1.28e-07	0
0	0.66341776	0.7036344	0	-2.7230622e-18	-4.3495477e-18	1.0799224	0.5890486	0.49	1e-07	1.28e-07	0
0	0.6343977	0.7438426	0	-2.7191327e-18	-4.349226e-18	1.0799224	0.6872234	0.49	1e-07	1.28e-07	0
0	0.6014648	0.7811604	0	-2.7153473e-18	-4.349125e-18	1.0799224	0.7853982	0.49	1e-07	1.28e-07	0
0	0.56491125	0.8152466	0	-2.7117336e-18	-4.3493128e-18	1.0799224	0.88357294	0.49	1e-07	1.28e-07	0
0	0.52502656	0.84577954	0	-2.7083353e-18	-4.3497607e-18	1.0799224	0.9817477	0.49	1e-07	1.28e-07	0
0	0.4821935	0.87239695	0	-2.705197e-18	-4.350352e-18	1.0799224	1.0799224	0.49	1e-07	1.28e-07	0
0	0.43695864	0.8947279	0	-2.7023155e-18	-4.35095e-18	1.0799224	1.1780972	0.49	1e-07	1.28e-07	0
0	0.3899304	0.9125071	0	-2.6996158e-18	-4.3514667e-18	1.0799224	1.276272	0.49	1e-07	1.28e-07	0
0	0.34165406	0.92560774	0	-2.6969721e-18	-4.3518696e-18	1.0799224	1.3744467	0.49	1e-07	1.28e-07	0
0	0.29256406	0.93399274	0	-2.6942623e-18	-4.3521545e-18	1.0799224	1.4726216	0.49	1e-07	1.28e-07	0
0	0.24301451	0.9376514	0	-2.691405e-18	-4.3523187e-18	1.0799224	1.5707964	0.49	1e-07	1.28e-07	0
0	0.19331975	0.93657	0	-2.6883843e-18	-4.3523646e-18	1.0799224	1.6689711	0.49	1e-07	1.28e-07	0
0	0.14379238	0.93071866	0	-2.685256e-18	-4.352305e-18	1.0799224	1.7671459	0.49	1e-07	1.28e-07	0
0	0.09476819	0.9200534	0	-2.6821426e-18	-4.3521537e-18	1.0799224	1.8653207	0.49	1e-07	1.28e-07	0
0	0.046657518	0.904538	0	-2.679227e-18	-4.351914e-18	1.0799224	1.9634954	0.49	1e-07	1.28e-07	0
0	4.41354e-09	0.8842026	0	-2.6767128e-18	-4.351586e-18	1.0799224	2.06167	0.49	1e-07	1.28e-07	0
0	-0.044544578	0.85922015	0	-2.674768e-18	-4.3512e-18	1.0799224	2.1598449	0.49	1e-07	1.28e-07	0
0	-0.086323686	0.82991105	0	-2.6734814e-18	-4.35085e-18	1.0799224	2.2580197	0.49	1e-07	1.28e-07	0
0	-0.12481935	0.7966537	0	-2.672866e-18	-4.35066e-18	1.0799224	2.3561945	0.49	1e-07	1.28e-07	0
0	-0.15965171	0.7598011	0	-2.6729086e-18	-4.3506975e-18	1.0799224	2.4543693	0.49	1e-07	1.28e-07	0
0	-0.19048086	0.7197193	0	-2.6735991e-18	-4.350926e-18	1.0799224	2.552544	0.49	1e-07	1.28e-07	0
0	-0.21693942	0.6768791	0	-2.6749118e-18	-4.3512418e-18	1.0799224	2.6507187	0.49	1e-07	1.28e-07	0
0	-0.2387034	0.6318842	0	-2.6767583e-18	-4.351549e-18	1.0799224	2.7488935	0.49	1e-07	1.28e-07	0
0	-0.25558275	0.58535594	0	-2.6789803e-18	-4.35181e-18	1.0799224	2.8470683	0.49	1e-07	1.28e-07	0
0	-0.26752836	0.53781736	0	-2.6813835e-18	-4.3520185e-18	1.0799224	2.9452431	0.49	1e-07	1.28e-07	0
0	-0.27456272	0.48967013	0	-2.6837943e-18	-4.3521707e-18	1.0799224	3.043418	0.49	1e-07	1.28e-07	0
0	-0.27671865	0.44124323	0	-2.686094e-18	-4.3522534e-18	1.0799224	3.1415927	0.49	1e-07	1.28e-07	0
0	-0.27401724	0.39284083	0	-2.6882352e-18	-4.352256e-18	1.0799224	3.2397673	0.49	1e-07	1.28e-07	0
0	-0.26645842	0.34476677	0	-2.6902403e-18	-4.3521752e-18	1.0799224	3.3379421	0.49	1e-07	1.28e-07	0
0	-0.2540345	0.2973536	0	-2.6921997e-18	-4.352011e-18	1.0799224	3.436117	0.49	1e-07	1.28e-07	0
0	-0.23675422	0.25100893	0	-2.6942532e-18	-4.351762e-18	1.0799224	3.5342917	0.49	1e-07	1.28e-07	0
0	-0.21470888	0.20625949	0	-2.6965523e-18	-4.35144e-18	1.0799224	3.6324666	0.49	1e-07	1.28e-07	0
0	-0.18812872	0.16370986	0	-2.6992037e-18	-4.3511024e-18	1.0799224	3.7306414	0.49	1e-07	1.28e-07	0
0	-0.15736257	0.12392319	0	-2.702244e-18	-4.350858e-18	1.0799224	3.828816	0.49	1e-07	1.28e-07	0
0	-0.12278724	0.087330684	0	-2.7056511e-18	-4.3508075e-18	1.0799224	3.9269907	0.49	1e-07	1.28e-07	0
0	-0.08475818	0.054263487	0	-2.7093904e-18	-4.3509783e-18	1.0799224	4.0251656	0.49	1e-07	1.28e-07	0
0	-0.043662287	0.02504239	0	-2.7134295e-18	-4.3513125e-18	1.0799224	4.12334	0.49	1e-07	1.28e-07	0
0	1.7479368e-10	-6.9043504e-09	0	-2.7177077e-18	-4.3517083e-18	1.0799224	4.221515	0.49	1e-07	1.28e-07	0
0	0.045627374	-0.020590583	0	-2.722106e-18	-4.352093e-18	1.0799224	4.3196898	0.49	1e-07	1.28e-07	0
0	0.092630334	-0.036585063	0	-2.7264442e-18	-4.352432e-18	1.0799224	4.417865	0.49	1e-07	1.28e-07	0
0	0.14052638	-0.047956124	0	-2.730522e-18	-4.3527096e-18	1.0799224	4.5160394	0.49	1e-07	1.28e-07	0
0	0.18894115	-0.054732036	0	-2.7341663e-18	-4.352906e-18	1.0799224	4.6142144	0.49	1e-07	1.28e-07	0
0	0.23756498	-0.056944977	0	-2.7372624e-18	-4.3529966e-18	1.0799224	4.712389	0.49	1e-07	1.28e-07	0
0	0.28610477	-0.054614868	0	-2.7397595e-18	-4.3529644e-18	1.0799224	4.8105636	0.49	1e-07	1.28e-07	0
0	0.3342673	-0.047746558	0	-2.7416746e-18	-4.3528076e-18	1.0799224	4.9087386	0.49	1e-07	1.28e-07	0
0	0.38173223	-0.036335442	0	-2.743087e-18	-4.352534e-18	1.0799224	5.006913	0.49	1e-07	1.28e-07	0
0	0.42811266	-0.020393502	0	-2.7441229e-18	-4.352156e-18	1.0799224	5.105088	0.49	1e-07	1.28e-07	0
0	0.4729114	3.4958736e-10	0	-2.7449164e-18	-4.3517012e-18	1.0799224	5.203263	0.49	1e-07	1.28e-07	0
0	0.51556957	0.024651838	0	-2.7455738e-18	-4.351236e-18	1.0799224	5.3014374	0.49	1e-07	1.28e-07	0
0	0.55556303	0.053271208	0	-2.7461393e-18	-4.350863e-18	1.0799224	5.3996124	0.49	1e-07	1.28e-07	0
0	0.59248435	0.08554368	0	-2.7466174e-18	-4.350682e-18	1.0799224	5.497787	0.49	1e-07	1.28e-07	0
0	0.6260155	0.1211782	0	-2.7470056e-18	-4.3507314e-18	1.0799224	5.595962	0.49	1e-07	1.28e-07	0
0	0.65584254	0.15986803	0	-2.7473131e-18	-4.3509564e-18	1.0799224	5.6941366	0.49	1e-07	1.28e-07	0
0	0.6816263	0.20119606	0	-2.7475375e-18	-4.351255e-18	1.0799224	5.7923117	0.49	1e-07	1.28e-07	0
0	0.7030563	0.24463394	0	-2.7476235e-18	-4.3515296e-18	1.0799224	5.8904862	0.49	1e-07	1.28e-07	0
0	0.71993715	0.2896254	0	-2.7474525e-18	-4.3517277e-18	1.0799224	5.988661	0.49	1e-07	1.28e-07	0
0	0.73219645	0.33569244	0	-2.7468728e-18	-4.3518324e-18	1.0799224	6.086836	0.49	1e-07	1.28e-07	0
0	0.7398291	0.3824613	0	-2.745747e-18	-4.351835e-18	1.0799224	6.1850104	0.49	1e-07	1.28e-07	0
0	0.7428441	0.42962584	0	-2.7439895e-18	-4.3517306e-18	1.0799224	6.2831855	0.49	1e-07	1.28e-07	0
0	0.6994061	0.45115593	0	-2.739444e-18	-4.3521368e-18	1.1780972	0	0.49	1e-07	1.28e-07	0
0	0.6977828	0.4985826	0	-2.7369345e-18	-4.3519333e-18	1.1780972	0.09817477	0.49	1e-07	1.28e-07	0
0	0.6914891	0.5458409	0	-2.7338565e-18	-4.3516446e-18	1.1780972	0.19634955	0.49	1e-07	1.28e-07	0
0	0.6804961	0.59262294	0	-2.73032e-18	-4.3512897e-18	1.1780972	0.2945243	0.49	1e-07	1.28e-07	0
0	0.6647734	0.6385659	0	-2.7264888e-18	-4.350891e-18	1.1780972	0.3926991	0.49	1e-07	1.28e-07	0
0	0.6443547	0.68319243	0	-2.7225506e-18	-4.3504675e-18	1.1780972	0.49087384	0.49	1e-07	1.28e-07	0
0	0.61939293	0.72593063	0	-2.7186672e-18	-4.3500618e-18	1.1780972	0.5890486	0.49	1e-07	1.28e-07	0
0	0.59017	0.76620823	0	-2.7149377e-18	-4.349764e-18	1.1780972	0.6872234	0.49	1e-07	1.28e-07	0
0	0.557009	0.80356884	0	-2.711404e-18	-4.3496867e-18	1.1780972	0.7853982	0.49	1e-07	1.28e-07	0
0	0.5202051	0.8376676	0	-2.708094e-18	-4.349896e-18	1.1780972	0.88357294	0.49	1e-07	1.28e-07	0
0	0.4800559	0.8681771	0	-2.7050506e-18	-4.350357e-18	1.1780972	0.9817477	0.49	1e-07	1.28e-07	0
0	0.43695846	0.8947281	0	-2.7023157e-18	-4.35095e-18	1.1780972	1.0799224	0.49	1e-07	1.28e-07	0
0	0.39146477	0.9169537	0	-2.6998797e-18	-4.3515387e-18	1.1780972	1.1780972	0.49	1e-07	1.28e-07	0
0	0.34419832	0.9345905	0	-2.6976614e-18	-4.3520404e-18	1.1780972	1.276272	0.49	1e-07	1.28e-07	0
0	0.2957088	0.947519	0	-2.6955277e-18	-4.3524254e-18	1.1780972	1.3744467	0.49	1e-07	1.28e-07	0
0	0.24643287	0.9557085	0	-2.6933495e-18	-4.35269e-18	1.1780972	1.4726216	0.49	1e-07	1.28e-07	0
0	0.19672029	0.9591552	0	-2.691041e-18	-4.3528316e-18	1.1780972	1.5707964	0.49	1e-07	1.28e-07	0
0	0.14688824	0.95784813	0	-2.6885847e-18	-4.352853e-18	1.1780972	1.6689711	0.49	1e-07	1.28e-07	0
0	0.097252585	0.9517615	0	-2.6860302e-18	-4.352763e-18	1.1780972	1.7671459	0.49	1e-07	1.28e-07	0
0	0.048151493	0.9408555	0	-2.6834982e-18	-4.3525748e-18	1.1780972	1.8653207	0.49	1e-07	1.28e-07	0
0	3.845461e-09	0.9251002	0	-2.6811643e-18	-4.3522914e-18	1.1780972	1.9634954	0.49	1e-07	1.28e-07	0
0	-0.046657402	0.90453815	0	-2.6792268e-18	-4.3519134e-18	1.1780972	2.06167	0.49	1e-07	1.28e-07	0
0	-0.09116071	0.87934995	0	-2.6778438e-18	-4.351479e-18	1.1780972	2.1598449	0.49	1e-07	1.28e-07	0
0	-0.13286209	0.8498664	0	-2.6770923e-18	-4.3510883e-18	1.1780972	2.2580197	0.49	1e-07	1.28e-07	0
0	-0.17125514	0.8164685	0	-2.6769788e-18	-4.350868e-18	1.1780972	2.3561945	0.49	1e-07	1.28e-07	0
0	-0.20597251	0.77950996	0	-2.6774831e-18	-4.3508836e-18	1.1780972	2.4543693	0.49	1e-07	1.28e-07	0
0	-0.23667863	0.73935324	0	-2.6785922e-18	-4.351096e-18	1.1780972	2.552544	0.49	1e-07	1.28e-07	0
0	-0.26301262	0.69647247	0	-2.680277e-18	-4.351401e-18	1.1780972	2.6507187	0.49	1e-07	1.28e-07	0
0	-0.2846535	0.6514666	0	-2.6824462e-18	-4.351705e-18	1.1780972	2.7488935	0.49	1e-07	1.28e-07	0
0	-0.30142027	0.6049538	0	-2.68494e-18	-4.351967e-18	1.1780972	2.8470683	0.49	1e-07	1.28e-07	0
0	-0.3132656	0.5574517	0	-2.687564e-18	-4.3521835e-18	1.1780972	2.9452431	0.49	1e-07	1.28e-07	0
0	-0.32021403	0.50935787	0	-2.6901444e-18	-4.352346e-18	1.1780972	3.043418	0.49	1e-07	1.28e-07	0
0	-0.3222974	0.4609989	0	-2.6925643e-18	-4.352441e-18	1.1780972	3.1415927	0.49	1e-07	1.28e-07	0
0	-0.31953838	0.41267598	0	-2.6947741e-18	-4.3524552e-18	1.1780972	3.2397673	0.49	1e-07	1.28e-07	0
0	-0.3119379	0.36469203	0	-2.696797e-18	-4.352388e-18	1.1780972	3.3379421	0.49	1e-07	1.28e-07	0
0	-0.29948935	0.31737515	0	-2.6987229e-18	-4.3522385e-18	1.1780972	3.436117	0.49	1e-07	1.28e-07	0
0	-0.28220093	0.27113184	0	-2.7006893e-18	-4.352004e-18	1.1780972	3.5342917	0.49	1e-07	1.28e-07	0
0	-0.2601626	0.22648276	0	-2.702848e-18	-4.351699e-18	1.1780972	3.6324666	0.49	1e-07	1.28e-07	0
0	-0.23360181	0.18402787	0	-2.7053062e-18	-4.3513807e-18	1.1780972	3.7306414	0.49	1e-07	1.28e-07	0
0	-0.20286494	0.14432597	0	-2.7081e-18	-4.351155e-18	1.1780972	3.828816	0.49	1e-07	1.28e-07	0
0	-0.16832581	0.10780605	0	-2.7112108e-18	-4.351123e-18	1.1780972	3.9269907	0.49	1e-07	1.28e-07	0
0	-0.13033342	0.07479637	0	-2.7146062e-18	-4.3513154e-18	1.1780972	4.0251656	0.49	1e-07	1.28e-07	0
0	-0.08927017	0.045614444	0	-2.718256e-18	-4.351672e-18	1.1780972	4.12334	0.49	1e-07	1.28e-07	0
0	-0.045627348	0.020590594	0	-2.722106e-18	-4.352093e-18	1.1780972	4.221515	0.49	1e-07	1.28e-07	0
0	-4.369842e-10	-2.184921e-09	0	-2.7260438e-18	-4.352499e-18	1.1780972	4.3196898	0.49	1e-07	1.28e-07	0
0	0.047024176	-0.016008329	0	-2.7298962e-18	-4.3528556e-18	1.1780972	4.417865	0.49	1e-07	1.28e-07	0
0	0.09496039	-0.027402543	0	-2.7334698e-18	-4.353145e-18	1.1780972	4.5160394	0.49	1e-07	1.28e-07	0
0	0.14343372	-0.03420672	0	-2.7365955e-18	-4.3533478e-18	1.1780972	4.6142144	0.49	1e-07	1.28e-07	0
0	0.19213171	-0.03645097	0	-2.7391614e-18	-4.353441e-18	1.1780972	4.712389	0.49	1e-07	1.28e-07	0
0	0.24076308	-0.0341525	0	-2.7411208e-18	-4.3534094e-18	1.1780972	4.8105636	0.49	1e-07	1.28e-07	0
0	0.28903455	-0.027313596	0	-2.7424937e-18	-4.353253e-18	1.1780972	4.9087386	0.49	1e-07	1.28e-07	0
0	0.33662626	-0.015926955	0	-2.743363e-18	-4.3529813e-18	1.1780972	5.006913	0.49	1e-07	1.28e-07	0
0	0.383149	9.613652e-10	0	-2.7438582e-18	-4.3526066e-18	1.1780972	5.105088	0.49	1e-07	1.28e-07	0
0	0.42811218	0.0203935	0	-2.7441223e-18	-4.352156e-18	1.1780972	5.203263	0.49	1e-07	1.28e-07	0
0	0.47094902	0.045065507	0	-2.7442668e-18	-4.351691e-18	1.1780972	5.3014374	0.49	1e-07	1.28e-07	0
0	0.51112807	0.07372714	0	-2.7443441e-18	-4.3513125e-18	1.1780972	5.3996124	0.49	1e-07	1.28e-07	0
0	0.548232	0.10606288	0	-2.7443634e-18	-4.3511222e-18	1.1780972	5.497787	0.49	1e-07	1.28e-07	0
0	0.5819358	0.14178024	0	-2.7443257e-18	-4.35116e-18	1.1780972	5.595962	0.49	1e-07	1.28e-07	0
0	0.61192274	0.18056826	0	-2.7442432e-18	-4.351376e-18	1.1780972	5.6941366	0.49	1e-07	1.28e-07	0
0	0.63784933	0.22201212	0	-2.7441156e-18	-4.351668e-18	1.1780972	5.7923117	0.49	1e-07	1.28e-07	0
0	0.65940094	0.26558027	0	-2.7438913e-18	-4.351937e-18	1.1780972	5.8904862	0.49	1e-07	1.28e-07	0
0	0.6763781	0.31071267	0	-2.7434518e-18	-4.3521314e-18	1.1780972	5.988661	0.49	1e-07	1.28e-07	0
0	0.68870604	0.35692614	0	-2.7426468e-18	-4.3522335e-18	1.1780972	6.086836	0.49	1e-07	1.28e-07	0
0	0.69637895	0.40384364	0	-2.7413402e-18	-4.3522373e-18	1.1780972	6.1850104	0.49	1e-07	1.28e-07	0
0	0.6994055	0.45115668	0	-2.7394437e-18	-4.3521368e-18	1.1780972	6.2831855	0.49	1e-07	1.28e-07	0
0	0.6542108	0.46834382	0	-2.734729e-18	-4.35249e-18	1.276272	0	0.49	1e-07	1.28e-07	0
