# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	island1_angle (rad)	island2_angle (rad)	roundness ()	size (m)	islands_distance (m)	islands_angle (rad)
0	0.23033737	-0.3683833	0	-2.6821319e-18	-4.3520557e-18	0.09817477	4.12334	0.49	1e-07	1.28e-07	0
0	0.2740164	-0.3928408	0	-2.688235e-18	-4.352256e-18	0.09817477	4.221515	0.49	1e-07	1.28e-07	0
0	0.31953812	-0.41267624	0	-2.694774e-18	-4.3524556e-18	0.09817477	4.3196898	0.49	1e-07	1.28e-07	0
0	0.36629674	-0.4277782	0	-2.701527e-18	-4.352645e-18	0.09817477	4.417865	0.49	1e-07	1.28e-07	0
0	0.41381264	-0.4381549	0	-2.7082553e-18	-4.352817e-18	0.09817477	4.5160394	0.49	1e-07	1.28e-07	0
0	0.46171916	-0.44386187	0	-2.7147576e-18	-4.3529495e-18	0.09817477	4.6142144	0.49	1e-07	1.28e-07	0
0	0.5097075	-0.44495386	0	-2.7208946e-18	-4.3530107e-18	0.09817477	4.712389	0.49	1e-07	1.28e-07	0
0	0.55748534	-0.44147104	0	-2.7265966e-18	-4.352976e-18	0.09817477	4.8105636	0.49	1e-07	1.28e-07	0
0	0.60475534	-0.43343937	0	-2.7318603e-18	-4.352834e-18	0.09817477	4.9087386	0.49	1e-07	1.28e-07	0
0	0.6511883	-0.42088023	0	-2.7367428e-18	-4.352584e-18	0.09817477	5.006913	0.49	1e-07	1.28e-07	0
0	0.6963787	-0.40384403	0	-2.7413402e-18	-4.3522373e-18	0.09817477	5.105088	0.49	1e-07	1.28e-07	0
0	0.7398289	-0.3824613	0	-2.745747e-18	-4.351835e-18	0.09817477	5.203263	0.49	1e-07	1.28e-07	0
0	0.78100127	-0.35697797	0	-2.7500184e-18	-4.351467e-18	0.09817477	5.3014374	0.49	1e-07	1.28e-07	0
0	0.819427	-0.32771292	0	-2.7541487e-18	-4.35125e-18	0.09817477	5.3996124	0.49	1e-07	1.28e-07	0
0	0.854756	-0.29498658	0	-2.7581024e-18	-4.3512736e-18	0.09817477	5.497787	0.49	1e-07	1.28e-07	0
0	0.88671464	-0.2590797	0	-2.7618512e-18	-4.3515474e-18	0.09817477	5.595962	0.49	1e-07	1.28e-07	0
0	0.9150124	-0.22031087	0	-2.7653829e-18	-4.351997e-18	0.09817477	5.6941366	0.49	1e-07	1.28e-07	0
0	0.93933547	-0.17909668	0	-2.7686697e-18	-4.3525102e-18	0.09817477	5.7923117	0.49	1e-07	1.28e-07	0
0	0.9594074	-0.13596714	0	-2.7716318e-18	-4.3529954e-18	0.09817477	5.8904862	0.49	1e-07	1.28e-07	0
0	0.9750665	-0.091457106	0	-2.7741299e-18	-4.353402e-18	0.09817477	5.988661	0.49	1e-07	1.28e-07	0
0	0.9862635	-0.0460169	0	-2.7760014e-18	-4.3537076e-18	0.09817477	6.086836	0.49	1e-07	1.28e-07	0
0	0.9930068	3.2664569e-09	0	-2.7771e-18	-4.353892e-18	0.09817477	6.1850104	0.49	1e-07	1.28e-07	0
0	0.9953144	0.046302564	0	-2.7773317e-18	-4.353938e-18	0.09817477	6.2831855	0.49	1e-07	1.28e-07	0
0	0.9886657	0.09233468	0	-2.7760142e-18	-4.353727e-18	0.19634955	0	0.49	1e-07	1.28e-07	0
0	0.9866336	0.13868313	0	-2.7751355e-18	-4.3536025e-18	0.19634955	0.09817477	0.49	1e-07	1.28e-07	0
0	0.9801575	0.18479195	0	-2.7733985e-18	-4.353343e-18	0.19634955	0.19634955	0.49	1e-07	1.28e-07	0
0	0.9692159	0.23037228	0	-2.7709008e-18	-4.352969e-18	0.19634955	0.2945243	0.49	1e-07	1.28e-07	0
0	0.9537962	0.27507058	0	-2.767792e-18	-4.3525036e-18	0.19634955	0.3926991	0.49	1e-07	1.28e-07	0
0	0.9339408	0.31843868	0	-2.7642395e-18	-4.351969e-18	0.19634955	0.49087384	0.49	1e-07	1.28e-07	0
0	0.9098054	0.35993823	0	-2.7603898e-18	-4.351415e-18	0.19634955	0.5890486	0.49	1e-07	1.28e-07	0
0	0.8816614	0.39903453	0	-2.756327e-18	-4.3509324e-18	0.19634955	0.6872234	0.49	1e-07	1.28e-07	0
0	0.84982175	0.43530086	0	-2.7520861e-18	-4.3506367e-18	0.19634955	0.7853982	0.49	1e-07	1.28e-07	0
0	0.81457126	0.46841893	0	-2.7476843e-18	-4.350604e-18	0.19634955	0.88357294	0.49	1e-07	1.28e-07	0
0	0.77618104	0.49810007	0	-2.743156e-18	-4.3508273e-18	0.19634955	0.9817477	0.49	1e-07	1.28e-07	0
0	0.7349973	0.5240175	0	-2.7385433e-18	-4.3512145e-18	0.19634955	1.0799224	0.49	1e-07	1.28e-07	0
0	0.6914894	0.5458406	0	-2.7338565e-18	-4.3516438e-18	0.19634955	1.1780972	0.49	1e-07	1.28e-07	0
0	0.64620143	0.5633104	0	-2.7290483e-18	-4.352023e-18	0.19634955	1.276272	0.49	1e-07	1.28e-07	0
0	0.5996399	0.57628614	0	-2.7240238e-18	-4.352307e-18	0.19634955	1.3744467	0.49	1e-07	1.28e-07	0
0	0.55221575	0.58471274	0	-2.7186881e-18	-4.3524862e-18	0.19634955	1.4726216	0.49	1e-07	1.28e-07	0
0	0.504264	0.58856446	0	-2.7129845e-18	-4.352562e-18	0.19634955	1.5707964	0.49	1e-07	1.28e-07	0
0	0.4560843	0.58781296	0	-2.7069146e-18	-4.352544e-18	0.19634955	1.6689711	0.49	1e-07	1.28e-07	0
0	0.40797356	0.58241546	0	-2.7005507e-18	-4.3524577e-18	0.19634955	1.7671459	0.49	1e-07	1.28e-07	0
0	0.36024335	0.57231444	0	-2.694033e-18	-4.352331e-18	0.19634955	1.8653207	0.49	1e-07	1.28e-07	0
0	0.31326538	0.5574517	0	-2.6875642e-18	-4.352184e-18	0.19634955	1.9634954	0.49	1e-07	1.28e-07	0
0	0.2675284	0.53781736	0	-2.6813835e-18	-4.3520185e-18	0.19634955	2.06167	0.49	1e-07	1.28e-07	0
0	0.22364855	0.51352394	0	-2.6757117e-18	-4.3518444e-18	0.19634955	2.1598449	0.49	1e-07	1.28e-07	0
0	0.18227935	0.48483536	0	-2.6707005e-18	-4.3517145e-18	0.19634955	2.2580197	0.49	1e-07	1.28e-07	0
0	0.14397809	0.45210114	0	-2.666429e-18	-4.351724e-18	0.19634955	2.3561945	0.49	1e-07	1.28e-07	0
0	0.109164506	0.4156649	0	-2.6629301e-18	-4.3519353e-18	0.19634955	2.4543693	0.49	1e-07	1.28e-07	0
0	0.07822226	0.3758876	0	-2.660235e-18	-4.3523237e-18	0.19634955	2.552544	0.49	1e-07	1.28e-07	0
0	0.05154185	0.3332279	0	-2.658352e-18	-4.352782e-18	0.19634955	2.6507187	0.49	1e-07	1.28e-07	0
0	0.029483417	0.28828606	0	-2.657229e-18	-4.353201e-18	0.19634955	2.7488935	0.49	1e-07	1.28e-07	0
0	0.012275885	0.24170181	0	-2.6567341e-18	-4.3535285e-18	0.19634955	2.8470683	0.49	1e-07	1.28e-07	0
0	-2.7093021e-09	0.19402957	0	-2.65669e-18	-4.353762e-18	0.19634955	2.9452431	0.49	1e-07	1.28e-07	0
0	-0.007349841	0.14568932	0	-2.656933e-18	-4.353907e-18	0.19634955	3.043418	0.49	1e-07	1.28e-07	0
0	-0.009795867	0.09702772	0	-2.6573541e-18	-4.353962e-18	0.19634955	3.1415927	0.49	1e-07	1.28e-07	0
0	-0.007347967	0.048359115	0	-2.6579112e-18	-4.3539226e-18	0.19634955	3.2397673	0.49	1e-07	1.28e-07	0
0	1.9227304e-09	-2.184921e-09	0	-2.658639e-18	-4.3537903e-18	0.19634955	3.3379421	0.49	1e-07	1.28e-07	0
0	0.012265418	-0.047705	0	-2.6596406e-18	-4.3535653e-18	0.19634955	3.436117	0.49	1e-07	1.28e-07	0
0	0.029446986	-0.09433041	0	-2.6610723e-18	-4.353241e-18	0.19634955	3.5342917	0.49	1e-07	1.28e-07	0
0	0.05145666	-0.13932459	0	-2.6631e-18	-4.3528233e-18	0.19634955	3.6324666	0.49	1e-07	1.28e-07	0
0	0.078057654	-0.18205021	0	-2.6658435e-18	-4.352369e-18	0.19634955	3.7306414	0.49	1e-07	1.28e-07	0
0	0.10888708	-0.22191519	0	-2.6693416e-18	-4.35199e-18	0.19634955	3.828816	0.49	1e-07	1.28e-07	0
0	0.14354979	-0.2584664	0	-2.6735772e-18	-4.3517947e-18	0.19634955	3.9269907	0.49	1e-07	1.28e-07	0
0	0.18166995	-0.2913537	0	-2.6785088e-18	-4.3518063e-18	0.19634955	4.0251656	0.49	1e-07	1.28e-07	0
0	0.22282213	-0.32023463	0	-2.6840913e-18	-4.351963e-18	0.19634955	4.12334	0.49	1e-07	1.28e-07	0
0	0.26645938	-0.3447667	0	-2.6902403e-18	-4.352175e-18	0.19634955	4.221515	0.49	1e-07	1.28e-07	0
0	0.31193808	-0.36469173	0	-2.6967972e-18	-4.3523882e-18	0.19634955	4.3196898	0.49	1e-07	1.28e-07	0
0	0.35866	-0.37989712	0	-2.7035408e-18	-4.3525905e-18	0.19634955	4.417865	0.49	1e-07	1.28e-07	0
0	0.40614557	-0.39038855	0	-2.7102356e-18	-4.3527745e-18	0.19634955	4.5160394	0.49	1e-07	1.28e-07	0
0	0.45402855	-0.3962205	0	-2.7166803e-18	-4.3529176e-18	0.19634955	4.6142144	0.49	1e-07	1.28e-07	0
0	0.50200117	-0.3974461	0	-2.722737e-18	-4.352988e-18	0.19634955	4.712389	0.49	1e-07	1.28e-07	0
0	0.5497719	-0.39410406	0	-2.7283357e-18	-4.35296e-18	0.19634955	4.8105636	0.49	1e-07	1.28e-07	0
0	0.5970443	-0.38621885	0	-2.7334758e-18	-4.352824e-18	0.19634955	4.9087386	0.49	1e-07	1.28e-07	0
0	0.64348996	-0.3738105	0	-2.7382133e-18	-4.3525776e-18	0.19634955	5.006913	0.49	1e-07	1.28e-07	0
0	0.6887063	-0.35692564	0	-2.7426468e-18	-4.3522335e-18	0.19634955	5.105088	0.49	1e-07	1.28e-07	0
0	0.732196	-0.33569294	0	-2.7468726e-18	-4.3518324e-18	0.19634955	5.203263	0.49	1e-07	1.28e-07	0
0	0.7734239	-0.3103501	0	-2.750947e-18	-4.351461e-18	0.19634955	5.3014374	0.49	1e-07	1.28e-07	0
0	0.8119172	-0.28121674	0	-2.754869e-18	-4.3512355e-18	0.19634955	5.3996124	0.49	1e-07	1.28e-07	0
0	0.8473248	-0.24860771	0	-2.7586054e-18	-4.3512455e-18	0.19634955	5.497787	0.49	1e-07	1.28e-07	0
0	0.87937075	-0.21280402	0	-2.762131e-18	-4.3515027e-18	0.19634955	5.595962	0.49	1e-07	1.28e-07	0
0	0.907763	-0.17412193	0	-2.7654327e-18	-4.3519324e-18	0.19634955	5.6941366	0.49	1e-07	1.28e-07	0
0	0.93218553	-0.13297834	0	-2.7684869e-18	-4.3524254e-18	0.19634955	5.7923117	0.49	1e-07	1.28e-07	0
0	0.95236	-0.08990118	0	-2.7712164e-18	-4.352888e-18	0.19634955	5.8904862	0.49	1e-07	1.28e-07	0
0	0.96812284	-0.04542374	0	-2.7734843e-18	-4.353271e-18	0.19634955	5.988661	0.49	1e-07	1.28e-07	0
0	0.9794215	3.6925165e-09	0	-2.7751266e-18	-4.3535496e-18	0.19634955	6.086836	0.49	1e-07	1.28e-07	0
0	0.9862635	0.046016913	0	-2.7760014e-18	-4.3537076e-18	0.19634955	6.1850104	0.49	1e-07	1.28e-07	0
0	0.9886657	0.09233485	0	-2.7760144e-18	-4.353727e-18	0.19634955	6.2831855	0.49	1e-07	1.28e-07	0
0	0.97756284	0.137806	0	-2.7739247e-18	-4.353397e-18	0.2945243	0	0.49	1e-07	1.28e-07	0
0	0.97561634	0.18420112	0	-2.7728364e-18	-4.3532493e-18	0.2945243	0.09817477	0.49	1e-07	1.28e-07	0
0	0.9692158	0.23037268	0	-2.7709014e-18	-4.3529697e-18	0.2945243	0.19634955	0.49	1e-07	1.28e-07	0
0	0.95833945	0.2760275	0	-2.7682176e-18	-4.3525797e-18	0.2945243	0.2945243	0.49	1e-07	1.28e-07	0
0	0.94297177	0.32081708	0	-2.7649358e-18	-4.352101e-18	0.2945243	0.3926991	0.49	1e-07	1.28e-07	0
0	0.92315465	0.36428884	0	-2.761226e-18	-4.3515586e-18	0.2945243	0.49087384	0.49	1e-07	1.28e-07	0
0	0.89904195	0.40590376	0	-2.7572362e-18	-4.3510006e-18	0.2945243	0.5890486	0.49	1e-07	1.28e-07	0
0	0.870903	0.44512635	0	-2.7530525e-18	-4.350518e-18	0.2945243	0.6872234	0.49	1e-07	1.28e-07	0
0	0.8390512	0.481526	0	-2.748711e-18	-4.3502264e-18	0.2945243	0.7853982	0.49	1e-07	1.28e-07	0
0	0.8037716	0.5147817	0	-2.7442306e-18	-4.3502024e-18	0.2945243	0.88357294	0.49	1e-07	1.28e-07	0
0	0.76533407	0.54460394	0	-2.7396487e-18	-4.350439e-18	0.2945243	0.9817477	0.49	1e-07	1.28e-07	0
0	0.7240844	0.57066333	0	-2.7350076e-18	-4.350843e-18	0.2945243	1.0799224	0.49	1e-07	1.28e-07	0
0	0.68049574	0.59262335	0	-2.7303195e-18	-4.35129e-18	0.2945243	1.1780972	0.49	1e-07	1.28e-07	0
0	0.63511467	0.6102229	0	-2.7255372e-18	-4.351687e-18	0.2945243	1.276272	0.49	1e-07	1.28e-07	0
0	0.58845234	0.6233178	0	-2.7205656e-18	-4.35199e-18	0.2945243	1.3744467	0.49	1e-07	1.28e-07	0
0	0.54092234	0.6318522	0	-2.7153078e-18	-4.352187e-18	0.2945243	1.4726216	0.49	1e-07	1.28e-07	0
0	0.49286118	0.6358003	0	-2.7097078e-18	-4.3522815e-18	0.2945243	1.5707964	0.49	1e-07	1.28e-07	0
0	0.44457078	0.63513386	0	-2.7037654e-18	-4.3522823e-18	0.2945243	1.6689711	0.49	1e-07	1.28e-07	0
0	0.3963473	0.6298088	0	-2.6975534e-18	-4.3522137e-18	0.2945243	1.7671459	0.49	1e-07	1.28e-07	0
