# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	island1_magAngle (rad)	island2_magAngle (rad)	roundness ()	size (m)	islands_distance (m)	islands_angle (rad)	Cell_size (m)
0	-0.3688261	-0.42560482	0	-3.8957924e-18	-5.78492e-18	3.043418	5.006913	0.81	1e-07	1.28e-07	0	4e-09
0	-0.32198402	-0.41076458	0	-3.885241e-18	-5.785003e-18	3.043418	5.105088	0.81	1e-07	1.28e-07	0	4e-09
0	-0.27656552	-0.39133877	0	-3.874862e-18	-5.785202e-18	3.043418	5.203263	0.81	1e-07	1.28e-07	0	4e-09
0	-0.23304175	-0.36743274	0	-3.8648273e-18	-5.7854944e-18	3.043418	5.3014374	0.81	1e-07	1.28e-07	0	4e-09
0	-0.19190097	-0.3392149	0	-3.8553077e-18	-5.7858484e-18	3.043418	5.3996124	0.81	1e-07	1.28e-07	0	4e-09
0	-0.15363836	-0.30692557	0	-3.846462e-18	-5.7862285e-18	3.043418	5.497787	0.81	1e-07	1.28e-07	0	4e-09
0	-0.11872314	-0.27087814	0	-3.838423e-18	-5.786606e-18	3.043418	5.595962	0.81	1e-07	1.28e-07	0	4e-09
0	-0.0876003	-0.23145725	0	-3.8312913e-18	-5.786956e-18	3.043418	5.6941366	0.81	1e-07	1.28e-07	0	4e-09
0	-0.06065307	-0.18910044	0	-3.825133e-18	-5.7872666e-18	3.043418	5.7923117	0.81	1e-07	1.28e-07	0	4e-09
0	-0.038200453	-0.14428197	0	-3.819984e-18	-5.7875346e-18	3.043418	5.8904862	0.81	1e-07	1.28e-07	0	4e-09
0	-0.020493113	-0.09749465	0	-3.8158565e-18	-5.7877625e-18	3.043418	5.988661	0.81	1e-07	1.28e-07	0	4e-09
0	-0.0077170036	-0.049235564	0	-3.8127492e-18	-5.787953e-18	3.043418	6.086836	0.81	1e-07	1.28e-07	0	4e-09
0	7.894655e-10	-5.550929e-10	0	-3.810657e-18	-5.788106e-18	3.043418	6.1850104	0.81	1e-07	1.28e-07	0	4e-09
0	0.0025819156	0.04972263	0	-3.8095782e-18	-5.788219e-18	3.043418	6.2831855	0.81	1e-07	1.28e-07	0	4e-09
0	1.8420862e-09	2.9193775e-10	0	-3.809063e-18	-5.7882443e-18	3.1415927	0	0.81	1e-07	1.28e-07	0	4e-09
0	-0.0025819014	0.04972255	0	-3.809578e-18	-5.7882183e-18	3.1415927	0.09817477	0.81	1e-07	1.28e-07	0	4e-09
0	-0.01030432	0.09895654	0	-3.8111276e-18	-5.7881397e-18	3.1415927	0.19634955	0.81	1e-07	1.28e-07	0	4e-09
0	-0.023095468	0.14720967	0	-3.813724e-18	-5.7880065e-18	3.1415927	0.2945243	0.81	1e-07	1.28e-07	0	4e-09
0	-0.04083017	0.19398274	0	-3.8173806e-18	-5.787816e-18	3.1415927	0.3926991	0.81	1e-07	1.28e-07	0	4e-09
0	-0.06332214	0.2387742	0	-3.8221047e-18	-5.7875635e-18	3.1415927	0.49087384	0.81	1e-07	1.28e-07	0	4e-09
0	-0.090320766	0.28108895	0	-3.827888e-18	-5.7872492e-18	3.1415927	0.5890486	0.81	1e-07	1.28e-07	0	4e-09
0	-0.12150393	0.3204498	0	-3.834697e-18	-5.7868786e-18	3.1415927	0.6872234	0.81	1e-07	1.28e-07	0	4e-09
0	-0.15648393	0.35641772	0	-3.8424653e-18	-5.7864684e-18	3.1415927	0.7853982	0.81	1e-07	1.28e-07	0	4e-09
0	-0.19481848	0.38860914	0	-3.8510907e-18	-5.7860453e-18	3.1415927	0.88357294	0.81	1e-07	1.28e-07	0	4e-09
0	-0.23602825	0.41671023	0	-3.8604395e-18	-5.785644e-18	3.1415927	0.9817477	0.81	1e-07	1.28e-07	0	4e-09
0	-0.2796198	0.4404821	0	-3.8703487e-18	-5.7853016e-18	3.1415927	1.0799224	0.81	1e-07	1.28e-07	0	4e-09
0	-0.3251012	0.4597587	0	-3.8806463e-18	-5.7850526e-18	3.1415927	1.1780972	0.81	1e-07	1.28e-07	0	4e-09
0	-0.37200013	0.47443643	0	-3.8911564e-18	-5.784924e-18	3.1415927	1.276272	0.81	1e-07	1.28e-07	0	4e-09
0	-0.41986904	0.48446116	0	-3.901718e-18	-5.7849273e-18	3.1415927	1.3744467	0.81	1e-07	1.28e-07	0	4e-09
0	-0.4682842	0.4898152	0	-3.912193e-18	-5.7850617e-18	3.1415927	1.4726216	0.81	1e-07	1.28e-07	0	4e-09
0	-0.51684344	0.49050546	0	-3.9224756e-18	-5.7853128e-18	3.1415927	1.5707964	0.81	1e-07	1.28e-07	0	4e-09
0	-0.5651509	0.48655987	0	-3.9324977e-18	-5.7856552e-18	3.1415927	1.6689711	0.81	1e-07	1.28e-07	0	4e-09
0	-0.6128102	0.47802505	0	-3.9422224e-18	-5.786054e-18	3.1415927	1.7671459	0.81	1e-07	1.28e-07	0	4e-09
0	-0.659412	0.4649747	0	-3.9516424e-18	-5.786471e-18	3.1415927	1.8653207	0.81	1e-07	1.28e-07	0	4e-09
0	-0.70453244	0.44751856	0	-3.9607658e-18	-5.7868666e-18	3.1415927	1.9634954	0.81	1e-07	1.28e-07	0	4e-09
0	-0.74773276	0.4258162	0	-3.9696046e-18	-5.787209e-18	3.1415927	2.06167	0.81	1e-07	1.28e-07	0	4e-09
0	-0.78857374	0.40008542	0	-3.9781593e-18	-5.7874734e-18	3.1415927	2.1598449	0.81	1e-07	1.28e-07	0	4e-09
0	-0.8266295	0.3706055	0	-3.9864084e-18	-5.787648e-18	3.1415927	2.2580197	0.81	1e-07	1.28e-07	0	4e-09
0	-0.86150974	0.33771124	0	-3.9943e-18	-5.787733e-18	3.1415927	2.3561945	0.81	1e-07	1.28e-07	0	4e-09
0	-0.8928693	0.30179578	0	-4.001747e-18	-5.787744e-18	3.1415927	2.4543693	0.81	1e-07	1.28e-07	0	4e-09
0	-0.92043483	0.2632635	0	-4.008631e-18	-5.7876967e-18	3.1415927	2.552544	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9439925	0.22254482	0	-4.014814e-18	-5.7876177e-18	3.1415927	2.6507187	0.81	1e-07	1.28e-07	0	4e-09
0	-0.96339554	0.18005489	0	-4.0201433e-18	-5.787527e-18	3.1415927	2.7488935	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9785488	0.13619405	0	-4.0244727e-18	-5.7874424e-18	3.1415927	2.8470683	0.81	1e-07	1.28e-07	0	4e-09
0	-0.989398	0.0913354	0	-4.0276698e-18	-5.7873754e-18	3.1415927	2.9452431	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9959152	0.045827515	0	-4.02963e-18	-5.787331e-18	3.1415927	3.043418	0.81	1e-07	1.28e-07	0	4e-09
0	-0.99808866	4.059631e-09	0	-4.030292e-18	-5.787317e-18	3.1415927	3.1415927	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9959152	-0.04582763	0	-4.02963e-18	-5.787331e-18	3.1415927	3.2397673	0.81	1e-07	1.28e-07	0	4e-09
0	-0.989398	-0.09133551	0	-4.027669e-18	-5.7873745e-18	3.1415927	3.3379421	0.81	1e-07	1.28e-07	0	4e-09
0	-0.97854877	-0.13619466	0	-4.0244727e-18	-5.787442e-18	3.1415927	3.436117	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9633955	-0.18005495	0	-4.0201437e-18	-5.787527e-18	3.1415927	3.5342917	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9439924	-0.22254513	0	-4.0148133e-18	-5.7876173e-18	3.1415927	3.6324666	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9204342	-0.26326463	0	-4.0086314e-18	-5.787697e-18	3.1415927	3.7306414	0.81	1e-07	1.28e-07	0	4e-09
0	-0.89286983	-0.30179486	0	-4.001747e-18	-5.787744e-18	3.1415927	3.828816	0.81	1e-07	1.28e-07	0	4e-09
0	-0.86151	-0.33771092	0	-3.9943e-18	-5.787733e-18	3.1415927	3.9269907	0.81	1e-07	1.28e-07	0	4e-09
0	-0.82662904	-0.3706058	0	-3.986409e-18	-5.7876487e-18	3.1415927	4.0251656	0.81	1e-07	1.28e-07	0	4e-09
0	-0.7885736	-0.40008566	0	-3.9781593e-18	-5.787474e-18	3.1415927	4.12334	0.81	1e-07	1.28e-07	0	4e-09
0	-0.7477331	-0.4258162	0	-3.9696046e-18	-5.787209e-18	3.1415927	4.221515	0.81	1e-07	1.28e-07	0	4e-09
0	-0.70453256	-0.44751838	0	-3.960766e-18	-5.7868666e-18	3.1415927	4.3196898	0.81	1e-07	1.28e-07	0	4e-09
0	-0.65941286	-0.4649739	0	-3.9516428e-18	-5.7864704e-18	3.1415927	4.417865	0.81	1e-07	1.28e-07	0	4e-09
0	-0.6128102	-0.478025	0	-3.9422233e-18	-5.7860544e-18	3.1415927	4.5160394	0.81	1e-07	1.28e-07	0	4e-09
0	-0.5651508	-0.4865599	0	-3.932498e-18	-5.7856557e-18	3.1415927	4.6142144	0.81	1e-07	1.28e-07	0	4e-09
0	-0.51684326	-0.49050558	0	-3.922476e-18	-5.785313e-18	3.1415927	4.712389	0.81	1e-07	1.28e-07	0	4e-09
0	-0.46828464	-0.489815	0	-3.9121933e-18	-5.7850626e-18	3.1415927	4.8105636	0.81	1e-07	1.28e-07	0	4e-09
0	-0.41986936	-0.48446104	0	-3.901718e-18	-5.7849273e-18	3.1415927	4.9087386	0.81	1e-07	1.28e-07	0	4e-09
0	-0.37200004	-0.47443643	0	-3.8911564e-18	-5.784924e-18	3.1415927	5.006913	0.81	1e-07	1.28e-07	0	4e-09
0	-0.32510102	-0.45975873	0	-3.8806463e-18	-5.7850535e-18	3.1415927	5.105088	0.81	1e-07	1.28e-07	0	4e-09
0	-0.27961963	-0.44048214	0	-3.870349e-18	-5.7853016e-18	3.1415927	5.203263	0.81	1e-07	1.28e-07	0	4e-09
0	-0.23602828	-0.4167102	0	-3.8604387e-18	-5.785644e-18	3.1415927	5.3014374	0.81	1e-07	1.28e-07	0	4e-09
0	-0.19481812	-0.38860908	0	-3.8510915e-18	-5.786046e-18	3.1415927	5.3996124	0.81	1e-07	1.28e-07	0	4e-09
0	-0.15648419	-0.35641783	0	-3.8424653e-18	-5.7864684e-18	3.1415927	5.497787	0.81	1e-07	1.28e-07	0	4e-09
0	-0.1215038	-0.32044986	0	-3.8346964e-18	-5.7868786e-18	3.1415927	5.595962	0.81	1e-07	1.28e-07	0	4e-09
0	-0.09032099	-0.281089	0	-3.827888e-18	-5.78725e-18	3.1415927	5.6941366	0.81	1e-07	1.28e-07	0	4e-09
0	-0.06332241	-0.23877433	0	-3.8221055e-18	-5.787564e-18	3.1415927	5.7923117	0.81	1e-07	1.28e-07	0	4e-09
0	-0.040830147	-0.19398257	0	-3.8173815e-18	-5.7878162e-18	3.1415927	5.8904862	0.81	1e-07	1.28e-07	0	4e-09
0	-0.023095496	-0.14720958	0	-3.8137237e-18	-5.7880065e-18	3.1415927	5.988661	0.81	1e-07	1.28e-07	0	4e-09
0	-0.010304284	-0.09895649	0	-3.811128e-18	-5.78814e-18	3.1415927	6.086836	0.81	1e-07	1.28e-07	0	4e-09
0	-0.0025818928	-0.049722455	0	-3.809578e-18	-5.7882183e-18	3.1415927	6.1850104	0.81	1e-07	1.28e-07	0	4e-09
0	9.868318e-10	1.3157758e-10	0	-3.809063e-18	-5.7882443e-18	3.1415927	6.2831855	0.81	1e-07	1.28e-07	0	4e-09
0	0.0025819037	-0.049722575	0	-3.809578e-18	-5.7882183e-18	3.2397673	0	0.81	1e-07	1.28e-07	0	4e-09
0	4.144694e-09	4.1117995e-10	0	-3.810656e-18	-5.7881058e-18	3.2397673	0.09817477	0.81	1e-07	1.28e-07	0	4e-09
0	-0.0077169985	0.049235564	0	-3.8127492e-18	-5.787953e-18	3.2397673	0.19634955	0.81	1e-07	1.28e-07	0	4e-09
0	-0.020493152	0.09749467	0	-3.8158574e-18	-5.7877633e-18	3.2397673	0.2945243	0.81	1e-07	1.28e-07	0	4e-09
0	-0.03820042	0.14428204	0	-3.8199846e-18	-5.7875346e-18	3.2397673	0.3926991	0.81	1e-07	1.28e-07	0	4e-09
0	-0.060653098	0.18910046	0	-3.8251325e-18	-5.7872666e-18	3.2397673	0.49087384	0.81	1e-07	1.28e-07	0	4e-09
0	-0.08760046	0.23145726	0	-3.8312913e-18	-5.7869556e-18	3.2397673	0.5890486	0.81	1e-07	1.28e-07	0	4e-09
0	-0.11872306	0.27087814	0	-3.838423e-18	-5.786606e-18	3.2397673	0.6872234	0.81	1e-07	1.28e-07	0	4e-09
0	-0.15363662	0.30692518	0	-3.846461e-18	-5.7862285e-18	3.2397673	0.7853982	0.81	1e-07	1.28e-07	0	4e-09
0	-0.19190152	0.339215	0	-3.855307e-18	-5.7858476e-18	3.2397673	0.88357294	0.81	1e-07	1.28e-07	0	4e-09
0	-0.23304203	0.36743274	0	-3.8648273e-18	-5.7854944e-18	3.2397673	0.9817477	0.81	1e-07	1.28e-07	0	4e-09
0	-0.27656573	0.39133883	0	-3.8748622e-18	-5.785202e-18	3.2397673	1.0799224	0.81	1e-07	1.28e-07	0	4e-09
0	-0.32198375	0.4107646	0	-3.8852417e-18	-5.7850034e-18	3.2397673	1.1780972	0.81	1e-07	1.28e-07	0	4e-09
0	-0.3688257	0.4256049	0	-3.895793e-18	-5.784921e-18	3.2397673	1.276272	0.81	1e-07	1.28e-07	0	4e-09
0	-0.4166437	0.43580377	0	-3.9063547e-18	-5.7849658e-18	3.2397673	1.3744467	0.81	1e-07	1.28e-07	0	4e-09
0	-0.46501553	0.44134185	0	-3.916795e-18	-5.7851374e-18	3.2397673	1.4726216	0.81	1e-07	1.28e-07	0	4e-09
0	-0.5135381	0.44222513	0	-3.927007e-18	-5.7854207e-18	3.2397673	1.5707964	0.81	1e-07	1.28e-07	0	4e-09
0	-0.5618178	0.43848014	0	-3.9369227e-18	-5.78579e-18	3.2397673	1.6689711	0.81	1e-07	1.28e-07	0	4e-09
0	-0.6094583	0.43015236	0	-3.946505e-18	-5.78621e-18	3.2397673	1.7671459	0.81	1e-07	1.28e-07	0	4e-09
0	-0.65605175	0.41731444	0	-3.955749e-18	-5.7866445e-18	3.2397673	1.8653207	0.81	1e-07	1.28e-07	0	4e-09
0	-0.70117503	0.4000745	0	-3.9646614e-18	-5.7870552e-18	3.2397673	1.9634954	0.81	1e-07	1.28e-07	0	4e-09
0	-0.74439275	0.37858918	0	-3.973254e-18	-5.7874093e-18	3.2397673	2.06167	0.81	1e-07	1.28e-07	0	4e-09
0	-0.7852662	0.35307375	0	-3.9815297e-18	-5.787683e-18	3.2397673	2.1598449	0.81	1e-07	1.28e-07	0	4e-09
0	-0.82337207	0.32380313	0	-3.989467e-18	-5.787863e-18	3.2397673	2.2580197	0.81	1e-07	1.28e-07	0	4e-09
0	-0.85831946	0.29110998	0	-3.997017e-18	-5.7879515e-18	3.2397673	2.3561945	0.81	1e-07	1.28e-07	0	4e-09
0	-0.8897676	0.25537276	0	-4.0040943e-18	-5.7879565e-18	3.2397673	2.4543693	0.81	1e-07	1.28e-07	0	4e-09
0	-0.917435	0.21700709	0	-4.010587e-18	-5.7878994e-18	3.2397673	2.552544	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9411105	0.17642957	0	-4.0163577e-18	-5.7878043e-18	3.2397673	2.6507187	0.81	1e-07	1.28e-07	0	4e-09
0	-0.96064365	0.13405432	0	-4.0212587e-18	-5.7876884e-18	3.2397673	2.7488935	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9759358	0.090280056	0	-4.0251498e-18	-5.7875726e-18	3.2397673	2.8470683	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9869298	0.04547927	0	-4.027901e-18	-5.787468e-18	3.2397673	2.9452431	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9935944	2.7096758e-09	0	-4.029416e-18	-5.787386e-18	3.2397673	3.043418	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9959151	-0.04582781	0	-4.02963e-18	-5.787331e-18	3.2397673	3.1415927	0.81	1e-07	1.28e-07	0	4e-09
0	-0.99388605	-0.09168377	0	-4.0285267e-18	-5.7873067e-18	3.2397673	3.2397673	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9875078	-0.13724862	0	-4.0261304e-18	-5.7873133e-18	3.2397673	3.3379421	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9767886	-0.18219472	0	-4.022511e-18	-5.7873497e-18	3.2397673	3.436117	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9617539	-0.22616905	0	-4.017776e-18	-5.7874113e-18	3.2397673	3.5342917	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9424554	-0.26879725	0	-4.0120592e-18	-5.7874854e-18	3.2397673	3.6324666	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9189847	-0.30967918	0	-4.005516e-18	-5.7875586e-18	3.2397673	3.7306414	0.81	1e-07	1.28e-07	0	4e-09
0	-0.89148825	-0.3483925	0	-3.9982966e-18	-5.7876045e-18	3.2397673	3.828816	0.81	1e-07	1.28e-07	0	4e-09
0	-0.8601748	-0.38450992	0	-3.9905467e-18	-5.7876008e-18	3.2397673	3.9269907	0.81	1e-07	1.28e-07	0	4e-09
0	-0.825322	-0.41761285	0	-3.982387e-18	-5.787526e-18	3.2397673	4.0251656	0.81	1e-07	1.28e-07	0	4e-09
0	-0.7872723	-0.44731036	0	-3.9739055e-18	-5.787366e-18	3.2397673	4.12334	0.81	1e-07	1.28e-07	0	4e-09
0	-0.7464197	-0.47326	0	-3.965159e-18	-5.7871185e-18	3.2397673	4.221515	0.81	1e-07	1.28e-07	0	4e-09
0	-0.7031912	-0.49517998	0	-3.9561662e-18	-5.7867963e-18	3.2397673	4.3196898	0.81	1e-07	1.28e-07	0	4e-09
0	-0.6580302	-0.51284856	0	-3.9469274e-18	-5.7864216e-18	3.2397673	4.417865	0.81	1e-07	1.28e-07	0	4e-09
0	-0.6113762	-0.52610534	0	-3.9374306e-18	-5.78603e-18	3.2397673	4.5160394	0.81	1e-07	1.28e-07	0	4e-09
0	-0.56365615	-0.5348385	0	-3.927665e-18	-5.785658e-18	3.2397673	4.6142144	0.81	1e-07	1.28e-07	0	4e-09
0	-0.5152799	-0.538974	0	-3.917641e-18	-5.785348e-18	3.2397673	4.712389	0.81	1e-07	1.28e-07	0	4e-09
0	-0.466646	-0.53846383	0	-3.907392e-18	-5.785132e-18	3.2397673	4.8105636	0.81	1e-07	1.28e-07	0	4e-09
0	-0.41814926	-0.53328013	0	-3.896989e-18	-5.7850373e-18	3.2397673	4.9087386	0.81	1e-07	1.28e-07	0	4e-09
0	-0.37019393	-0.5234143	0	-3.8865375e-18	-5.785076e-18	3.2397673	5.006913	0.81	1e-07	1.28e-07	0	4e-09
0	-0.3232046	-0.50888264	0	-3.8761766e-18	-5.7852487e-18	3.2397673	5.105088	0.81	1e-07	1.28e-07	0	4e-09
0	-0.27762997	-0.48973808	0	-3.8660697e-18	-5.78554e-18	3.2397673	5.203263	0.81	1e-07	1.28e-07	0	4e-09
0	-0.23394413	-0.46608263	0	-3.8563913e-18	-5.7859224e-18	3.2397673	5.3014374	0.81	1e-07	1.28e-07	0	4e-09
0	-0.19263983	-0.4380811	0	-3.8473204e-18	-5.786359e-18	3.2397673	5.3996124	0.81	1e-07	1.28e-07	0	4e-09
0	-0.1542157	-0.40597135	0	-3.839016e-18	-5.7868083e-18	3.2397673	5.497787	0.81	1e-07	1.28e-07	0	4e-09
0	-0.11915292	-0.37006757	0	-3.831616e-18	-5.787232e-18	3.2397673	5.595962	0.81	1e-07	1.28e-07	0	4e-09
0	-0.08789662	-0.33075246	0	-3.8252206e-18	-5.7875987e-18	3.2397673	5.6941366	0.81	1e-07	1.28e-07	0	4e-09
0	-0.06083768	-0.28846794	0	-3.8198944e-18	-5.787892e-18	3.2397673	5.7923117	0.81	1e-07	1.28e-07	0	4e-09
0	-0.038300067	-0.24369386	0	-3.8156684e-18	-5.7881037e-18	3.2397673	5.8904862	0.81	1e-07	1.28e-07	0	4e-09
0	-0.02053535	-0.19692892	0	-3.8125408e-18	-5.7882344e-18	3.2397673	5.988661	0.81	1e-07	1.28e-07	0	4e-09
0	-0.0077279536	-0.14867848	0	-3.8104997e-18	-5.788291e-18	3.2397673	6.086836	0.81	1e-07	1.28e-07	0	4e-09
0	-2.9604956e-09	-0.099443644	0	-3.80952e-18	-5.7882828e-18	3.2397673	6.1850104	0.81	1e-07	1.28e-07	0	4e-09
0	0.002581888	-0.049722448	0	-3.809578e-18	-5.7882183e-18	3.2397673	6.2831855	0.81	1e-07	1.28e-07	0	4e-09
0	0.01030436	-0.0989567	0	-3.8111276e-18	-5.7881397e-18	3.3379421	0	0.81	1e-07	1.28e-07	0	4e-09
0	0.0077170073	-0.049235582	0	-3.8127505e-18	-5.7879544e-18	3.3379421	0.09817477	0.81	1e-07	1.28e-07	0	4e-09
0	2.9604956e-09	3.5361476e-09	0	-3.8153458e-18	-5.7877435e-18	3.3379421	0.19634955	0.81	1e-07	1.28e-07	0	4e-09
0	-0.012767031	0.048264425	0	-3.818912e-18	-5.78752e-18	3.3379421	0.2945243	0.81	1e-07	1.28e-07	0	4e-09
0	-0.030454671	0.09506724	0	-3.823444e-18	-5.7872794e-18	3.3379421	0.3926991	0.81	1e-07	1.28e-07	0	4e-09
0	-0.05287719	0.13991511	0	-3.8289392e-18	-5.7870197e-18	3.3379421	0.49087384	0.81	1e-07	1.28e-07	0	4e-09
0	-0.079785205	0.18231846	0	-3.835384e-18	-5.786734e-18	3.3379421	0.5890486	0.81	1e-07	1.28e-07	0	4e-09
0	-0.11086278	0.22180538	0	-3.842745e-18	-5.786425e-18	3.3379421	0.6872234	0.81	1e-07	1.28e-07	0	4e-09
0	-0.14572805	0.25793877	0	-3.8509555e-18	-5.7860978e-18	3.3379421	0.7853982	0.81	1e-07	1.28e-07	0	4e-09
0	-0.18394473	0.2903352	0	-3.8599196e-18	-5.7857727e-18	3.3379421	0.88357294	0.81	1e-07	1.28e-07	0	4e-09
0	-0.22503938	0.31867862	0	-3.869505e-18	-5.785477e-18	3.3379421	0.9817477	0.81	1e-07	1.28e-07	0	4e-09
0	-0.26852354	0.34272724	0	-3.8795598e-18	-5.785241e-18	3.3379421	1.0799224	0.81	1e-07	1.28e-07	0	4e-09
0	-0.3139089	0.3623108	0	-3.889914e-18	-5.7850936e-18	3.3379421	1.1780972	0.81	1e-07	1.28e-07	0	4e-09
0	-0.3607246	0.37732175	0	-3.900399e-18	-5.785058e-18	3.3379421	1.276272	0.81	1e-07	1.28e-07	0	4e-09
0	-0.40852624	0.38770196	0	-3.9108574e-18	-5.7851424e-18	3.3379421	1.3744467	0.81	1e-07	1.28e-07	0	4e-09
0	-0.45688954	0.39343065	0	-3.9211575e-18	-5.785348e-18	3.3379421	1.4726216	0.81	1e-07	1.28e-07	0	4e-09
0	-0.5054132	0.39451218	0	-3.9311953e-18	-5.785657e-18	3.3379421	1.5707964	0.81	1e-07	1.28e-07	0	4e-09
0	-0.55370355	0.39097124	0	-3.9409023e-18	-5.786047e-18	3.3379421	1.6689711	0.81	1e-07	1.28e-07	0	4e-09
0	-0.60136527	0.38285238	0	-3.9502457e-18	-5.7864824e-18	3.3379421	1.7671459	0.81	1e-07	1.28e-07	0	4e-09
0	-0.647991	0.37022647	0	-3.9592173e-18	-5.7869274e-18	3.3379421	1.8653207	0.81	1e-07	1.28e-07	0	4e-09
0	-0.6931594	0.3531994	0	-3.967826e-18	-5.7873448e-18	3.3379421	1.9634954	0.81	1e-07	1.28e-07	0	4e-09
0	-0.7364356	0.3319266	0	-3.9760864e-18	-5.787703e-18	3.3379421	2.06167	0.81	1e-07	1.28e-07	0	4e-09
0	-0.777383	0.3066176	0	-3.9839996e-18	-5.787977e-18	3.3379421	2.1598449	0.81	1e-07	1.28e-07	0	4e-09
0	-0.81558037	0.2775422	0	-3.99155e-18	-5.788155e-18	3.3379421	2.2580197	0.81	1e-07	1.28e-07	0	4e-09
0	-0.85063404	0.24503344	0	-3.998689e-18	-5.788236e-18	3.3379421	2.3561945	0.81	1e-07	1.28e-07	0	4e-09
0	-0.8822033	0.20946254	0	-4.0053355e-18	-5.788229e-18	3.3379421	2.4543693	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9100063	0.17123693	0	-4.0113814e-18	-5.788154e-18	3.3379421	2.552544	0.81	1e-07	1.28e-07	0	4e-09
0	-0.93382806	0.13077396	0	-4.0166948e-18	-5.7880326e-18	3.3379421	2.6507187	0.81	1e-07	1.28e-07	0	4e-09
0	-0.95351326	0.08848742	0	-4.0211326e-18	-5.787886e-18	3.3379421	2.7488935	0.81	1e-07	1.28e-07	0	4e-09
0	-0.96896154	0.044771876	0	-4.024557e-18	-5.7877344e-18	3.3379421	2.8470683	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9801117	1.2335398e-10	0	-4.026845e-18	-5.7875917e-18	3.3379421	2.9452431	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9869298	-0.045479186	0	-4.027901e-18	-5.787468e-18	3.3379421	3.043418	0.81	1e-07	1.28e-07	0	4e-09
0	-0.989398	-0.091335595	0	-4.0276698e-18	-5.7873754e-18	3.3379421	3.1415927	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9875076	-0.13724935	0	-4.026131e-18	-5.7873137e-18	3.3379421	3.2397673	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9812564	-0.18289994	0	-4.023318e-18	-5.78729e-18	3.3379421	3.3379421	0.81	1e-07	1.28e-07	0	4e-09
0	-0.97064996	-0.22795893	0	-4.019302e-18	-5.787303e-18	3.3379421	3.436117	0.81	1e-07	1.28e-07	0	4e-09
0	-0.95571107	-0.27207184	0	-4.0141963e-18	-5.7873497e-18	3.3379421	3.5342917	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9364886	-0.31486112	0	-4.008139e-18	-5.7874188e-18	3.3379421	3.6324666	0.81	1e-07	1.28e-07	0	4e-09
0	-0.9130718	-0.35592514	0	-4.0012844e-18	-5.7874924e-18	3.3379421	3.7306414	0.81	1e-07	1.28e-07	0	4e-09
0	-0.8856044	-0.394839	0	-3.993793e-18	-5.7875495e-18	3.3379421	3.828816	0.81	1e-07	1.28e-07	0	4e-09
0	-0.85429657	-0.43116727	0	-3.98581e-18	-5.787561e-18	3.3379421	3.9269907	0.81	1e-07	1.28e-07	0	4e-09
0	-0.819426	-0.46448708	0	-3.9774608e-18	-5.7875065e-18	3.3379421	4.0251656	0.81	1e-07	1.28e-07	0	4e-09
0	-0.7813368	-0.49440414	0	-3.968832e-18	-5.7873696e-18	3.3379421	4.12334	0.81	1e-07	1.28e-07	0	4e-09
0	-0.74042535	-0.5205709	0	-3.959981e-18	-5.787147e-18	3.3379421	4.221515	0.81	1e-07	1.28e-07	0	4e-09
0	-0.6971224	-0.5427019	0	-3.950929e-18	-5.78685e-18	3.3379421	4.3196898	0.81	1e-07	1.28e-07	0	4e-09
0	-0.65187496	-0.5605729	0	-3.941673e-18	-5.786503e-18	3.3379421	4.417865	0.81	1e-07	1.28e-07	0	4e-09
0	-0.6051245	-0.57402253	0	-3.9322003e-18	-5.78614e-18	3.3379421	4.5160394	0.81	1e-07	1.28e-07	0	4e-09
0	-0.5573007	-0.5829378	0	-3.9224996e-18	-5.7858004e-18	3.3379421	4.6142144	0.81	1e-07	1.28e-07	0	4e-09
0	-0.50881463	-0.58724445	0	-3.9125784e-18	-5.7855237e-18	3.3379421	4.712389	0.81	1e-07	1.28e-07	0	4e-09
0	-0.46006644	-0.5868943	0	-3.902472e-18	-5.7853446e-18	3.3379421	4.8105636	0.81	1e-07	1.28e-07	0	4e-09
