# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	island1_magAngle (rad)	island2_magAngle (rad)	roundness ()	size (m)	islands_distance (m)	islands_angle (rad)	Cell_size (m)
0	0.82889116	0.52263516	0	-3.97381e-18	-5.7877625e-18	0.7853982	0.3926991	0.81	1e-07	1.28e-07	0	4e-09
0	0.80941296	0.56666726	0	-3.9668393e-18	-5.7879755e-18	0.7853982	0.49087384	0.81	1e-07	1.28e-07	0	4e-09
0	0.78551966	0.6089929	0	-3.959446e-18	-5.788224e-18	0.7853982	0.5890486	0.81	1e-07	1.28e-07	0	4e-09
0	0.7573643	0.64914936	0	-3.9518016e-18	-5.7884697e-18	0.7853982	0.6872234	0.81	1e-07	1.28e-07	0	4e-09
0	0.72517556	0.68666476	0	-3.944056e-18	-5.78867e-18	0.7853982	0.7853982	0.81	1e-07	1.28e-07	0	4e-09
0	0.6892624	0.72108006	0	-3.9363284e-18	-5.7887903e-18	0.7853982	0.88357294	0.81	1e-07	1.28e-07	0	4e-09
0	0.6500001	0.7519779	0	-3.9286956e-18	-5.788809e-18	0.7853982	0.9817477	0.81	1e-07	1.28e-07	0	4e-09
0	0.60783154	0.77898794	0	-3.9211934e-18	-5.788722e-18	0.7853982	1.0799224	0.81	1e-07	1.28e-07	0	4e-09
0	0.5632192	0.8018218	0	-3.9138187e-18	-5.7885454e-18	0.7853982	1.1780972	0.81	1e-07	1.28e-07	0	4e-09
0	0.51664007	0.82025754	0	-3.9065445e-18	-5.788311e-18	0.7853982	1.276272	0.81	1e-07	1.28e-07	0	4e-09
0	0.4685612	0.8341397	0	-3.8993306e-18	-5.7880578e-18	0.7853982	1.3744467	0.81	1e-07	1.28e-07	0	4e-09
0	0.4194243	0.84336555	0	-3.8921466e-18	-5.787828e-18	0.7853982	1.4726216	0.81	1e-07	1.28e-07	0	4e-09
0	0.36965623	0.8478687	0	-3.8849782e-18	-5.7876583e-18	0.7853982	1.5707964	0.81	1e-07	1.28e-07	0	4e-09
0	0.3196689	0.8476081	0	-3.877847e-18	-5.787575e-18	0.7853982	1.6689711	0.81	1e-07	1.28e-07	0	4e-09
0	0.2698604	0.8425593	0	-3.87081e-18	-5.7875966e-18	0.7853982	1.7671459	0.81	1e-07	1.28e-07	0	4e-09
0	0.22065805	0.83271986	0	-3.863961e-18	-5.78772e-18	0.7853982	1.8653207	0.81	1e-07	1.28e-07	0	4e-09
0	0.17249702	0.81810915	0	-3.8574277e-18	-5.7879283e-18	0.7853982	1.9634954	0.81	1e-07	1.28e-07	0	4e-09
0	0.1258453	0.7987871	0	-3.8513616e-18	-5.7881905e-18	0.7853982	2.06167	0.81	1e-07	1.28e-07	0	4e-09
0	0.08120164	0.7748668	0	-3.845923e-18	-5.7884635e-18	0.7853982	2.1598449	0.81	1e-07	1.28e-07	0	4e-09
0	0.039078653	0.74652565	0	-3.8412642e-18	-5.788695e-18	0.7853982	2.2580197	0.81	1e-07	1.28e-07	0	4e-09
0	2.17103e-09	0.7140269	0	-3.837516e-18	-5.788838e-18	0.7853982	2.3561945	0.81	1e-07	1.28e-07	0	4e-09
0	-0.035536353	0.67771554	0	-3.834772e-18	-5.788855e-18	0.7853982	2.4543693	0.81	1e-07	1.28e-07	0	4e-09
0	-0.0670802	0.6380093	0	-3.8330797e-18	-5.7887307e-18	0.7853982	2.552544	0.81	1e-07	1.28e-07	0	4e-09
0	-0.09424025	0.59538007	0	-3.8324366e-18	-5.7884697e-18	0.7853982	2.6507187	0.81	1e-07	1.28e-07	0	4e-09
0	-0.11671613	0.5503427	0	-3.8327984e-18	-5.7881025e-18	0.7853982	2.7488935	0.81	1e-07	1.28e-07	0	4e-09
0	-0.1342858	0.50342023	0	-3.8340822e-18	-5.78767e-18	0.7853982	2.8470683	0.81	1e-07	1.28e-07	0	4e-09
0	-0.1468098	0.45513037	0	-3.83619e-18	-5.7872223e-18	0.7853982	2.9452431	0.81	1e-07	1.28e-07	0	4e-09
0	-0.15421551	0.40597126	0	-3.8390155e-18	-5.786809e-18	0.7853982	3.043418	0.81	1e-07	1.28e-07	0	4e-09
0	-0.1564841	0.35641775	0	-3.842465e-18	-5.786469e-18	0.7853982	3.1415927	0.81	1e-07	1.28e-07	0	4e-09
0	-0.1536363	0.3069251	0	-3.846462e-18	-5.7862293e-18	0.7853982	3.2397673	0.81	1e-07	1.28e-07	0	4e-09
0	-0.14572816	0.2579389	0	-3.8509555e-18	-5.7860978e-18	0.7853982	3.3379421	0.81	1e-07	1.28e-07	0	4e-09
0	-0.13284501	0.20990399	0	-3.8559248e-18	-5.7860705e-18	0.7853982	3.436117	0.81	1e-07	1.28e-07	0	4e-09
0	-0.115112625	0.16327317	0	-3.861363e-18	-5.7861247e-18	0.7853982	3.5342917	0.81	1e-07	1.28e-07	0	4e-09
0	-0.09270174	0.118508495	0	-3.86728e-18	-5.7862347e-18	0.7853982	3.6324666	0.81	1e-07	1.28e-07	0	4e-09
0	-0.065840594	0.07607448	0	-3.8736806e-18	-5.7863687e-18	0.7853982	3.7306414	0.81	1e-07	1.28e-07	0	4e-09
0	-0.034821313	0.03642811	0	-3.880559e-18	-5.786501e-18	0.7853982	3.828816	0.81	1e-07	1.28e-07	0	4e-09
0	9.210431e-10	3.5525947e-09	0	-3.8878825e-18	-5.7866156e-18	0.7853982	3.9269907	0.81	1e-07	1.28e-07	0	4e-09
0	0.038210858	-0.03282386	0	-3.89559e-18	-5.7867087e-18	0.7853982	4.0251656	0.81	1e-07	1.28e-07	0	4e-09
0	0.07935598	-0.06171821	0	-3.9035906e-18	-5.7867918e-18	0.7853982	4.12334	0.81	1e-07	1.28e-07	0	4e-09
0	0.122960456	-0.08642696	0	-3.911764e-18	-5.786881e-18	0.7853982	4.221515	0.81	1e-07	1.28e-07	0	4e-09
0	0.16854468	-0.10676271	0	-3.9199767e-18	-5.786999e-18	0.7853982	4.3196898	0.81	1e-07	1.28e-07	0	4e-09
0	0.21564229	-0.12260088	0	-3.9280868e-18	-5.7871636e-18	0.7853982	4.417865	0.81	1e-07	1.28e-07	0	4e-09
0	0.2638099	-0.13386677	0	-3.9359652e-18	-5.787387e-18	0.7853982	4.5160394	0.81	1e-07	1.28e-07	0	4e-09
0	0.31262183	-0.14052612	0	-3.9434988e-18	-5.7876736e-18	0.7853982	4.6142144	0.81	1e-07	1.28e-07	0	4e-09
0	0.36167732	-0.14256893	0	-3.950602e-18	-5.788015e-18	0.7853982	4.712389	0.81	1e-07	1.28e-07	0	4e-09
0	0.4105818	-0.14000678	0	-3.9572225e-18	-5.7883957e-18	0.7853982	4.8105636	0.81	1e-07	1.28e-07	0	4e-09
0	0.45894384	-0.13287354	0	-3.9633416e-18	-5.7887923e-18	0.7853982	4.9087386	0.81	1e-07	1.28e-07	0	4e-09
0	0.50635415	-0.12122264	0	-3.9689648e-18	-5.789176e-18	0.7853982	5.006913	0.81	1e-07	1.28e-07	0	4e-09
0	0.5523967	-0.10514319	0	-3.9741185e-18	-5.7895186e-18	0.7853982	5.105088	0.81	1e-07	1.28e-07	0	4e-09
0	0.5966375	-0.08476663	0	-3.978835e-18	-5.7897895e-18	0.7853982	5.203263	0.81	1e-07	1.28e-07	0	4e-09
0	0.6386348	-0.060278285	0	-3.983142e-18	-5.789967e-18	0.7853982	5.3014374	0.81	1e-07	1.28e-07	0	4e-09
0	0.67795974	-0.031921905	0	-3.9870478e-18	-5.7900327e-18	0.7853982	5.3996124	0.81	1e-07	1.28e-07	0	4e-09
0	0.71420383	1.11840945e-08	0	-3.9905414e-18	-5.789985e-18	0.7853982	5.497787	0.81	1e-07	1.28e-07	0	4e-09
0	0.7470005	0.035134543	0	-3.9935726e-18	-5.7898284e-18	0.7853982	5.595962	0.81	1e-07	1.28e-07	0	4e-09
0	0.77604616	0.07309171	0	-3.996071e-18	-5.7895806e-18	0.7853982	5.6941366	0.81	1e-07	1.28e-07	0	4e-09
0	0.8010877	0.11346449	0	-3.997939e-18	-5.7892696e-18	0.7853982	5.7923117	0.81	1e-07	1.28e-07	0	4e-09
0	0.82194686	0.15584113	0	-3.9990675e-18	-5.7889218e-18	0.7853982	5.8904862	0.81	1e-07	1.28e-07	0	4e-09
0	0.83849114	0.19982377	0	-3.9993496e-18	-5.7885677e-18	0.7853982	5.988661	0.81	1e-07	1.28e-07	0	4e-09
0	0.850634	0.24503352	0	-3.9986883e-18	-5.7882356e-18	0.7853982	6.086836	0.81	1e-07	1.28e-07	0	4e-09
0	0.85831964	0.29110995	0	-3.9970165e-18	-5.7879507e-18	0.7853982	6.1850104	0.81	1e-07	1.28e-07	0	4e-09
0	0.86150926	0.33771193	0	-3.9943005e-18	-5.787734e-18	0.7853982	6.2831855	0.81	1e-07	1.28e-07	0	4e-09
0	0.82663	0.37060446	0	-3.986409e-18	-5.787648e-18	0.88357294	0	0.81	1e-07	1.28e-07	0	4e-09
0	0.82532203	0.41761285	0	-3.982387e-18	-5.7875263e-18	0.88357294	0.09817477	0.81	1e-07	1.28e-07	0	4e-09
0	0.8194266	0.46448597	0	-3.9774603e-18	-5.7875065e-18	0.88357294	0.19634955	0.81	1e-07	1.28e-07	0	4e-09
0	0.8089309	0.5108731	0	-3.971727e-18	-5.7875917e-18	0.88357294	0.2945243	0.81	1e-07	1.28e-07	0	4e-09
0	0.7938438	0.55639046	0	-3.9653244e-18	-5.7877695e-18	0.88357294	0.3926991	0.81	1e-07	1.28e-07	0	4e-09
0	0.77420807	0.60062504	0	-3.9584137e-18	-5.788016e-18	0.88357294	0.49087384	0.81	1e-07	1.28e-07	0	4e-09
0	0.7501128	0.6431343	0	-3.951167e-18	-5.788297e-18	0.88357294	0.5890486	0.81	1e-07	1.28e-07	0	4e-09
0	0.72171855	0.6834455	0	-3.943757e-18	-5.788571e-18	0.88357294	0.6872234	0.81	1e-07	1.28e-07	0	4e-09
0	0.68926114	0.72108126	0	-3.9363288e-18	-5.788791e-18	0.88357294	0.7853982	0.81	1e-07	1.28e-07	0	4e-09
0	0.6530554	0.75558025	0	-3.9289962e-18	-5.788922e-18	0.88357294	0.88357294	0.81	1e-07	1.28e-07	0	4e-09
0	0.6134947	0.786516	0	-3.9218324e-18	-5.7889445e-18	0.88357294	0.9817477	0.81	1e-07	1.28e-07	0	4e-09
0	0.57102275	0.8135265	0	-3.9148634e-18	-5.788855e-18	0.88357294	1.0799224	0.81	1e-07	1.28e-07	0	4e-09
0	0.52611315	0.83632195	0	-3.9080806e-18	-5.7886744e-18	0.88357294	1.1780972	0.81	1e-07	1.28e-07	0	4e-09
0	0.47924772	0.854686	0	-3.9014466e-18	-5.7884346e-18	0.88357294	1.276272	0.81	1e-07	1.28e-07	0	4e-09
0	0.4309004	0.86846566	0	-3.8949185e-18	-5.7881765e-18	0.88357294	1.3744467	0.81	1e-07	1.28e-07	0	4e-09
0	0.38150567	0.87756693	0	-3.8884553e-18	-5.7879432e-18	0.88357294	1.4726216	0.81	1e-07	1.28e-07	0	4e-09
0	0.3315031	0.8819219	0	-3.8820426e-18	-5.7877695e-18	0.88357294	1.5707964	0.81	1e-07	1.28e-07	0	4e-09
0	0.2813009	0.8814939	0	-3.8756948e-18	-5.787683e-18	0.88357294	1.6689711	0.81	1e-07	1.28e-07	0	4e-09
0	0.23130345	0.8762643	0	-3.869465e-18	-5.7876955e-18	0.88357294	1.7671459	0.81	1e-07	1.28e-07	0	4e-09
0	0.18193406	0.86622804	0	-3.8634434e-18	-5.7878034e-18	0.88357294	1.8653207	0.81	1e-07	1.28e-07	0	4e-09
0	0.13363348	0.8514133	0	-3.8577553e-18	-5.787989e-18	0.88357294	1.9634954	0.81	1e-07	1.28e-07	0	4e-09
0	0.08687665	0.8318823	0	-3.8525457e-18	-5.7882183e-18	0.88357294	2.06167	0.81	1e-07	1.28e-07	0	4e-09
0	0.042158436	0.80775166	0	-3.8479665e-18	-5.788445e-18	0.88357294	2.1598449	0.81	1e-07	1.28e-07	0	4e-09
0	3.0262843e-09	0.7792098	0	-3.844167e-18	-5.7886194e-18	0.88357294	2.2580197	0.81	1e-07	1.28e-07	0	4e-09
0	-0.039078474	0.7465253	0	-3.841264e-18	-5.788695e-18	0.88357294	2.3561945	0.81	1e-07	1.28e-07	0	4e-09
0	-0.07457986	0.71004945	0	-3.8393427e-18	-5.7886405e-18	0.88357294	2.4543693	0.81	1e-07	1.28e-07	0	4e-09
0	-0.10605505	0.67020804	0	-3.8384365e-18	-5.788444e-18	0.88357294	2.552544	0.81	1e-07	1.28e-07	0	4e-09
0	-0.1331217	0.6274823	0	-3.838531e-18	-5.7881186e-18	0.88357294	2.6507187	0.81	1e-07	1.28e-07	0	4e-09
0	-0.15548524	0.58238816	0	-3.839566e-18	-5.787698e-18	0.88357294	2.7488935	0.81	1e-07	1.28e-07	0	4e-09
0	-0.1729348	0.53545046	0	-3.8414503e-18	-5.7872294e-18	0.88357294	2.8470683	0.81	1e-07	1.28e-07	0	4e-09
0	-0.1853413	0.4871842	0	-3.8440725e-18	-5.7867674e-18	0.88357294	2.9452431	0.81	1e-07	1.28e-07	0	4e-09
0	-0.19264041	0.4380812	0	-3.8473196e-18	-5.7863596e-18	0.88357294	3.043418	0.81	1e-07	1.28e-07	0	4e-09
0	-0.19481844	0.38860914	0	-3.8510915e-18	-5.786046e-18	0.88357294	3.1415927	0.81	1e-07	1.28e-07	0	4e-09
0	-0.19190149	0.3392149	0	-3.8553077e-18	-5.7858484e-18	0.88357294	3.2397673	0.81	1e-07	1.28e-07	0	4e-09
0	-0.18394518	0.29033524	0	-3.8599192e-18	-5.7857727e-18	0.88357294	3.3379421	0.81	1e-07	1.28e-07	0	4e-09
0	-0.17103367	0.24240686	0	-3.8649042e-18	-5.785811e-18	0.88357294	3.436117	0.81	1e-07	1.28e-07	0	4e-09
0	-0.15329055	0.19587545	0	-3.870262e-18	-5.7859365e-18	0.88357294	3.5342917	0.81	1e-07	1.28e-07	0	4e-09
0	-0.13088195	0.15119623	0	-3.876004e-18	-5.7861197e-18	0.88357294	3.6324666	0.81	1e-07	1.28e-07	0	4e-09
0	-0.1040307	0.108829685	0	-3.882144e-18	-5.786327e-18	0.88357294	3.7306414	0.81	1e-07	1.28e-07	0	4e-09
0	-0.07302341	0.0692292	0	-3.8886807e-18	-5.78653e-18	0.88357294	3.828816	0.81	1e-07	1.28e-07	0	4e-09
0	-0.03821059	0.032823976	0	-3.8955897e-18	-5.7867087e-18	0.88357294	3.9269907	0.81	1e-07	1.28e-07	0	4e-09
0	3.2894396e-10	3.4210172e-09	0	-3.9028197e-18	-5.7868596e-18	0.88357294	4.0251656	0.81	1e-07	1.28e-07	0	4e-09
0	0.041158095	-0.028915653	0	-3.9102854e-18	-5.7869882e-18	0.88357294	4.12334	0.81	1e-07	1.28e-07	0	4e-09
0	0.08479043	-0.053664528	0	-3.9178736e-18	-5.7871115e-18	0.88357294	4.221515	0.81	1e-07	1.28e-07	0	4e-09
0	0.13042009	-0.07405615	0	-3.92546e-18	-5.7872525e-18	0.88357294	4.3196898	0.81	1e-07	1.28e-07	0	4e-09
0	0.17758086	-0.08996267	0	-3.9329105e-18	-5.787429e-18	0.88357294	4.417865	0.81	1e-07	1.28e-07	0	4e-09
0	0.2258287	-0.101306655	0	-3.940097e-18	-5.7876533e-18	0.88357294	4.5160394	0.81	1e-07	1.28e-07	0	4e-09
0	0.27473998	-0.108048595	0	-3.9469117e-18	-5.787929e-18	0.88357294	4.6142144	0.81	1e-07	1.28e-07	0	4e-09
0	0.32391334	-0.11018006	0	-3.9532773e-18	-5.7882547e-18	0.88357294	4.712389	0.81	1e-07	1.28e-07	0	4e-09
0	0.37295264	-0.10770777	0	-3.959142e-18	-5.7886132e-18	0.88357294	4.8105636	0.81	1e-07	1.28e-07	0	4e-09
0	0.4214653	-0.100661196	0	-3.964491e-18	-5.7889855e-18	0.88357294	4.9087386	0.81	1e-07	1.28e-07	0	4e-09
0	0.46904537	-0.089092486	0	-3.9693345e-18	-5.789344e-18	0.88357294	5.006913	0.81	1e-07	1.28e-07	0	4e-09
0	0.5152738	-0.07308807	0	-3.973703e-18	-5.789661e-18	0.88357294	5.105088	0.81	1e-07	1.28e-07	0	4e-09
0	0.55971605	-0.05277411	0	-3.977634e-18	-5.7899074e-18	0.88357294	5.203263	0.81	1e-07	1.28e-07	0	4e-09
0	0.6019303	-0.028331384	0	-3.9811624e-18	-5.790061e-18	0.88357294	5.3014374	0.81	1e-07	1.28e-07	0	4e-09
0	0.641482	3.486806e-09	0	-3.9843024e-18	-5.7901042e-18	0.88357294	5.3996124	0.81	1e-07	1.28e-07	0	4e-09
0	0.6779598	0.031921737	0	-3.9870486e-18	-5.7900327e-18	0.88357294	5.497787	0.81	1e-07	1.28e-07	0	4e-09
0	0.7109911	0.06708426	0	-3.9893626e-18	-5.7898536e-18	0.88357294	5.595962	0.81	1e-07	1.28e-07	0	4e-09
0	0.74026406	0.105098575	0	-3.9911775e-18	-5.7895823e-18	0.88357294	5.6941366	0.81	1e-07	1.28e-07	0	4e-09
0	0.7655235	0.14555709	0	-3.9924046e-18	-5.7892456e-18	0.88357294	5.7923117	0.81	1e-07	1.28e-07	0	4e-09
0	0.7865787	0.18804815	0	-3.9929427e-18	-5.788875e-18	0.88357294	5.8904862	0.81	1e-07	1.28e-07	0	4e-09
0	0.8032952	0.23217078	0	-3.992687e-18	-5.788501e-18	0.88357294	5.988661	0.81	1e-07	1.28e-07	0	4e-09
0	0.81557953	0.27754384	0	-3.9915505e-18	-5.7881554e-18	0.88357294	6.086836	0.81	1e-07	1.28e-07	0	4e-09
0	0.82337254	0.32380244	0	-3.989467e-18	-5.787863e-18	0.88357294	6.1850104	0.81	1e-07	1.28e-07	0	4e-09
0	0.8266292	0.37060556	0	-3.986409e-18	-5.787648e-18	0.88357294	6.2831855	0.81	1e-07	1.28e-07	0	4e-09
0	0.78857404	0.40008503	0	-3.978159e-18	-5.7874734e-18	0.9817477	0	0.81	1e-07	1.28e-07	0	4e-09
0	0.78727216	0.4473106	0	-3.9739064e-18	-5.787366e-18	0.9817477	0.09817477	0.81	1e-07	1.28e-07	0	4e-09
0	0.78133637	0.4944046	0	-3.968832e-18	-5.7873696e-18	0.9817477	0.19634955	0.81	1e-07	1.28e-07	0	4e-09
0	0.770754	0.5410061	0	-3.9630393e-18	-5.7874837e-18	0.9817477	0.2945243	0.81	1e-07	1.28e-07	0	4e-09
0	0.7555315	0.58672905	0	-3.9566663e-18	-5.7876934e-18	0.9817477	0.3926991	0.81	1e-07	1.28e-07	0	4e-09
0	0.7357143	0.63115054	0	-3.9498763e-18	-5.7879718e-18	0.9817477	0.49087384	0.81	1e-07	1.28e-07	0	4e-09
0	0.71139646	0.6738191	0	-3.942844e-18	-5.7882815e-18	0.9817477	0.5890486	0.81	1e-07	1.28e-07	0	4e-09
0	0.6827437	0.71425605	0	-3.935736e-18	-5.788576e-18	0.9817477	0.6872234	0.81	1e-07	1.28e-07	0	4e-09
0	0.6500013	0.75197685	0	-3.9286956e-18	-5.788809e-18	0.9817477	0.7853982	0.81	1e-07	1.28e-07	0	4e-09
0	0.613495	0.7865158	0	-3.921832e-18	-5.788944e-18	0.9817477	0.88357294	0.81	1e-07	1.28e-07	0	4e-09
0	0.57362646	0.81744725	0	-3.915209e-18	-5.7889627e-18	0.9817477	0.9817477	0.81	1e-07	1.28e-07	0	4e-09
0	0.5308513	0.84440917	0	-3.908845e-18	-5.788865e-18	0.9817477	1.0799224	0.81	1e-07	1.28e-07	0	4e-09
0	0.48564762	0.8671178	0	-3.902723e-18	-5.7886757e-18	0.9817477	1.1780972	0.81	1e-07	1.28e-07	0	4e-09
0	0.43850458	0.88536024	0	-3.8967974e-18	-5.7884275e-18	0.9817477	1.276272	0.81	1e-07	1.28e-07	0	4e-09
0	0.38989553	0.89899033	0	-3.891017e-18	-5.7881637e-18	0.9817477	1.3744467	0.81	1e-07	1.28e-07	0	4e-09
0	0.34026825	0.9079148	0	-3.885338e-18	-5.787927e-18	0.9817477	1.4726216	0.81	1e-07	1.28e-07	0	4e-09
0	0.2900525	0.9120746	0	-3.8797376e-18	-5.7877517e-18	0.9817477	1.5707964	0.81	1e-07	1.28e-07	0	4e-09
0	0.23965652	0.91143477	0	-3.874226e-18	-5.787663e-18	0.9817477	1.6689711	0.81	1e-07	1.28e-07	0	4e-09
0	0.18949644	0.90597904	0	-3.8688528e-18	-5.787669e-18	0.9817477	1.7671459	0.81	1e-07	1.28e-07	0	4e-09
0	0.13999118	0.89571005	0	-3.8637052e-18	-5.787766e-18	0.9817477	1.8653207	0.81	1e-07	1.28e-07	0	4e-09
0	0.09158562	0.8806541	0	-3.8589005e-18	-5.787933e-18	0.9817477	1.9634954	0.81	1e-07	1.28e-07	0	4e-09
0	0.044754747	0.8608814	0	-3.8545806e-18	-5.788133e-18	0.9817477	2.06167	0.81	1e-07	1.28e-07	0	4e-09
0	8.914381e-09	0.83651537	0	-3.85089e-18	-5.78832e-18	0.9817477	2.1598449	0.81	1e-07	1.28e-07	0	4e-09
0	-0.0421584	0.80775166	0	-3.8479673e-18	-5.788445e-18	0.9817477	2.2580197	0.81	1e-07	1.28e-07	0	4e-09
0	-0.081200704	0.7748659	0	-3.8459225e-18	-5.7884635e-18	0.9817477	2.3561945	0.81	1e-07	1.28e-07	0	4e-09
0	-0.11663056	0.7382171	0	-3.8448273e-18	-5.788348e-18	0.9817477	2.4543693	0.81	1e-07	1.28e-07	0	4e-09
0	-0.1480037	0.6982395	0	-3.844702e-18	-5.7880934e-18	0.9817477	2.552544	0.81	1e-07	1.28e-07	0	4e-09
0	-0.17494631	0.6554209	0	-3.8455205e-18	-5.787718e-18	0.9817477	2.6507187	0.81	1e-07	1.28e-07	0	4e-09
0	-0.19717327	0.61028016	0	-3.8472096e-18	-5.7872616e-18	0.9817477	2.7488935	0.81	1e-07	1.28e-07	0	4e-09
0	-0.21448465	0.56334	0	-3.849663e-18	-5.7867736e-18	0.9817477	2.8470683	0.81	1e-07	1.28e-07	0	4e-09
0	-0.22676033	0.5151125	0	-3.8527637e-18	-5.7863116e-18	0.9817477	2.9452431	0.81	1e-07	1.28e-07	0	4e-09
0	-0.23394395	0.4660826	0	-3.8563913e-18	-5.7859224e-18	0.9817477	3.043418	0.81	1e-07	1.28e-07	0	4e-09
0	-0.23602879	0.41671023	0	-3.8604387e-18	-5.7856437e-18	0.9817477	3.1415927	0.81	1e-07	1.28e-07	0	4e-09
0	-0.2330419	0.36743277	0	-3.864827e-18	-5.7854944e-18	0.9817477	3.2397673	0.81	1e-07	1.28e-07	0	4e-09
0	-0.22503978	0.3186786	0	-3.8695054e-18	-5.785477e-18	0.9817477	3.3379421	0.81	1e-07	1.28e-07	0	4e-09
0	-0.21210662	0.27087632	0	-3.8744544e-18	-5.7855783e-18	0.9817477	3.436117	0.81	1e-07	1.28e-07	0	4e-09
0	-0.19435982	0.22446413	0	-3.879676e-18	-5.7857702e-18	0.9817477	3.5342917	0.81	1e-07	1.28e-07	0	4e-09
0	-0.17196289	0.17989115	0	-3.885189e-18	-5.7860204e-18	0.9817477	3.6324666	0.81	1e-07	1.28e-07	0	4e-09
0	-0.14513187	0.1376127	0	-3.8910113e-18	-5.786293e-18	0.9817477	3.7306414	0.81	1e-07	1.28e-07	0	4e-09
0	-0.11414839	0.098079465	0	-3.897151e-18	-5.7865573e-18	0.9817477	3.828816	0.81	1e-07	1.28e-07	0	4e-09
0	-0.0793562	0.061718106	0	-3.90359e-18	-5.7867905e-18	0.9817477	3.9269907	0.81	1e-07	1.28e-07	0	4e-09
0	-0.041157987	0.028915763	0	-3.9102846e-18	-5.7869882e-18	0.9817477	4.0251656	0.81	1e-07	1.28e-07	0	4e-09
0	8.552543e-10	3.81575e-09	0	-3.9171585e-18	-5.787152e-18	0.9817477	4.12334	0.81	1e-07	1.28e-07	0	4e-09
0	0.043648124	-0.024767553	0	-3.9241084e-18	-5.7873026e-18	0.9817477	4.221515	0.81	1e-07	1.28e-07	0	4e-09
0	0.08931098	-0.045193583	0	-3.9310133e-18	-5.787455e-18	0.9817477	4.3196898	0.81	1e-07	1.28e-07	0	4e-09
0	0.13652422	-0.061146926	0	-3.9377474e-18	-5.7876326e-18	0.9817477	4.417865	0.81	1e-07	1.28e-07	0	4e-09
0	0.18484324	-0.072546944	0	-3.94419e-18	-5.7878477e-18	0.9817477	4.5160394	0.81	1e-07	1.28e-07	0	4e-09
0	0.2338446	-0.079352014	0	-3.9502382e-18	-5.788107e-18	0.9817477	4.6142144	0.81	1e-07	1.28e-07	0	4e-09
0	0.28312543	-0.08154803	0	-3.955815e-18	-5.788407e-18	0.9817477	4.712389	0.81	1e-07	1.28e-07	0	4e-09
0	0.33229065	-0.079142146	0	-3.9608774e-18	-5.7887373e-18	0.9817477	4.8105636	0.81	1e-07	1.28e-07	0	4e-09
0	0.3809467	-0.0721601	0	-3.965413e-18	-5.789079e-18	0.9817477	4.9087386	0.81	1e-07	1.28e-07	0	4e-09
0	0.42868838	-0.060651045	0	-3.969436e-18	-5.789407e-18	0.9817477	5.006913	0.81	1e-07	1.28e-07	0	4e-09
0	0.4750972	-0.04469649	0	-3.9729816e-18	-5.7896935e-18	0.9817477	5.105088	0.81	1e-07	1.28e-07	0	4e-09
0	0.5197337	-0.024421338	0	-3.9760942e-18	-5.789913e-18	0.9817477	5.203263	0.81	1e-07	1.28e-07	0	4e-09
0	0.56215817	2.6315516e-09	0	-3.9788124e-18	-5.790041e-18	0.9817477	5.3014374	0.81	1e-07	1.28e-07	0	4e-09
0	0.60193086	0.028331354	0	-3.981162e-18	-5.790061e-18	0.9817477	5.3996124	0.81	1e-07	1.28e-07	0	4e-09
0	0.63863534	0.06027822	0	-3.983142e-18	-5.789967e-18	0.9817477	5.497787	0.81	1e-07	1.28e-07	0	4e-09
0	0.6718947	0.095492736	0	-3.9847217e-18	-5.789764e-18	0.9817477	5.595962	0.81	1e-07	1.28e-07	0	4e-09
0	0.7013883	0.13358754	0	-3.985845e-18	-5.78947e-18	0.9817477	5.6941366	0.81	1e-07	1.28e-07	0	4e-09
0	0.7268541	0.17415552	0	-3.9864295e-18	-5.789113e-18	0.9817477	5.7923117	0.81	1e-07	1.28e-07	0	4e-09
0	0.7480962	0.21678214	0	-3.9863786e-18	-5.7887224e-18	0.9817477	5.8904862	0.81	1e-07	1.28e-07	0	4e-09
0	0.764971	0.26106507	0	-3.9855977e-18	-5.7883332e-18	0.9817477	5.988661	0.81	1e-07	1.28e-07	0	4e-09
0	0.7773835	0.3066172	0	-3.984001e-18	-5.7879775e-18	0.9817477	6.086836	0.81	1e-07	1.28e-07	0	4e-09
0	0.785266	0.35307392	0	-3.9815297e-18	-5.787683e-18	0.9817477	6.1850104	0.81	1e-07	1.28e-07	0	4e-09
0	0.78857386	0.40008527	0	-3.9781585e-18	-5.7874726e-18	0.9817477	6.2831855	0.81	1e-07	1.28e-07	0	4e-09
0	0.74773276	0.42581618	0	-3.9696046e-18	-5.787209e-18	1.0799224	0	0.81	1e-07	1.28e-07	0	4e-09
0	0.74641967	0.47326028	0	-3.9651585e-18	-5.7871185e-18	1.0799224	0.09817477	0.81	1e-07	1.28e-07	0	4e-09
0	0.74042517	0.52057135	0	-3.9599808e-18	-5.787147e-18	1.0799224	0.19634955	0.81	1e-07	1.28e-07	0	4e-09
0	0.7297357	0.5673817	0	-3.9541777e-18	-5.78729e-18	1.0799224	0.2945243	0.81	1e-07	1.28e-07	0	4e-09
0	0.7143595	0.6132963	0	-3.9478895e-18	-5.787531e-18	1.0799224	0.3926991	0.81	1e-07	1.28e-07	0	4e-09
0	0.69434386	0.6578851	0	-3.94128e-18	-5.78784e-18	1.0799224	0.49087384	0.81	1e-07	1.28e-07	0	4e-09
