# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	island1_angle (rad)	island2_angle (rad)	roundness ()	size (m)	islands_distance (m)	islands_angle (rad)	Cell_size (m)
0	0.9981305	-4.1899235e-09	0	-3.9982404e-18	-5.7875602e-18	0	0	0.81	1e-07	1.4e-07	0	4e-09
0	0.51187587	0.49286017	0	-3.920992e-18	-5.786546e-18	1.5707964	0	0.81	1e-07	1.4e-07	0	4e-09
0	0.998139	-4.141867e-09	0	-3.9905492e-18	-5.787609e-18	0	0	0.81	1e-07	1.44e-07	0	4e-09
0	0.51066566	0.49343956	0	-3.9207182e-18	-5.7867806e-18	1.5707964	0	0.81	1e-07	1.44e-07	0	4e-09
0	0.99814576	-3.3922345e-09	0	-3.983894e-18	-5.787648e-18	0	0	0.81	1e-07	1.48e-07	0	4e-09
0	0.5096127	0.49394536	0	-3.920507e-18	-5.786965e-18	1.5707964	0	0.81	1e-07	1.48e-07	0	4e-09
0	0.9981512	-4.631942e-09	0	-3.9780948e-18	-5.7876793e-18	0	0	0.81	1e-07	1.52e-07	0	4e-09
0	0.5086903	0.4943897	0	-3.9203394e-18	-5.78711e-18	1.5707964	0	0.81	1e-07	1.52e-07	0	4e-09
0	0.99815553	-4.1529176e-09	0	-3.9730105e-18	-5.787705e-18	0	0	0.81	1e-07	1.56e-07	0	4e-09
0	0.5078778	0.494782	0	-3.9202074e-18	-5.787227e-18	1.5707964	0	0.81	1e-07	1.56e-07	0	4e-09
0	0.99815917	-5.06548e-09	0	-3.968526e-18	-5.787726e-18	0	0	0.81	1e-07	1.6e-07	0	4e-09
0	0.50715744	0.49513066	0	-3.920101e-18	-5.7873208e-18	1.5707964	0	0.81	1e-07	1.6e-07	0	4e-09
0	0.9981621	-5.0369544e-09	0	-3.9645514e-18	-5.7877426e-18	0	0	0.81	1e-07	1.64e-07	0	4e-09
0	0.50651795	0.49544063	0	-3.920015e-18	-5.7873977e-18	1.5707964	0	0.81	1e-07	1.64e-07	0	4e-09
0	0.9981646	-6.334227e-09	0	-3.961014e-18	-5.787758e-18	0	0	0.81	1e-07	1.68e-07	0	4e-09
0	0.50594705	0.4957179	0	-3.919946e-18	-5.7874606e-18	1.5707964	0	0.81	1e-07	1.68e-07	0	4e-09
0	0.9981665	-3.5628742e-09	0	-3.9578524e-18	-5.7877695e-18	0	0	0.81	1e-07	1.72e-07	0	4e-09
0	0.5054344	0.49596712	0	-3.919889e-18	-5.787513e-18	1.5707964	0	0.81	1e-07	1.72e-07	0	4e-09
0	0.99816823	-2.725095e-09	0	-3.955015e-18	-5.7877786e-18	0	0	0.81	1e-07	1.76e-07	0	4e-09
0	0.5049733	0.4961917	0	-3.9198414e-18	-5.7875557e-18	1.5707964	0	0.81	1e-07	1.76e-07	0	4e-09
0	0.99816954	-4.8231406e-09	0	-3.9524613e-18	-5.787787e-18	0	0	0.81	1e-07	1.8e-07	0	4e-09
0	0.5045574	0.49639446	0	-3.9198017e-18	-5.787591e-18	1.5707964	0	0.81	1e-07	1.8e-07	0	4e-09
0	0.9981706	-4.4417714e-09	0	-3.9501535e-18	-5.787793e-18	0	0	0.81	1e-07	1.84e-07	0	4e-09
0	0.50417954	0.4965789	0	-3.9197695e-18	-5.7876223e-18	1.5707964	0	0.81	1e-07	1.84e-07	0	4e-09
0	0.9981717	-4.202259e-09	0	-3.9480628e-18	-5.787799e-18	0	0	0.81	1e-07	1.88e-07	0	4e-09
0	0.503838	0.49674577	0	-3.9197405e-18	-5.7876467e-18	1.5707964	0	0.81	1e-07	1.88e-07	0	4e-09
0	0.99817246	-3.2300755e-09	0	-3.946164e-18	-5.7878034e-18	0	0	0.81	1e-07	1.92e-07	0	4e-09
0	0.50352705	0.49689785	0	-3.919717e-18	-5.7876686e-18	1.5707964	0	0.81	1e-07	1.92e-07	0	4e-09
0	0.99817306	-5.143861e-09	0	-3.9444343e-18	-5.7878076e-18	0	0	0.81	1e-07	1.96e-07	0	4e-09
0	0.5032418	0.49703744	0	-3.919698e-18	-5.7876876e-18	1.5707964	0	0.81	1e-07	1.96e-07	0	4e-09
0	0.99817365	-3.4539116e-09	0	-3.9428557e-18	-5.7878113e-18	0	0	0.81	1e-07	2e-07	0	4e-09
0	0.5029826	0.49716437	0	-3.9196814e-18	-5.7877038e-18	1.5707964	0	0.81	1e-07	2e-07	0	4e-09
0	0.99817413	-4.79847e-09	0	-3.9414097e-18	-5.787813e-18	0	0	0.81	1e-07	2.04e-07	0	4e-09
0	0.5027439	0.4972814	0	-3.9196665e-18	-5.7877166e-18	1.5707964	0	0.81	1e-07	2.04e-07	0	4e-09
0	0.9981746	-5.0855893e-09	0	-3.940083e-18	-5.787816e-18	0	0	0.81	1e-07	2.08e-07	0	4e-09
0	0.5025251	0.4973887	0	-3.9196536e-18	-5.787728e-18	1.5707964	0	0.81	1e-07	2.08e-07	0	4e-09
0	0.99817485	-2.7939677e-09	0	-3.9388653e-18	-5.7878175e-18	0	0	0.81	1e-07	2.12e-07	0	4e-09
0	0.50232315	0.4974878	0	-3.9196437e-18	-5.787739e-18	1.5707964	0	0.81	1e-07	2.12e-07	0	4e-09
0	0.9981751	-5.0760165e-09	0	-3.9377437e-18	-5.7878187e-18	0	0	0.81	1e-07	2.16e-07	0	4e-09
0	0.50213754	0.497579	0	-3.9196346e-18	-5.787748e-18	1.5707964	0	0.81	1e-07	2.16e-07	0	4e-09
0	0.99817526	-3.9247126e-09	0	-3.936708e-18	-5.78782e-18	0	0	0.81	1e-07	2.2e-07	0	4e-09
0	0.5019661	0.49766326	0	-3.9196264e-18	-5.7877554e-18	1.5707964	0	0.81	1e-07	2.2e-07	0	4e-09
0	0.9981756	-4.3114787e-09	0	-3.9357514e-18	-5.7878216e-18	0	0	0.81	1e-07	2.24e-07	0	4e-09
0	0.5018072	0.49774143	0	-3.9196185e-18	-5.7877612e-18	1.5707964	0	0.81	1e-07	2.24e-07	0	4e-09
0	0.9981756	-4.757352e-09	0	-3.9348663e-18	-5.787823e-18	0	0	0.81	1e-07	2.28e-07	0	4e-09
0	0.50166005	0.49781382	0	-3.919613e-18	-5.787768e-18	1.5707964	0	0.81	1e-07	2.28e-07	0	4e-09
0	0.9981758	-5.6804508e-09	0	-3.934045e-18	-5.7878233e-18	0	0	0.81	1e-07	2.32e-07	0	4e-09
0	0.5015224	0.49788153	0	-3.9196073e-18	-5.787772e-18	1.5707964	0	0.81	1e-07	2.32e-07	0	4e-09
0	0.99817586	-4.1179673e-09	0	-3.9332827e-18	-5.787824e-18	0	0	0.81	1e-07	2.36e-07	0	4e-09
0	0.50139654	0.4979436	0	-3.9196024e-18	-5.7877765e-18	1.5707964	0	0.81	1e-07	2.36e-07	0	4e-09
0	0.99817604	-4.7994657e-09	0	-3.932573e-18	-5.787824e-18	0	0	0.81	1e-07	2.4e-07	0	4e-09
0	0.50127816	0.49800193	0	-3.9195982e-18	-5.7877807e-18	1.5707964	0	0.81	1e-07	2.4e-07	0	4e-09
0	0.9981761	-3.3449488e-09	0	-3.931912e-18	-5.787824e-18	0	0	0.81	1e-07	2.44e-07	0	4e-09
0	0.501168	0.4980562	0	-3.919594e-18	-5.7877836e-18	1.5707964	0	0.81	1e-07	2.44e-07	0	4e-09
0	0.9981761	-4.9732214e-09	0	-3.9312962e-18	-5.7878245e-18	0	0	0.81	1e-07	2.48e-07	0	4e-09
0	0.50106496	0.498107	0	-3.919591e-18	-5.787787e-18	1.5707964	0	0.81	1e-07	2.48e-07	0	4e-09
0	0.99817616	-4.691563e-09	0	-3.9307213e-18	-5.7878253e-18	0	0	0.81	1e-07	2.52e-07	0	4e-09
0	0.500969	0.49815428	0	-3.9195887e-18	-5.78779e-18	1.5707964	0	0.81	1e-07	2.52e-07	0	4e-09
0	0.9981761	-3.8049883e-09	0	-3.930184e-18	-5.7878253e-18	0	0	0.81	1e-07	2.56e-07	0	4e-09
0	0.5008791	0.4981987	0	-3.919586e-18	-5.7877927e-18	1.5707964	0	0.81	1e-07	2.56e-07	0	4e-09
0	0.99817616	-4.831364e-09	0	-3.9296803e-18	-5.7878253e-18	0	0	0.81	1e-07	2.6e-07	0	4e-09
0	0.5007938	0.49824086	0	-3.9195833e-18	-5.787795e-18	1.5707964	0	0.81	1e-07	2.6e-07	0	4e-09
0	0.9981761	-6.2643264e-09	0	-3.929209e-18	-5.7878253e-18	0	0	0.81	1e-07	2.64e-07	0	4e-09
0	0.5007159	0.4982793	0	-3.919582e-18	-5.7877972e-18	1.5707964	0	0.81	1e-07	2.64e-07	0	4e-09
0	0.9981761	-5.2404885e-09	0	-3.9287663e-18	-5.7878253e-18	0	0	0.81	1e-07	2.68e-07	0	4e-09
0	0.5006417	0.4983159	0	-3.91958e-18	-5.7877985e-18	1.5707964	0	0.81	1e-07	2.68e-07	0	4e-09
0	0.99817616	-3.4861956e-09	0	-3.9283506e-18	-5.7878253e-18	0	0	0.81	1e-07	2.72e-07	0	4e-09
0	0.5005719	0.4983504	0	-3.9195788e-18	-5.7878e-18	1.5707964	0	0.81	1e-07	2.72e-07	0	4e-09
0	0.9981761	-4.1817e-09	0	-3.9279606e-18	-5.7878253e-18	0	0	0.81	1e-07	2.76e-07	0	4e-09
0	0.50050664	0.49838272	0	-3.9195763e-18	-5.787801e-18	1.5707964	0	0.81	1e-07	2.76e-07	0	4e-09
0	0.9981761	-3.6615575e-09	0	-3.9275925e-18	-5.7878253e-18	0	0	0.81	1e-07	2.8e-07	0	4e-09
0	0.50044477	0.4984133	0	-3.919575e-18	-5.787802e-18	1.5707964	0	0.81	1e-07	2.8e-07	0	4e-09
0	0.9981761	-5.061625e-09	0	-3.9272463e-18	-5.7878253e-18	0	0	0.81	1e-07	2.84e-07	0	4e-09
0	0.5003868	0.49844196	0	-3.9195742e-18	-5.7878043e-18	1.5707964	0	0.81	1e-07	2.84e-07	0	4e-09
0	0.9981761	-4.58456e-09	0	-3.926919e-18	-5.7878245e-18	0	0	0.81	1e-07	2.88e-07	0	4e-09
0	0.5003323	0.4984689	0	-3.9195726e-18	-5.7878043e-18	1.5707964	0	0.81	1e-07	2.88e-07	0	4e-09
0	0.9981761	-4.3215014e-09	0	-3.9266115e-18	-5.7878245e-18	0	0	0.81	1e-07	2.92e-07	0	4e-09
0	0.5002802	0.49849465	0	-3.919572e-18	-5.7878055e-18	1.5707964	0	0.81	1e-07	2.92e-07	0	4e-09
0	0.9981761	-4.5661532e-09	0	-3.92632e-18	-5.787824e-18	0	0	0.81	1e-07	2.96e-07	0	4e-09
0	0.5002307	0.49851915	0	-3.919571e-18	-5.787806e-18	1.5707964	0	0.81	1e-07	2.96e-07	0	4e-09
0	0.9981761	-3.4703587e-09	0	-3.9260453e-18	-5.787824e-18	0	0	0.81	1e-07	3e-07	0	4e-09
0	0.5001849	0.49854186	0	-3.9195705e-18	-5.7878076e-18	1.5707964	0	0.81	1e-07	3e-07	0	4e-09
