# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Length (nm)
4.1300182335957134e-08	0.95228046	0.23015745	-0.009600427	3.6321116e-18	-0	65
4.131018880024599e-08	0.9511921	0.24457315	-0.009171842	2.8775804e-18	-0	65
4.132017963637877e-08	0.9473824	0.26309553	-0.0055786707	2.1049484e-18	-0	65
4.1330157272169573e-08	0.9427296	0.2717863	-0.0067974883	3.6803594e-18	-0	65
4.134011702286897e-08	0.93370926	0.28505164	-0.009389008	2.0075258e-18	-0	65
4.135010944633689e-08	0.9277139	0.28426358	0.00521502	2.6341625e-18	-0	65
4.136005377887218e-08	0.93373907	0.26978698	0.010666002	2.630929e-18	-0	65
4.13701913427262e-08	0.93784964	0.2635553	0.017842567	2.7272753e-18	-0	65
4.1380013071427573e-08	0.9446571	0.2513645	0.019189555	3.747315e-18	-0	65
4.139018227826165e-08	0.94824815	0.23466773	0.025587976	3.4592952e-18	-0	65
4.140017682472545e-08	0.9581052	0.19838594	0.03386063	2.829465e-18	-0	65
4.141011591802439e-08	0.9610744	0.17029072	0.01855345	2.6029203e-18	-0	65
4.142002916531306e-08	0.9620782	0.15337041	0.012974729	3.4576772e-18	-0	65
4.14301835068635e-08	0.962112	0.12524578	0.015482775	2.7538315e-18	-0	65
4.1440086389720494e-08	0.9691558	0.12109124	0.009021037	3.0240846e-18	-0	65
4.145010045983786e-08	0.97396934	0.104600355	0.00285199	3.6542982e-18	-0	65
4.1460090458019915e-08	0.9740976	0.11205274	-0.011474997	2.9964992e-18	-0	65
4.147005933887064e-08	0.9740477	0.13406517	-0.02294302	1.8960442e-18	-0	65
4.1480196261501796e-08	0.9682076	0.17519008	-0.03371237	5.663257e-19	-0	65
4.149012595292073e-08	0.9558296	0.23105833	-0.035560336	2.29722e-18	-0	65
4.150018309822487e-08	0.9422438	0.27754372	-0.029675927	1.2111113e-18	-0	65
4.151005029303526e-08	0.9270075	0.31648704	-0.022296755	2.174269e-18	-0	65
4.152017493954416e-08	0.91713375	0.33848706	-0.014993905	2.220094e-18	-0	65
4.153008010852341e-08	0.9096602	0.3595131	-0.017104119	2.9205884e-18	-0	65
4.154001908898765e-08	0.906838	0.3813417	-0.020277929	1.9811151e-18	-0	65
4.155019547464054e-08	0.8979758	0.4084015	-0.017205656	3.1077171e-18	-0	65
4.156006693745449e-08	0.8854002	0.43011463	-0.012254867	2.7193319e-18	-0	65
4.15700849006271e-08	0.87881124	0.44231457	-0.023943547	1.4587577e-18	-0	65
4.158016918475097e-08	0.863122	0.4741784	-0.022026032	1.1078514e-18	-0	65
4.159008538648509e-08	0.84520966	0.5035481	-0.016942743	3.5016466e-18	-0	65
4.16000459693219e-08	0.83698857	0.5118869	-0.00022783523	3.6592328e-18	-0	65
4.1610090869684265e-08	0.83703816	0.50826705	0.0035299142	2.5151078e-18	-0	65
4.162020152618937e-08	0.8350165	0.5067853	0.0011516926	3.412148e-18	-0	65
4.163013899379224e-08	0.83583593	0.507032	0.002935607	1.7906853e-18	-0	65
4.1640134850564245e-08	0.82877314	0.51792574	-0.007207255	2.307331e-18	-0	65
4.165009616189787e-08	0.81704414	0.53003937	-0.008497858	4.218591e-18	-0	65
4.16601310584388e-08	0.8072219	0.54187196	-0.011472895	2.6865867e-18	-0	65
4.1670181843040964e-08	0.7991919	0.54974794	-0.011778725	1.0950539e-18	-0	65
4.1680168145553646e-08	0.79987305	0.55514956	-0.003335599	2.4403834e-18	-0	65
4.169011298117652e-08	0.80108964	0.558405	0.006507914	2.2838786e-18	-0	65
4.170005807695975e-08	0.81478786	0.5465705	0.006922178	2.238511e-18	-0	65
4.171010402933825e-08	0.8154552	0.54930305	-0.0015217438	4.487142e-18	-0	65
4.172010524729192e-08	0.81045735	0.55663997	-0.011547248	3.383471e-18	-0	65
4.173001748133929e-08	0.78938776	0.5890186	-0.026884666	1.6730083e-18	-0	65
4.1740189012407344e-08	0.7702835	0.6140785	-0.021738952	2.5730828e-18	-0	65
4.1750010486054785e-08	0.7435265	0.64151996	-0.014347037	2.2442206e-18	-0	65
4.176004734140641e-08	0.73462206	0.65180135	-0.010189016	1.7562916e-18	-0	65
4.1770004945052616e-08	0.7324411	0.6548037	0.0033873068	1.9417542e-18	-0	65
4.178011454519311e-08	0.7277843	0.6585358	0.0067343735	3.9215396e-18	-0	65
4.179010068479271e-08	0.7384199	0.6490544	0.008656853	3.0644308e-18	-0	65
4.180009346249547e-08	0.7570274	0.62989956	0.00783927	3.1511863e-18	-0	65
4.181001959191521e-08	0.7677492	0.6138403	0.0059691044	2.0042752e-18	-0	65
4.182007413570778e-08	0.77289826	0.6080393	0.008256185	2.3761946e-18	-0	65
4.183003451497974e-08	0.76811796	0.61075735	0.0002480319	1.0196423e-18	-0	65
4.1840066350772474e-08	0.7736751	0.5990305	0.0076471074	1.5116536e-18	-0	65
4.185017847199104e-08	0.7865855	0.5737988	0.01945987	3.1609803e-18	-0	65
4.1860118099689766e-08	0.8117028	0.5400115	0.023258576	1.0005519e-18	-0	65
4.187001427111082e-08	0.8311314	0.5097358	0.017548613	2.0989408e-18	-0	65
4.1880186743557485e-08	0.84450835	0.49235982	0.0131476205	2.2308255e-18	-0	65
4.189010599859605e-08	0.85902953	0.46953186	0.0058327233	2.6649813e-18	-0	65
4.19000968570264e-08	0.86161	0.46461582	0.0068262094	2.4059142e-18	-0	65
4.191012625062998e-08	0.8712393	0.44574377	0.01587001	2.2914452e-18	-0	65
4.192014566177252e-08	0.87616396	0.43893167	0.009319677	3.4629145e-18	-0	65
4.19300741520035e-08	0.8839384	0.42470735	0.018720586	3.0336737e-18	-0	65
4.1940057006216215e-08	0.8942498	0.39442343	0.011847983	2.8090634e-18	-0	65
4.195003617632784e-08	0.91143656	0.35516545	0.029885978	2.9112084e-18	-0	65
4.196012638853803e-08	0.9234564	0.32073608	0.033600926	1.4865121e-18	-0	65
4.1970115875041685e-08	0.9339515	0.2970207	0.040651966	8.4837257e-19	-0	65
4.198016678338699e-08	0.95283186	0.23272792	0.0369582	3.2204755e-18	-0	65
4.199003949376758e-08	0.96135354	0.18749414	0.031976745	3.5302104e-18	-0	65
4.20001229385685e-08	0.96690494	0.14616433	0.024687245	1.6648132e-18	-0	65
4.201017228057358e-08	0.9668454	0.12015863	0.014036545	2.3934564e-18	-0	65
4.2020040404134535e-08	0.9697824	0.09741396	0.022054823	3.3289234e-18	-0	65
4.203000702530039e-08	0.97054523	0.07200512	0.026449526	4.274698e-18	-0	65
4.20400186644449e-08	0.9753543	0.050638787	0.013515283	2.0299777e-18	-0	65
4.2050177501903744e-08	0.97575295	0.029518107	0.02095246	3.5519036e-18	-0	65
4.206010644972626e-08	0.978012	-0.012330985	0.03279144	2.3932424e-18	-0	65
4.2070176096875584e-08	0.9786538	-0.052617155	0.041819733	2.7272019e-18	-0	65
4.2080067809536e-08	0.971752	-0.11232061	0.039335705	3.6182034e-18	-0	65
4.2090124927140296e-08	0.9656186	-0.15361166	0.034267478	3.206637e-18	-0	65
4.210017124230435e-08	0.9611768	-0.18336582	0.036968376	3.8296564e-18	-0	65
4.2110074960143154e-08	0.95258963	-0.22826976	0.023683226	2.7781167e-18	-0	65
4.2120019958938466e-08	0.944516	-0.25604233	0.006432703	3.96304e-18	-0	65
4.2130053163952334e-08	0.9478397	-0.24698097	-0.01573879	1.8925404e-18	-0	65
4.214002825790274e-08	0.9504418	-0.24621996	-0.010729591	2.2361635e-18	-0	65
4.2150028788954134e-08	0.95658857	-0.21767245	-0.014298661	1.1648589e-18	-0	65
4.216008569528287e-08	0.9552287	-0.2163471	0.000642436	3.2222943e-18	-0	65
4.2170033276324336e-08	0.95872605	-0.20539492	-0.0015475889	3.4463957e-18	-0	65
4.2180063488552e-08	0.9560949	-0.21752441	-0.003807391	1.8359993e-18	-0	65
4.2190165739430175e-08	0.95009744	-0.21291383	-0.0073472285	2.8296182e-18	-0	65
4.220006334636519e-08	0.95349014	-0.20164098	-0.0013751409	1.8565802e-18	-0	65
4.221011234362491e-08	0.954296	-0.19921423	0.0024108435	2.117817e-18	-0	65
4.2220104306197325e-08	0.9561445	-0.21558616	0.005937475	1.4759743e-18	-0	65
4.22301855751913e-08	0.9535054	-0.23017208	0.0028638302	2.9901822e-18	-0	65
4.2240181936706904e-08	0.9543927	-0.23827566	0.012243083	1.7284343e-18	-0	65
4.2250186600784804e-08	0.9510606	-0.23396307	0.007988472	3.1321949e-18	-0	65
4.226014529551485e-08	0.94959515	-0.22832164	-0.013600607	3.073265e-18	-0	65
4.22700114389274e-08	0.9543034	-0.20914546	-0.02238588	2.5027694e-18	-0	65
4.228001157081088e-08	0.9590997	-0.18081094	-0.026384221	2.818949e-18	-0	65
4.229007741040061e-08	0.9697338	-0.122888304	-0.035434105	2.520211e-18	-0	65
4.2300188453551126e-08	0.9766869	-0.08675723	-0.03092655	3.495067e-18	-0	65
4.231006046670703e-08	0.9804755	-0.04634703	-0.034202233	2.9981352e-18	-0	65
4.232000862250992e-08	0.98158765	0.0156234875	-0.038478583	2.6000578e-18	-0	65
4.233013646709004e-08	0.9819523	0.049028005	-0.028866762	3.4564706e-18	-0	65
4.234000427070067e-08	0.97929907	0.08515823	-0.028984407	2.611224e-18	-0	65
4.2350027756423984e-08	0.9711272	0.12858534	-0.022285428	2.1709996e-18	-0	65
4.2360160327085e-08	0.9656999	0.14477544	-0.018630093	2.9147008e-18	-0	65
4.2370091092797966e-08	0.96055156	0.16921708	-0.0111401165	3.9642312e-18	-0	65
4.238004229179095e-08	0.9590211	0.17880456	0.0022588817	1.6689161e-18	-0	65
4.239014918430593e-08	0.9635123	0.1582628	0.011424671	2.8626647e-18	-0	65
4.240009017277468e-08	0.967834	0.13465232	0.022947218	2.285962e-18	-0	65
4.241018488689565e-08	0.9711828	0.1151356	0.01818207	3.5774035e-18	-0	65
4.242006547184902e-08	0.97044504	0.08867004	0.015562934	2.4348907e-18	-0	65
4.243014204380881e-08	0.9716797	0.0742181	0.02024643	1.471721e-18	-0	65
4.2440073675479243e-08	0.976075	0.039322004	0.031721883	1.3251569e-18	-0	65
4.245004428901604e-08	0.980086	-0.007586334	0.026726834	1.3780398e-18	-0	65
4.2460195754627645e-08	0.97735375	-0.031110505	0.019838396	1.9075684e-18	-0	65
4.247012299185248e-08	0.9751302	-0.061295137	0.018459832	1.6632937e-18	-0	65
4.248004802579381e-08	0.97317576	-0.081840195	0.012339521	2.1182753e-18	-0	65
4.24901682415568e-08	0.9717517	-0.09959646	0.0053736577	3.8801703e-18	-0	65
4.2500092561476806e-08	0.9733697	-0.09831537	-0.0065366104	3.069092e-18	-0	65
4.2510190990759426e-08	0.9777142	-0.086644374	-0.0043616123	4.340364e-19	-0	65
4.2520138094473354e-08	0.9789892	-0.049983807	-0.022999687	3.7400008e-18	-0	65
4.253008022893072e-08	0.97796625	-0.017146137	-0.016568253	2.7199576e-18	-0	65
4.254005990685578e-08	0.97682124	0.013026358	-0.023423018	3.03868e-18	-0	65
4.255019586308874e-08	0.9781449	0.04913987	-0.0243804	1.7029754e-18	-0	65
4.2560125791993304e-08	0.9766999	0.07304798	-0.011949583	2.5590919e-18	-0	65
4.257006944245438e-08	0.9745411	0.080959566	-0.0070175696	2.3988337e-18	-0	65
4.258002250295597e-08	0.9746579	0.09639433	-0.0056656757	3.6317075e-18	-0	65
4.2590116562557326e-08	0.97710586	0.099288836	-0.009450098	2.7503414e-18	-0	65
4.260017732565024e-08	0.97614354	0.102940224	-0.0009328533	2.0151327e-18	-0	65
4.261007605468401e-08	0.97657156	0.112282366	-0.0043988125	1.5050325e-18	-0	65
4.262013366123853e-08	0.97230303	0.12775004	-0.018231332	2.3113105e-18	-0	65
4.2630052336223464e-08	0.96568465	0.16028287	-0.020034757	1.5158349e-18	-0	65
4.264013729018011e-08	0.9597001	0.1848817	-0.016720347	2.5071594e-18	-0	65
4.2650043574612367e-08	0.9593913	0.198243	0.0026302992	3.305934e-18	-0	65
4.266007576650809e-08	0.9595096	0.20189944	-0.0073157507	2.0879923e-18	-0	65
4.267019388204822e-08	0.9561395	0.2176956	-0.009901075	2.1021308e-18	-0	65
4.2680113055101626e-08	0.95227784	0.22859436	0.0014155712	2.3051944e-18	-0	65
4.269009536755513e-08	0.9487253	0.2295539	-0.0040259226	2.9093098e-18	-0	65
4.270019467248873e-08	0.9487685	0.2267802	0.006611077	2.5760964e-18	-0	65
4.271005430484252e-08	0.954728	0.21830904	0.008326092	2.2435547e-18	-0	65
4.272008946826132e-08	0.9627748	0.198238	0.010327205	3.217942e-18	-0	65
4.273007200135651e-08	0.9642309	0.19286823	0.0067243185	2.7533468e-18	-0	65
4.274001528464755e-08	0.9660031	0.16986878	0.0064974353	2.1153295e-18	-0	65
4.275013307904088e-08	0.9628532	0.15333524	0.006246157	2.4860597e-18	-0	65
4.2760148895072535e-08	0.960105	0.14011	0.0013001949	3.1090212e-18	-0	65
4.2770164798616396e-08	0.9659264	0.12961508	0.013761325	1.2759967e-18	-0	65
4.2780119124657976e-08	0.97012645	0.10944658	0.018401358	3.427614e-18	-0	65
4.279012190078585e-08	0.9741423	0.08434471	0.024609977	4.0616193e-18	-0	65
4.280012276254331e-08	0.97797	0.03505504	0.02698748	2.7286846e-18	-0	65
4.281017934816352e-08	0.9795047	-0.010663356	0.017643746	3.3913998e-18	-0	65
4.282013266804801e-08	0.9793647	-0.035629153	0.024975881	3.6810414e-18	-0	65
4.2830073841846095e-08	0.98001754	-0.05865412	0.017931929	3.4193738e-18	-0	65
4.2840177321286306e-08	0.9794531	-0.06335273	0.02068454	3.0267686e-18	-0	65
4.285011920471225e-08	0.97737724	-0.0945301	0.018241765	2.1942018e-18	-0	65
4.286002172702667e-08	0.97322416	-0.11045863	0.003441142	2.8203693e-18	-0	65
4.2870199005028504e-08	0.9703062	-0.1076881	-0.006050401	2.4288358e-18	-0	65
4.288017753811294e-08	0.9724721	-0.0842924	-0.0055747926	2.2559101e-18	-0	65
4.289015941796731e-08	0.9736611	-0.065703794	-0.0021610009	1.8369713e-18	-0	65
4.290015996565441e-08	0.9778242	-0.050786186	-0.007819192	2.051393e-18	-0	65
4.291009747551392e-08	0.9753136	-0.04031246	-0.0043740678	2.0132929e-18	-0	65
4.2920074989488484e-08	0.97603726	-0.025273902	0.0007957633	2.617325e-18	-0	65
4.293008224447119e-08	0.9736335	-0.034659274	0.010756246	3.6281846e-18	-0	65
4.2940007604770094e-08	0.9753501	-0.048334002	0.012544883	2.0996168e-18	-0	65
4.29500222292488e-08	0.97734565	-0.051477224	0.0038400479	3.131968e-18	-0	65
4.2960149409406824e-08	0.9807572	-0.043755777	0.003974857	3.3390814e-18	-0	65
4.2970187351643336e-08	0.9830688	-0.045386054	0.0010622336	2.2340525e-18	-0	65
4.2980190836733814e-08	0.9814999	-0.052205134	0.00514628	3.1317771e-18	-0	65
4.2990070005175906e-08	0.9791125	-0.05012211	0.008051792	1.8854767e-18	-0	65
4.3000164429937295e-08	0.97595745	-0.07493001	0.003688495	2.8626696e-18	-0	65
4.301008589904782e-08	0.97732353	-0.07149908	-0.004182084	2.9158007e-18	-0	65
4.302018213331498e-08	0.97705525	-0.055581454	0.0013490176	2.7914812e-18	-0	65
4.3030093671225736e-08	0.97924775	-0.06515213	0.011910204	2.8042411e-18	-0	65
4.3040168641997334e-08	0.982122	-0.08097927	0.0063175336	2.0654255e-18	-0	65
4.305010457637592e-08	0.98028845	-0.09500107	-0.0007211349	3.383778e-18	-0	65
4.306015510388044e-08	0.9798321	-0.083032265	-0.005745514	1.9821524e-18	-0	65
4.307013799169268e-08	0.9791986	-0.05628028	-0.01686556	2.7970045e-18	-0	65
4.308017560925504e-08	0.97427195	-0.039044753	-0.008683756	3.2794992e-18	-0	65
4.3090070865676235e-08	0.9725825	-0.029636696	0.0058571612	1.8456924e-18	-0	65
4.310000799760533e-08	0.9736411	-0.038157452	0.0009532629	2.2280395e-18	-0	65
4.3110131681636614e-08	0.97723997	-0.041239504	-0.0036427171	1.997355e-18	-0	65
4.312008128537745e-08	0.9830485	-0.022820631	-0.009331734	1.8773745e-18	-0	65
4.3130028333367404e-08	0.98219055	-0.016445208	-0.015606516	3.0945197e-18	-0	65
4.3140130509539945e-08	0.97727835	0.004610334	-0.018622158	2.6966146e-18	-0	65
4.315010772082828e-08	0.9731878	0.031075593	-0.014898575	2.3433187e-18	-0	65
4.3160150709337464e-08	0.97092223	0.051140204	-0.017278466	3.0419213e-18	-0	65
4.317008819360126e-08	0.97010636	0.06929141	-0.010323439	2.6346596e-18	-0	65
4.3180019863621277e-08	0.9764791	0.0689337	0.009703867	1.5786452e-18	-0	65
4.3190188045024816e-08	0.9786282	0.050654992	0.0010634403	1.7484485e-18	-0	65
4.3200161268297175e-08	0.97955203	0.043258946	0.0043274327	2.41053e-18	-0	65
4.321017824047477e-08	0.97861546	0.013136329	0.008810911	3.344776e-18	-0	65
4.3220102023160295e-08	0.97568893	0.0074855867	0.0032380582	2.392356e-18	-0	65
4.323008246339632e-08	0.97139597	-0.0067299064	0.011163398	3.1125e-18	-0	65
4.3240158986247775e-08	0.9657294	-0.03365756	0.017899146	1.2315216e-18	-0	65
4.325016627106339e-08	0.9712947	-0.044855434	0.0061965855	3.1048226e-18	-0	65
4.326015539097434e-08	0.97658473	-0.048068043	0.0050675287	1.7114177e-18	-0	65
4.327014424615418e-08	0.9806878	-0.05350657	0.010373756	2.856873e-18	-0	65
4.3280114334297485e-08	0.9808054	-0.08050313	0.012220011	2.4609115e-18	-0	65
4.3290010249550454e-08	0.9764884	-0.11240269	0.012214964	3.190614e-18	-0	65
4.330008959806692e-08	0.97265416	-0.124075696	0.0051991055	3.2313083e-18	-0	65
4.3310001866583155e-08	0.96576524	-0.14439934	0.0065575577	2.4841516e-18	-0	65
4.3320152179510696e-08	0.96065754	-0.16071264	0.010544643	1.441372e-18	-0	65
4.333003646720052e-08	0.95788604	-0.17993176	0.008004875	2.8953327e-18	-0	65
4.334018626156276e-08	0.9609163	-0.16457453	0.0016268272	3.077358e-18	-0	65
4.3350074259870745e-08	0.957905	-0.16756412	0.007314957	3.37763e-18	-0	65
4.336019303001891e-08	0.957435	-0.15833631	-0.0011495992	2.872321e-18	-0	65
4.33700334534955e-08	0.95809954	-0.16656858	-0.006701802	1.4235893e-18	-0	65
4.338001465903882e-08	0.9559044	-0.16797775	0.0055732373	2.5191815e-18	-0	65
4.339000441843043e-08	0.9536809	-0.16461301	-0.013428968	1.957749e-18	-0	65
4.340003987773709e-08	0.95957017	-0.12932429	-0.019258963	2.4565353e-18	-0	65
4.3410123000552946e-08	0.96579796	-0.1250714	-0.013151199	3.8105498e-18	-0	65
4.342017996745771e-08	0.97221994	-0.10459139	-0.013002904	2.5207971e-18	-0	65
4.343000228566926e-08	0.9776634	-0.06894827	-0.023663733	2.529913e-18	-0	65
4.3440151645767505e-08	0.98136425	-0.023273468	-0.02542589	2.5870388e-18	-0	65
4.345016347142428e-08	0.9837199	-0.0007214375	-0.019452946	3.766707e-18	-0	65
4.3460107293112354e-08	0.98071444	0.03324126	-0.026488172	1.9002982e-18	-0	65
4.3470076895591085e-08	0.97552806	0.04778402	-0.017243136	2.2270374e-18	-0	65
4.3480089866081495e-08	0.96808285	0.070419244	-0.018594794	2.3695418e-18	-0	65
4.349008057116955e-08	0.9689588	0.08055088	-0.010781847	1.947225e-18	-0	65
4.3500031474871796e-08	0.9730237	0.100684725	-0.010654787	3.068433e-18	-0	65
4.351009721815202e-08	0.9755156	0.119617015	-0.01829765	9.700267e-19	-0	65
4.352001693736204e-08	0.96932256	0.14985196	-0.012744243	3.3630885e-18	-0	65
4.353019286322635e-08	0.9666151	0.16577473	-0.005646337	2.7926031e-18	-0	65
4.354020625719491e-08	0.95989746	0.1865984	-0.0040658736	2.8054538e-18	-0	65
4.355007731443993e-08	0.96296465	0.17239077	0.007959345	2.8833504e-18	-0	65
4.356015053550982e-08	0.9649735	0.14746971	0.012153645	3.4540885e-18	-0	65
4.3570162882941365e-08	0.96937305	0.124599144	0.012186437	2.7497723e-18	-0	65
4.3580143149701764e-08	0.9757778	0.10823568	0.015647493	2.8307113e-18	-0	65
4.3590081661022425e-08	0.9772624	0.09938555	0.00014926959	2.3599637e-18	-0	65
4.360003044665126e-08	0.9773647	0.093792304	-0.0024672188	1.0031651e-18	-0	65
4.3610161318323346e-08	0.97495866	0.092068344	0.005484636	1.3182865e-18	-0	65
4.362011836859256e-08	0.97423947	0.08480381	0.0017840287	2.984234e-18	-0	65
4.3630045227671946e-08	0.97468317	0.08251813	0.0027986683	3.069591e-18	-0	65
4.3640186588780713e-08	0.9772694	0.08021631	0.0031985927	2.9769078e-18	-0	65
4.36500030781536e-08	0.9787768	0.07044131	0.022205113	3.7116703e-18	-0	65
4.366014935855107e-08	0.9817528	0.042232573	0.0140205175	2.5741323e-18	-0	65
4.367010287989154e-08	0.97971475	-0.0050511356	0.022749746	2.366231e-18	-0	65
4.368000797639918e-08	0.97905636	-0.017479094	0.007755301	2.888538e-18	-0	65
4.369011775588952e-08	0.9785341	-0.038773015	0.014775088	2.2533347e-18	-0	65
4.370000066642596e-08	0.9810661	-0.043508768	-0.0005455097	1.6829864e-18	-0	65
4.371008992668628e-08	0.9810556	-0.03742199	-0.01594159	2.5597962e-18	-0	65
4.3720092435787394e-08	0.9806731	-0.0034600801	-0.016990094	2.8067448e-18	-0	65
4.373001892549663e-08	0.9789111	0.031768106	-0.02374653	2.0989836e-18	-0	65
4.374008722474028e-08	0.9764074	0.06059273	-0.024680695	1.4273372e-18	-0	65
4.3750127348727927e-08	0.97178125	0.08142274	-0.010484954	2.4072083e-18	-0	65
4.376014335178833e-08	0.97157294	0.09005068	-0.004134721	1.8804187e-18	-0	65
4.377003205089277e-08	0.97192806	0.098431595	-0.008854703	2.6869742e-18	-0	65
4.3780049398266625e-08	0.97280663	0.1102533	-0.005653563	2.5460115e-18	-0	65
4.379002034860745e-08	0.9698528	0.1136449	-0.0036017806	2.2895156e-18	-0	65
4.380002652100809e-08	0.9717052	0.09607274	0.022757016	3.6158257e-18	-0	65
4.3810103076092804e-08	0.9759352	0.06281056	0.025273997	2.5463128e-18	-0	65
4.3820034395397933e-08	0.9775541	0.031305216	0.019224588	3.1211332e-18	-0	65
4.3830181813735597e-08	0.97739726	0.024985593	0.011468081	2.4528598e-18	-0	65
4.384001002858209e-08	0.97437006	0.025227694	-0.0038008867	3.2550122e-18	-0	65
4.385014314124294e-08	0.97499985	0.03649336	0.00011367125	3.0069204e-18	-0	65
4.3860156738779914e-08	0.9760858	0.04171484	-0.007887328	2.4182584e-18	-0	65
4.387016423427122e-08	0.9745363	0.050872568	-0.0020078379	1.9890472e-18	-0	65
4.3880071450200426e-08	0.97383094	0.056034468	-0.0054322733	1.8484408e-18	-0	65
4.389003549401041e-08	0.9744025	0.06079793	-0.0015288157	3.8756133e-18	-0	65
4.3900045111538834e-08	0.980054	0.049685743	0.002798876	2.4381897e-18	-0	65
4.3910036124355493e-08	0.9795797	0.040306922	-0.0027227702	4.863153e-18	-0	65
4.392003139389752e-08	0.97531325	0.043693375	0.0006850817	1.8108473e-18	-0	65
4.393020454556042e-08	0.9667065	0.04565929	0.00012178421	3.5663793e-18	-0	65
4.394001916773519e-08	0.9680239	0.03424901	0.0038992595	1.9556123e-18	-0	65
4.395016957207116e-08	0.97631943	0.052404325	-0.0098603815	2.7100354e-18	-0	65
4.396006438550067e-08	0.98047346	0.060551908	-0.013926161	1.806889e-18	-0	65
4.3970024580653953e-08	0.9788515	0.08059471	-0.022834998	1.5919662e-18	-0	65
4.398017960975189e-08	0.97400373	0.11134908	-0.024634387	2.7444777e-18	-0	65
4.399007960228809e-08	0.9655789	0.13457714	-0.026499547	2.181352e-18	-0	65
4.400004084292426e-08	0.9567333	0.16073574	-0.015477802	3.3045952e-18	-0	65
4.4010188437999204e-08	0.95494664	0.17608406	0.000115609015	2.2804693e-18	-0	65
4.4020062951619175e-08	0.9564937	0.19328484	-0.0071901553	2.003633e-18	-0	65
4.403002612375495e-08	0.9577068	0.20549679	-0.009515123	3.8042574e-18	-0	65
4.404012143742181e-08	0.95876855	0.21623649	-0.0020309656	3.037679e-18	-0	65
4.405004493777463e-08	0.9563427	0.21510094	0.005553465	9.023603e-19	-0	65
4.406017807788292e-08	0.9571386	0.19962792	0.010007323	2.651228e-18	-0	65
4.407001316453253e-08	0.960956	0.1869963	0.012204464	3.3915799e-18	-0	65
4.4080061405996555e-08	0.9649191	0.16732275	0.01565598	1.4327185e-18	-0	65
4.409016516059754e-08	0.9684918	0.14295408	0.021393457	1.7772978e-18	-0	65
4.4100015081601565e-08	0.9710842	0.12417937	0.02125454	2.7704562e-18	-0	65
4.411017367765621e-08	0.9722811	0.0986892	0.014397884	2.424692e-18	-0	65
4.4120123029444715e-08	0.9722627	0.08286624	0.005882343	2.4935535e-18	-0	65
4.413013811918868e-08	0.9710168	0.089876145	0.0062797144	2.4024714e-18	-0	65
4.41400420555223e-08	0.97445875	0.079700306	0.009665291	2.919104e-18	-0	65
4.41501206523158e-08	0.9731945	0.058793318	0.006539088	1.9367487e-18	-0	65
4.41601039436709e-08	0.9702514	0.054956403	0.001336857	2.486186e-18	-0	65
4.417016531408205e-08	0.9723906	0.038896162	0.0027187273	1.6390685e-18	-0	65
4.418012239543836e-08	0.97478265	0.020520907	0.0102500655	3.867219e-18	-0	65
4.4190010896785324e-08	0.9764885	0.0064370143	0.00068379426	3.615761e-18	-0	65
4.420018256494683e-08	0.97565	0.007907083	-0.0018138054	1.6969843e-18	-0	65
4.421016847342779e-08	0.97828394	0.01973802	-0.0031021908	1.1531309e-18	-0	65
4.422005667585037e-08	0.9773939	0.014596012	-0.0029494215	1.7322898e-18	-0	65
4.4230000415262064e-08	0.9753961	0.023836855	0.0070616435	2.8319707e-18	-0	65
4.4240066476560594e-08	0.97915715	0.012470125	-0.0024208797	1.6925308e-18	-0	65
4.4250026379201044e-08	0.97983456	0.013343128	-0.007888162	2.2047397e-18	-0	65
4.4260146214831346e-08	0.9778655	0.024855608	-0.010786229	2.4580966e-18	-0	65
4.4270082602086026e-08	0.97494304	0.034781817	-0.0144570535	2.9492188e-18	-0	65
4.4280163620784914e-08	0.9717689	0.040457677	-0.004916125	1.5755521e-18	-0	65
4.429016443648599e-08	0.97198105	0.044863716	0.0071237027	2.9907844e-18	-0	65
4.430013726972671e-08	0.9770315	0.0289388	0.0123176575	1.986637e-18	-0	65
4.4310181355187926e-08	0.97857046	0.02034123	0.012732423	1.7841589e-18	-0	65
4.432000949274879e-08	0.9795615	0.006035318	0.0058704866	1.5555853e-18	-0	65
4.433011558245781e-08	0.98129916	-0.009387798	0.009393065	2.126399e-18	-0	65
4.434003490056731e-08	0.978587	-0.00051556365	0.004494173	2.3730308e-18	-0	65
4.435010888317971e-08	0.97803813	-0.004101613	-0.0030516337	2.1439134e-18	-0	65
4.436003993500829e-08	0.97386366	-0.014525758	-0.0022784472	3.4287158e-18	-0	65
4.437015425760293e-08	0.96975213	-0.013692046	-0.0019752644	1.7967602e-18	-0	65
4.438012515225647e-08	0.9667135	-0.008085505	-0.0022254589	4.216046e-18	-0	65
4.439009637906307e-08	0.9709493	-0.01188388	-0.0009872321	2.8872741e-18	-0	65
4.4400078133615555e-08	0.9761936	-0.009580353	-0.0015374213	2.5512308e-18	-0	65
4.441006122657535e-08	0.9783815	-0.0022870651	-0.006824528	2.2999455e-18	-0	65
4.442017249240413e-08	0.9811827	0.01889729	-0.0034800805	2.5326568e-18	-0	65
4.4430066939935557e-08	0.9804985	0.019681437	0.0012360048	2.6731535e-18	-0	65
4.444000043571709e-08	0.9784063	0.015599926	0.0137051605	2.9608487e-18	-0	65
