# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Length (nm)
2.981006321368486e-08	0.9798026	0.06298112	0.020625187	2.355056e-18	-0	65
2.982005502371747e-08	0.976502	0.027685078	0.012985965	1.5159096e-18	-0	65
2.9830016334072847e-08	0.9749568	0.007702523	0.013731851	3.7211866e-18	-0	65
2.984017957545406e-08	0.97281075	-0.016801568	0.021774169	2.5751539e-18	-0	65
2.985012377731209e-08	0.97191757	-0.04135129	0.013982448	2.1190428e-18	-0	65
2.9860162256100156e-08	0.9741551	-0.06569627	0.023662847	3.2550328e-18	-0	65
2.98700877089785e-08	0.9787045	-0.065229885	0.015475043	3.1121153e-18	-0	65
2.9880162816475836e-08	0.97997373	-0.08004677	0.019826027	2.8490884e-18	-0	65
2.989006571090458e-08	0.9765975	-0.10426783	0.014713494	1.2237971e-18	-0	65
2.990004019306047e-08	0.9721663	-0.12034907	0.0048339674	3.031855e-18	-0	65
2.99100658772991e-08	0.9720294	-0.12186592	0.004936458	1.9441168e-18	-0	65
2.992004179778352e-08	0.9677354	-0.13838266	0.008984309	3.670621e-18	-0	65
2.993015468619083e-08	0.9625067	-0.16425818	0.0030049898	1.7697546e-18	-0	65
2.9940117926603126e-08	0.9574826	-0.16810541	0.0067657526	3.7888884e-18	-0	65
2.9950058917565426e-08	0.9532303	-0.18841976	0.006146201	2.3675156e-18	-0	65
2.9960120027338316e-08	0.9601353	-0.18211246	0.004550657	4.0074212e-18	-0	65
2.997015202471151e-08	0.96323335	-0.18151829	0.00016192535	2.791645e-18	-0	65
2.998004887815479e-08	0.9647782	-0.18965317	-3.8122518e-05	3.4825127e-18	-0	65
2.9990031785048326e-08	0.96180475	-0.20620151	0.0027076697	3.298165e-18	-0	65
3.000016092903184e-08	0.9604397	-0.21094964	0.0052264715	3.0919023e-18	-0	65
3.001003707162399e-08	0.9556036	-0.22442356	0.0047904905	2.3582502e-18	-0	65
3.002020174018456e-08	0.9526785	-0.22831057	-0.0047415365	2.7309569e-18	-0	65
3.003006380922983e-08	0.9493804	-0.2254864	-0.0028078125	3.3384894e-18	-0	65
3.004014725293156e-08	0.9495469	-0.21713628	-0.0197552	7.7730054e-19	-0	65
3.0050148531031234e-08	0.955736	-0.1877018	-0.02001406	3.783902e-18	-0	65
3.006001574114332e-08	0.96186256	-0.16276105	-0.013682427	4.0950056e-18	-0	65
3.007019364335566e-08	0.96929526	-0.13507098	-0.014580292	2.654479e-18	-0	65
3.008014145840336e-08	0.9730575	-0.106652305	-0.016893921	1.9528034e-18	-0	65
3.009006502703935e-08	0.9721105	-0.10255176	-0.0031768456	2.1198776e-18	-0	65
3.0100062814988054e-08	0.9717945	-0.10542948	-0.014334637	2.7449352e-18	-0	65
3.011015455489104e-08	0.9751469	-0.08143783	-0.017502712	2.0156688e-18	-0	65
3.0120108898441166e-08	0.97966635	-0.063962236	-0.01712195	2.9183894e-18	-0	65
3.0130093438525076e-08	0.9783513	-0.03982264	-0.023474943	1.4583746e-18	-0	65
3.014004544743508e-08	0.9803866	0.0059315045	-0.029278299	4.281071e-18	-0	65
3.0150179156583016e-08	0.9767666	0.06540086	-0.041511945	2.9806173e-18	-0	65
3.016013699083102e-08	0.9724994	0.10662854	-0.031110516	9.480878e-19	-0	65
3.017006282622246e-08	0.9676955	0.14825545	-0.031762045	2.5584194e-18	-0	65
3.018008287705691e-08	0.9618697	0.17575942	-0.017189806	3.494754e-18	-0	65
3.019000980834951e-08	0.95322484	0.2099815	-0.021843534	2.1358928e-18	-0	65
3.020019711563416e-08	0.94502085	0.24366002	-0.028533451	1.6185056e-18	-0	65
3.021011078063557e-08	0.9352515	0.2743965	-0.026930256	1.847304e-18	-0	65
3.022004350462903e-08	0.926136	0.30231336	-0.023899365	1.6521241e-18	-0	65
3.023001930278072e-08	0.9159936	0.32663226	-0.03124487	3.853308e-18	-0	65
3.0240083487325743e-08	0.905711	0.36552632	-0.030307136	1.8961378e-18	-0	65
3.0250062497048426e-08	0.89244854	0.40043125	-0.028010696	2.1427034e-18	-0	65
3.026000927398198e-08	0.8795001	0.4300951	-0.0275586	2.0696712e-18	-0	65
3.027010407031088e-08	0.8628327	0.46411875	-0.02308308	1.7662841e-18	-0	65
3.028005383769818e-08	0.85818624	0.48031414	-0.0077248444	1.6672657e-18	-0	65
3.02901339201536e-08	0.8525998	0.4829492	-0.00427235	2.6804366e-18	-0	65
3.030015856982173e-08	0.8485023	0.48789862	-0.0024830867	3.9328894e-18	-0	65
3.031016250296144e-08	0.84618074	0.4914866	-0.009951813	2.9891112e-18	-0	65
3.0320108719060104e-08	0.8466485	0.48988327	0.0024224403	2.3547245e-18	-0	65
3.0330033887575466e-08	0.8450089	0.48911762	0.008907463	3.320095e-18	-0	65
3.03400690507514e-08	0.8516976	0.4775113	0.012574304	1.7188513e-18	-0	65
3.035008809375108e-08	0.8519258	0.46900073	0.009389947	2.6173355e-18	-0	65
3.0360136274411754e-08	0.8656094	0.45372057	0.021467175	1.1210751e-18	-0	65
3.037015491534254e-08	0.8863763	0.42389065	0.019112296	2.3777673e-18	-0	65
3.038006287762636e-08	0.895294	0.40471625	0.015800983	2.807155e-18	-0	65
3.0390011201599946e-08	0.90368235	0.38126695	0.003246536	3.7014885e-18	-0	65
3.0400010105987265e-08	0.9092268	0.3576883	0.025294306	1.8192338e-18	-0	65
3.041003669010241e-08	0.921544	0.3273149	0.027264727	2.8947965e-18	-0	65
3.042013013809758e-08	0.9328601	0.29388863	0.02870587	2.8986322e-18	-0	65
3.0430076741345615e-08	0.9488088	0.24559197	0.032169133	3.9079205e-18	-0	65
3.044015646405914e-08	0.95656115	0.21245463	0.030409416	2.9214226e-18	-0	65
3.045009619254561e-08	0.96510714	0.18316238	0.023287851	2.690393e-18	-0	65
3.046010741648174e-08	0.96984506	0.16028766	0.015629653	3.9864162e-18	-0	65
3.047010796710897e-08	0.97155106	0.14216208	0.009954643	2.0841742e-18	-0	65
3.048010241964917e-08	0.97145605	0.10117297	0.020845288	2.7082036e-18	-0	65
3.0490153000035234e-08	0.973436	0.062034924	0.02271954	3.023652e-18	-0	65
3.0500002997396174e-08	0.9771691	0.024236923	0.013762807	3.1434174e-18	-0	65
3.0510140957592616e-08	0.9796983	-0.0031385832	0.016869515	1.1617917e-18	-0	65
3.0520000388182055e-08	0.98116994	-0.02662852	0.017887192	2.1892e-18	-0	65
3.053004089969253e-08	0.9777127	-0.056919552	0.015049946	2.5579713e-18	-0	65
3.054011951011243e-08	0.97618484	-0.07934648	0.016381962	1.1897837e-18	-0	65
3.05500888126427e-08	0.978723	-0.084807195	-0.0015469252	1.7373736e-18	-0	65
3.056017764048728e-08	0.97985137	-0.08212499	-0.0070497487	3.2330265e-18	-0	65
3.0570121847889374e-08	0.98083746	-0.06708689	-0.008311461	2.6230075e-18	-0	65
3.058015099172094e-08	0.9793632	-0.060937684	-0.017508198	3.5466415e-18	-0	65
3.059011229779541e-08	0.97648066	-0.037590984	-0.01403685	2.3152943e-18	-0	65
3.060004862420044e-08	0.9740733	-0.026308563	-0.006045504	2.8998084e-18	-0	65
3.0610016216949774e-08	0.9770585	-0.02167086	-0.011252614	2.9969672e-18	-0	65
3.062012821314489e-08	0.979752	-0.016849495	-0.0040220898	3.1560117e-18	-0	65
3.06300153407537e-08	0.98251265	-0.01117141	0.011140078	3.3447923e-18	-0	65
3.0640038176419176e-08	0.9801944	-0.023430008	0.007011636	2.814683e-18	-0	65
3.065010532370249e-08	0.97708774	-0.0367429	-3.7893577e-05	2.503052e-18	-0	65
3.0660034802562125e-08	0.97597295	-0.0374006	0.0010409383	2.1026166e-18	-0	65
3.067012189630496e-08	0.97129625	-0.044472866	-0.011111228	2.3829448e-18	-0	65
3.0680092200486965e-08	0.9712615	-0.040825505	-0.0039218804	2.5860375e-18	-0	65
3.069006901977105e-08	0.97798276	-0.034567762	-0.0021503102	2.1700275e-18	-0	65
3.070001133072014e-08	0.97749525	-0.04310528	0.0041196663	2.1563023e-18	-0	65
3.071011288615587e-08	0.97774595	-0.049863797	-0.00056521647	4.407282e-18	-0	65
3.072007115807821e-08	0.97616875	-0.052127868	0.011318085	2.1420742e-18	-0	65
3.073014531528892e-08	0.9766205	-0.069083735	0.010526662	2.72606e-18	-0	65
3.0740046729391854e-08	0.9744612	-0.09662823	0.01622942	2.3812154e-18	-0	65
3.07500710357594e-08	0.9693393	-0.12060003	0.0035950867	2.9524607e-18	-0	65
3.076012425022895e-08	0.97262466	-0.11581819	-0.011146631	1.7043849e-18	-0	65
3.0770073309577443e-08	0.971228	-0.102083	-0.0008571724	2.926616e-18	-0	65
3.078009286404451e-08	0.9753634	-0.10232059	0.007259085	3.645822e-18	-0	65
3.0790161915634855e-08	0.97633904	-0.120472774	0.009053608	3.4106948e-18	-0	65
3.080003383244483e-08	0.9774898	-0.11257344	0.0069448464	2.6882119e-18	-0	65
3.081007385118594e-08	0.97165865	-0.120670475	0.00426845	2.5539381e-18	-0	65
3.082003503306784e-08	0.9699776	-0.12708022	-0.013929683	1.5803403e-18	-0	65
3.08301991530152e-08	0.9695752	-0.11004989	-0.017221196	2.6870464e-18	-0	65
3.0840033960659007e-08	0.9668141	-0.07844125	-0.014437773	3.1766161e-18	-0	65
3.085013173176976e-08	0.9680155	-0.0718689	-0.0089269625	7.7897697e-19	-0	65
3.086016382853382e-08	0.9688773	-0.059836872	-0.003730225	2.2349217e-18	-0	65
3.087016999693131e-08	0.97219455	-0.054347053	-0.0049623833	1.9964759e-18	-0	65
3.088002033426789e-08	0.97472954	-0.050146073	0.0022482157	5.377647e-19	-0	65
3.0890019827232755e-08	0.9763576	-0.052703463	-0.0082014715	3.209319e-18	-0	65
3.090013039766951e-08	0.97833735	-0.026600955	-0.0047709704	4.12965e-18	-0	65
3.091010651282106e-08	0.98006433	-0.03646965	-0.0064596236	3.477235e-18	-0	65
3.0920084117644454e-08	0.977971	-0.03468428	-0.0009777091	2.1507587e-18	-0	65
3.093003804808754e-08	0.9777809	-0.023576973	-0.0063644135	1.7230888e-18	-0	65
3.094004704680215e-08	0.97892785	-0.034814864	-0.0032178988	3.8523724e-18	-0	65
3.0950163110563454e-08	0.9781834	-0.033643678	-0.0049837665	3.1322823e-18	-0	65
3.0960181006301146e-08	0.9798332	-0.014266374	-0.0016830236	2.093593e-18	-0	65
3.097001170851594e-08	0.9792473	-0.02832525	0.0070037115	4.3585127e-18	-0	65
3.098015633836686e-08	0.9764226	-0.04734733	0.007102749	2.6776513e-18	-0	65
3.099004637649551e-08	0.97673976	-0.034303576	-0.0072337287	3.4087052e-18	-0	65
3.100014277009993e-08	0.97873193	-0.014222005	-0.011497244	2.2913937e-18	-0	65
3.101013688449737e-08	0.97919196	-0.0050504003	-0.0058357147	1.2998514e-18	-0	65
3.102010998968466e-08	0.9757026	0.0018194107	-0.005791543	2.694061e-18	-0	65
3.103017654390685e-08	0.9745759	0.014017305	-0.012986085	2.5635105e-18	-0	65
3.1040088264351916e-08	0.97384995	0.020386063	-0.011884139	2.3265822e-18	-0	65
3.105018618634323e-08	0.97509897	0.047071025	-0.014744765	2.1511717e-18	-0	65
3.1060035660873266e-08	0.9761825	0.07147746	-0.01357573	1.7254173e-18	-0	65
3.1070177260116036e-08	0.97814083	0.08578495	-0.013017005	3.166873e-18	-0	65
3.1080152110398674e-08	0.97798514	0.09984458	-0.012914512	1.2954011e-18	-0	65
3.109001109464635e-08	0.9737397	0.112395555	-0.0012313045	2.9672679e-18	-0	65
3.11001312970262e-08	0.97110736	0.116429195	0.0040428187	2.0488542e-18	-0	65
3.1110115858201234e-08	0.9720711	0.10276667	0.0141330585	2.3982348e-18	-0	65
3.112016597492583e-08	0.97661924	0.09208386	0.0057071643	3.0299754e-18	-0	65
3.1130125117900076e-08	0.97962004	0.07893885	0.0055589094	3.0827334e-18	-0	65
3.114007778574287e-08	0.9829839	0.059828494	0.010260314	2.0313403e-18	-0	65
3.115003680782297e-08	0.97949946	0.04925711	0.0076460433	3.0921411e-18	-0	65
3.1160169694615734e-08	0.9794226	0.037772663	0.0046229167	1.6151383e-18	-0	65
3.1170092759845e-08	0.97821814	0.047259297	-0.00892825	1.666477e-18	-0	65
3.1180102108314885e-08	0.9745538	0.048565958	-0.0073016076	2.5339706e-18	-0	65
3.11900163468439e-08	0.9747462	0.04695656	0.0070452713	2.2571753e-18	-0	65
3.1200043945072715e-08	0.97716516	0.031575754	0.011164586	3.77567e-18	-0	65
3.1210172202472606e-08	0.97809416	0.00955137	0.015583156	1.8423895e-18	-0	65
3.122015929487824e-08	0.9774653	-0.012712548	0.012754244	2.142199e-18	-0	65
3.1230140560806645e-08	0.975592	-0.018041158	0.0093733575	1.3048903e-18	-0	65
3.124017551552215e-08	0.97476476	-0.025261989	-0.0049964925	2.4341022e-18	-0	65
3.12501604200263e-08	0.9755639	-0.02633707	0.00761304	2.226914e-18	-0	65
3.1260190943481e-08	0.97956824	-0.033818193	-0.0038928692	1.7909002e-18	-0	65
3.12700195065765e-08	0.9831449	-0.04028812	0.006213241	1.6649484e-18	-0	65
3.1280157392779024e-08	0.9811198	-0.04594035	0.011449998	2.0560269e-18	-0	65
3.129000551724158e-08	0.97847587	-0.062040668	0.013962269	3.3206878e-18	-0	65
3.130001928998536e-08	0.9725092	-0.06695114	0.011773344	3.1965144e-18	-0	65
3.131019825160581e-08	0.9730287	-0.0702973	0.00025498448	4.2885613e-18	-0	65
3.132005036352109e-08	0.96971	-0.085432924	0.0071800244	1.3299772e-18	-0	65
3.133003041556952e-08	0.9687619	-0.09311579	-0.0032948512	2.6755602e-18	-0	65
3.1340047313237555e-08	0.97026163	-0.088429585	-0.015762737	2.6052914e-18	-0	65
3.1350049762942824e-08	0.97113454	-0.04320257	-0.016890816	3.425635e-18	-0	65
3.136014599480427e-08	0.97154135	-0.014254695	-0.02135828	2.7031625e-18	-0	65
3.137013894455321e-08	0.9749709	0.012331542	-0.022343576	1.0292481e-18	-0	65
3.138016433244467e-08	0.97616106	0.033987653	-0.01886079	2.08486e-18	-0	65
3.139017603087513e-08	0.97586113	0.0681762	-0.013848602	2.0719158e-18	-0	65
3.1400098547747376e-08	0.97190666	0.079973504	-0.010523988	1.7347915e-18	-0	65
3.141007057194347e-08	0.96931154	0.09698656	-0.013584242	2.8106803e-18	-0	65
3.1420043511342676e-08	0.9665227	0.12275599	-0.00060651975	2.4928622e-18	-0	65
3.1430011923951795e-08	0.96492684	0.11809387	-0.008168158	2.0814815e-18	-0	65
3.1440028987746995e-08	0.96376383	0.13718219	-0.016828628	1.5324457e-18	-0	65
3.1450025327153206e-08	0.9691569	0.13997899	-0.009428688	1.629076e-18	-0	65
3.146017014575792e-08	0.9720326	0.14804588	-0.00790395	3.035658e-18	-0	65
3.1470120228525084e-08	0.9662352	0.16667119	-0.016744606	3.806518e-18	-0	65
3.1480087769750474e-08	0.9552524	0.19433324	-0.009499332	2.2198101e-18	-0	65
3.14900421804987e-08	0.9456379	0.22074616	-0.0054707564	1.9882051e-18	-0	65
3.1500192421807855e-08	0.943692	0.22855046	-0.0023882035	3.3500168e-18	-0	65
3.151007714997097e-08	0.9443557	0.23164149	-0.0016566196	3.3798513e-18	-0	65
3.152005108855874e-08	0.95340997	0.22676419	-0.01261398	2.6355356e-18	-0	65
3.1530180254946153e-08	0.9516169	0.24528214	-0.005836225	2.8914903e-18	-0	65
3.15401275665679e-08	0.9503817	0.23757668	-0.0043333517	2.9156185e-18	-0	65
3.1550187595830436e-08	0.94855535	0.2486994	-0.013666445	2.770103e-18	-0	65
3.156010120021665e-08	0.938863	0.28346023	-0.011180658	2.123886e-18	-0	65
3.157016628762711e-08	0.93244755	0.2896153	-0.015850099	2.503098e-18	-0	65
3.1580205276756294e-08	0.9154705	0.31397438	-0.017091058	4.049167e-18	-0	65
3.1590049819158515e-08	0.9130457	0.32258967	-0.010575655	1.2873276e-18	-0	65
3.160007420314102e-08	0.91513765	0.33838993	-6.515796e-05	2.5042186e-18	-0	65
3.1610186259918535e-08	0.9188627	0.34276056	-0.007486727	2.226135e-18	-0	65
3.1620070712624704e-08	0.9127568	0.36697373	-0.017956704	1.5260742e-18	-0	65
3.1630089272970136e-08	0.90543103	0.37840682	-0.011772227	2.8757106e-18	-0	65
3.1640060079109135e-08	0.90167344	0.37741163	-0.009067497	2.3115633e-18	-0	65
3.165002103083168e-08	0.89954734	0.37780446	-0.0060971836	2.2202076e-18	-0	65
3.166016712252899e-08	0.89321244	0.3792989	-0.002466055	2.2524637e-18	-0	65
3.167001273609735e-08	0.8957535	0.37465766	0.001795413	3.1389569e-18	-0	65
3.1680031634663136e-08	0.90723205	0.35943767	0.016184812	2.11269e-18	-0	65
3.169006687106519e-08	0.914957	0.338595	0.021061638	2.270669e-18	-0	65
3.1700087239330275e-08	0.91980815	0.32275286	0.02466534	1.7015857e-18	-0	65
3.17101141705548e-08	0.93543136	0.28582457	0.04210857	2.7322332e-18	-0	65
3.1720093280485466e-08	0.94866294	0.24253957	0.037710812	2.0189752e-18	-0	65
3.173018128193737e-08	0.95837355	0.1978185	0.038983904	2.671465e-18	-0	65
3.174002983146535e-08	0.9667493	0.16168903	0.037693474	1.6504019e-18	-0	65
3.17501908487388e-08	0.97269577	0.11072269	0.040508088	1.8841677e-18	-0	65
3.176008739714475e-08	0.97618145	0.053725086	0.035972714	3.089151e-18	-0	65
3.1770100413248024e-08	0.9716171	0.004984907	0.043114334	1.9107082e-18	-0	65
3.178012689908679e-08	0.97061557	-0.043142773	0.03879117	2.33581e-18	-0	65
3.179008116482596e-08	0.9692306	-0.08200721	0.0394954	4.016054e-18	-0	65
3.180003259231754e-08	0.9718985	-0.12004996	0.023766048	1.5202681e-18	-0	65
3.181001885437132e-08	0.9721262	-0.14815976	0.03018388	1.7814255e-18	-0	65
3.1820061641360344e-08	0.9668601	-0.1876869	0.015743557	2.014577e-18	-0	65
3.183006365871645e-08	0.9630769	-0.20451343	0.0075386623	2.3554415e-18	-0	65
3.1840173966758683e-08	0.9552912	-0.22437611	0.021017581	2.0009472e-18	-0	65
3.18501238308473e-08	0.942192	-0.27149817	0.018851563	2.2532416e-18	-0	65
3.186005831614371e-08	0.93387264	-0.29140583	0.012859489	1.6500755e-18	-0	65
3.1870082608227115e-08	0.9359394	-0.28714576	-0.0030480465	1.241377e-18	-0	65
3.1880078428099627e-08	0.9408437	-0.27042317	-0.013076137	2.4587586e-18	-0	65
3.189015335850098e-08	0.9460617	-0.24421191	-0.013632063	3.8592074e-18	-0	65
3.190008752669917e-08	0.95619786	-0.21922663	-0.016142713	4.1777563e-18	-0	65
3.1910037626893506e-08	0.95878124	-0.20630345	-0.010940928	2.7920344e-18	-0	65
3.1920138184165114e-08	0.9581757	-0.19523245	0.0065561743	3.1738695e-18	-0	65
3.1930122745738436e-08	0.95523375	-0.1937411	-0.01439085	1.0855949e-18	-0	65
3.1940184636637903e-08	0.95884883	-0.17459913	-0.00391183	2.3477458e-18	-0	65
3.1950078201366813e-08	0.96336585	-0.17375854	7.992723e-05	2.6000096e-18	-0	65
3.1960196122860666e-08	0.9655257	-0.17365915	-0.0071303206	9.328882e-19	-0	65
3.1970080522108065e-08	0.9672502	-0.16832577	0.0011801899	1.7684803e-18	-0	65
3.198013929840893e-08	0.9654204	-0.17218338	-0.0012822533	2.19503e-18	-0	65
3.199006545056724e-08	0.96176857	-0.17558202	-0.0041107493	2.6001903e-18	-0	65
3.200013601335857e-08	0.9599714	-0.18060282	-0.007680588	1.2444403e-18	-0	65
3.201016315910347e-08	0.9590916	-0.17103018	0.0008078007	1.2164414e-18	-0	65
3.202014581463847e-08	0.95764095	-0.16995616	-0.0057832194	3.45599e-18	-0	65
3.203020288284441e-08	0.9611073	-0.16037607	-0.0032213917	1.7475278e-18	-0	65
3.204006702787349e-08	0.9658294	-0.15659957	-0.009196332	3.0641617e-18	-0	65
3.2050015760154075e-08	0.9689478	-0.14581378	-0.0034452707	2.1450909e-18	-0	65
3.206000295908687e-08	0.9692436	-0.14281228	-0.0031063373	4.214667e-18	-0	65
3.2070136782248445e-08	0.9666546	-0.14554834	0.0099447705	2.108606e-18	-0	65
3.208001859790559e-08	0.9639793	-0.14759874	0.015741682	2.7568151e-18	-0	65
3.209011873563742e-08	0.9581632	-0.17149739	0.018258423	2.9069896e-18	-0	65
3.210003957621152e-08	0.9499521	-0.19999105	0.012635231	1.7094212e-18	-0	65
3.211015431857691e-08	0.94720465	-0.21887031	0.015221546	2.2749973e-18	-0	65
3.2120114194545835e-08	0.9455289	-0.24681744	0.033247173	2.424936e-18	-0	65
3.213009738315444e-08	0.93248683	-0.29516274	0.026367633	2.191977e-18	-0	65
3.21400247976401e-08	0.92213434	-0.33373007	0.026547054	1.0153207e-18	-0	65
3.215016906024415e-08	0.8994954	-0.38165745	0.023825835	3.9030546e-18	-0	65
3.2160006781568504e-08	0.8861998	-0.4145515	0.019725634	3.6113585e-18	-0	65
3.2170029135346715e-08	0.8784362	-0.4297458	0.010175112	4.0006077e-18	-0	65
3.218004351699707e-08	0.87472814	-0.43806332	0.0049102553	3.4388272e-18	-0	65
3.219018989681161e-08	0.8698427	-0.44160447	0.011545805	2.4597816e-18	-0	65
3.2200124947070295e-08	0.8669089	-0.44675457	0.0052152597	1.5517294e-18	-0	65
3.221006132386754e-08	0.8567503	-0.46514407	0.0072767655	2.911783e-18	-0	65
3.2220021186047144e-08	0.8563975	-0.46929786	0.0054683075	2.0358666e-18	-0	65
3.223018318786577e-08	0.8547653	-0.47185013	-0.00021037443	2.243891e-18	-0	65
3.22401834277373e-08	0.8595301	-0.46971145	-0.009503091	3.6543384e-18	-0	65
3.2250206690535286e-08	0.8704574	-0.44582307	-0.015612459	2.8354742e-18	-0	65
3.22601377339916e-08	0.8812899	-0.43234313	-0.022285772	1.2837524e-18	-0	65
3.2270092893732395e-08	0.8953865	-0.40033007	-0.015953867	2.9744557e-18	-0	65
3.228009952868249e-08	0.90782183	-0.37698516	-0.020125287	1.546572e-18	-0	65
3.22901757023027e-08	0.91302335	-0.36534572	-0.019051122	2.6933123e-18	-0	65
3.230009253553904e-08	0.91861284	-0.3414225	-0.015148554	2.473121e-18	-0	65
3.2310003454032206e-08	0.9213817	-0.32995114	0.008609461	2.1048763e-18	-0	65
3.23200113659534e-08	0.91539824	-0.33820394	0.007995661	2.4181947e-18	-0	65
3.233012333832357e-08	0.9147952	-0.3351616	0.012608469	1.4977744e-18	-0	65
3.234002853461235e-08	0.91314244	-0.34734324	-0.00084586604	3.2481623e-18	-0	65
3.2350060350686246e-08	0.91217035	-0.35363448	0.006834801	3.5577017e-18	-0	65
3.236004651386481e-08	0.9138063	-0.35926405	0.0060596345	2.4878907e-18	-0	65
3.237001879617402e-08	0.91642565	-0.3574189	-0.00590973	2.7272046e-18	-0	65
3.238010072658567e-08	0.9215356	-0.346939	-0.008238847	3.1563173e-18	-0	65
3.239008675171636e-08	0.9287349	-0.32195517	-0.014239914	3.6863974e-18	-0	65
3.2400091653715886e-08	0.9257232	-0.32793647	-0.0025618458	1.82401e-18	-0	65
3.241016151532479e-08	0.92580444	-0.32536924	0.0073025473	1.7975987e-18	-0	65
3.242011018424593e-08	0.93176365	-0.31561095	-0.0034200803	3.137112e-18	-0	65
3.2430120614573224e-08	0.9335619	-0.30956346	-1.4220751e-05	2.0449702e-18	-0	65
3.244015565180497e-08	0.93623424	-0.30089092	0.005346908	1.7199954e-18	-0	65
3.24501461321734e-08	0.92463976	-0.32426286	0.0066084214	2.0028657e-18	-0	65
3.246009952294427e-08	0.9157683	-0.33961588	0.0038649284	1.183989e-18	-0	65
3.2470024446942354e-08	0.90653545	-0.35946414	0.010848631	2.440139e-18	-0	65
3.2480189126401424e-08	0.90620273	-0.3620353	0.006910097	2.544806e-18	-0	65
3.249008471794061e-08	0.90524393	-0.3716073	0.0025241373	2.7172937e-18	-0	65
3.250017759283217e-08	0.9121927	-0.37075946	0.0003236425	2.1469746e-18	-0	65
3.25101648375247e-08	0.9148667	-0.3685098	0.0014516448	2.935996e-18	-0	65
3.25200023063532e-08	0.9093575	-0.37683943	0.016253332	3.50243e-18	-0	65
3.253010121188281e-08	0.9027455	-0.39023915	0.01352738	2.7657292e-18	-0	65
3.254003204320829e-08	0.8977871	-0.39957774	0.011988429	1.9848827e-18	-0	65
3.2550141865538776e-08	0.8961297	-0.40632457	0.008006142	2.6285806e-18	-0	65
3.256017777607599e-08	0.8912809	-0.41877273	0.005954443	2.4742686e-18	-0	65
3.257019833375598e-08	0.88427955	-0.43139464	0.016090024	2.472871e-18	-0	65
3.2580087302251514e-08	0.8723367	-0.45098868	0.01792193	2.91437e-18	-0	65
3.259006015354531e-08	0.8601858	-0.47170135	0.010831243	3.2755626e-18	-0	65
3.260016578206614e-08	0.8534812	-0.48473424	0.008019566	2.8906836e-18	-0	65
3.26101475468923e-08	0.8507518	-0.48650807	-0.0070269904	2.1318322e-18	-0	65
3.2620041284197725e-08	0.8580975	-0.4758526	-0.0039348807	1.5767256e-18	-0	65
3.263015140345096e-08	0.86049056	-0.46979544	-0.013124689	3.1471848e-18	-0	65
3.264014799189765e-08	0.85246724	-0.47733116	-0.0001923176	2.3993391e-18	-0	65
3.265015805504412e-08	0.8562785	-0.47044635	-0.014306999	2.2132508e-18	-0	65
3.266000191312804e-08	0.8682118	-0.45224112	-0.028010018	2.4660074e-18	-0	65
3.2670002119198455e-08	0.8869852	-0.40333405	-0.03370853	2.735102e-18	-0	65
3.268007807064092e-08	0.9038871	-0.36569706	-0.031319328	3.195065e-18	-0	65
3.269000525474723e-08	0.9179882	-0.3219553	-0.022622475	2.105887e-18	-0	65
3.2700173136394354e-08	0.92587537	-0.30882457	-0.0314809	3.408442e-18	-0	65
3.271014521519753e-08	0.94129044	-0.2726861	-0.034452107	2.084995e-18	-0	65
3.2720000061041315e-08	0.95360786	-0.22996964	-0.032152917	2.7653171e-18	-0	65
3.273007983661905e-08	0.95722	-0.1962085	-0.026575003	1.9139326e-18	-0	65
3.274008408164804e-08	0.9597977	-0.16853778	-0.023976782	1.8669367e-18	-0	65
3.275017406797304e-08	0.9665089	-0.116394415	-0.0137166595	2.5520216e-18	-0	65
3.276019943980582e-08	0.97078526	-0.11503613	-0.013775224	2.1390996e-18	-0	65
3.277013349299216e-08	0.97621477	-0.094520725	-0.007522962	2.9438483e-18	-0	65
3.278019349728911e-08	0.97329915	-0.09497745	-0.011535999	3.3568352e-18	-0	65
3.279001383429414e-08	0.9691295	-0.097602025	-0.009030672	2.289509e-18	-0	65
3.280007775709186e-08	0.97008294	-0.08226208	-0.026832893	1.8832855e-18	-0	65
3.2810062343240693e-08	0.9744408	-0.039069775	-0.026638804	2.0125443e-18	-0	65
3.282019940320667e-08	0.97773826	-0.02124386	-0.024892382	1.722651e-18	-0	65
3.283008865650783e-08	0.98033017	0.026059879	-0.029849583	2.7322028e-18	-0	65
3.284016812636345e-08	0.978601	0.07414376	-0.023644349	3.8039576e-18	-0	65
3.285002623310847e-08	0.9732622	0.101419225	-0.025458507	2.3906194e-18	-0	65
3.28600703885359e-08	0.96246165	0.12847874	-0.01875817	2.4785561e-18	-0	65
3.287003607352113e-08	0.96092343	0.153693	-0.012980581	2.1770149e-18	-0	65
3.2880184656667824e-08	0.9629074	0.1692961	-0.003912718	2.9764583e-18	-0	65
3.28900488728937e-08	0.9659536	0.1754301	-0.004656686	2.3414969e-18	-0	65
3.29001775585094e-08	0.9659098	0.1806256	-0.0013915141	2.1113072e-18	-0	65
3.291008977939502e-08	0.9633329	0.18566519	-0.00033328595	1.2719702e-18	-0	65
3.292008848833354e-08	0.96092	0.17976047	0.0016646013	2.587582e-18	-0	65
3.2930196837528504e-08	0.9648218	0.16228615	-0.002760576	3.5871647e-18	-0	65
