# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Roundness ()	Size (nm)	Temp (K)	alpha ()	Cell_size (m)
2.7430047066511813e-08	-0.32753533	-0.9102414	0.013339952	6.034862e-18	-0	0.49	100	300	0.009999999	2e-09
2.7440015120177095e-08	-0.34033087	-0.8979443	0.014988642	6.7613388e-18	-0	0.49	100	300	0.009999999	2e-09
2.7450043582288642e-08	-0.3614536	-0.886553	0.016037425	5.9566657e-18	-0	0.49	100	300	0.009999999	2e-09
2.7460030148687583e-08	-0.38033584	-0.88115907	0.014920687	7.1552215e-18	-0	0.49	100	300	0.009999999	2e-09
2.747001944306117e-08	-0.4044083	-0.8752383	0.018399544	6.2211456e-18	-0	0.49	100	300	0.009999999	2e-09
2.748003341431379e-08	-0.43179062	-0.8680472	0.023918537	6.1683036e-18	-0	0.49	100	300	0.009999999	2e-09
2.7490015924957396e-08	-0.4596231	-0.85753095	0.021909138	6.3808712e-18	-0	0.49	100	300	0.009999999	2e-09
2.750001782200606e-08	-0.48536733	-0.8438903	0.018810337	7.011323e-18	-0	0.49	100	300	0.009999999	2e-09
2.7510017802042437e-08	-0.49792656	-0.833305	0.012812642	5.6978955e-18	-0	0.49	100	300	0.009999999	2e-09
2.7520023023821026e-08	-0.506318	-0.823414	0.011029307	6.0236066e-18	-0	0.49	100	300	0.009999999	2e-09
2.753003231339084e-08	-0.5145924	-0.81836367	0.0075651165	6.5313375e-18	-0	0.49	100	300	0.009999999	2e-09
2.7540007581995566e-08	-0.51891124	-0.8143296	0.008052204	6.620564e-18	-0	0.49	100	300	0.009999999	2e-09
2.755005061466609e-08	-0.52725863	-0.8076025	0.008744338	5.6744917e-18	-0	0.49	100	300	0.009999999	2e-09
2.7560034905437706e-08	-0.53939825	-0.7967164	0.014670523	6.1860946e-18	-0	0.49	100	300	0.009999999	2e-09
2.7570022150988766e-08	-0.55500245	-0.783482	0.013765807	6.0631876e-18	-0	0.49	100	300	0.009999999	2e-09
2.7580018805249992e-08	-0.56954926	-0.7713421	0.013234259	6.499759e-18	-0	0.49	100	300	0.009999999	2e-09
2.75900484211086e-08	-0.5809965	-0.763762	0.007073887	7.045278e-18	-0	0.49	100	300	0.009999999	2e-09
2.7600051285299297e-08	-0.5855226	-0.7659841	-0.003846345	6.338316e-18	-0	0.49	100	300	0.009999999	2e-09
2.7610010371984498e-08	-0.5798242	-0.7758668	-0.0018547052	6.5720244e-18	-0	0.49	100	300	0.009999999	2e-09
2.7620010308520123e-08	-0.5809082	-0.7753094	0.002366121	6.504138e-18	-0	0.49	100	300	0.009999999	2e-09
2.763001534929283e-08	-0.5827222	-0.7745752	0.0071717324	6.980884e-18	-0	0.49	100	300	0.009999999	2e-09
2.7640026492881193e-08	-0.5917516	-0.76661676	0.0067619453	6.458413e-18	-0	0.49	100	300	0.009999999	2e-09
2.7650011188958753e-08	-0.6009728	-0.7551671	0.009166881	6.6185202e-18	-0	0.49	100	300	0.009999999	2e-09
2.7660009053167488e-08	-0.6079869	-0.74520683	0.0041914964	6.3429367e-18	-0	0.49	100	300	0.009999999	2e-09
2.7670046511378834e-08	-0.6083393	-0.7423796	-0.0010697416	6.7274992e-18	-0	0.49	100	300	0.009999999	2e-09
2.7680005036058668e-08	-0.60357976	-0.7438322	-0.0010050349	5.9174044e-18	-0	0.49	100	300	0.009999999	2e-09
2.769004156337909e-08	-0.59818494	-0.7472326	0.0025722696	7.136257e-18	-0	0.49	100	300	0.009999999	2e-09
2.7700040661484844e-08	-0.602097	-0.7463954	0.0068105273	6.6229535e-18	-0	0.49	100	300	0.009999999	2e-09
2.7710002024768304e-08	-0.6142592	-0.7401586	0.009065173	6.472736e-18	-0	0.49	100	300	0.009999999	2e-09
2.772002222227276e-08	-0.630754	-0.72621775	0.01347295	6.8716458e-18	-0	0.49	100	300	0.009999999	2e-09
2.7730037412677777e-08	-0.6506441	-0.7108965	0.013832263	6.4283245e-18	-0	0.49	100	300	0.009999999	2e-09
2.7740038992698362e-08	-0.6649274	-0.70069873	0.011709192	6.6552764e-18	-0	0.49	100	300	0.009999999	2e-09
2.7750028582693177e-08	-0.67891455	-0.6915967	0.010754438	6.723615e-18	-0	0.49	100	300	0.009999999	2e-09
2.776002651488145e-08	-0.68742114	-0.6862458	0.0101722	6.8065177e-18	-0	0.49	100	300	0.009999999	2e-09
2.777002944218767e-08	-0.6865754	-0.6806241	0.0109267505	5.038542e-18	-0	0.49	100	300	0.009999999	2e-09
2.7780042972729415e-08	-0.6929982	-0.66728866	0.0120736305	6.247553e-18	-0	0.49	100	300	0.009999999	2e-09
2.7790050019734702e-08	-0.7079859	-0.6497073	0.016455544	6.1323233e-18	-0	0.49	100	300	0.009999999	2e-09
2.780000628192879e-08	-0.72690153	-0.6308934	0.02041101	6.396042e-18	-0	0.49	100	300	0.009999999	2e-09
2.7810042015945156e-08	-0.74696404	-0.6081945	0.02223633	6.0903505e-18	-0	0.49	100	300	0.009999999	2e-09
2.7820041370173128e-08	-0.7656028	-0.5833313	0.021982607	6.0584296e-18	-0	0.49	100	300	0.009999999	2e-09
2.7830029833447645e-08	-0.780193	-0.56342465	0.011411399	6.6825366e-18	-0	0.49	100	300	0.009999999	2e-09
2.784002456350204e-08	-0.7843134	-0.55868804	0.0028577833	6.2196657e-18	-0	0.49	100	300	0.009999999	2e-09
2.785001551693032e-08	-0.7794605	-0.5647374	-0.0011129484	6.6647596e-18	-0	0.49	100	300	0.009999999	2e-09
2.7860002124555427e-08	-0.77487624	-0.5709578	0.0004988124	6.011172e-18	-0	0.49	100	300	0.009999999	2e-09
2.7870012142617728e-08	-0.7794702	-0.5683673	0.0031467113	6.6159845e-18	-0	0.49	100	300	0.009999999	2e-09
2.7880014216619177e-08	-0.78875744	-0.5633721	0.002720609	6.4008394e-18	-0	0.49	100	300	0.009999999	2e-09
2.7890031460630797e-08	-0.7922006	-0.5608936	-0.0024110922	7.110894e-18	-0	0.49	100	300	0.009999999	2e-09
2.790003297327293e-08	-0.78969246	-0.5583186	-0.008129229	7.021168e-18	-0	0.49	100	300	0.009999999	2e-09
2.791000360097547e-08	-0.7832393	-0.56128484	-0.009653133	5.5391294e-18	-0	0.49	100	300	0.009999999	2e-09
2.7920032398799207e-08	-0.77077466	-0.57179725	-0.011196777	6.5916013e-18	-0	0.49	100	300	0.009999999	2e-09
2.7930034345120355e-08	-0.7502071	-0.5928515	-0.011150526	6.178354e-18	-0	0.49	100	300	0.009999999	2e-09
2.7940031660267523e-08	-0.7340267	-0.60573107	-0.011898693	5.7266793e-18	-0	0.49	100	300	0.009999999	2e-09
2.7950016287369414e-08	-0.72432816	-0.6174737	-0.016495407	6.253753e-18	-0	0.49	100	300	0.009999999	2e-09
2.7960036053859816e-08	-0.7163222	-0.6349009	-0.013645053	7.1763435e-18	-0	0.49	100	300	0.009999999	2e-09
2.79700024062399e-08	-0.71261257	-0.6448385	-0.014701094	6.5354064e-18	-0	0.49	100	300	0.009999999	2e-09
2.7980034513415135e-08	-0.70657754	-0.65139765	-0.013922342	7.510123e-18	-0	0.49	100	300	0.009999999	2e-09
2.7990013070010498e-08	-0.69196445	-0.66981333	-0.013327261	6.0898852e-18	-0	0.49	100	300	0.009999999	2e-09
2.800002584481596e-08	-0.6780467	-0.6882828	-0.015903408	7.116926e-18	-0	0.49	100	300	0.009999999	2e-09
2.8010033356001785e-08	-0.66136646	-0.70756936	-0.013111349	6.243863e-18	-0	0.49	100	300	0.009999999	2e-09
2.8020015657214906e-08	-0.6429718	-0.7245518	-0.012725262	6.694707e-18	-0	0.49	100	300	0.009999999	2e-09
2.8030042266039887e-08	-0.6258336	-0.7343528	-0.007354451	6.47732e-18	-0	0.49	100	300	0.009999999	2e-09
2.8040025023528692e-08	-0.61871284	-0.7385479	-0.0024340006	5.8702886e-18	-0	0.49	100	300	0.009999999	2e-09
2.8050024544930048e-08	-0.6227639	-0.73282284	0.0031906813	6.425529e-18	-0	0.49	100	300	0.009999999	2e-09
2.8060032026934815e-08	-0.629819	-0.72317135	0.0009935813	6.0698675e-18	-0	0.49	100	300	0.009999999	2e-09
2.807004695685765e-08	-0.63286847	-0.720688	0.0018718427	6.4043115e-18	-0	0.49	100	300	0.009999999	2e-09
2.8080001678100032e-08	-0.6332025	-0.7233929	0.0010066556	5.8696314e-18	-0	0.49	100	300	0.009999999	2e-09
2.8090016081854813e-08	-0.6336669	-0.7269362	0.0009503921	6.53481e-18	-0	0.49	100	300	0.009999999	2e-09
2.810002911232907e-08	-0.63256454	-0.7297392	0.00091531296	6.8345856e-18	-0	0.49	100	300	0.009999999	2e-09
2.811000055270094e-08	-0.63183224	-0.73029286	0.00075911917	5.891662e-18	-0	0.49	100	300	0.009999999	2e-09
2.812000016990856e-08	-0.63207716	-0.7312524	0.0013548146	6.713076e-18	-0	0.49	100	300	0.009999999	2e-09
2.8130002978291074e-08	-0.63444495	-0.7287787	0.0026548123	6.3628825e-18	-0	0.49	100	300	0.009999999	2e-09
2.814000149753748e-08	-0.64159244	-0.72137296	0.005049716	6.2241486e-18	-0	0.49	100	300	0.009999999	2e-09
2.8150011397983262e-08	-0.6463157	-0.71491164	0.005184595	5.9175996e-18	-0	0.49	100	300	0.009999999	2e-09
2.8160033301395044e-08	-0.6523308	-0.70508313	0.0066017252	6.79247e-18	-0	0.49	100	300	0.009999999	2e-09
2.817003549225104e-08	-0.6521646	-0.7030547	0.0029558642	5.3856017e-18	-0	0.49	100	300	0.009999999	2e-09
2.8180011097876336e-08	-0.64780056	-0.70645833	-0.00016049066	5.961176e-18	-0	0.49	100	300	0.009999999	2e-09
2.819003438273596e-08	-0.6441061	-0.71059614	-0.002338715	6.268356e-18	-0	0.49	100	300	0.009999999	2e-09
2.8200040808005246e-08	-0.6459143	-0.71215576	-0.00336789	6.3448223e-18	-0	0.49	100	300	0.009999999	2e-09
2.8210049229616035e-08	-0.64970636	-0.7155732	-0.0040111584	6.342087e-18	-0	0.49	100	300	0.009999999	2e-09
2.822003199285036e-08	-0.65334797	-0.71763444	-0.00668927	5.984416e-18	-0	0.49	100	300	0.009999999	2e-09
2.823005075536144e-08	-0.6489453	-0.7230852	-0.008586734	6.3021985e-18	-0	0.49	100	300	0.009999999	2e-09
2.8240028502845853e-08	-0.6337599	-0.735026	-0.010284558	6.2414222e-18	-0	0.49	100	300	0.009999999	2e-09
2.8250025755924465e-08	-0.6179139	-0.74631286	-0.015739143	5.943363e-18	-0	0.49	100	300	0.009999999	2e-09
2.826000238153472e-08	-0.5999444	-0.7587871	-0.017098319	7.115681e-18	-0	0.49	100	300	0.009999999	2e-09
2.8270004620945562e-08	-0.57771635	-0.7752807	-0.015047806	6.103152e-18	-0	0.49	100	300	0.009999999	2e-09
2.828003224568912e-08	-0.5684749	-0.7808593	-0.009346129	6.125005e-18	-0	0.49	100	300	0.009999999	2e-09
2.8290004716058296e-08	-0.56585574	-0.77791363	-0.0022235578	7.482004e-18	-0	0.49	100	300	0.009999999	2e-09
2.8300047888746716e-08	-0.5738074	-0.7700462	0.0045661135	6.0906136e-18	-0	0.49	100	300	0.009999999	2e-09
2.8310016505663537e-08	-0.5839331	-0.76163197	0.006085106	5.979765e-18	-0	0.49	100	300	0.009999999	2e-09
2.8320038820054386e-08	-0.5953993	-0.75631016	0.004911462	5.830514e-18	-0	0.49	100	300	0.009999999	2e-09
2.8330021847477795e-08	-0.5998033	-0.7576174	0.0006246811	6.756407e-18	-0	0.49	100	300	0.009999999	2e-09
2.834001595653843e-08	-0.60233307	-0.7598318	0.003943607	6.0907066e-18	-0	0.49	100	300	0.009999999	2e-09
2.8350010192907127e-08	-0.60733134	-0.7575639	0.007861922	6.040283e-18	-0	0.49	100	300	0.009999999	2e-09
2.8360032685634638e-08	-0.61567223	-0.75112325	0.010488264	5.883134e-18	-0	0.49	100	300	0.009999999	2e-09
2.8370042619563092e-08	-0.63158685	-0.7372302	0.012269349	6.220252e-18	-0	0.49	100	300	0.009999999	2e-09
2.838003889211652e-08	-0.6473939	-0.71799284	0.009709539	6.8933345e-18	-0	0.49	100	300	0.009999999	2e-09
2.8390028973192086e-08	-0.6552326	-0.7070767	0.00490632	7.455393e-18	-0	0.49	100	300	0.009999999	2e-09
2.8400043559143273e-08	-0.6555005	-0.70349914	0.0024887067	6.5016313e-18	-0	0.49	100	300	0.009999999	2e-09
2.841005175797771e-08	-0.64725906	-0.7092528	-0.0019134388	6.8135214e-18	-0	0.49	100	300	0.009999999	2e-09
2.842002035785612e-08	-0.6409986	-0.71437377	0.00070747145	6.999605e-18	-0	0.49	100	300	0.009999999	2e-09
2.8430038423428107e-08	-0.64073515	-0.7129493	0.0033899613	6.8293347e-18	-0	0.49	100	300	0.009999999	2e-09
2.844003992020834e-08	-0.65044177	-0.70527947	0.009704213	6.431632e-18	-0	0.49	100	300	0.009999999	2e-09
2.845003300462717e-08	-0.66212785	-0.6991178	0.007956637	6.872924e-18	-0	0.49	100	300	0.009999999	2e-09
2.846003048054181e-08	-0.6758678	-0.6899487	0.007147178	5.9080275e-18	-0	0.49	100	300	0.009999999	2e-09
2.8470038676996554e-08	-0.6827634	-0.6874258	0.0038631267	5.7746707e-18	-0	0.49	100	300	0.009999999	2e-09
2.8480023751904756e-08	-0.68636537	-0.6869156	0.005478577	6.6877573e-18	-0	0.49	100	300	0.009999999	2e-09
2.8490030363550533e-08	-0.686832	-0.6872532	0.0007817969	5.9276784e-18	-0	0.49	100	300	0.009999999	2e-09
2.8500051500736163e-08	-0.6804286	-0.6891935	0.0020984912	7.054938e-18	-0	0.49	100	300	0.009999999	2e-09
2.8510013036650725e-08	-0.6813793	-0.68406594	0.005750836	5.5518957e-18	-0	0.49	100	300	0.009999999	2e-09
2.852003959932754e-08	-0.6848286	-0.6790229	0.010647182	6.165313e-18	-0	0.49	100	300	0.009999999	2e-09
2.8530026010709457e-08	-0.70064884	-0.6649818	0.012342559	6.3042454e-18	-0	0.49	100	300	0.009999999	2e-09
2.854001485218397e-08	-0.7151743	-0.6496129	0.012910695	6.2362615e-18	-0	0.49	100	300	0.009999999	2e-09
2.85500195004515e-08	-0.72738236	-0.63592243	0.0071790456	6.4135895e-18	-0	0.49	100	300	0.009999999	2e-09
2.856001900461925e-08	-0.73106897	-0.6323754	0.00040159695	6.435272e-18	-0	0.49	100	300	0.009999999	2e-09
2.8570016387676672e-08	-0.72367215	-0.6398534	-0.0030815583	5.496559e-18	-0	0.49	100	300	0.009999999	2e-09
2.8580023634784913e-08	-0.7166113	-0.6431442	-0.002723293	6.266128e-18	-0	0.49	100	300	0.009999999	2e-09
2.8590011766047512e-08	-0.7135178	-0.6446365	0.0073371795	6.6022703e-18	-0	0.49	100	300	0.009999999	2e-09
2.860000619951597e-08	-0.7253685	-0.631601	0.014150779	6.7186004e-18	-0	0.49	100	300	0.009999999	2e-09
2.8610014639754053e-08	-0.7375707	-0.61887795	0.017519645	7.684818e-18	-0	0.49	100	300	0.009999999	2e-09
2.862004950862457e-08	-0.751374	-0.5998473	0.015328379	5.5658295e-18	-0	0.49	100	300	0.009999999	2e-09
2.8630013278035233e-08	-0.76335657	-0.58273476	0.015849162	7.2082926e-18	-0	0.49	100	300	0.009999999	2e-09
2.8640002922403386e-08	-0.7726794	-0.5735681	0.005193316	6.121241e-18	-0	0.49	100	300	0.009999999	2e-09
2.8650028230583098e-08	-0.770905	-0.5777838	0.0004937222	7.102371e-18	-0	0.49	100	300	0.009999999	2e-09
2.8660019919496834e-08	-0.77335876	-0.5783353	0.004885082	6.7859598e-18	-0	0.49	100	300	0.009999999	2e-09
2.867000637767733e-08	-0.779493	-0.57554895	0.009284699	6.514504e-18	-0	0.49	100	300	0.009999999	2e-09
2.868000856570628e-08	-0.7906453	-0.5664625	0.013320008	6.1017884e-18	-0	0.49	100	300	0.009999999	2e-09
2.869004317462137e-08	-0.80398273	-0.55024517	0.009634759	7.054739e-18	-0	0.49	100	300	0.009999999	2e-09
2.8700040336984526e-08	-0.80875415	-0.5398634	0.006558848	6.114241e-18	-0	0.49	100	300	0.009999999	2e-09
2.8710000987490234e-08	-0.81313074	-0.5282785	0.00455277	6.301301e-18	-0	0.49	100	300	0.009999999	2e-09
2.87200214128453e-08	-0.8130458	-0.52151436	0.0061474573	6.1825183e-18	-0	0.49	100	300	0.009999999	2e-09
2.8730014762383652e-08	-0.81290925	-0.5194294	0.005491318	5.0656677e-18	-0	0.49	100	300	0.009999999	2e-09
2.8740049415101605e-08	-0.81235236	-0.516659	0.004930267	6.3409002e-18	-0	0.49	100	300	0.009999999	2e-09
2.8750005662318855e-08	-0.81383294	-0.5165462	0.0020262639	6.802249e-18	-0	0.49	100	300	0.009999999	2e-09
2.876001217705378e-08	-0.81902933	-0.5137106	0.0022677754	6.9020637e-18	-0	0.49	100	300	0.009999999	2e-09
2.877004538497137e-08	-0.82376045	-0.5097216	0.0037370573	6.148427e-18	-0	0.49	100	300	0.009999999	2e-09
2.8780048490791284e-08	-0.8282856	-0.50501305	0.0035643445	5.393948e-18	-0	0.49	100	300	0.009999999	2e-09
2.8790036878231828e-08	-0.8318321	-0.50001395	0.0050945184	6.0017868e-18	-0	0.49	100	300	0.009999999	2e-09
2.880003321592344e-08	-0.8353339	-0.4975916	0.0020636884	6.00231e-18	-0	0.49	100	300	0.009999999	2e-09
2.881004718362717e-08	-0.8346784	-0.5005619	0.0017494939	6.5813405e-18	-0	0.49	100	300	0.009999999	2e-09
2.8820048705085013e-08	-0.8275532	-0.5058024	-0.00544684	6.3615653e-18	-0	0.49	100	300	0.009999999	2e-09
2.883004928766716e-08	-0.81903774	-0.51225525	-0.003653409	7.834627e-18	-0	0.49	100	300	0.009999999	2e-09
2.884002114961303e-08	-0.81416756	-0.5179053	-0.0051724743	6.2091068e-18	-0	0.49	100	300	0.009999999	2e-09
2.88500083863101e-08	-0.8173828	-0.51219994	0.00035775438	6.548115e-18	-0	0.49	100	300	0.009999999	2e-09
2.8860036090545936e-08	-0.82220936	-0.5073221	0.0034707563	6.8210674e-18	-0	0.49	100	300	0.009999999	2e-09
2.8870013178345478e-08	-0.8295131	-0.5012247	0.0041904952	5.7019164e-18	-0	0.49	100	300	0.009999999	2e-09
2.8880041439397578e-08	-0.83105075	-0.5022821	-0.0021551994	5.785382e-18	-0	0.49	100	300	0.009999999	2e-09
2.8890015282792886e-08	-0.8276901	-0.51106167	-0.0070494446	5.8267277e-18	-0	0.49	100	300	0.009999999	2e-09
2.89000024516913e-08	-0.8212616	-0.51788276	-0.004864416	6.114293e-18	-0	0.49	100	300	0.009999999	2e-09
2.8910032854439267e-08	-0.8103663	-0.5233572	-0.0011561613	6.948272e-18	-0	0.49	100	300	0.009999999	2e-09
2.892003080738225e-08	-0.81405485	-0.5153079	0.005819919	7.0364e-18	-0	0.49	100	300	0.009999999	2e-09
2.8930013056047514e-08	-0.82300663	-0.50812566	0.008146089	6.322005e-18	-0	0.49	100	300	0.009999999	2e-09
2.894002096879043e-08	-0.8316258	-0.5000378	0.008317038	6.4829404e-18	-0	0.49	100	300	0.009999999	2e-09
2.8950036002385555e-08	-0.83871037	-0.48670343	0.00995784	6.174916e-18	-0	0.49	100	300	0.009999999	2e-09
2.8960025283506626e-08	-0.8413869	-0.47834012	0.0038420514	6.441719e-18	-0	0.49	100	300	0.009999999	2e-09
2.8970036131942506e-08	-0.83995765	-0.4788073	0.00039046793	6.531891e-18	-0	0.49	100	300	0.009999999	2e-09
2.8980049328087228e-08	-0.83579826	-0.4847813	-0.0016924895	6.6237613e-18	-0	0.49	100	300	0.009999999	2e-09
2.8990037839381304e-08	-0.83253026	-0.49149728	-0.00016285248	6.3496315e-18	-0	0.49	100	300	0.009999999	2e-09
2.9000023853288053e-08	-0.83685493	-0.49079254	0.001372607	6.6535373e-18	-0	0.49	100	300	0.009999999	2e-09
2.901002102967387e-08	-0.8400914	-0.48872766	-7.7377925e-05	6.6272437e-18	-0	0.49	100	300	0.009999999	2e-09
2.9020043070028126e-08	-0.8440786	-0.48649946	0.0023515665	6.212529e-18	-0	0.49	100	300	0.009999999	2e-09
2.903003312717391e-08	-0.84533954	-0.48544624	-0.00065821427	6.508094e-18	-0	0.49	100	300	0.009999999	2e-09
2.9040027334307906e-08	-0.84303933	-0.48365518	0.0018127006	6.4671553e-18	-0	0.49	100	300	0.009999999	2e-09
2.905005185556416e-08	-0.8417116	-0.48427567	0.00012492294	6.573807e-18	-0	0.49	100	300	0.009999999	2e-09
2.9060023052520256e-08	-0.84034956	-0.48878178	-0.0008241411	6.1715673e-18	-0	0.49	100	300	0.009999999	2e-09
2.907001891863294e-08	-0.8424583	-0.4845472	0.0072390116	5.6572235e-18	-0	0.49	100	300	0.009999999	2e-09
2.9080033787024852e-08	-0.8462895	-0.47391602	0.004747165	6.6509805e-18	-0	0.49	100	300	0.009999999	2e-09
2.9090013154379764e-08	-0.84833634	-0.4669683	0.004382395	6.641864e-18	-0	0.49	100	300	0.009999999	2e-09
2.9100026745643644e-08	-0.85285956	-0.45381385	0.0054472387	6.93149e-18	-0	0.49	100	300	0.009999999	2e-09
2.9110029922832265e-08	-0.85570323	-0.44641024	0.0076171895	7.001392e-18	-0	0.49	100	300	0.009999999	2e-09
2.9120011120002535e-08	-0.8601816	-0.4373768	0.009035154	6.159227e-18	-0	0.49	100	300	0.009999999	2e-09
2.9130033550333258e-08	-0.86414444	-0.43386206	0.0030428804	6.49529e-18	-0	0.49	100	300	0.009999999	2e-09
2.9140038781104628e-08	-0.8696296	-0.43284997	0.003430536	6.643596e-18	-0	0.49	100	300	0.009999999	2e-09
2.9150048363217685e-08	-0.8715671	-0.43486395	0.0026757822	6.492514e-18	-0	0.49	100	300	0.009999999	2e-09
2.916002275776693e-08	-0.8709479	-0.4376883	0.0031435476	6.8008313e-18	-0	0.49	100	300	0.009999999	2e-09
2.917004025998513e-08	-0.87817967	-0.4251338	0.0068366476	6.7624464e-18	-0	0.49	100	300	0.009999999	2e-09
2.9180021943672446e-08	-0.88308054	-0.41413578	0.012061331	6.7291763e-18	-0	0.49	100	300	0.009999999	2e-09
2.9190019282257717e-08	-0.8897346	-0.40041652	0.012931818	5.9151247e-18	-0	0.49	100	300	0.009999999	2e-09
2.9200023026801645e-08	-0.8959359	-0.3881522	0.008959162	6.2609396e-18	-0	0.49	100	300	0.009999999	2e-09
2.921003057908682e-08	-0.9003717	-0.37707394	0.010052938	6.3852772e-18	-0	0.49	100	300	0.009999999	2e-09
2.9220001785435854e-08	-0.9008634	-0.37064922	0.007882902	6.7398288e-18	-0	0.49	100	300	0.009999999	2e-09
2.9230019198679092e-08	-0.90357894	-0.35816985	0.008539216	6.838014e-18	-0	0.49	100	300	0.009999999	2e-09
2.9240029329657946e-08	-0.90843046	-0.34218746	0.01071131	7.229215e-18	-0	0.49	100	300	0.009999999	2e-09
2.925000872961412e-08	-0.9161687	-0.32659647	0.009740968	6.2969707e-18	-0	0.49	100	300	0.009999999	2e-09
2.9260041131121982e-08	-0.92560345	-0.30963197	0.013624083	6.7613644e-18	-0	0.49	100	300	0.009999999	2e-09
2.9270035960151595e-08	-0.9322865	-0.29614443	0.010833498	7.151262e-18	-0	0.49	100	300	0.009999999	2e-09
2.9280006026308513e-08	-0.9344336	-0.2864007	0.008150773	5.8603922e-18	-0	0.49	100	300	0.009999999	2e-09
2.929004397921659e-08	-0.93349904	-0.27959105	0.009968498	6.1086862e-18	-0	0.49	100	300	0.009999999	2e-09
2.9300015712790635e-08	-0.9322972	-0.27174583	0.011545124	6.4396623e-18	-0	0.49	100	300	0.009999999	2e-09
2.9310038599238148e-08	-0.9341061	-0.25934663	0.015851032	6.7104986e-18	-0	0.49	100	300	0.009999999	2e-09
2.9320008759668076e-08	-0.94263357	-0.23524949	0.015764497	6.1432814e-18	-0	0.49	100	300	0.009999999	2e-09
2.9330017985749125e-08	-0.9524758	-0.21136975	0.013234793	6.6747656e-18	-0	0.49	100	300	0.009999999	2e-09
2.934003957153414e-08	-0.9607839	-0.18445773	0.013987697	6.060042e-18	-0	0.49	100	300	0.009999999	2e-09
2.9350034850689637e-08	-0.96453303	-0.15971336	0.014760815	5.9584285e-18	-0	0.49	100	300	0.009999999	2e-09
2.936000110980539e-08	-0.965198	-0.13862966	0.016544066	7.100829e-18	-0	0.49	100	300	0.009999999	2e-09
2.937005125910006e-08	-0.9670987	-0.11787035	0.014859064	6.592611e-18	-0	0.49	100	300	0.009999999	2e-09
2.9380012648439243e-08	-0.9676324	-0.10290369	0.015584115	6.1813896e-18	-0	0.49	100	300	0.009999999	2e-09
2.9390029016236764e-08	-0.96964073	-0.08760234	0.013369091	6.321652e-18	-0	0.49	100	300	0.009999999	2e-09
2.940003448995155e-08	-0.970901	-0.07024127	0.01338093	6.1054528e-18	-0	0.49	100	300	0.009999999	2e-09
2.9410018571365465e-08	-0.97328734	-0.049246963	0.01663146	6.862323e-18	-0	0.49	100	300	0.009999999	2e-09
2.9420012097935473e-08	-0.9752335	-0.024852775	0.013560063	6.487782e-18	-0	0.49	100	300	0.009999999	2e-09
2.9430051206653473e-08	-0.9756801	-0.0033460208	0.015229007	6.8194523e-18	-0	0.49	100	300	0.009999999	2e-09
2.944002875000379e-08	-0.97639763	0.008069443	0.01196404	6.1046645e-18	-0	0.49	100	300	0.009999999	2e-09
2.9450025749216795e-08	-0.97465456	0.025071653	0.012900811	6.380708e-18	-0	0.49	100	300	0.009999999	2e-09
2.9460043041409086e-08	-0.97419035	0.030580409	0.009025864	7.060524e-18	-0	0.49	100	300	0.009999999	2e-09
2.9470018120687284e-08	-0.9744766	0.04540944	0.0037490847	6.7914465e-18	-0	0.49	100	300	0.009999999	2e-09
2.948002220378334e-08	-0.9758481	0.055189822	0.004770085	6.7180292e-18	-0	0.49	100	300	0.009999999	2e-09
2.9490013586658333e-08	-0.97489095	0.0704479	0.007058356	6.320941e-18	-0	0.49	100	300	0.009999999	2e-09
2.9500037268292678e-08	-0.97234505	0.083044566	0.008454023	6.8136087e-18	-0	0.49	100	300	0.009999999	2e-09
2.951003153475394e-08	-0.9721223	0.088826925	0.0034527548	6.313162e-18	-0	0.49	100	300	0.009999999	2e-09
2.9520010559537765e-08	-0.97198623	0.09043059	0.003197479	7.252432e-18	-0	0.49	100	300	0.009999999	2e-09
2.9530047907350536e-08	-0.9717659	0.09322706	0.006167516	5.5635035e-18	-0	0.49	100	300	0.009999999	2e-09
2.9540001872238804e-08	-0.9708186	0.10245844	0.008567042	6.2262857e-18	-0	0.49	100	300	0.009999999	2e-09
2.9550045680674235e-08	-0.9698769	0.114000045	0.007951148	6.650709e-18	-0	0.49	100	300	0.009999999	2e-09
2.9560032576858387e-08	-0.9695288	0.1190896	0.0062361504	7.1986485e-18	-0	0.49	100	300	0.009999999	2e-09
2.9570015643751284e-08	-0.9671801	0.1255061	0.007333125	6.2787335e-18	-0	0.49	100	300	0.009999999	2e-09
2.958001422305112e-08	-0.96697587	0.13411051	0.009553196	6.874815e-18	-0	0.49	100	300	0.009999999	2e-09
2.959004067314999e-08	-0.9653709	0.14338838	0.012045217	6.1306446e-18	-0	0.49	100	300	0.009999999	2e-09
2.9600016471068684e-08	-0.96346444	0.15377492	0.0060053277	6.2390995e-18	-0	0.49	100	300	0.009999999	2e-09
2.9610033736824676e-08	-0.962564	0.15866284	0.007332027	6.578313e-18	-0	0.49	100	300	0.009999999	2e-09
2.9620043973054218e-08	-0.9595183	0.17175266	0.005749766	6.1284604e-18	-0	0.49	100	300	0.009999999	2e-09
2.9630008081058135e-08	-0.9585821	0.1820262	0.005287345	6.2140757e-18	-0	0.49	100	300	0.009999999	2e-09
2.9640002740681568e-08	-0.958492	0.18384011	0.0019293517	7.1001875e-18	-0	0.49	100	300	0.009999999	2e-09
