# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Roundness ()	Size (nm)	Temp (K)	alpha ()	Cell_size (m)
4.418000046396316e-08	0.48486623	0.8296761	0.009956444	6.5186336e-18	-0	0.49	100	300	0.009999999	2e-09
4.419002934848817e-08	0.49929747	0.8175996	0.010549832	6.7721227e-18	-0	0.49	100	300	0.009999999	2e-09
4.420000807065133e-08	0.5131042	0.8113119	0.013013633	6.3044038e-18	-0	0.49	100	300	0.009999999	2e-09
4.4210050531848917e-08	0.5294412	0.8063445	0.01389268	7.976482e-18	-0	0.49	100	300	0.009999999	2e-09
4.4220027126376495e-08	0.5464906	0.8026675	0.0154652065	6.287967e-18	-0	0.49	100	300	0.009999999	2e-09
4.4230003017179645e-08	0.56531364	0.7941946	0.019661896	5.8058773e-18	-0	0.49	100	300	0.009999999	2e-09
4.424003309668647e-08	0.585268	0.7828898	0.019017305	6.473257e-18	-0	0.49	100	300	0.009999999	2e-09
4.425003401330712e-08	0.60442996	0.76774055	0.018437302	6.9310895e-18	-0	0.49	100	300	0.009999999	2e-09
4.426003865959832e-08	0.6220653	0.75129086	0.010350067	6.56644e-18	-0	0.49	100	300	0.009999999	2e-09
4.4270027176109245e-08	0.6298262	0.7411462	0.009287527	6.38474e-18	-0	0.49	100	300	0.009999999	2e-09
4.4280033763315404e-08	0.6352865	0.7317368	0.010294621	7.843607e-18	-0	0.49	100	300	0.009999999	2e-09
4.429003986470109e-08	0.6357466	0.72260034	0.006044948	6.682075e-18	-0	0.49	100	300	0.009999999	2e-09
4.430000971733544e-08	0.6346619	0.7160683	0.0072229085	6.929792e-18	-0	0.49	100	300	0.009999999	2e-09
4.43100430132899e-08	0.64322966	0.7027172	0.011130607	6.7694013e-18	-0	0.49	100	300	0.009999999	2e-09
4.432000554511342e-08	0.6522695	0.6950193	0.007705427	6.276417e-18	-0	0.49	100	300	0.009999999	2e-09
4.433003925905927e-08	0.6619667	0.6924837	0.005749696	6.5894105e-18	-0	0.49	100	300	0.009999999	2e-09
4.43400066508286e-08	0.67835593	0.68581617	0.007816656	6.662647e-18	-0	0.49	100	300	0.009999999	2e-09
4.435001511501124e-08	0.68845034	0.6824566	0.0038245309	6.014462e-18	-0	0.49	100	300	0.009999999	2e-09
4.436002974652864e-08	0.69419116	0.68088156	0.003357244	5.9368266e-18	-0	0.49	100	300	0.009999999	2e-09
4.437003140743587e-08	0.6953235	0.6831709	-0.0021222637	5.402745e-18	-0	0.49	100	300	0.009999999	2e-09
4.4380006249573764e-08	0.68179876	0.6941214	-0.009629449	6.4906245e-18	-0	0.49	100	300	0.009999999	2e-09
4.439001793204787e-08	0.6732862	0.6962342	-0.010681973	6.7728663e-18	-0	0.49	100	300	0.009999999	2e-09
4.440000896352898e-08	0.66082984	0.703215	-0.0035172002	6.520889e-18	-0	0.49	100	300	0.009999999	2e-09
4.441001114598095e-08	0.6595273	0.69811964	0.0010159694	6.3186648e-18	-0	0.49	100	300	0.009999999	2e-09
4.442002028065517e-08	0.66061544	0.68750507	0.0050928383	6.6883277e-18	-0	0.49	100	300	0.009999999	2e-09
4.443003492716188e-08	0.6638839	0.6770629	0.0037679255	6.2386615e-18	-0	0.49	100	300	0.009999999	2e-09
4.4440013013229954e-08	0.6637256	0.6753268	0.00012773181	6.2269234e-18	-0	0.49	100	300	0.009999999	2e-09
4.4450015378607196e-08	0.663226	0.6789672	-0.002108997	6.9233206e-18	-0	0.49	100	300	0.009999999	2e-09
4.4460021425592994e-08	0.66229194	0.6875426	0.00063595496	5.830538e-18	-0	0.49	100	300	0.009999999	2e-09
4.447002172380113e-08	0.6642745	0.69190973	0.004541992	5.761096e-18	-0	0.49	100	300	0.009999999	2e-09
4.44800326737018e-08	0.6693005	0.6953116	0.0037758448	6.9646655e-18	-0	0.49	100	300	0.009999999	2e-09
4.4490005640635464e-08	0.6787374	0.69508696	0.005186139	5.6670073e-18	-0	0.49	100	300	0.009999999	2e-09
4.450005160983802e-08	0.6846512	0.69386524	0.0026863536	6.60841e-18	-0	0.49	100	300	0.009999999	2e-09
4.4510049955916755e-08	0.6834752	0.6954894	-0.0043860557	6.0094022e-18	-0	0.49	100	300	0.009999999	2e-09
4.4520024496432066e-08	0.67544776	0.7001698	-0.008345764	6.8781197e-18	-0	0.49	100	300	0.009999999	2e-09
4.453002746948586e-08	0.6624799	0.70678025	-0.0074073267	6.196252e-18	-0	0.49	100	300	0.009999999	2e-09
4.454002452732516e-08	0.65406525	0.70453537	0.00069241493	7.070865e-18	-0	0.49	100	300	0.009999999	2e-09
4.455000641723389e-08	0.64760464	0.6990027	0.0036864344	7.259401e-18	-0	0.49	100	300	0.009999999	2e-09
4.456000560623882e-08	0.6465771	0.6891896	0.0026077987	5.998559e-18	-0	0.49	100	300	0.009999999	2e-09
4.457004986984575e-08	0.6458801	0.6833012	-0.0027565502	6.0751085e-18	-0	0.49	100	300	0.009999999	2e-09
4.458002506444176e-08	0.646881	0.6854446	-0.0016731044	6.0854995e-18	-0	0.49	100	300	0.009999999	2e-09
4.4590002824062954e-08	0.64989567	0.6923278	-0.0038801557	6.3860763e-18	-0	0.49	100	300	0.009999999	2e-09
4.4600047475010135e-08	0.6490521	0.7037972	-0.002918433	6.7314854e-18	-0	0.49	100	300	0.009999999	2e-09
4.4610013477832456e-08	0.65185124	0.7107451	-0.002724463	6.6630933e-18	-0	0.49	100	300	0.009999999	2e-09
4.4620047181174415e-08	0.65466726	0.71611905	-0.0017770155	6.04084e-18	-0	0.49	100	300	0.009999999	2e-09
4.463000076499193e-08	0.6520104	0.7224676	-0.004229907	6.5808285e-18	-0	0.49	100	300	0.009999999	2e-09
4.4640043503230326e-08	0.64626473	0.7269772	-0.014766108	6.6095023e-18	-0	0.49	100	300	0.009999999	2e-09
4.46500138248586e-08	0.63285226	0.7367788	-0.015794981	5.2070953e-18	-0	0.49	100	300	0.009999999	2e-09
4.46600474307871e-08	0.62120414	0.7410374	-0.013756369	6.1115962e-18	-0	0.49	100	300	0.009999999	2e-09
4.46700213640572e-08	0.6015222	0.74596703	-0.008961731	6.5700983e-18	-0	0.49	100	300	0.009999999	2e-09
4.4680023749364163e-08	0.57895416	0.7508018	-0.0072655487	6.2917868e-18	-0	0.49	100	300	0.009999999	2e-09
4.46900109371987e-08	0.568602	0.7520559	-0.0059135673	6.73743e-18	-0	0.49	100	300	0.009999999	2e-09
4.470002570648696e-08	0.5598286	0.76203215	-0.0065919613	6.209942e-18	-0	0.49	100	300	0.009999999	2e-09
4.471004889383953e-08	0.55263305	0.775016	-0.011148369	6.7081597e-18	-0	0.49	100	300	0.009999999	2e-09
4.4720003389958786e-08	0.54298836	0.7902755	-0.009354357	6.8103012e-18	-0	0.49	100	300	0.009999999	2e-09
4.473000241600177e-08	0.540726	0.7995065	-0.003980057	6.2948014e-18	-0	0.49	100	300	0.009999999	2e-09
4.4740045093461615e-08	0.5485629	0.7994254	0.0024912881	6.470037e-18	-0	0.49	100	300	0.009999999	2e-09
4.475000799973359e-08	0.5520206	0.80054545	-0.0014915816	6.280495e-18	-0	0.49	100	300	0.009999999	2e-09
4.4760023513138054e-08	0.54151666	0.80801374	-0.014049744	6.6702058e-18	-0	0.49	100	300	0.009999999	2e-09
4.4770036599637336e-08	0.5182591	0.82349414	-0.027010622	7.110749e-18	-0	0.49	100	300	0.009999999	2e-09
4.4780028800462636e-08	0.48089555	0.8443914	-0.027817808	6.472364e-18	-0	0.49	100	300	0.009999999	2e-09
4.479004523995928e-08	0.44722933	0.8598529	-0.028364861	6.5059116e-18	-0	0.49	100	300	0.009999999	2e-09
4.4800040276027805e-08	0.4181961	0.86812377	-0.022815429	6.4643602e-18	-0	0.49	100	300	0.009999999	2e-09
4.4810030566121794e-08	0.38536283	0.8734557	-0.017541302	6.8687812e-18	-0	0.49	100	300	0.009999999	2e-09
4.482003531277354e-08	0.37037608	0.8735459	-0.005290962	6.4139866e-18	-0	0.49	100	300	0.009999999	2e-09
4.4830001528408893e-08	0.36748564	0.87990123	-0.0047100047	6.805395e-18	-0	0.49	100	300	0.009999999	2e-09
4.4840046803468664e-08	0.3688812	0.888563	-0.003986079	6.811938e-18	-0	0.49	100	300	0.009999999	2e-09
4.4850009169291645e-08	0.36755672	0.89686733	-0.004657286	6.2760464e-18	-0	0.49	100	300	0.009999999	2e-09
4.4860012739550306e-08	0.35962138	0.9025538	-0.0034888347	6.640528e-18	-0	0.49	100	300	0.009999999	2e-09
4.487001519176818e-08	0.35450682	0.9075209	-0.0046729636	6.377829e-18	-0	0.49	100	300	0.009999999	2e-09
4.48800007429011e-08	0.34770387	0.9109181	-0.009922034	7.2311236e-18	-0	0.49	100	300	0.009999999	2e-09
4.4890035859965024e-08	0.33511838	0.9150007	-0.010317344	7.539227e-18	-0	0.49	100	300	0.009999999	2e-09
4.490001488347879e-08	0.32391497	0.91526425	-0.012701997	6.722559e-18	-0	0.49	100	300	0.009999999	2e-09
4.491001950315086e-08	0.30972394	0.9151377	-0.014827499	6.618149e-18	-0	0.49	100	300	0.009999999	2e-09
4.4920044144008236e-08	0.29268876	0.9155666	-0.012917376	5.6801537e-18	-0	0.49	100	300	0.009999999	2e-09
4.493000708709525e-08	0.27443525	0.916878	-0.010635167	6.9434575e-18	-0	0.49	100	300	0.009999999	2e-09
4.494002322864772e-08	0.2592529	0.92067915	-0.000577168	6.987791e-18	-0	0.49	100	300	0.009999999	2e-09
4.4950030467314296e-08	0.2604111	0.9264933	0.005639558	6.3635646e-18	-0	0.49	100	300	0.009999999	2e-09
4.496004943472616e-08	0.27335224	0.92905676	0.008022119	6.959232e-18	-0	0.49	100	300	0.009999999	2e-09
4.497002764242766e-08	0.28624868	0.93050134	0.0017163659	6.8952506e-18	-0	0.49	100	300	0.009999999	2e-09
4.4980024428232837e-08	0.28289306	0.9338787	-0.0016264885	6.977061e-18	-0	0.49	100	300	0.009999999	2e-09
4.499004884314133e-08	0.27308783	0.9368227	-0.011038438	5.889478e-18	-0	0.49	100	300	0.009999999	2e-09
4.5000003166397144e-08	0.24976924	0.9424156	-0.020448208	5.8948654e-18	-0	0.49	100	300	0.009999999	2e-09
4.5010013376692325e-08	0.21054843	0.95018566	-0.02709197	5.893116e-18	-0	0.49	100	300	0.009999999	2e-09
4.502001317444784e-08	0.1733198	0.9552725	-0.031591028	6.3770195e-18	-0	0.49	100	300	0.009999999	2e-09
4.5030023254078475e-08	0.13341375	0.9570308	-0.029254299	6.4370848e-18	-0	0.49	100	300	0.009999999	2e-09
4.50400103127352e-08	0.100153655	0.95963293	-0.024896778	6.3069966e-18	-0	0.49	100	300	0.009999999	2e-09
4.5050038503579254e-08	0.07333938	0.9630264	-0.017910322	6.5226405e-18	-0	0.49	100	300	0.009999999	2e-09
4.5060045187123606e-08	0.06518436	0.96781665	-0.008804939	5.909181e-18	-0	0.49	100	300	0.009999999	2e-09
4.507001916697931e-08	0.058300555	0.9730913	-0.0041388613	7.110225e-18	-0	0.49	100	300	0.009999999	2e-09
4.508001153829161e-08	0.056078188	0.97282773	-0.00060948456	7.168602e-18	-0	0.49	100	300	0.009999999	2e-09
4.509004874521434e-08	0.046536967	0.9674069	-0.0038169282	6.8298425e-18	-0	0.49	100	300	0.009999999	2e-09
4.510002637084686e-08	0.030060485	0.96492493	-0.011070101	5.887426e-18	-0	0.49	100	300	0.009999999	2e-09
4.511004557984615e-08	0.0031480063	0.9674815	-0.019705348	6.4944787e-18	-0	0.49	100	300	0.009999999	2e-09
4.5120015721276134e-08	-0.026342653	0.9722995	-0.024631992	6.7373025e-18	-0	0.49	100	300	0.009999999	2e-09
4.513001498736627e-08	-0.05813951	0.9748974	-0.028462477	6.74649e-18	-0	0.49	100	300	0.009999999	2e-09
4.514000708934584e-08	-0.09062083	0.970849	-0.029346177	6.4010983e-18	-0	0.49	100	300	0.009999999	2e-09
4.5150009348625755e-08	-0.1243737	0.9619396	-0.020979548	6.294148e-18	-0	0.49	100	300	0.009999999	2e-09
4.5160021890909114e-08	-0.14985931	0.9581168	-0.011551229	5.728619e-18	-0	0.49	100	300	0.009999999	2e-09
4.517001373936879e-08	-0.16158243	0.9584559	-0.0006876698	6.5557066e-18	-0	0.49	100	300	0.009999999	2e-09
4.5180005705139255e-08	-0.1623191	0.9606717	0.005002132	6.0813363e-18	-0	0.49	100	300	0.009999999	2e-09
4.519004924191863e-08	-0.1560084	0.96206045	0.0068308455	6.119041e-18	-0	0.49	100	300	0.009999999	2e-09
4.520000117440531e-08	-0.14334366	0.95906043	0.0019655258	7.806869e-18	-0	0.49	100	300	0.009999999	2e-09
4.5210035710209294e-08	-0.14301318	0.95614445	-0.005124912	6.47095e-18	-0	0.49	100	300	0.009999999	2e-09
4.522004152664108e-08	-0.15396792	0.952546	-0.013213702	6.8123212e-18	-0	0.49	100	300	0.009999999	2e-09
4.52300178491892e-08	-0.17474717	0.95029956	-0.01786107	7.286759e-18	-0	0.49	100	300	0.009999999	2e-09
4.524001675427484e-08	-0.20332614	0.94944125	-0.021012293	5.8060254e-18	-0	0.49	100	300	0.009999999	2e-09
4.5250037407374785e-08	-0.23249897	0.946321	-0.021486834	6.3993716e-18	-0	0.49	100	300	0.009999999	2e-09
4.5260047651321506e-08	-0.25748375	0.94011074	-0.017362462	6.6243026e-18	-0	0.49	100	300	0.009999999	2e-09
4.527003089688682e-08	-0.2771694	0.9351487	-0.0144183785	5.850007e-18	-0	0.49	100	300	0.009999999	2e-09
4.528002356090843e-08	-0.2879727	0.93206257	-0.008695556	5.9927846e-18	-0	0.49	100	300	0.009999999	2e-09
4.529003581628588e-08	-0.28726232	0.930103	-0.00017737714	6.3506527e-18	-0	0.49	100	300	0.009999999	2e-09
4.530004181308903e-08	-0.28612855	0.92667156	0.0013523465	6.7688032e-18	-0	0.49	100	300	0.009999999	2e-09
4.531000802494218e-08	-0.28397912	0.9222951	0.0011184642	6.657714e-18	-0	0.49	100	300	0.009999999	2e-09
4.5320043167043826e-08	-0.28701445	0.9130453	-0.0059834057	7.044968e-18	-0	0.49	100	300	0.009999999	2e-09
4.533001374943687e-08	-0.29656357	0.9049679	-0.011925991	5.9875936e-18	-0	0.49	100	300	0.009999999	2e-09
4.534000376861122e-08	-0.31418133	0.9006503	-0.018325968	6.2926557e-18	-0	0.49	100	300	0.009999999	2e-09
4.535001555543128e-08	-0.33715558	0.900204	-0.016493108	6.2054436e-18	-0	0.49	100	300	0.009999999	2e-09
4.536001409084804e-08	-0.35724592	0.90159816	-0.013705809	6.0253883e-18	-0	0.49	100	300	0.009999999	2e-09
4.537000297419408e-08	-0.37884462	0.9011914	-0.010137915	5.916371e-18	-0	0.49	100	300	0.009999999	2e-09
4.5380027416331595e-08	-0.3935515	0.898163	-0.008435129	6.4278423e-18	-0	0.49	100	300	0.009999999	2e-09
4.5390001212967656e-08	-0.40274137	0.89363784	-0.0032035285	6.0018534e-18	-0	0.49	100	300	0.009999999	2e-09
4.540001870043018e-08	-0.40288797	0.8930171	0.0009616465	6.332789e-18	-0	0.49	100	300	0.009999999	2e-09
4.541002678564111e-08	-0.3991628	0.88854414	0.005036009	6.1837454e-18	-0	0.49	100	300	0.009999999	2e-09
4.5420014093467204e-08	-0.38332182	0.8889524	0.008373547	5.960259e-18	-0	0.49	100	300	0.009999999	2e-09
4.5430050450060316e-08	-0.36681983	0.8899481	0.015885485	6.2594304e-18	-0	0.49	100	300	0.009999999	2e-09
4.544000840336442e-08	-0.34603566	0.89608574	0.014780471	6.722073e-18	-0	0.49	100	300	0.009999999	2e-09
4.5450001076690506e-08	-0.32429162	0.9032357	0.013740584	6.4625963e-18	-0	0.49	100	300	0.009999999	2e-09
4.5460045543283567e-08	-0.3129058	0.908758	0.011988542	6.6550564e-18	-0	0.49	100	300	0.009999999	2e-09
4.547000331753705e-08	-0.30768734	0.9154274	0.0031876639	6.033509e-18	-0	0.49	100	300	0.009999999	2e-09
4.548002235574949e-08	-0.30928048	0.91882205	-0.0038277637	5.983242e-18	-0	0.49	100	300	0.009999999	2e-09
4.549002679569453e-08	-0.317416	0.9180509	-0.0017754327	6.2850473e-18	-0	0.49	100	300	0.009999999	2e-09
4.550002910141911e-08	-0.31569764	0.9200049	0.0044501466	6.2258824e-18	-0	0.49	100	300	0.009999999	2e-09
4.551000148387941e-08	-0.30873224	0.9263263	0.008937089	6.767812e-18	-0	0.49	100	300	0.009999999	2e-09
4.552002087419484e-08	-0.2952709	0.93307924	0.014071517	5.564274e-18	-0	0.49	100	300	0.009999999	2e-09
4.5530028752332844e-08	-0.27466524	0.9388501	0.017706016	6.713026e-18	-0	0.49	100	300	0.009999999	2e-09
4.554004931259443e-08	-0.2502554	0.9435189	0.017640717	5.3877197e-18	-0	0.49	100	300	0.009999999	2e-09
4.555000926601675e-08	-0.22721381	0.9421213	0.01465061	6.6871216e-18	-0	0.49	100	300	0.009999999	2e-09
4.55600130002933e-08	-0.20720105	0.9383522	0.014321294	6.3367205e-18	-0	0.49	100	300	0.009999999	2e-09
4.557003279167262e-08	-0.19385493	0.9396168	0.01170225	6.03128e-18	-0	0.49	100	300	0.009999999	2e-09
4.5580035101107196e-08	-0.185876	0.9456652	0.006168789	7.3432405e-18	-0	0.49	100	300	0.009999999	2e-09
4.559004128415583e-08	-0.17663074	0.9545631	0.00032237128	6.74771e-18	-0	0.49	100	300	0.009999999	2e-09
4.560001810944936e-08	-0.17425503	0.9598082	-0.003353291	6.5957384e-18	-0	0.49	100	300	0.009999999	2e-09
4.561005039365246e-08	-0.17398053	0.96017313	-0.002423306	6.7646955e-18	-0	0.49	100	300	0.009999999	2e-09
4.562004157823198e-08	-0.17202267	0.95487535	0.0023405866	6.6657593e-18	-0	0.49	100	300	0.009999999	2e-09
4.563004307340903e-08	-0.16789733	0.9528147	0.008764476	6.824273e-18	-0	0.49	100	300	0.009999999	2e-09
4.564002921289588e-08	-0.15344797	0.9581597	0.019662078	6.3131177e-18	-0	0.49	100	300	0.009999999	2e-09
4.565001920850276e-08	-0.12880197	0.9654993	0.023561858	6.9058174e-18	-0	0.49	100	300	0.009999999	2e-09
4.5660050608991526e-08	-0.09574624	0.97231257	0.023928404	5.2890818e-18	-0	0.49	100	300	0.009999999	2e-09
4.567001412425442e-08	-0.059288986	0.97254133	0.02516916	7.266515e-18	-0	0.49	100	300	0.009999999	2e-09
4.5680034459149906e-08	-0.032413345	0.9701042	0.017621012	5.8809043e-18	-0	0.49	100	300	0.009999999	2e-09
4.569002099403076e-08	-0.015388851	0.9642937	0.010733166	5.944353e-18	-0	0.49	100	300	0.009999999	2e-09
4.5700033089065024e-08	-0.01041191	0.9647854	0.00858114	6.8393138e-18	-0	0.49	100	300	0.009999999	2e-09
4.5710009634443463e-08	-0.005051455	0.9718534	0.0036898553	6.418016e-18	-0	0.49	100	300	0.009999999	2e-09
4.5720043523668503e-08	0.0013599441	0.97553277	0.0025527726	6.946478e-18	-0	0.49	100	300	0.009999999	2e-09
4.5730025127698645e-08	0.007892561	0.9765123	0.004418421	6.7071493e-18	-0	0.49	100	300	0.009999999	2e-09
4.574002768439313e-08	0.025955433	0.97354233	0.011977921	6.407843e-18	-0	0.49	100	300	0.009999999	2e-09
4.575001754339191e-08	0.052073207	0.96887046	0.019392079	5.9336763e-18	-0	0.49	100	300	0.009999999	2e-09
4.576003679804074e-08	0.08046935	0.9653706	0.019546526	6.0951445e-18	-0	0.49	100	300	0.009999999	2e-09
4.5770033295336724e-08	0.10040616	0.9653954	0.020802233	6.412397e-18	-0	0.49	100	300	0.009999999	2e-09
4.578000987196004e-08	0.11869366	0.96838737	0.018515607	7.08795e-18	-0	0.49	100	300	0.009999999	2e-09
4.579000707448996e-08	0.1398745	0.96803075	0.016509721	6.728572e-18	-0	0.49	100	300	0.009999999	2e-09
4.580005016694602e-08	0.16090189	0.96454984	0.015247245	6.734904e-18	-0	0.49	100	300	0.009999999	2e-09
4.5810002467888326e-08	0.18593693	0.9611518	0.012835954	6.748222e-18	-0	0.49	100	300	0.009999999	2e-09
4.582004976573478e-08	0.20638134	0.95593065	0.011249152	6.19367e-18	-0	0.49	100	300	0.009999999	2e-09
4.583001876749706e-08	0.21149832	0.9478937	0.0072215884	6.3290554e-18	-0	0.49	100	300	0.009999999	2e-09
4.584002906497487e-08	0.22431418	0.9388721	0.010809427	6.1076316e-18	-0	0.49	100	300	0.009999999	2e-09
4.585001111049667e-08	0.23695116	0.9372614	0.011575107	5.6183546e-18	-0	0.49	100	300	0.009999999	2e-09
4.586002955549078e-08	0.25285318	0.9362426	0.01660796	6.0152144e-18	-0	0.49	100	300	0.009999999	2e-09
4.587004529059168e-08	0.27331817	0.93237376	0.021380633	6.7312505e-18	-0	0.49	100	300	0.009999999	2e-09
4.5880005792070775e-08	0.30677018	0.9245798	0.026685502	6.638994e-18	-0	0.49	100	300	0.009999999	2e-09
4.589002763276179e-08	0.34338698	0.9122275	0.025811894	5.9126787e-18	-0	0.49	100	300	0.009999999	2e-09
4.5900034491061903e-08	0.37043887	0.9009087	0.019838225	6.6086052e-18	-0	0.49	100	300	0.009999999	2e-09
4.5910005205283256e-08	0.39909774	0.88938105	0.01538548	5.8528293e-18	-0	0.49	100	300	0.009999999	2e-09
4.5920049842403677e-08	0.4142964	0.8837432	0.009395695	6.11487e-18	-0	0.49	100	300	0.009999999	2e-09
4.593004588489552e-08	0.42321926	0.88152146	0.006240095	5.6808105e-18	-0	0.49	100	300	0.009999999	2e-09
4.594001863558458e-08	0.43039057	0.87680316	0.0064880406	7.077674e-18	-0	0.49	100	300	0.009999999	2e-09
4.595002693039702e-08	0.43613833	0.8692898	0.012923653	6.2659783e-18	-0	0.49	100	300	0.009999999	2e-09
4.596004065343952e-08	0.4469797	0.8592189	0.015736258	6.0360147e-18	-0	0.49	100	300	0.009999999	2e-09
4.597001700140159e-08	0.46884885	0.84229106	0.019098902	7.196287e-18	-0	0.49	100	300	0.009999999	2e-09
4.5980023307409223e-08	0.49183014	0.82572836	0.021049654	6.7069e-18	-0	0.49	100	300	0.009999999	2e-09
4.599002224498869e-08	0.5215095	0.8087362	0.025247926	6.9934274e-18	-0	0.49	100	300	0.009999999	2e-09
4.600002238153222e-08	0.55073833	0.7921483	0.021974124	6.504915e-18	-0	0.49	100	300	0.009999999	2e-09
4.6010023201864466e-08	0.5687739	0.78557616	0.01839871	6.375491e-18	-0	0.49	100	300	0.009999999	2e-09
4.6020029811148744e-08	0.587484	0.77505285	0.01747914	5.9334997e-18	-0	0.49	100	300	0.009999999	2e-09
4.6030038022608495e-08	0.604721	0.7629264	0.021166408	6.0525533e-18	-0	0.49	100	300	0.009999999	2e-09
4.604001090118443e-08	0.62713474	0.74730116	0.022083994	6.6414824e-18	-0	0.49	100	300	0.009999999	2e-09
4.605001938342218e-08	0.65601134	0.72033024	0.02587934	6.4175844e-18	-0	0.49	100	300	0.009999999	2e-09
4.6060000375474026e-08	0.6775004	0.6950295	0.025242789	6.2611236e-18	-0	0.49	100	300	0.009999999	2e-09
4.607003054494853e-08	0.70081615	0.66061646	0.02838819	6.396215e-18	-0	0.49	100	300	0.009999999	2e-09
4.608002820423817e-08	0.7224929	0.6344965	0.021995766	7.214027e-18	-0	0.49	100	300	0.009999999	2e-09
4.6090011393562e-08	0.7328835	0.6205914	0.015235962	6.1227686e-18	-0	0.49	100	300	0.009999999	2e-09
4.6100006129786945e-08	0.739407	0.61155856	0.014613293	6.3666222e-18	-0	0.49	100	300	0.009999999	2e-09
4.611002101974189e-08	0.7472642	0.5984005	0.015084046	6.9376345e-18	-0	0.49	100	300	0.009999999	2e-09
4.6120018693746485e-08	0.76356494	0.5840738	0.01745484	6.9063448e-18	-0	0.49	100	300	0.009999999	2e-09
4.613002938978595e-08	0.78337926	0.56777674	0.021123314	6.8099187e-18	-0	0.49	100	300	0.009999999	2e-09
4.6140045491019546e-08	0.8043429	0.5425024	0.021668311	6.825688e-18	-0	0.49	100	300	0.009999999	2e-09
4.615000563785677e-08	0.8229125	0.5197959	0.021332912	6.318681e-18	-0	0.49	100	300	0.009999999	2e-09
4.616003796106772e-08	0.83821565	0.4985042	0.020149767	6.2718873e-18	-0	0.49	100	300	0.009999999	2e-09
4.6170026776221196e-08	0.85101444	0.4772122	0.019756764	6.1850937e-18	-0	0.49	100	300	0.009999999	2e-09
4.618001636311208e-08	0.8620023	0.4550644	0.023259558	7.941632e-18	-0	0.49	100	300	0.009999999	2e-09
4.619001785275643e-08	0.8703533	0.42844898	0.024472838	5.386397e-18	-0	0.49	100	300	0.009999999	2e-09
4.620000248706064e-08	0.88057417	0.39998236	0.025852565	6.9023743e-18	-0	0.49	100	300	0.009999999	2e-09
4.621004657603492e-08	0.89728475	0.3622564	0.030893594	6.695112e-18	-0	0.49	100	300	0.009999999	2e-09
4.622001132080997e-08	0.91489756	0.32090703	0.03845959	7.242421e-18	-0	0.49	100	300	0.009999999	2e-09
4.6230010550224616e-08	0.935673	0.26627317	0.038867664	6.210546e-18	-0	0.49	100	300	0.009999999	2e-09
4.624002801072731e-08	0.9490108	0.21530849	0.038218617	6.8841056e-18	-0	0.49	100	300	0.009999999	2e-09
4.6250008061861115e-08	0.95990145	0.16961472	0.033324108	5.9294705e-18	-0	0.49	100	300	0.009999999	2e-09
4.626002040177843e-08	0.96665406	0.12251626	0.037654355	6.387491e-18	-0	0.49	100	300	0.009999999	2e-09
4.627003855718736e-08	0.9698192	0.07329625	0.036179323	7.041088e-18	-0	0.49	100	300	0.009999999	2e-09
4.628000711476088e-08	0.9730012	0.03113721	0.030438602	6.6878537e-18	-0	0.49	100	300	0.009999999	2e-09
4.629002296175659e-08	0.9739512	-0.010053149	0.034135636	6.0134463e-18	-0	0.49	100	300	0.009999999	2e-09
4.630003917871637e-08	0.97416264	-0.0555187	0.029106615	5.7573524e-18	-0	0.49	100	300	0.009999999	2e-09
4.631002262560501e-08	0.9709744	-0.09447462	0.02733467	6.6281354e-18	-0	0.49	100	300	0.009999999	2e-09
4.63200368163445e-08	0.96515995	-0.12727565	0.026448004	6.0372426e-18	-0	0.49	100	300	0.009999999	2e-09
4.6330034456048974e-08	0.95907414	-0.15878019	0.02685973	6.662255e-18	-0	0.49	100	300	0.009999999	2e-09
4.634001481153424e-08	0.9496503	-0.1940926	0.027725408	7.1334145e-18	-0	0.49	100	300	0.009999999	2e-09
4.6350039241267936e-08	0.9458433	-0.22280777	0.023062501	6.7467212e-18	-0	0.49	100	300	0.009999999	2e-09
4.6360002106639006e-08	0.9427208	-0.24816552	0.01760614	7.092343e-18	-0	0.49	100	300	0.009999999	2e-09
4.63700294632733e-08	0.93564767	-0.27464387	0.01642944	6.1100556e-18	-0	0.49	100	300	0.009999999	2e-09
4.638003065918564e-08	0.9291094	-0.2955472	0.019842913	6.920542e-18	-0	0.49	100	300	0.009999999	2e-09
4.639002097406499e-08	0.91630244	-0.3217888	0.022941478	5.644968e-18	-0	0.49	100	300	0.009999999	2e-09
4.640002237674784e-08	0.9007909	-0.34683552	0.021220643	6.534088e-18	-0	0.49	100	300	0.009999999	2e-09
4.6410007281376585e-08	0.88667023	-0.36860496	0.01759643	6.7239585e-18	-0	0.49	100	300	0.009999999	2e-09
4.642000176038331e-08	0.88130176	-0.38857093	0.019535039	6.2565865e-18	-0	0.49	100	300	0.009999999	2e-09
4.6430007990467374e-08	0.87661153	-0.41406742	0.02454727	6.402265e-18	-0	0.49	100	300	0.009999999	2e-09
4.644002155042405e-08	0.86452055	-0.4454807	0.025049735	5.7581585e-18	-0	0.49	100	300	0.009999999	2e-09
4.645000832165604e-08	0.85023004	-0.47607985	0.028887324	6.8118294e-18	-0	0.49	100	300	0.009999999	2e-09
4.646005047594286e-08	0.83499575	-0.50736254	0.025741102	6.3548237e-18	-0	0.49	100	300	0.009999999	2e-09
